window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
1,5000,3223,3,5,0,1.9911,0,149.0,0,0,0.0,1.0,0.0,15,1.0,5,9,4,107,0,0.038965,0.2703,424.2424,0,0.0,0.2297,0.0524,2,0,0,0,0.297297,0.015625,6,0.9474,0.2973,0.9379,1,0,4,816,1273,545,1.0,0.0,0,0,0,0.081081,0.081081,1.0,1.0,1,0.0,0.0,0,1.0
2,5000,3235,1,5,1,1.8858,0,147.5,0,0,0.0,1.0,0.0,10,1.0,10,6,1,151,0,0.023625,0.186,256.4103,1,0.5,0.1473,0.0417,1,0,0,0,0.186047,0.015625,9,0.916,0.4601,0.8996,5,0,5,811,1297,538,1.0,0.0,0,0,0,0.0,0.027027,0.0,1.0,1,0.2883,0.8125,5,0.7117
3,5000,3163,1,4,1,1.9622,0,147.9,0,0,0.0,1.0,0.0,3,1.0,9,1,2,162,0,0.019746,0.2791,71.4286,2,1.4,0.1783,0.0667,0,0,0,0,0.27907,0.015625,9,0.944,0.6889,0.8969,3,0,6,780,1313,505,1.0,0.0,0,0,0,0.023256,0.025141,0.925,1.0,1,0.4731,0.7921,10,0.5269
4,4994,3227,1,4,3,1.9,2,147.7,0,0,0.0,1.0,0.0,7,1.0,12,5,2,201,0,0.015945,0.1458,162.7907,3,1.6,0.0972,0.0323,0,0,0,0,0.25,0.015625,11,0.9375,0.9194,0.88,4,0,8,812,1268,520,1.0,0.0,0,0,0,0.020833,0.023418,0.8896,1.0,1,0.2891,0.5777,9,0.7108
5,4921,3183,0,0,3,1.7909,2,146.0,0,0,0.0,1.0,0.0,5,1.0,12,5,5,199,0,0.015188,0.2037,102.0408,4,1.9,0.0926,0.0417,0,0,0,0,0.203704,0.015625,12,0.9233,1.0675,0.859,3,1,8,777,1347,491,1.0,0.0,0,0,0,0.018519,0.021785,0.8501,1.0,1,0.3588,0.8094,12,0.6412
6,4852,3010,0,0,3,1.842,1,141.2,0,0,0.0,1.0,0.0,5,1.0,10,5,7,207,0,0.01406,0.1837,119.0476,5,2.7,0.1361,0.0476,0,0,0,0,0.204082,0.015625,12,0.9234,1.2716,0.8545,5,1,4,758,1232,463,1.0,0.0,0,0,0,0.081633,0.038884,2.0994,1.0,1,0.4257,0.8944,12,0.5744
7,4831,3085,2,5,3,1.9272,1,139.5,0,0,0.0,1.0,0.0,10,1.0,11,4,3,222,0,0.016116,0.1695,142.8571,6,2.8,0.1398,0.0448,1,0,0,0,0.169492,0.015625,13,0.9078,1.4242,0.8417,6,2,3,776,1221,500,1.0,0.0,0,0,0,0.050847,0.041875,1.2143,1.0,1,0.3135,0.5765,10,0.6865
8,4818,3021,1,5,3,1.8799,1,138.9,0,0,0.0,1.0,0.0,8,1.0,12,4,3,217,0,0.014432,0.1613,137.931,7,3.2,0.0903,0.0472,1,0,0,0,0.274194,0.015625,12,0.943,1.4564,0.8291,5,2,5,787,1192,507,1.0,0.0,0,0,0,0.016129,0.036154,0.4461,1.0,1,0.4472,0.9639,11,0.5528
9,4808,3049,0,0,3,1.8875,2,138.2,0,0,0.0,1.0,0.0,0,1.0,10,0,2,197,0,0.012283,0.1522,0.0,8,4.7,0.1043,0.0392,0,0,0,0,0.152174,0.015625,11,0.8973,1.5216,0.8272,4,2,4,750,1231,454,1.0,0.0,0,0,0,0.021739,0.033271,0.6534,1.0,1,0.4912,0.9069,12,0.5088
10,4760,2969,0,0,3,1.9776,1,137.5,0,0,0.0,1.0,0.0,11,1.0,16,11,5,280,0,0.009418,0.1389,145.1613,9,3.4,0.0917,0.0335,0,0,0,0,0.180556,0.015625,17,0.9135,1.6189,0.8141,8,2,6,759,1142,497,1.0,0.0,0,0,0,0.055556,0.037323,1.4885,1.0,1,0.2346,0.8837,10,0.7654
