window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
1,5000,3193,0,0,3,1.9932,0,149.1,0,0,0.0,1.0,0.0,14,1.0,10,14,4,100,0,0.029739,0.1905,424.2424,0,0.0,0.0,0.0449,0,0,0,0,0.285714,0.015625,9,0.9453,0.2857,0.904,5,2,3,819,1264,495,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1,0.0,0.0,0,1.0
2,5000,3199,0,0,3,1.9875,0,148.1,0,0,0.0,1.0,0.0,5,1.0,9,5,6,120,0,0.02001,0.2564,147.0588,1,0.7,0.0,0.0628,0,0,0,0,0.25641,0.015625,10,0.9391,0.3883,0.8784,4,2,3,821,1233,539,1.0,0.0,0,0,0,0.076923,0.051282,1.5,1.0,1,0.4083,0.9019,10,0.5917
3,4999,3135,5,5,1,1.9185,0,148.4,0,0,0.0,1.0,0.0,23,1.0,10,5,4,185,0,0.020569,0.1967,389.8305,2,0.8,0.168,0.0637,4,0,0,0,0.196721,0.015625,12,0.9206,0.4375,0.8285,3,1,6,768,1253,561,1.0,0.0,0,0,0,0.032787,0.042034,0.78,1.0,1,0.3699,0.837,9,0.6301
4,4976,3188,0,0,3,1.9781,1,147.8,0,0,0.0,1.0,0.0,11,1.0,16,11,5,235,0,0.014563,0.1486,166.6667,3,0.9,0.0878,0.0317,0,0,0,0,0.148649,0.015625,16,0.8949,0.451,0.8009,4,3,9,804,1293,526,1.0,0.0,0,0,0,0.013514,0.030626,0.4412,1.0,1,0.2119,0.898,10,0.7881
5,4825,3089,1,4,1,1.8548,1,143.4,0,0,0.0,1.0,0.0,13,1.0,21,11,6,325,0,0.008984,0.0971,139.7849,4,1.3,0.0728,0.0204,0,0,0,0,0.097087,0.015625,22,0.8391,0.451,0.7639,6,3,12,826,1214,485,1.0,0.0,0,0,0,0.048544,0.036599,1.3264,1.0,1,0.3296,0.8961,16,0.6704
6,4684,2958,0,0,3,1.9803,1,133.2,0,0,0.0,1.0,0.0,1,1.0,15,1,7,250,0,0.011833,0.1688,0.0,5,2.3,0.1006,0.0379,0,0,0,0,0.168831,0.015625,18,0.9075,0.5245,0.7451,4,2,9,755,1185,472,1.0,0.0,0,0,0,0.051948,0.040984,1.2675,1.0,1,0.474,0.7288,21,0.5259
7,4665,3081,0,0,3,1.8962,1,130.5,0,0,0.0,1.0,0.0,5,1.0,14,5,6,232,0,0.012038,0.1356,74.0741,6,2.8,0.0975,0.0307,0,0,0,0,0.152542,0.015625,16,0.8976,0.5753,0.7407,4,3,7,757,1262,470,1.0,0.0,0,0,0,0.050847,0.04345,1.1703,1.0,1,0.4185,0.8718,15,0.5815
8,4659,2978,1,5,1,1.9855,1,130.0,0,0,0.0,1.0,0.0,7,1.0,14,3,3,227,0,0.012366,0.1972,101.4493,7,3.6,0.1099,0.0407,1,0,0,0,0.197183,0.015625,14,0.9208,0.6598,0.7292,5,2,7,814,1192,419,1.0,0.0,0,0,0,0.028169,0.040054,0.7033,1.0,1,0.4176,0.7028,14,0.5824
9,4654,3019,2,5,1,1.9949,1,129.6,0,0,0.0,1.0,0.0,12,1.0,15,7,6,305,0,0.010447,0.1505,146.3415,8,3.3,0.0946,0.0314,1,1,0,0,0.150538,0.015625,20,0.8962,0.73,0.7119,5,4,6,767,1209,469,1.0,0.0,0,0,0,0.096774,0.051398,1.8828,1.0,1,0.3564,0.8793,14,0.6436
10,4613,2909,1,5,3,1.8962,2,129.3,0,0,0.0,1.0,0.0,9,1.0,20,10,5,281,0,0.009665,0.1023,111.1111,9,3.0,0.0701,0.0217,1,0,0,0,0.125,0.015625,18,0.875,0.8281,0.6965,7,5,8,751,1179,481,1.0,0.0,0,0,0,0.0,0.042053,0.0,1.0,1,0.2958,0.7667,15,0.7042
