window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4559,2918,1,3,3,1.9225,2,126.6,0,0,0.0,1.0,0.0,14,1.0,23,13,10,358,0,0.007333,0.1176,133.3333,10,3.2,0.0703,0.0263,0,0,0,0,0.147059,0.015625,25,0.8938,0.8967,0.6785,9,5,9,741,1164,462,1.0,0.0,0,0,0,0.04902,0.043214,1.1343,1.0,1,0.3694,0.868,20,0.6306
12,4551,2985,1,4,3,1.9553,2,125.1,0,0,0.0,1.0,0.0,7,1.0,24,8,7,373,0,0.007126,0.0784,75.2688,11,3.7,0.0572,0.0184,0,0,0,0,0.098039,0.015625,26,0.8406,0.9751,0.6631,9,4,11,746,1212,476,1.0,0.0,0,0,0,0.04902,0.044107,1.1114,1.0,1,0.3769,0.7792,23,0.6231
13,4550,2873,0,0,1,1.8009,2,124.8,0,0,0.0,1.0,0.0,6,1.0,23,6,7,342,0,0.006803,0.0755,60.6061,12,4.6,0.0582,0.0171,0,0,0,0,0.09434,0.015625,23,0.8344,1.0506,0.6469,12,3,8,781,1124,401,1.0,0.0,0,0,0,0.028302,0.041849,0.6763,1.0,1,0.4655,0.9924,24,0.5345
14,4545,2913,0,0,3,1.8955,1,124.8,0,0,0.0,1.0,0.0,3,1.0,20,3,6,285,0,0.007442,0.1064,32.6087,13,5.3,0.0745,0.025,0,0,0,0,0.106383,0.015625,20,0.8531,1.1144,0.6353,11,1,8,796,1135,447,1.0,0.0,0,0,0,0.010638,0.037688,0.2823,1.0,1,0.4507,0.7992,23,0.5493
15,4461,2838,0,0,3,1.9971,1,123.8,0,0,0.0,1.0,0.0,7,1.0,21,7,6,299,0,0.007696,0.12,73.6842,14,5.6,0.0817,0.0301,0,0,0,0,0.12,0.015625,22,0.8698,1.1844,0.6332,10,2,9,747,1116,433,1.0,0.0,0,0,0,0.02,0.035477,0.5637,1.0,1,0.4261,0.7211,20,0.5739
16,4351,2784,1,3,1,1.956,1,115.8,0,0,0.0,1.0,0.0,9,1.0,23,8,6,344,0,0.006499,0.1308,91.8367,15,5.6,0.0514,0.0219,0,0,0,0,0.130841,0.015625,24,0.8806,1.293,0.6243,11,3,9,697,1115,431,1.0,0.0,0,0,0,0.037383,0.035701,1.0471,1.0,1,0.3864,0.8428,21,0.6136
17,4343,2714,0,0,3,1.8418,1,113.2,0,0,0.0,1.0,0.0,5,1.0,22,5,6,328,0,0.006639,0.102,43.956,16,6.0,0.0714,0.0235,0,0,0,0,0.122449,0.015625,22,0.8724,1.3542,0.6208,10,2,10,674,1116,400,1.0,0.0,0,0,0,0.030612,0.035136,0.8713,1.0,1,0.4289,0.811,23,0.5711
18,4341,2776,0,0,1,1.9476,1,114.0,0,0,0.0,1.0,0.0,9,1.0,26,9,5,348,0,0.005767,0.0943,90.9091,17,5.6,0.0597,0.0227,0,0,0,0,0.09434,0.015625,24,0.8344,1.4202,0.6167,12,3,11,736,1077,438,1.0,0.0,0,0,0,0.018868,0.033423,0.5645,1.0,1,0.4024,0.7886,22,0.5976
19,4334,2707,2,3,3,1.806,1,111.0,0,0,0.0,1.0,0.0,16,1.0,31,14,9,424,0,0.005135,0.0859,142.8571,18,5.0,0.0469,0.0176,0,0,0,0,0.085938,0.015625,30,0.8182,1.4593,0.6057,14,2,15,723,1031,377,1.0,0.0,0,0,0,0.039062,0.033987,1.1493,1.0,1,0.3592,0.8921,26,0.6408
20,4298,2731,1,5,3,1.9127,1,105.4,0,0,0.0,1.0,0.0,18,1.0,31,14,14,429,0,0.005062,0.0903,137.4046,19,5.4,0.0605,0.0196,1,0,0,0,0.111111,0.015625,25,0.8594,1.5218,0.6022,12,3,16,736,1048,427,1.0,0.0,0,0,0,0.027778,0.033396,0.8318,0.9832,0,0.3741,0.9714,31,0.6259
