window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4885,3092,1,5,3,1.9747,1,146.7,0,3087,4.59,0.9942,3110.0,5,1.0,16,1,6,277,0,0.008964,0.1519,66.6667,10,4.7,0.0886,0.0362,1,0,0,0,0.151899,0.015625,15,0.8971,1.6974,0.7917,7,2,7,774,1290,451,1.0,0.0,0,0,0,0.037975,0.033561,1.1315,1.0,1,0.5738,0.9378,21,0.4262
12,4872,3069,3,5,1,1.848,2,146.1,4,3051,4.56,0.9899,3100.3,18,1.0,19,10,7,336,0,0.009036,0.0991,176.4706,11,3.4,0.0676,0.0215,1,0,0,0,0.189189,0.015625,18,0.9174,1.7605,0.7787,8,1,10,768,1253,472,1.0,0.0,0,0,0,0.027027,0.032555,0.8302,1.0,1,0.3642,0.9503,16,0.6358
13,4862,3112,0,0,3,1.9424,2,146.2,3118,0,4.59,1.0065,3098.0,0,1.0,14,0,5,296,0,0.009192,0.1163,0.0,12,5.4,0.0814,0.0234,0,0,0,0,0.197674,0.015625,15,0.921,1.8303,0.774,5,0,9,812,1209,506,1.0,0.0,0,0,0,0.069767,0.037871,1.8422,1.0,1,0.5049,0.8514,19,0.4951
14,4851,3134,0,0,3,1.9342,1,145.2,3167,0,4.59,1.0273,3083.7,1,1.0,13,1,2,264,0,0.009681,0.1642,0.0,13,6.6,0.0945,0.0426,0,0,0,0,0.208955,0.015625,13,0.9252,1.875,0.7702,5,0,8,832,1244,488,1.0,0.0,0,0,0,0.029851,0.036802,0.8111,1.0,1,0.4693,0.7447,14,0.5307
15,4845,2968,1,5,0,1.8286,1,144.6,1,2958,4.44,0.9637,3080.9,10,1.0,16,6,3,307,0,0.009157,0.1633,108.6957,14,5.8,0.0845,0.0355,1,0,0,0,0.163265,0.015625,15,0.9043,1.9465,0.7653,8,1,7,779,1179,449,1.0,0.0,0,0,0,0.020408,0.034753,0.5872,1.0,1,0.3707,0.9219,13,0.6293
16,4829,2994,1,5,3,1.804,1,144.9,6,2983,4.49,0.9724,3078.9,11,1.0,17,7,6,321,0,0.008692,0.1296,106.7961,15,6.2,0.0799,0.029,1,0,0,0,0.166667,0.015625,17,0.9062,2.0483,0.7587,10,0,7,778,1185,466,1.0,0.0,0,0,0,0.027778,0.033932,0.8186,1.0,1,0.3801,0.8603,16,0.6199
17,4811,3050,3,5,3,1.9168,2,144.3,4,3036,4.51,0.9988,3053.7,14,1.0,18,3,2,368,0,0.007736,0.123,118.6441,16,6.7,0.0598,0.0249,2,0,0,0,0.196721,0.015625,17,0.9206,2.1303,0.7528,9,0,9,762,1256,465,1.0,0.0,0,0,0,0.02459,0.032894,0.7476,1.0,1,0.4351,0.8657,17,0.5649
18,4792,3073,1,3,3,1.9347,2,142.5,3079,0,4.58,1.0117,3050.3,7,1.0,22,6,2,399,0,0.006829,0.1043,63.6364,17,6.3,0.0591,0.0184,0,0,0,0,0.182609,0.015625,19,0.9144,2.1912,0.7498,10,0,12,776,1188,529,1.0,0.0,0,0,0,0.017391,0.031262,0.5563,1.0,1,0.3453,0.8669,18,0.6547
19,4778,3051,0,0,3,1.8058,2,141.9,4,3047,4.57,0.9947,3067.1,4,1.0,20,4,6,398,0,0.006147,0.0957,37.7358,18,7.5,0.0609,0.0228,0,0,0,0,0.095652,0.015625,19,0.8366,2.2781,0.7458,7,0,13,831,1236,490,1.0,0.0,0,0,0,0.043478,0.032484,1.3385,1.0,1,0.455,0.917,22,0.545
20,4759,3039,0,0,3,1.9612,1,141.4,3043,0,4.61,1.0046,3034.1,5,1.0,21,5,4,395,0,0.005703,0.0917,48.5437,19,7.6,0.0622,0.0202,0,1,0,0,0.100917,0.015625,20,0.8452,2.3423,0.7414,7,2,12,794,1191,469,1.0,0.0,0,0,0,0.018349,0.031138,0.5893,0.9589,0,0.4579,0.8513,20,0.5421
21,4735,3027,1,3,1,1.9801,1,139.8,3018,0,4.64,1.001,3025.0,10,1.0,22,9,8,378,0,0.006016,0.0917,80.3571,20,7.8,0.0611,0.0218,0,0,0,0,0.091667,0.015625,22,0.8295,2.3673,0.7329,8,1,13,791,1234,462,1.0,0.0,0,0,0,0.016667,0.029759,0.56,0.956,0,0.3742,0.8796,21,0.6259
22,4682,2988,1,4,1,1.8861,1,137.0,8,2975,4.51,0.9963,2999.1,13,1.0,27,14,9,440,0,0.00482,0.1022,96.0,21,7.0,0.047,0.0174,0,0,0,0,0.10219,0.015625,24,0.8471,2.4695,0.7256,13,1,13,799,1165,469,1.0,0.0,0,0,0,0.021898,0.029011,0.7548,0.9755,0,0.367,0.8452,22,0.633
23,4662,2884,2,5,1,1.9407,2,135.1,3,2873,4.53,0.9687,2977.3,11,1.0,25,6,8,456,0,0.005058,0.0929,75.7576,22,8.3,0.0564,0.0211,1,0,0,0,0.164286,0.015625,23,0.9049,2.5124,0.7206,11,2,12,786,1140,427,1.0,0.0,0,0,0,0.035714,0.029649,1.2046,1.0205,0,0.4261,0.8155,27,0.5739
24,4629,2951,1,5,1,1.8908,2,133.8,0,2946,4.57,0.9916,2975.9,5,1.0,23,1,3,431,0,0.005414,0.0756,44.2478,23,10.0,0.0535,0.0184,1,0,0,0,0.109244,0.015625,21,0.857,2.5628,0.7159,11,0,12,811,1167,449,1.0,0.0,0,0,0,0.05042,0.031627,1.5942,1.0594,0,0.4914,0.8335,25,0.5086
25,4620,2944,2,5,3,1.811,2,132.1,12,2932,4.59,0.9988,2947.6,12,1.0,23,7,7,452,0,0.005759,0.0884,72.4638,24,10.2,0.0507,0.016,1,1,0,0,0.170068,0.015625,21,0.9081,2.6036,0.7112,10,0,13,795,1160,467,1.0,0.0,0,0,0,0.034014,0.031855,1.0678,1.0068,0,0.3833,0.9751,23,0.6167
26,4610,2851,3,6,3,1.9757,2,132.1,8,2827,4.57,0.9663,2950.3,24,1.0,31,12,4,530,0,0.005413,0.0751,148.1481,25,7.7,0.0376,0.0157,1,0,0,0,0.121387,0.015625,21,0.8713,2.6845,0.7025,12,1,18,770,1126,443,1.0,0.0,0,0,0,0.011561,0.029922,0.3864,0.9386,0,0.345,0.9159,23,0.655
27,4593,3045,0,0,3,1.9205,2,131.8,3089,0,4.77,1.0469,2958.3,8,1.0,30,8,9,545,0,0.004082,0.0688,52.6316,26,8.4,0.0411,0.0153,0,0,0,0,0.14375,0.015625,21,0.8913,2.722,0.6938,13,1,16,823,1212,469,1.0,0.0,0,0,0,0.03125,0.030048,1.04,1.004,0,0.4376,0.8787,31,0.5624
28,4588,2979,0,0,3,1.9491,1,130.6,2994,0,4.61,1.0207,2939.1,6,1.0,30,6,6,537,0,0.004141,0.0735,46.875,27,9.1,0.0386,0.0152,0,0,0,0,0.088235,0.015625,23,0.8229,2.7588,0.6873,14,1,15,757,1198,451,1.0,0.0,0,0,0,0.022059,0.029287,0.7532,0.9753,0,0.4391,0.9064,30,0.5609
29,4585,2979,0,0,3,1.9713,1,130.3,3025,0,4.64,1.0293,2943.6,5,1.0,32,5,3,537,0,0.004107,0.087,38.1679,28,9.3,0.0411,0.0163,0,0,0,0,0.108696,0.015625,24,0.8562,2.795,0.6817,16,0,16,803,1159,485,1.0,0.0,0,0,0,0.007246,0.027188,0.2665,0.9267,0,0.4545,0.9854,30,0.5455
30,4576,2897,3,4,3,1.8553,1,130.4,12,2880,4.6,0.9911,2923.2,17,1.0,34,13,11,642,0,0.003143,0.0656,90.3614,29,9.1,0.0407,0.0155,0,1,0,0,0.087432,0.015625,27,0.8213,2.8224,0.6771,15,2,17,806,1168,442,1.0,0.0,0,0,0,0.060109,0.030324,1.9823,1.0982,0,0.3709,0.9889,32,0.6291
31,4568,2914,2,4,3,1.8505,1,130.2,2912,0,4.64,1.0032,2909.7,7,1.0,31,6,9,555,0,0.004153,0.0888,43.2099,30,10.7,0.0382,0.0181,0,0,0,0,0.118343,0.015625,23,0.868,2.8342,0.6736,14,0,17,801,1140,430,1.0,0.0,0,0,0,0.023669,0.02969,0.7972,0.9797,0,0.4945,0.9427,34,0.5055
32,4560,2880,2,5,1,1.9865,2,129.4,3,2862,4.63,0.9911,2906.0,18,1.0,35,13,9,619,0,0.003126,0.0723,103.8961,31,10.1,0.0351,0.0148,1,0,0,0,0.120482,0.015625,25,0.8703,2.8643,0.6708,16,1,18,817,1101,434,1.0,0.0,0,0,0,0.036145,0.030305,1.1927,1.0193,0,0.4135,0.847,31,0.5865
33,4548,2883,0,0,0,1.6486,2,129.1,7,2876,4.55,0.9961,2894.3,7,1.0,31,7,11,583,0,0.00361,0.0791,42.4242,32,11.7,0.0372,0.0167,0,0,0,0,0.118644,0.015625,24,0.8683,2.9326,0.6674,11,3,17,804,1139,423,1.0,0.0,0,0,0,0.033898,0.030647,1.1061,1.0106,0,0.4972,0.9905,35,0.5028
34,4532,2895,2,5,3,1.9785,1,128.3,2875,0,4.57,1.0012,2893.6,22,1.0,34,14,11,630,0,0.003903,0.0718,125.0,33,10.7,0.0387,0.0155,2,0,0,0,0.082873,0.015625,28,0.8115,2.9712,0.6596,13,1,20,818,1144,411,1.0,0.0,0,0,0,0.044199,0.031937,1.3839,1.0384,0,0.3638,0.8497,31,0.6362
35,4499,2824,1,3,3,1.7647,1,127.1,5,2819,4.58,0.9767,2891.5,5,1.0,32,4,6,597,0,0.003541,0.0601,29.0698,34,12.2,0.0386,0.013,0,0,0,0,0.092896,0.015625,25,0.8318,3.0641,0.6557,14,2,16,778,1087,465,1.0,0.0,0,0,0,0.038251,0.032539,1.1756,1.0176,0,0.4349,0.8465,34,0.5651
36,4480,2820,0,0,3,1.8683,2,125.3,0,2820,4.58,0.9798,2878.3,0,1.0,29,0,3,547,0,0.003642,0.0641,0.0,35,14.3,0.0408,0.0154,0,0,0,0,0.102564,0.015625,25,0.8477,3.1667,0.6529,11,2,16,747,1121,424,1.0,0.0,0,0,0,0.019231,0.031271,0.615,0.9615,0,0.5058,0.7731,32,0.4942
37,4471,2859,3,5,3,1.6927,1,124.7,2847,0,4.6,1.0019,2855.6,14,1.0,30,5,4,590,0,0.003646,0.0971,83.3333,36,14.1,0.0396,0.0173,2,0,0,0,0.125714,0.015625,26,0.8757,3.2524,0.6486,11,1,18,752,1165,422,1.0,0.0,0,0,0,0.011429,0.029382,0.389,0.9389,0,0.449,0.8204,29,0.551
38,4455,2702,1,5,3,1.8986,1,124.6,0,2697,4.42,0.9503,2843.4,5,1.0,29,1,2,576,0,0.003186,0.0723,30.4878,37,15.4,0.039,0.0158,1,0,0,0,0.114458,0.015625,22,0.8635,3.3428,0.6454,12,1,16,758,1069,404,1.0,0.0,0,0,0,0.0,0.026583,0.0,0.9,0,0.5186,0.863,30,0.4815
39,4427,2864,1,4,3,1.9461,2,122.8,2899,0,4.65,1.0269,2830.0,7,1.0,31,5,3,611,0,0.002595,0.0795,41.4201,38,15.3,0.0338,0.015,0,0,0,0,0.107955,0.015625,25,0.8553,3.4166,0.6424,11,3,17,844,1092,430,1.0,0.0,0,0,0,0.005682,0.024593,0.231,0.9231,0,0.4355,0.7876,29,0.5645
40,4402,2840,0,0,3,1.9846,2,121.3,2857,0,4.6,1.0132,2822.6,3,1.0,30,3,4,606,0,0.002883,0.0579,16.8539,39,16.8,0.0368,0.0136,0,0,0,0,0.1,0.015625,25,0.8438,3.4956,0.6404,12,1,17,782,1055,466,1.0,0.0,0,0,0,0.026316,0.024757,1.063,1.0063,0,0.4423,0.733,31,0.5577
41,4375,2669,1,3,3,1.9269,1,120.3,3,2656,4.43,0.953,2800.7,13,1.0,39,14,5,674,0,0.002769,0.0632,81.761,40,13.6,0.0284,0.013,0,0,0,0,0.091954,0.015625,27,0.8301,3.5645,0.6378,14,1,24,744,1066,395,1.0,0.0,0,0,0,0.011494,0.023494,0.4892,0.9489,0,0.3534,0.9508,30,0.6466
42,4356,2797,1,5,3,1.9489,1,119.2,2804,0,4.53,1.011,2781.4,8,1.0,35,4,8,645,0,0.002606,0.0674,46.7836,41,15.6,0.0334,0.0164,1,1,0,0,0.089888,0.015625,27,0.8262,3.6488,0.635,14,1,20,754,1121,398,1.0,0.0,0,0,0,0.016854,0.022861,0.7372,0.9737,0,0.472,0.9519,39,0.528
43,4343,2780,0,0,1,1.8765,2,118.0,2790,0,4.7,1.0102,2761.8,0,1.0,32,0,3,603,0,0.00257,0.0674,0.0,42,18.0,0.037,0.0153,0,0,0,0,0.089888,0.015625,27,0.8262,3.7106,0.6329,13,1,18,760,1140,399,1.0,0.0,0,0,0,0.022472,0.022824,0.9846,0.9985,0,0.5514,0.8993,35,0.4486
44,4338,2711,1,5,3,1.601,1,117.4,6,2700,4.59,0.9836,2756.3,11,1.0,34,7,5,640,0,0.002953,0.0573,55.2486,43,17.4,0.0359,0.0117,1,0,0,0,0.104167,0.015625,29,0.85,3.7731,0.6306,13,2,19,729,1062,398,1.0,0.0,0,0,0,0.020833,0.022635,0.9204,0.992,0,0.4055,0.827,32,0.5945
45,4330,2795,1,4,1,1.8397,1,117.3,2804,0,4.64,1.0167,2770.8,13,1.0,36,10,8,678,0,0.002453,0.0622,67.3575,44,16.5,0.0308,0.0113,0,0,0,0,0.086124,0.015625,29,0.8186,3.8353,0.629,14,2,20,764,1109,422,1.0,0.0,0,0,0,0.033493,0.023669,1.4151,1.0415,0,0.4155,0.8385,34,0.5845
46,4320,2768,4,5,1,1.9342,2,116.9,2757,0,4.55,1.0029,2762.0,13,1.0,37,6,5,713,0,0.0029,0.0545,68.0628,45,16.9,0.0255,0.0119,1,0,0,0,0.074257,0.015625,28,0.7896,3.8749,0.6262,13,1,23,730,1099,407,1.0,0.0,0,0,0,0.034653,0.024715,1.4021,1.0402,0,0.4051,0.8334,36,0.5949
47,4307,2705,3,5,3,1.9661,2,115.4,17,2688,4.53,0.9826,2752.8,17,1.0,44,16,9,787,0,0.002523,0.0407,69.2641,46,15.0,0.0264,0.0089,1,0,0,0,0.073171,0.015625,29,0.7865,3.9034,0.6244,14,4,26,744,1060,422,1.0,0.0,0,0,0,0.020325,0.024297,0.8365,0.9837,0,0.3756,0.8961,37,0.6244
48,4304,2701,1,5,3,1.945,2,113.7,4,2688,4.5,0.9871,2736.2,13,1.0,44,9,9,825,0,0.002367,0.0449,57.7778,47,15.6,0.0276,0.0098,1,0,0,0,0.089796,0.015625,33,0.826,3.9524,0.6199,14,1,29,779,1062,382,1.0,0.0,0,0,0,0.040816,0.02587,1.5777,1.0578,0,0.4722,0.8582,44,0.5278
49,4300,2763,1,5,3,1.9326,2,112.8,2778,0,4.62,1.0192,2737.4,12,1.0,41,8,11,771,0,0.002821,0.0488,51.5021,48,17.1,0.0283,0.0116,1,0,0,0,0.060976,0.015625,29,0.7438,3.9849,0.6171,14,1,26,774,1097,416,1.0,0.0,0,0,0,0.02439,0.025729,0.948,0.9948,0,0.4565,0.9883,44,0.5435
50,4281,2568,1,4,1,1.9437,2,105.4,4,2564,4.42,0.9486,2707.1,4,1.0,38,1,4,749,0,0.00245,0.0647,20.8333,49,19.2,0.0285,0.0141,0,0,0,0,0.099502,0.015625,27,0.843,4.0297,0.6156,13,1,24,670,1043,370,0.0006,0.9994,696.4,3.8,0.0661,0.014925,0.0247,0.6043,0.9604,0,0.5273,0.9117,41,0.4727
