window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
28,4559,2775,1,3,3,1.9328,1,129.7,10,2765,4.46,0.9468,2930.9,10,1.0,33,8,12,536,0,0.003799,0.0703,86.2069,27,6.3,0.0356,0.0149,0,0,0,0,0.09375,0.015625,32,0.8333,2.7871,0.608,16,6,11,733,1107,408,1.0,0.0,0,0,0,0.054688,0.035389,1.5453,1.0545,0,0.4726,0.8809,37,0.5274
29,4538,2917,1,3,3,1.975,2,128.3,4,2908,4.6,0.9965,2927.2,9,1.0,35,10,8,503,0,0.004668,0.0714,61.6438,28,6.7,0.0433,0.0173,0,0,0,0,0.071429,0.015625,27,0.7812,2.813,0.6008,16,6,13,765,1168,445,1.0,0.0,0,0,0,0.006494,0.032637,0.199,0.9199,0,0.3821,0.8645,33,0.6179
30,4506,2939,1,3,1,1.9839,2,126.8,2949,0,4.63,1.0243,2896.6,18,1.0,41,17,11,558,0,0.003537,0.0518,101.1236,29,6.3,0.0409,0.0119,0,0,0,0,0.082902,0.015625,34,0.8115,2.87,0.5914,18,8,15,755,1149,448,1.0,0.0,0,0,0,0.010363,0.030515,0.3396,0.934,0,0.3694,0.9898,35,0.6306
31,4490,2811,0,0,1,1.9287,2,125.8,0,2811,4.56,0.9865,2849.4,0,1.0,32,0,9,507,0,0.003628,0.0657,0.0,30,8.8,0.0479,0.0165,0,0,0,0,0.109489,0.015625,32,0.8573,2.9503,0.5859,15,3,14,741,1104,421,1.0,0.0,0,0,0,0.043796,0.03178,1.3781,1.0378,0,0.5229,0.944,41,0.4771
32,4483,2784,1,5,1,1.9479,1,124.9,5,2774,4.48,0.9751,2855.2,10,1.0,32,6,6,499,0,0.003829,0.0827,70.8661,31,9.2,0.0414,0.0161,1,0,0,0,0.082707,0.015625,30,0.8111,3.0255,0.5802,15,3,14,746,1057,442,1.0,0.0,0,0,0,0.022556,0.030902,0.7299,0.973,0,0.4434,0.9709,32,0.5566
33,4464,2878,0,0,3,1.9266,1,124.4,2879,0,4.65,1.0118,2852.2,7,1.0,31,7,8,477,0,0.004002,0.0667,55.5556,32,9.3,0.0385,0.0154,0,0,0,0,0.074074,0.015625,28,0.7891,3.0848,0.5757,14,3,14,765,1129,445,1.0,0.0,0,0,0,0.022222,0.030075,0.7389,0.9739,0,0.3903,0.7763,32,0.6097
34,4457,2854,1,4,1,1.9794,1,123.4,2854,0,4.62,1.0061,2840.5,4,1.0,29,5,7,494,0,0.003544,0.0783,12.7389,33,10.6,0.0506,0.0184,0,0,0,0,0.078313,0.015625,28,0.8005,3.139,0.5726,14,3,12,764,1108,444,1.0,0.0,0,0,0,0.042169,0.031227,1.3504,1.035,0,0.4244,0.9176,31,0.5756
35,4451,2873,0,0,3,1.9687,1,123.4,2892,0,4.61,1.0194,2846.7,10,1.0,30,10,9,456,0,0.004158,0.0972,72.9927,34,10.4,0.0486,0.021,0,0,0,0,0.118056,0.015625,25,0.8676,3.1876,0.5703,16,3,11,784,1123,431,1.0,0.0,0,0,0,0.006944,0.028914,0.2402,0.924,0,0.4207,0.9851,29,0.5793
36,4446,2858,1,3,1,1.8482,1,122.6,2884,0,4.62,1.023,2827.1,8,1.0,25,7,12,459,0,0.003738,0.0946,58.3942,35,11.5,0.05,0.0219,0,0,0,0,0.094595,0.015625,26,0.8348,3.2484,0.5683,13,3,9,725,1110,447,1.0,0.0,0,0,0,0.040541,0.030022,1.3504,1.035,0,0.4103,0.9597,30,0.5897
37,4441,2856,3,5,1,1.9668,1,122.4,2862,0,4.61,1.0205,2825.9,22,1.0,29,15,11,511,0,0.00434,0.0667,134.9693,36,9.6,0.0372,0.0136,1,1,0,0,0.144444,0.015625,26,0.8918,3.2762,0.5674,12,6,11,743,1152,418,1.0,0.0,0,0,0,0.066667,0.033512,1.9894,1.0989,0,0.3034,0.7296,25,0.6966
38,4431,2849,3,5,1,1.9116,2,122.5,2845,0,4.62,1.011,2833.7,20,1.0,34,13,8,557,0,0.004938,0.0702,126.5823,37,8.8,0.0383,0.0139,1,0,0,0,0.140351,0.015625,26,0.8887,3.3288,0.5671,14,5,15,791,1146,404,1.0,0.0,0,0,0,0.02924,0.033105,0.8833,0.9883,0,0.4155,0.8707,29,0.5845
39,4410,2785,1,5,3,1.8914,2,121.8,3,2777,4.49,0.9845,2828.8,8,1.0,31,4,7,546,0,0.004069,0.0694,58.3942,38,10.6,0.0405,0.0159,1,0,0,0,0.097222,0.015625,24,0.8393,3.426,0.5659,12,5,14,747,1092,447,1.0,0.0,0,0,0,0.034722,0.033259,1.044,1.0044,0,0.4695,0.9203,34,0.5305
40,4387,2788,0,0,3,1.8644,2,120.0,2,2786,4.54,0.9935,2806.3,2,1.0,28,2,5,513,0,0.003734,0.0882,0.0,39,12.2,0.0502,0.0198,0,0,0,0,0.088235,0.015625,24,0.8229,3.4996,0.5673,10,5,13,786,1064,426,1.0,0.0,0,0,0,0.044118,0.034293,1.2865,1.0286,0,0.4886,0.8326,31,0.5114
41,4378,2779,1,5,1,1.9735,1,119.2,2775,0,4.58,1.0047,2774.9,13,1.0,31,9,6,535,0,0.00434,0.0692,79.4702,40,11.1,0.0445,0.0175,1,1,0,0,0.100629,0.015625,26,0.8447,3.5247,0.5675,12,4,15,762,1116,402,1.0,0.0,0,0,0,0.031447,0.034022,0.9243,0.9924,0,0.3287,0.7001,28,0.6713
42,4366,2747,1,3,3,1.7984,1,119.3,2,2736,4.56,0.9899,2775.1,11,1.0,35,10,6,546,0,0.003685,0.053,76.9231,41,10.5,0.0331,0.0108,0,0,0,0,0.092715,0.015625,30,0.8315,3.6047,0.5631,12,4,19,734,1099,389,1.0,0.0,0,0,0,0.013245,0.032043,0.4134,0.9413,0,0.3886,0.8033,31,0.6114
43,4271,2743,1,5,1,1.9267,2,116.7,2742,0,4.56,1.0024,2741.3,6,1.0,31,3,7,540,0,0.003115,0.0606,38.4615,42,12.6,0.0392,0.0129,1,0,0,0,0.09697,0.015625,29,0.8389,3.7017,0.5625,11,4,16,736,1073,421,1.0,0.0,0,0,0,0.030303,0.031877,0.9506,0.9951,0,0.4941,0.8499,35,0.5059
44,4219,2736,1,5,3,1.966,2,111.5,2754,0,4.64,1.019,2712.6,10,1.0,33,6,4,541,0,0.003445,0.071,61.3497,43,12.7,0.0376,0.0142,1,0,0,0,0.094675,0.015625,28,0.835,3.7786,0.5613,10,5,18,751,1035,428,1.0,0.0,0,0,0,0.017751,0.030532,0.5814,0.9581,0,0.4487,0.8251,31,0.5513
45,4198,2710,1,3,3,1.9082,2,110.4,2714,0,4.65,1.0102,2696.5,10,1.0,34,11,10,603,0,0.002729,0.0653,49.7238,44,12.8,0.0323,0.0105,0,0,0,0,0.100503,0.015625,28,0.8445,3.8791,0.561,10,6,18,734,1089,372,1.0,0.0,0,0,0,0.060302,0.033367,1.8072,1.0807,0,0.4291,0.8966,33,0.5709
46,4179,2650,1,5,3,1.9535,2,109.3,5,2640,4.54,0.9874,2683.8,10,1.0,32,6,8,578,0,0.003661,0.0714,47.3373,45,13.6,0.0392,0.0168,1,0,0,0,0.087912,0.015625,28,0.8223,3.956,0.5604,8,6,18,741,1070,378,1.0,0.0,0,0,0,0.043956,0.034376,1.2787,1.0279,0,0.4655,0.9131,34,0.5345
47,4169,2667,1,5,3,1.8449,2,107.8,2661,0,4.66,1.0047,2661.6,13,1.0,33,9,8,578,0,0.003845,0.0756,79.7546,46,13.7,0.0356,0.0151,1,0,0,0,0.122093,0.015625,27,0.872,4.0374,0.5591,9,6,18,735,1072,353,1.0,0.0,0,0,0,0.02907,0.03387,0.8583,0.9858,0,0.3784,0.855,32,0.6216
48,4162,2641,2,4,3,1.9542,2,106.6,11,2630,4.52,0.9993,2642.9,11,1.0,33,6,6,561,0,0.003316,0.0549,58.4795,47,13.2,0.0322,0.0102,0,1,0,0,0.076923,0.015625,29,0.7969,4.0814,0.5574,8,5,20,714,1072,387,1.0,0.0,0,0,0,0.010989,0.031691,0.3468,0.9347,0,0.4357,0.9992,33,0.5643
49,4159,2626,1,4,3,1.9574,2,105.4,11,2610,4.56,0.9932,2643.9,16,1.0,38,14,9,617,0,0.003194,0.0516,82.0513,48,11.9,0.0319,0.0121,0,1,0,0,0.084507,0.015625,36,0.8151,4.119,0.5527,10,8,20,747,953,400,1.0,0.0,0,0,0,0.023474,0.030909,0.7595,0.9759,0,0.355,0.9463,33,0.645
50,4152,2567,1,4,3,1.9543,2,104.8,3,2564,4.42,0.9766,2628.4,3,1.0,33,4,9,588,0,0.003173,0.0633,19.8675,49,14.4,0.0375,0.0158,0,0,0,0,0.088608,0.015625,33,0.8237,4.1633,0.5475,11,7,15,718,967,412,0.0007,0.9993,455.1,3.4,0.0636,0.031646,0.030979,1.0215,1.0022,0,0.5684,0.9877,38,0.4316
