window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
1,5000,3229,1,5,3,1.9997,0,153.0,0,0,4.59,1.0,3229.0,9,1.0,3,5,2,45,0,0.092762,0.4583,409.0909,0,0.0,0.4583,0.09,1,0,0,0,0.458333,0.015625,3,0.9659,0.4583,0.9596,1,1,1,819,1259,543,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1,0.0,0.0,0,1.0
2,5000,3222,0,0,3,1.9872,0,150.9,3215,0,4.6,1.0027,3219.3,13,1.0,9,13,7,123,0,0.02578,0.2407,295.4545,1,0.1,0.2407,0.064,0,0,0,0,0.240741,0.015625,11,0.9351,0.6991,0.9107,3,1,5,805,1324,510,1.0,0.0,0,0,0,0.037037,0.024691,1.5,1.0,1,0.1459,0.9568,3,0.8541
3,4994,3199,1,5,3,1.8697,0,151.7,3,3191,4.5,0.9955,3213.4,8,1.0,7,4,6,148,0,0.025394,0.3409,210.5263,2,0.7,0.2386,0.0916,1,0,0,0,0.454545,0.015625,11,0.9656,0.8354,0.89,3,1,3,816,1257,543,1.0,0.0,0,0,0,0.113636,0.069164,1.643,1.0,1,0.4325,0.8687,9,0.5675
4,4980,3207,0,0,3,1.9374,1,151.7,3224,0,4.63,1.0204,3169.2,10,1.0,12,10,5,148,0,0.019183,0.1176,227.2727,3,0.9,0.1078,0.0214,0,0,0,0,0.176471,0.015625,10,0.9115,1.0119,0.8566,4,2,6,816,1268,513,1.0,0.0,0,0,0,0.0,0.041498,0.0,1.0,1,0.2233,0.7871,7,0.7767
5,4963,3125,0,0,3,1.811,1,150.6,4,3116,4.53,0.9896,3157.9,9,1.0,15,9,6,208,0,0.013025,0.1324,152.5424,4,1.3,0.1324,0.0338,0,0,0,0,0.191176,0.015625,15,0.9183,1.159,0.8263,4,4,7,792,1237,499,1.0,0.0,0,0,0,0.044118,0.042371,1.0412,1.0,1,0.3136,0.7954,12,0.6864
6,4955,2961,1,4,1,1.9018,1,149.8,0,2961,4.49,0.9519,3110.5,0,1.0,12,1,4,178,0,0.013947,0.1951,0.0,5,2.4,0.1707,0.0519,0,0,0,0,0.243902,0.015625,12,0.9359,1.3053,0.8268,4,4,4,707,1226,480,1.0,0.0,0,0,0,0.04878,0.044203,1.1036,1.0,1,0.5982,0.9071,15,0.4018
7,4942,3184,2,5,1,1.8973,1,149.7,3209,0,4.57,1.0185,3161.5,11,1.0,16,6,2,228,0,0.012394,0.1618,171.875,6,2.4,0.1029,0.0321,1,0,0,0,0.25,0.015625,12,0.9375,1.4087,0.8246,5,5,6,818,1242,544,1.0,0.0,0,0,0,0.014706,0.036828,0.3993,1.0,1,0.3362,0.6765,12,0.6638
8,4936,3044,0,0,3,1.8512,2,149.5,12,3032,4.49,0.9704,3136.8,12,1.0,19,12,9,281,0,0.009538,0.1014,169.4915,7,2.5,0.0652,0.0241,0,1,0,0,0.188406,0.015625,18,0.9171,1.4522,0.8037,8,4,7,758,1238,502,1.0,0.0,0,0,0,0.072464,0.044747,1.6194,1.0,1,0.3289,0.832,16,0.6711
9,4908,3068,2,5,3,1.9646,1,148.3,5,3048,4.48,0.9747,3147.5,20,1.0,22,12,9,330,0,0.008258,0.11,200.0,8,2.6,0.0875,0.0246,2,0,0,0,0.12,0.015625,21,0.8698,1.5222,0.78,9,3,10,776,1244,503,1.0,0.0,0,0,0,0.04,0.043798,0.9133,1.0,1,0.3488,0.7942,19,0.6512
10,4893,3044,0,0,3,1.9757,1,147.4,0,3044,4.49,0.9757,3119.7,0,1.0,15,0,7,278,0,0.009601,0.1294,0.0,9,4.3,0.1,0.0293,0,0,0,0,0.164706,0.015625,17,0.9051,1.5933,0.7734,6,3,6,800,1219,466,1.0,0.0,0,0,0,0.070588,0.048669,1.4504,1.0,1,0.5653,0.8515,22,0.4347
11,4884,3088,0,0,3,1.8705,1,146.3,0,3088,4.58,0.9991,3090.8,0,1.0,13,0,2,220,0,0.01015,0.2321,0.0,10,5.4,0.1071,0.0537,0,1,0,0,0.232143,0.015625,12,0.9327,1.6642,0.7726,5,3,5,809,1188,512,1.0,0.0,0,0,0,0.035714,0.04651,0.7679,1.0,1,0.5383,0.8521,15,0.4617
12,4868,3116,1,5,3,1.9845,1,145.5,3109,0,4.61,1.0058,3102.0,11,1.0,15,7,5,247,0,0.011133,0.1528,149.2537,11,4.1,0.1042,0.0347,1,0,0,0,0.152778,0.015625,14,0.8977,1.7302,0.7576,7,2,6,813,1221,526,1.0,0.0,0,0,0,0.041667,0.045765,0.9105,1.0,1,0.3568,0.7413,13,0.6432
13,4848,3016,0,0,3,1.7143,1,145.3,3,3009,4.53,0.9723,3102.1,7,1.0,18,7,4,255,0,0.008685,0.1294,88.6076,12,4.2,0.0824,0.028,0,0,0,0,0.141176,0.015625,15,0.8893,1.8125,0.7508,6,5,7,796,1188,481,1.0,0.0,0,0,0,0.011765,0.040908,0.2876,1.0,1,0.3506,0.8346,15,0.6494
14,4835,2993,0,0,3,1.9149,1,143.9,9,2979,4.5,0.9677,3092.9,14,1.0,25,14,7,325,0,0.007947,0.099,152.1739,13,3.0,0.0644,0.0233,0,0,0,0,0.118812,0.015625,22,0.8685,1.9115,0.7259,9,6,10,751,1136,518,1.0,0.0,0,0,0,0.009901,0.036773,0.2692,1.0,1,0.2857,0.8592,18,0.7143
15,4822,3079,0,0,3,1.9304,1,143.0,3072,0,4.59,1.0033,3074.7,13,1.0,25,13,13,380,0,0.006343,0.0857,142.8571,14,3.6,0.069,0.0198,0,0,0,0,0.114286,0.015625,26,0.8633,1.9877,0.7003,9,4,12,820,1186,506,1.0,0.0,0,0,0,0.066667,0.04051,1.6457,1.0,1,0.3671,0.8889,25,0.6329
16,4804,3105,1,5,1,1.8939,1,142.6,3112,0,4.69,1.0149,3080.2,14,1.0,25,11,11,363,0,0.006516,0.0893,140.0,15,3.6,0.0696,0.0195,1,0,0,0,0.089286,0.015625,26,0.825,2.0502,0.6809,11,2,12,835,1228,463,1.0,0.0,0,0,0,0.035714,0.039946,0.8941,1.0,1,0.3866,0.9946,25,0.6134
17,4791,3008,1,3,1,1.9593,1,141.7,0,3008,4.47,0.9819,3063.4,0,1.0,17,1,9,321,0,0.007128,0.1053,0.0,16,5.7,0.0779,0.0256,0,0,0,0,0.105263,0.015625,21,0.8516,2.1134,0.6738,10,1,6,786,1181,486,1.0,0.0,0,0,0,0.073684,0.043695,1.6863,1.0,1,0.519,0.7872,25,0.481
18,4778,2927,3,5,3,1.998,2,141.0,8,2905,4.46,0.9621,3042.3,22,1.0,26,14,5,391,0,0.006926,0.084,176.4706,17,4.1,0.0598,0.0171,1,0,0,0,0.083969,0.015625,21,0.8139,2.1974,0.6556,12,3,11,732,1209,446,1.0,0.0,0,0,0,0.015267,0.040702,0.3751,1.0,1,0.2928,0.7795,17,0.7072
19,4750,2997,2,3,3,1.9363,2,139.9,9,2984,4.5,0.989,3030.2,13,1.0,29,10,7,445,0,0.005897,0.0789,122.6415,18,4.3,0.0497,0.0173,0,0,0,0,0.131579,0.015625,23,0.8812,2.2675,0.6416,13,5,11,783,1172,464,1.0,0.0,0,0,0,0.035088,0.040141,0.8741,1.0,1,0.4197,0.8772,26,0.5803
20,4732,3062,1,5,3,1.8791,2,138.9,3082,0,4.58,1.0235,3018.1,7,1.0,24,4,9,437,0,0.005184,0.0924,62.5,19,6.0,0.0564,0.02,1,0,0,0,0.10084,0.015625,22,0.8451,2.318,0.641,12,3,9,782,1176,492,1.0,0.0,0,0,0,0.058824,0.04192,1.4032,1.0403,0,0.4547,0.9461,29,0.5453
21,4725,2998,1,4,3,1.9982,2,137.9,7,2987,4.56,0.996,3010.0,11,1.0,26,9,7,401,0,0.005921,0.0692,88.7097,20,5.4,0.0429,0.0148,0,0,0,0,0.146154,0.015625,21,0.8931,2.3641,0.6335,13,3,10,789,1166,492,1.0,0.0,0,0,0,0.015385,0.039393,0.3905,0.9391,0,0.4154,0.9934,24,0.5846
22,4716,2934,0,0,3,1.9943,2,137.3,3,2931,4.54,0.9757,3007.1,3,1.0,25,3,4,400,0,0.005375,0.0642,28.8462,21,6.4,0.0485,0.0182,0,0,0,0,0.119266,0.015625,21,0.869,2.3825,0.6289,11,4,10,759,1182,462,1.0,0.0,0,0,0,0.027523,0.038262,0.7193,0.9719,0,0.504,0.8992,26,0.496
23,4703,2927,0,0,0,1.8357,1,137.2,2,2925,4.48,0.9733,3007.4,2,1.0,20,2,7,371,0,0.005481,0.1053,11.3636,22,8.4,0.0722,0.0267,0,0,0,0,0.168421,0.015625,20,0.9072,2.4246,0.629,8,3,9,789,1137,469,1.0,0.0,0,0,0,0.052632,0.039631,1.328,1.0328,0,0.496,0.9622,25,0.504
24,4667,2914,0,0,3,1.8262,1,135.8,0,2914,4.54,0.98,2973.4,0,1.0,18,0,2,302,0,0.0058,0.125,0.0,23,9.8,0.0768,0.0292,0,0,0,0,0.1875,0.015625,15,0.9167,2.4996,0.632,7,2,9,791,1157,418,1.0,0.0,0,0,0,0.0125,0.037047,0.3374,0.9337,0,0.5738,0.8209,20,0.4262
25,4642,2917,0,0,3,1.9628,1,134.0,0,2917,4.49,0.9817,2971.5,0,1.0,15,0,3,283,0,0.005772,0.125,0.0,24,12.1,0.0821,0.0351,0,0,0,0,0.175,0.015625,14,0.9107,2.5746,0.638,6,2,7,756,1184,469,1.0,0.0,0,0,0,0.025,0.0359,0.6964,0.9696,0,0.5525,0.825,18,0.4475
26,4623,2970,0,0,3,1.8944,1,132.6,2967,0,4.62,1.0052,2965.5,14,1.0,20,14,9,326,0,0.006633,0.0855,129.6296,25,9.4,0.0598,0.0197,0,0,0,0,0.17094,0.015625,17,0.9086,2.66,0.6306,7,4,9,770,1178,473,1.0,0.0,0,0,0,0.034188,0.035737,0.9567,0.9957,0,0.2196,0.6391,15,0.7804
27,4601,2942,4,5,3,1.994,1,132.2,17,2904,4.6,0.9945,2958.2,38,1.0,37,28,11,524,0,0.00481,0.0538,230.303,26,4.9,0.0442,0.0122,2,0,0,0,0.080645,0.015625,29,0.8063,2.7246,0.6172,13,7,17,789,1170,470,1.0,0.0,0,0,0,0.010753,0.033357,0.3223,0.9322,0,0.2402,0.9572,20,0.7598
