window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
13,4825,2995,0,0,3,1.7307,1,143.5,0,2995,4.56,0.9744,3073.6,0,1.0,20,0,8,355,0,0.006962,0.1084,0.0,10,5.3,0.0747,0.0269,0,0,0,0,0.108434,0.015625,23,0.8559,1.0812,0.6753,10,3,7,775,1206,469,1.0,0.0,0,0,0,0.060241,0.0334,1.8036,1.0,1,0.5149,0.9424,28,0.4851
14,4818,3150,0,0,3,1.933,1,142.8,3205,0,4.68,1.0341,3099.3,0,1.0,19,0,1,296,0,0.007224,0.1098,0.0,11,6.4,0.061,0.026,0,0,0,0,0.109756,0.015625,19,0.8576,1.1314,0.6709,9,3,7,806,1240,503,1.0,0.0,0,0,0,0.0,0.028947,0.0,1.0,1,0.4787,0.8625,20,0.5213
15,4810,3096,2,5,3,1.9766,1,142.1,3080,0,4.62,1.0026,3089.0,17,1.0,23,9,5,395,0,0.007808,0.1094,140.4959,12,5.8,0.0703,0.0261,2,0,0,0,0.109375,0.015625,26,0.8571,1.1939,0.6566,11,2,10,843,1205,473,1.0,0.0,0,0,0,0.023438,0.028258,0.8294,1.0,1,0.3682,0.8343,19,0.6318
16,4780,3028,0,0,3,1.9612,1,140.7,1,3022,4.62,0.9897,3059.4,6,1.0,21,6,8,400,0,0.006587,0.1032,44.2478,13,6.2,0.0601,0.0208,0,0,0,0,0.103175,0.015625,26,0.8486,1.2415,0.6471,10,2,9,766,1210,473,1.0,0.0,0,0,0,0.047619,0.030536,1.5594,1.0,1,0.4127,0.8544,23,0.5873
17,4773,2963,0,0,3,1.9242,1,140.3,0,2963,4.55,0.9747,3039.8,0,1.0,20,0,1,321,0,0.006937,0.1149,0.0,14,7.5,0.0854,0.0322,0,0,0,0,0.114943,0.015625,19,0.8641,1.3233,0.6455,9,2,9,772,1191,455,1.0,0.0,0,0,0,0.0,0.027143,0.0,1.0,1,0.5448,0.9456,21,0.4552
18,4765,3060,1,5,1,1.8727,1,139.8,3055,0,4.74,1.0053,3050.8,12,1.0,22,8,6,382,0,0.006775,0.1008,99.1736,15,7.2,0.064,0.0242,1,0,0,0,0.131783,0.015625,23,0.8814,1.4192,0.6382,9,2,11,811,1201,463,1.0,0.0,0,0,0,0.031008,0.02755,1.1255,1.0,1,0.3431,0.7673,20,0.6569
19,4744,3009,1,5,3,1.9571,1,139.1,3,3002,4.56,0.9927,3032.0,7,1.0,21,3,4,386,0,0.006246,0.1099,81.3953,16,7.9,0.0598,0.0227,1,0,0,0,0.10989,0.015625,21,0.8578,1.4852,0.6295,10,2,9,792,1173,465,1.0,0.0,0,0,0,0.032967,0.028091,1.1736,1.0,1,0.5172,0.8867,22,0.4828
20,4720,2931,2,3,1,1.9369,2,138.0,16,2912,4.54,0.9726,3013.6,19,1.0,27,16,10,455,0,0.005098,0.0735,145.1613,17,6.6,0.0384,0.0162,0,0,0,0,0.110294,0.015625,26,0.8583,1.5219,0.6186,10,4,13,761,1148,443,1.0,0.0,0,0,0,0.029412,0.028217,1.0423,1.0042,0,0.2696,0.7336,21,0.7304
21,4695,3021,2,5,1,1.9564,2,136.8,3018,0,4.6,1.0026,3019.2,9,1.0,28,4,3,462,0,0.005324,0.0763,69.7674,18,7.2,0.0473,0.0169,1,0,0,0,0.091603,0.015625,25,0.8294,1.5601,0.608,11,5,12,751,1209,475,1.0,0.0,0,0,0,0.015267,0.026984,0.5658,0.9566,0,0.4574,0.7991,27,0.5426
22,4679,3008,1,5,3,1.9427,2,134.8,3015,0,4.6,1.0107,2993.0,10,1.0,30,6,4,497,0,0.004589,0.0862,59.5238,19,7.6,0.0481,0.0188,1,0,0,0,0.103448,0.015625,25,0.849,1.6003,0.5985,12,6,12,790,1201,492,1.0,0.0,0,0,0,0.017241,0.026056,0.6617,0.9662,0,0.4293,0.8063,28,0.5707
23,4667,2921,4,5,3,1.8453,2,134.9,11,2902,4.5,0.9811,2977.4,19,1.0,33,11,8,606,0,0.00379,0.0657,141.7323,20,7.4,0.0343,0.0138,1,2,0,0,0.080292,0.015625,30,0.8054,1.6149,0.5871,14,7,12,757,1166,447,1.0,0.0,0,0,0,0.051095,0.028441,1.7965,1.0797,0,0.4275,0.9311,30,0.5725
24,4642,2974,1,4,1,1.981,2,134.2,2969,0,4.51,1.0032,2968.5,9,1.0,35,7,5,549,0,0.004394,0.0658,61.2245,21,7.7,0.0414,0.0146,0,0,0,0,0.072368,0.015625,30,0.7841,1.6418,0.5803,14,8,13,743,1203,495,1.0,0.0,0,0,0,0.013158,0.026985,0.4876,0.9488,0,0.4218,0.8922,33,0.5782
25,4612,2964,0,0,3,1.9152,2,131.7,3,2957,4.61,0.996,2975.9,7,1.0,38,7,4,562,0,0.00396,0.0573,46.6667,22,7.4,0.0357,0.0117,0,0,0,0,0.089172,0.015625,28,0.8248,1.6928,0.5722,14,7,17,777,1132,478,1.0,0.0,0,0,0,0.012739,0.025628,0.4971,0.9497,0,0.4373,0.8598,35,0.5627
26,4588,2967,1,4,3,1.889,1,131.0,2963,0,4.75,1.0072,2953.7,12,1.0,40,10,8,574,0,0.00341,0.0588,68.9655,23,6.6,0.0357,0.013,0,1,0,0,0.058824,0.015625,29,0.7344,1.7109,0.5632,13,7,20,810,1185,439,1.0,0.0,0,0,0,0.010695,0.024206,0.4418,0.9442,0,0.4131,0.9897,38,0.5869
27,4577,2925,2,4,3,1.9528,1,130.3,2931,0,4.62,1.0053,2919.5,4,1.0,37,4,7,555,0,0.003515,0.0724,27.7778,24,7.4,0.038,0.015,0,0,0,0,0.098684,0.015625,32,0.8417,1.7691,0.5525,11,4,22,728,1170,467,1.0,0.0,0,0,0,0.013158,0.023154,0.5683,0.9568,0,0.4953,0.9025,40,0.5047
28,4568,2898,0,0,3,1.9837,2,129.9,0,2898,4.57,0.9938,2916.0,0,1.0,29,0,8,505,0,0.00393,0.0588,0.0,25,9.8,0.0474,0.0153,0,0,0,0,0.102941,0.015625,28,0.8482,1.8133,0.5454,9,3,17,760,1181,417,1.0,0.0,0,0,0,0.036765,0.02445,1.5037,1.0504,0,0.5412,0.9844,37,0.4588
29,4554,2945,1,3,3,1.9833,1,129.3,2978,0,4.7,1.0323,2894.5,10,1.0,31,9,7,524,0,0.004324,0.0765,50.6329,26,9.5,0.0386,0.0171,0,0,0,0,0.082353,0.015625,31,0.8103,1.8662,0.5348,12,3,16,770,1146,461,1.0,0.0,0,0,0,0.023529,0.024363,0.9658,0.9966,0,0.3735,0.8174,29,0.6265
30,4543,2832,1,5,3,1.8351,1,128.4,0,2827,4.55,0.9793,2892.0,5,1.0,29,1,3,507,0,0.004129,0.0714,30.8642,27,10.8,0.0429,0.0148,1,0,0,0,0.083333,0.015625,29,0.8125,1.9138,0.5281,10,3,16,746,1125,424,1.0,0.0,0,0,0,0.02381,0.02431,0.9794,0.9979,0,0.477,0.8714,31,0.523
31,4530,2843,0,0,0,1.8608,2,128.7,0,2843,4.53,0.9826,2893.3,0,1.0,26,0,3,457,0,0.004087,0.1121,0.0,28,12.8,0.0517,0.023,0,0,0,0,0.112069,0.015625,26,0.8606,1.9742,0.5256,9,3,14,738,1133,440,1.0,0.0,0,0,0,0.008621,0.022816,0.3778,0.9378,0,0.5776,0.8662,29,0.4224
32,4511,2867,1,4,1,1.8479,1,127.1,5,2862,4.56,0.9981,2872.6,5,1.0,26,2,2,470,0,0.003829,0.0915,26.8456,29,13.2,0.0471,0.0187,0,0,0,0,0.091503,0.015625,27,0.8292,2.033,0.5215,9,3,14,772,1104,458,1.0,0.0,0,0,0,0.019608,0.02251,0.8711,0.9871,0,0.468,0.6864,26,0.532
33,4492,2786,1,5,3,1.9498,1,126.2,2,2779,4.5,0.9765,2853.1,7,1.0,27,3,2,492,0,0.004279,0.0676,48.6111,30,13.1,0.0424,0.0164,1,0,0,0,0.067568,0.015625,27,0.7688,2.0533,0.5174,9,3,15,779,1064,385,1.0,0.0,0,0,0,0.02027,0.022297,0.9091,0.9909,0,0.4674,0.8428,26,0.5326
34,4471,2841,1,3,3,1.9405,2,125.0,2840,0,4.58,1.0035,2837.0,7,1.0,30,8,5,508,0,0.003513,0.0798,45.1613,31,12.5,0.0429,0.015,0,0,0,0,0.09816,0.015625,27,0.8408,2.0901,0.5139,10,2,18,771,1102,433,1.0,0.0,0,0,0,0.006135,0.020758,0.2956,0.9296,0,0.3722,0.9162,27,0.6279
35,4457,2853,4,5,3,1.9674,2,124.1,2829,0,4.55,1.0077,2838.2,31,1.0,35,16,11,614,0,0.003595,0.0603,168.4783,32,10.5,0.0366,0.0132,3,0,0,0,0.090452,0.015625,32,0.8273,2.1202,0.5099,13,5,17,790,1078,447,1.0,0.0,0,0,0,0.015075,0.020216,0.7457,0.9746,0,0.3589,0.9229,30,0.6411
36,4441,2763,1,4,1,1.9758,2,123.5,0,2749,4.54,0.9747,2834.8,14,1.0,36,12,11,659,0,0.003247,0.0513,76.9231,33,10.8,0.0351,0.014,0,1,0,0,0.087179,0.015625,32,0.8208,2.1356,0.5087,12,6,18,731,1052,447,1.0,0.0,0,0,0,0.035897,0.02171,1.6535,1.0654,0,0.4167,0.9089,35,0.5833
37,4428,2770,1,5,1,1.7739,2,122.5,0,2761,4.57,0.9789,2829.6,9,1.0,33,6,9,599,0,0.00342,0.0526,54.5455,34,12.6,0.0347,0.0136,1,0,0,0,0.05848,0.015625,31,0.7328,2.1824,0.5056,12,5,16,771,1052,421,1.0,0.0,0,0,0,0.023392,0.02187,1.0696,1.007,0,0.5103,0.9403,36,0.4897
38,4399,2733,2,5,3,1.8908,2,121.6,2,2726,4.55,0.9701,2817.1,7,1.0,30,2,5,606,0,0.003848,0.0795,34.4828,35,14.7,0.0371,0.0141,1,0,0,0,0.10596,0.015625,29,0.8525,2.2883,0.5048,11,4,15,749,1091,381,1.0,0.0,0,0,0,0.039735,0.023571,1.6857,1.0686,0,0.4547,0.9165,33,0.5453
39,4382,2817,1,5,3,1.8823,2,120.6,2822,0,4.61,1.007,2807.5,5,1.0,29,1,2,577,0,0.00372,0.0765,26.455,36,15.4,0.0422,0.0153,1,1,0,0,0.122449,0.015625,27,0.8724,2.37,0.505,10,3,16,732,1074,442,1.0,0.0,0,0,0,0.010204,0.022298,0.4576,0.9458,0,0.5272,0.8496,30,0.4728
40,4369,2767,0,0,3,1.9086,2,119.5,0,2763,4.62,0.9905,2793.6,4,1.0,31,4,2,573,0,0.003403,0.0636,23.5294,37,15.2,0.0374,0.0137,0,0,0,0,0.086705,0.015625,27,0.8198,2.4162,0.5041,10,5,16,729,1131,390,1.0,0.0,0,0,0,0.00578,0.020725,0.2789,0.9279,0,0.4465,0.8315,29,0.5535
41,4361,2819,2,4,1,1.922,1,119.0,2838,0,4.63,1.019,2794.8,10,1.0,34,7,4,623,0,0.002609,0.0642,52.0231,38,14.7,0.0346,0.016,0,0,0,0,0.080214,0.015625,30,0.8052,2.4857,0.5038,14,4,16,757,1108,427,1.0,0.0,0,0,0,0.032086,0.021807,1.4713,1.0471,0,0.4374,0.773,31,0.5626
42,4357,2796,2,3,3,1.9462,1,118.5,2777,0,4.64,1.0033,2788.7,21,1.0,46,19,7,722,0,0.003003,0.0435,101.4493,39,11.6,0.0241,0.0109,0,0,0,0,0.056522,0.015625,36,0.7236,2.5336,0.4989,21,4,21,771,1070,411,1.0,0.0,0,0,0,0.017391,0.021387,0.8132,0.9813,0,0.312,0.8267,34,0.688
43,4355,2728,1,3,1,1.8812,2,118.5,0,2720,4.59,0.9909,2753.2,8,1.0,41,7,12,715,0,0.002486,0.0558,38.0435,40,13.3,0.0328,0.012,0,0,0,0,0.076142,0.015625,37,0.7948,2.5691,0.4949,18,3,20,727,1078,404,1.0,0.0,0,0,0,0.030457,0.02225,1.3688,1.0369,0,0.5065,0.9724,46,0.4935
44,4344,2728,1,3,3,1.8216,2,118.3,6,2717,4.64,0.9895,2757.1,11,1.0,41,10,10,709,0,0.002562,0.0597,53.7634,41,13.9,0.0312,0.0127,0,0,0,0,0.084577,0.015625,35,0.8153,2.589,0.4915,16,4,21,711,1053,443,1.0,0.0,0,0,0,0.029851,0.022974,1.2993,1.0299,0,0.4184,0.8731,41,0.5816
45,4335,2718,1,3,3,1.9476,2,117.7,3,2715,4.52,0.9923,2739.1,3,1.0,36,1,6,641,0,0.002499,0.0704,15.9574,42,16.8,0.0328,0.0155,0,0,0,0,0.075377,0.015625,34,0.7927,2.6644,0.4896,14,3,19,757,1047,427,1.0,0.0,0,0,0,0.025126,0.023179,1.084,1.0084,0,0.5128,0.9416,41,0.4872
46,4318,2740,0,0,3,1.9621,2,117.3,4,2732,4.61,0.9974,2747.1,8,1.0,39,8,5,654,0,0.0025,0.0474,39.2157,43,16.3,0.0341,0.0123,0,0,0,0,0.099526,0.015625,35,0.843,2.7307,0.4887,14,3,22,723,1117,403,1.0,0.0,0,0,0,0.009479,0.021874,0.4333,0.9433,0,0.4405,0.8861,36,0.5596
47,4310,2798,1,5,3,1.9357,1,115.9,2828,0,4.75,1.0361,2750.8,22,1.0,42,18,15,732,0,0.002266,0.0466,101.8519,44,15.4,0.0294,0.0103,1,0,0,0,0.063559,0.015625,38,0.7542,2.7901,0.485,16,3,23,743,1096,423,1.0,0.0,0,0,0,0.033898,0.02302,1.4726,1.0473,0,0.3997,0.9985,39,0.6003
48,4286,2615,3,5,0,1.9634,1,114.3,5,2600,4.43,0.9625,2716.8,15,1.0,34,3,11,717,0,0.003169,0.0693,79.3651,45,17.8,0.0354,0.0165,3,0,0,0,0.09901,0.015625,35,0.8422,2.8544,0.4837,11,3,20,707,1034,380,1.0,0.0,0,0,0,0.049505,0.025542,1.9382,1.0938,0,0.5173,0.9171,42,0.4827
49,4270,2723,1,4,3,1.8163,2,112.1,2711,0,4.66,1.0037,2715.0,14,1.0,38,12,8,701,0,0.002793,0.0673,71.4286,46,16.6,0.0267,0.0147,0,1,0,0,0.091346,0.015625,33,0.8289,2.9313,0.4816,15,3,20,781,1035,385,1.0,0.0,0,0,0,0.014423,0.024483,0.5891,0.9589,0,0.3898,0.8072,34,0.6102
50,4264,2636,2,5,3,1.9167,2,109.5,3,2628,4.49,0.9742,2705.8,8,1.0,39,5,4,705,0,0.002799,0.067,40.0,47,17.0,0.0269,0.0113,1,0,0,0,0.066986,0.015625,34,0.7667,2.984,0.4779,12,4,23,701,1021,421,0.0006,0.9994,522.0,3.5,0.0655,0.014354,0.023518,0.6103,0.961,0,0.3887,0.7979,38,0.6113
