window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
1,5000,3148,0,0,1,1.9867,0,152.6,0,0,4.55,1.0,3148.0,7,1.0,5,7,2,50,0,0.064642,0.2727,411.7647,0,0.0,0.0,0.0617,0,0,0,0,0.272727,0.015625,5,0.9427,0.2727,0.9347,1,0,4,792,1231,526,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1,0.0,0.0,0,1.0
2,5000,3147,0,0,3,1.8401,0,151.3,4,3143,4.53,0.9871,3188.3,4,1.0,5,4,4,50,0,0.057012,0.3158,235.2941,1,0.6,0.0,0.1073,0,0,0,0,0.315789,0.015625,5,0.9505,0.4833,0.9106,1,0,4,789,1241,506,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1,0.4406,0.9934,5,0.5594
3,4997,3147,2,5,1,1.9437,0,151.4,12,3130,4.55,0.9958,3160.1,17,1.0,10,10,5,134,0,0.027341,0.1739,265.625,2,0.6,0.1739,0.0382,1,0,0,0,0.173913,0.015625,11,0.9102,0.5412,0.8623,5,0,5,821,1241,503,1.0,0.0,0,0,0,0.014493,0.007246,2.0,1.0,1,0.1511,0.6041,5,0.8489
4,4985,3227,2,5,3,1.962,1,151.3,3225,0,4.63,1.01,3205.0,12,1.0,13,7,4,182,0,0.016617,0.1475,214.2857,3,1.0,0.0984,0.0372,1,0,0,0,0.147541,0.015625,14,0.8941,0.574,0.8174,7,1,5,820,1282,516,1.0,0.0,0,0,0,0.016393,0.010905,1.5033,1.0,1,0.3605,0.8131,10,0.6394
5,4964,3175,3,5,1,1.8467,2,150.2,3160,0,4.62,1.0001,3174.8,15,1.0,13,5,5,227,0,0.017397,0.1688,214.2857,4,1.4,0.1136,0.0417,2,0,0,0,0.168831,0.015625,15,0.9075,0.6,0.7723,6,2,5,804,1286,496,1.0,0.0,0,0,0,0.025974,0.015928,1.6307,1.0,1,0.3923,0.9634,13,0.6077
6,4940,3170,0,0,3,1.944,2,149.0,3175,0,4.59,1.0042,3161.7,0,1.0,11,0,2,198,0,0.015395,0.1607,0.0,5,2.5,0.1205,0.0457,0,0,0,0,0.160714,0.015625,12,0.9028,0.6714,0.7606,5,1,5,789,1256,518,1.0,0.0,0,0,0,0.017857,0.016479,1.0836,1.0,1,0.6138,0.9715,13,0.3862
7,4924,3132,0,0,3,1.8569,1,148.3,3132,0,4.55,1.0026,3124.9,1,1.0,10,1,2,178,0,0.018116,0.2093,23.2558,6,3.0,0.1395,0.0531,0,0,0,0,0.209302,0.015625,10,0.9253,0.6714,0.7627,4,2,4,777,1282,529,1.0,0.0,0,0,0,0.0,0.012359,0.0,1.0,1,0.5086,0.8434,11,0.4914
8,4915,3078,2,5,3,1.9634,1,147.9,8,3065,4.57,0.9857,3122.5,13,1.0,14,6,2,250,0,0.013916,0.1327,138.2979,7,2.9,0.1143,0.0378,1,0,0,0,0.132653,0.015625,14,0.8822,0.7631,0.7488,7,2,5,754,1215,522,1.0,0.0,0,0,0,0.030612,0.016416,1.8648,1.0,1,0.2706,0.5924,10,0.7294
9,4896,3128,0,0,0,1.9571,1,146.9,3139,0,4.59,1.0098,3114.6,6,1.0,15,6,5,270,0,0.010031,0.1358,53.3333,8,3.5,0.0864,0.0349,0,0,0,0,0.135802,0.015625,16,0.8849,0.8125,0.7391,8,2,5,836,1208,506,1.0,0.0,0,0,0,0.049383,0.023009,2.1462,1.0,1,0.4344,0.8052,14,0.5656
10,4880,3194,0,0,3,1.9728,1,146.2,3221,0,4.7,1.0371,3127.9,23,1.0,28,23,10,403,0,0.007122,0.1032,189.1892,9,2.2,0.054,0.0174,0,0,0,0,0.111111,0.015625,26,0.8594,0.8442,0.7128,12,6,10,792,1327,516,1.0,0.0,0,0,0,0.02381,0.023155,1.0283,1.0,1,0.2046,0.794,15,0.7954
11,4863,3116,0,0,3,1.9173,1,145.0,3113,0,4.64,1.0018,3112.4,5,1.0,26,5,7,404,0,0.006242,0.0841,51.0204,10,3.3,0.0542,0.0206,0,0,0,0,0.140187,0.015625,26,0.8885,0.9667,0.6997,12,4,10,805,1243,500,1.0,0.0,0,0,0,0.046729,0.027084,1.7254,1.0,1,0.4668,0.9124,28,0.5332
12,4840,3133,1,4,3,1.7863,1,143.9,3171,0,4.65,1.0239,3108.7,12,1.0,28,9,7,434,0,0.006354,0.0781,102.5641,11,3.7,0.0516,0.0212,0,0,0,0,0.09375,0.015625,27,0.8333,0.998,0.6815,15,4,9,782,1268,521,1.0,0.0,0,0,0,0.039062,0.028927,1.3504,1.0,1,0.399,0.9244,26,0.601
