window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
15,4659,2946,3,5,3,1.9519,1,137.2,10,2931,4.52,0.9863,2986.8,15,1.0,22,8,8,356,0,0.007783,0.094,118.1818,14,4.5,0.0577,0.0206,1,0,0,0,0.094017,0.015625,24,0.8338,1.3711,0.5854,5,3,14,725,1179,454,1.0,0.0,0,0,0,0.042735,0.036841,1.16,1.0,1,0.3871,0.9662,22,0.613
16,4637,2941,0,0,3,1.9334,2,136.6,7,2934,4.51,0.9858,2983.3,7,1.0,24,7,5,345,0,0.006867,0.1,44.2478,15,4.9,0.0521,0.0205,0,0,0,0,0.108333,0.015625,22,0.8558,1.4044,0.5746,6,3,15,766,1184,430,1.0,0.0,0,0,0,0.025,0.035448,0.7053,1.0,1,0.4297,0.8431,22,0.5703
17,4626,2962,2,5,3,1.9907,1,135.9,8,2954,4.61,0.9955,2975.3,8,1.0,21,2,5,354,0,0.006718,0.0943,79.2079,16,6.2,0.066,0.0232,1,0,0,0,0.09434,0.015625,24,0.8344,1.4799,0.5716,5,2,14,805,1137,465,1.0,0.0,0,0,0,0.037736,0.035702,1.057,1.0,1,0.528,0.8904,24,0.472
18,4617,2908,0,0,3,1.9254,1,135.5,8,2900,4.48,0.9789,2970.7,8,1.0,25,8,4,358,0,0.00646,0.0909,69.5652,17,5.5,0.0562,0.0209,0,0,0,0,0.123967,0.015625,20,0.874,1.513,0.573,7,3,15,754,1147,441,1.0,0.0,0,0,0,0.0,0.031944,0.0,1.0,1,0.3929,0.8297,21,0.6071
19,4599,2908,2,5,1,1.9785,1,134.4,0,2898,4.57,0.9847,2953.1,10,1.0,24,7,8,395,0,0.006258,0.0932,90.0901,18,6.3,0.0607,0.0194,1,0,0,0,0.135593,0.015625,20,0.8848,1.5638,0.571,8,3,13,779,1131,470,1.0,0.0,0,0,0,0.025424,0.031292,0.8125,1.0,1,0.4093,0.9648,25,0.5907
20,4575,2966,0,0,3,1.787,1,133.6,2982,0,4.68,1.0104,2954.3,3,1.0,23,3,4,380,0,0.00583,0.0971,31.25,19,7.3,0.055,0.0178,0,0,0,0,0.097087,0.015625,21,0.8391,1.6124,0.5719,7,4,12,782,1147,470,1.0,0.0,0,0,0,0.029126,0.031086,0.937,0.9937,0,0.4685,0.8031,24,0.5315
21,4546,2851,1,4,3,1.815,1,131.8,0,2848,4.5,0.9759,2921.5,3,1.0,21,1,3,363,0,0.005841,0.0988,37.9747,20,8.7,0.0741,0.0247,0,1,0,0,0.098765,0.015625,19,0.8418,1.6371,0.5742,7,3,11,768,1128,460,1.0,0.0,0,0,0,0.024691,0.030477,0.8102,0.981,0,0.5516,0.9551,23,0.4484
22,4536,2824,1,3,3,1.883,1,130.8,4,2820,4.52,0.9719,2905.6,4,1.0,22,3,2,364,0,0.005881,0.0899,35.2941,21,9.1,0.0517,0.0168,0,0,0,0,0.157303,0.015625,19,0.9007,1.6708,0.5775,6,3,13,772,1131,405,1.0,0.0,0,0,0,0.022472,0.029715,0.7563,0.9756,0,0.4635,0.7361,21,0.5365
23,4525,2866,1,5,3,1.8706,2,130.0,0,2852,4.58,0.9937,2884.1,14,1.0,28,11,5,420,0,0.00508,0.0922,106.0606,22,7.8,0.0485,0.0176,1,0,0,0,0.106383,0.015625,23,0.8531,1.7275,0.5766,9,3,16,729,1145,419,1.0,0.0,0,0,0,0.007092,0.02756,0.2573,0.9257,0,0.3123,0.7285,22,0.6877
24,4520,2939,1,4,3,1.9943,2,129.8,2944,0,4.57,1.0225,2890.9,12,1.0,36,13,5,504,0,0.003926,0.0613,78.9474,23,6.3,0.0389,0.013,0,0,0,0,0.079755,0.015625,29,0.8041,1.7888,0.5699,10,3,23,790,1140,455,1.0,0.0,0,0,0,0.006135,0.02552,0.2404,0.924,0,0.3749,0.8475,28,0.6251
25,4513,2906,1,3,0,1.9197,2,129.4,2904,0,4.62,1.0036,2899.4,6,1.0,34,5,7,525,0,0.003753,0.0727,38.7097,24,7.5,0.0465,0.0142,0,0,0,0,0.115152,0.015625,28,0.8643,1.807,0.5671,9,4,21,789,1108,460,1.0,0.0,0,0,0,0.030303,0.025975,1.1666,1.0167,0,0.4303,0.811,36,0.5697
26,4503,2826,1,5,0,1.9395,2,128.5,6,2811,4.58,0.9815,2879.1,15,1.0,37,12,9,550,0,0.003846,0.06,100.0,25,7.6,0.0371,0.0129,1,0,0,0,0.133333,0.015625,28,0.8828,1.8337,0.562,8,6,23,776,1132,384,1.0,0.0,0,0,0,0.026667,0.026041,1.024,1.0024,0,0.3981,0.8628,34,0.6019
27,4485,2827,3,5,1,1.9142,2,128.1,5,2817,4.59,0.9875,2862.8,10,1.0,36,6,7,573,0,0.004172,0.0575,61.7284,26,8.4,0.039,0.0151,2,0,0,0,0.103448,0.015625,28,0.849,1.8394,0.5565,9,6,21,776,1148,397,1.0,0.0,0,0,0,0.034483,0.026845,1.2845,1.0285,0,0.43,0.8969,37,0.57
28,4473,2847,0,0,3,1.9167,2,127.7,2,2845,4.6,0.998,2852.8,2,1.0,35,2,3,541,0,0.003526,0.0637,0.0,27,9.7,0.0425,0.0136,0,0,0,0,0.10828,0.015625,28,0.8557,1.8713,0.5529,9,5,21,767,1151,389,1.0,0.0,0,0,0,0.025478,0.026715,0.9537,0.9954,0,0.4581,0.8245,36,0.5419
29,4468,2867,1,5,3,1.8994,1,126.8,2859,0,4.6,1.0067,2856.9,17,1.0,38,13,10,583,0,0.003751,0.071,98.8372,28,9.0,0.0306,0.0121,1,0,0,0,0.087432,0.015625,30,0.8213,1.8986,0.5468,13,3,22,786,1070,437,1.0,0.0,0,0,0,0.021858,0.026252,0.8326,0.9833,0,0.3974,0.8394,35,0.6026
30,4452,2863,0,0,3,1.8843,1,126.0,2860,0,4.56,1.005,2853.8,8,1.0,39,8,7,557,0,0.003553,0.0714,46.2428,28,8.4,0.0346,0.0146,0,0,0,0,0.120879,0.015625,27,0.8707,1.9481,0.5453,13,5,21,767,1134,420,1.0,0.0,0,0,0,0.010989,0.024799,0.4431,0.9443,0,0.4668,0.8923,38,0.5332
31,4447,2722,2,4,1,1.8516,1,126.3,9,2713,4.48,0.962,2829.6,9,1.0,35,6,10,595,0,0.003335,0.0675,51.9481,29,9.3,0.0405,0.0156,0,0,0,0,0.09816,0.015625,29,0.8408,1.9603,0.5409,12,4,19,740,1051,379,1.0,0.0,0,0,0,0.055215,0.027695,1.9936,1.0994,0,0.4641,0.9683,39,0.5359
32,4444,2837,1,3,3,1.9269,1,126.1,2837,0,4.59,1.0066,2825.4,7,1.0,32,6,9,506,0,0.004265,0.0658,41.6667,30,10.5,0.0382,0.0155,0,0,0,0,0.092105,0.015625,27,0.8304,1.9801,0.5355,11,4,17,738,1123,411,1.0,0.0,0,0,0,0.019737,0.026937,0.7327,0.9733,0,0.4606,0.8524,35,0.5394
33,4431,2785,0,0,3,1.9111,2,125.2,5,2780,4.53,0.9845,2828.8,5,1.0,31,5,6,503,0,0.00375,0.0816,28.9855,31,11.6,0.0422,0.0172,0,0,0,0,0.129252,0.015625,26,0.8791,2.0005,0.5341,10,3,18,736,1102,421,1.0,0.0,0,0,0,0.027211,0.026963,1.0092,1.0009,0,0.4791,0.8822,32,0.5209
34,4418,2780,1,3,3,1.8843,1,124.4,10,2770,4.56,0.983,2828.0,10,1.0,34,8,5,520,0,0.003979,0.0865,51.4286,32,11.1,0.0416,0.0168,0,0,0,0,0.135135,0.015625,28,0.8844,2.0437,0.5293,11,3,20,769,1088,410,1.0,0.0,0,0,0,0.027027,0.026969,1.0021,1.0002,0,0.398,0.7804,31,0.602
35,4409,2744,3,6,1,1.7883,1,124.0,10,2729,4.51,0.9764,2810.4,15,1.0,31,4,7,562,0,0.004469,0.0778,94.3396,33,12.4,0.043,0.0169,1,0,0,0,0.08982,0.015625,30,0.826,2.0737,0.5244,9,3,19,695,1097,404,1.0,0.0,0,0,0,0.035928,0.027823,1.2913,1.0291,0,0.5016,0.8016,34,0.4984
36,4397,2766,0,0,3,1.9035,2,123.4,0,2766,4.55,0.9799,2822.8,0,1.0,26,0,5,462,0,0.004068,0.0853,0.0,34,14.9,0.0519,0.0195,0,1,0,0,0.108527,0.015625,22,0.856,2.0892,0.5238,8,3,15,748,1107,402,1.0,0.0,0,0,0,0.015504,0.026649,0.5818,0.9582,0,0.5625,0.9809,31,0.4375
37,4387,2730,1,4,3,1.9598,1,122.5,9,2716,4.57,0.9781,2791.1,14,1.0,31,11,6,504,0,0.004134,0.0706,86.9565,35,13.1,0.0347,0.0171,0,0,0,0,0.1,0.015625,26,0.8438,2.1408,0.5215,9,6,16,743,1082,369,1.0,0.0,0,0,0,0.005882,0.024672,0.2384,0.9238,0,0.4082,0.9219,26,0.5918
38,4373,2697,0,0,3,1.9928,1,121.9,7,2685,4.52,0.9746,2767.4,12,1.0,34,12,9,535,0,0.00317,0.0728,84.507,36,12.6,0.0325,0.0139,0,0,0,0,0.112583,0.015625,25,0.8612,2.1607,0.5181,13,6,15,764,1036,402,1.0,0.0,0,0,0,0.013245,0.023583,0.5616,0.9562,0,0.404,0.9652,31,0.596
39,4359,2715,2,5,3,1.9575,1,121.9,5,2705,4.51,0.9785,2774.7,10,1.0,36,7,5,576,0,0.003323,0.0778,57.8035,37,12.7,0.0414,0.0145,1,0,0,0,0.094444,0.015625,28,0.8346,2.2132,0.5171,12,6,18,749,1086,393,1.0,0.0,0,0,0,0.011111,0.022396,0.4961,0.9496,0,0.411,0.802,34,0.589
40,4341,2775,0,0,3,1.9948,1,120.8,2780,0,4.61,1.0055,2764.9,0,1.0,31,0,5,524,0,0.002911,0.0667,0.0,38,15.7,0.0388,0.0134,0,0,0,0,0.106667,0.015625,25,0.8535,2.2662,0.5172,11,5,15,753,1084,389,1.0,0.0,0,0,0,0.006667,0.020898,0.319,0.9319,0,0.5725,0.8797,36,0.4275
41,4312,2676,2,5,3,1.8567,1,119.6,9,2657,4.54,0.9656,2771.4,19,1.0,35,12,8,604,0,0.003078,0.0653,95.7447,39,13.7,0.0318,0.0149,1,0,0,0,0.090452,0.015625,30,0.8273,2.3064,0.5129,12,4,19,742,1037,385,1.0,0.0,0,0,0,0.030151,0.021779,1.3844,1.0384,0,0.3722,0.8429,31,0.6278
42,4288,2715,0,0,3,1.8788,1,117.8,6,2705,4.58,0.9883,2747.2,10,1.0,37,10,8,608,0,0.003092,0.082,51.7241,40,13.7,0.0305,0.0141,0,0,0,0,0.092896,0.015625,29,0.8318,2.3798,0.5108,14,5,18,686,1102,399,1.0,0.0,0,0,0,0.027322,0.022307,1.2248,1.0225,0,0.43,0.9217,35,0.57
43,4274,2706,1,3,3,1.8979,1,117.3,6,2700,4.58,0.9924,2726.6,6,1.0,37,4,4,612,0,0.003034,0.0625,33.8983,41,14.5,0.0378,0.0141,0,0,0,0,0.114583,0.015625,31,0.8636,2.4622,0.5077,13,4,20,770,1063,369,1.0,0.0,0,0,0,0.020833,0.022166,0.9399,0.994,0,0.4274,0.8904,37,0.5726
44,4263,2727,0,0,3,1.9251,1,116.8,2738,0,4.66,1.0095,2720.2,8,1.0,38,8,7,630,0,0.002685,0.0576,43.4783,42,15.0,0.0366,0.0137,0,0,0,0,0.104712,0.015625,33,0.8508,2.5626,0.5049,15,4,19,754,1095,376,1.0,0.0,0,0,0,0.026178,0.022549,1.161,1.0161,0,0.4551,0.9586,37,0.5449
45,4247,2648,1,4,1,1.8982,1,115.6,6,2642,4.47,0.9723,2723.3,6,1.0,36,4,6,616,0,0.003015,0.0765,34.2857,43,16.4,0.036,0.0157,0,0,0,0,0.103825,0.015625,30,0.8495,2.6664,0.5036,14,3,19,712,1050,378,1.0,0.0,0,0,0,0.021858,0.022483,0.9722,0.9972,0,0.4751,0.8468,38,0.5249
46,4225,2689,0,0,3,1.9313,1,114.8,2,2687,4.61,0.9929,2708.1,2,1.0,34,2,4,593,0,0.002743,0.05,5.7803,44,18.1,0.0333,0.0126,0,0,0,0,0.088889,0.015625,29,0.8242,2.7553,0.5042,14,4,16,811,1026,365,1.0,0.0,0,0,0,0.022222,0.022458,0.9895,0.999,0,0.4271,0.7287,36,0.5729
47,4207,2715,1,4,1,1.981,1,114.2,2706,0,4.59,1.0014,2711.3,9,1.0,35,6,5,572,0,0.003187,0.0538,49.7238,45,17.5,0.039,0.0136,0,0,0,0,0.096774,0.015625,29,0.8385,2.8252,0.5025,14,5,16,702,1065,424,1.0,0.0,0,0,0,0.005376,0.020831,0.2581,0.9258,0,0.4451,0.9359,34,0.5549
48,4198,2679,0,0,3,1.819,1,111.9,2675,0,4.65,1.0035,2675.6,10,1.0,36,10,9,596,0,0.002747,0.0569,50.0,46,17.6,0.0304,0.0127,0,0,0,0,0.113744,0.015625,30,0.8626,2.8916,0.5008,17,2,17,752,1087,382,1.0,0.0,0,0,0,0.014218,0.020201,0.7038,0.9704,0,0.3464,0.8032,35,0.6536
49,4190,2672,0,0,3,1.8547,1,110.8,2665,0,4.61,1.0015,2669.1,8,1.0,38,8,6,629,0,0.002666,0.0679,52.6316,47,17.4,0.0309,0.0144,0,0,0,0,0.111111,0.015625,30,0.8594,2.941,0.4995,16,4,18,714,1056,385,1.0,0.0,0,0,0,0.024691,0.020629,1.1969,1.0197,0,0.4339,0.8321,36,0.5661
50,4172,2674,3,4,3,1.9785,1,109.5,2654,0,4.57,1.0074,2662.4,28,1.0,48,23,13,733,0,0.002736,0.0486,123.348,48,14.4,0.0263,0.0091,0,0,0,0,0.076923,0.015625,40,0.7969,2.9855,0.4951,20,5,23,715,1088,397,0.0217,0.9783,508.9,2.8,0.0562,0.024291,0.020978,1.158,1.0158,0,0.2907,0.7899,38,0.7093
