seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
98,1,0,0,878,0,0,825,659,18.1177,1.5841,0.9228,0.9234,0.9256,0.9429,2597,A,B,A,B,0,0,0,0
98,2,0,0,229,1,2,245,710,18.8061,1.5833,0.9439,0.8725,0.927,0.9814,732,A,B,A,B,0,1,0,0
98,3,0,0,34,0,0,34,633,17.3895,1.5806,0.9587,0.6666,0.9457,0.9992,108,A,B,A,B,3,1,0,0
98,4,0,0,11,0,0,8,699,19.8348,1.5575,0.9183,0.65,0.9911,0.9544,32,A,B,A,B,4,0,0,0
98,5,0,0,9,0,0,14,675,19.2175,1.5571,0.9544,0.5033,1.0,1.0,37,A,B,A,B,1,1,0,0
98,6,0,0,10,0,0,5,712,19.556,1.5284,0.9544,0.7219,0.9544,0.9183,24,A,B,A,B,4,0,0,0
98,7,1,2,10,0,0,2,647,17.2721,1.3567,0.9183,0.9183,0.9852,0.0,21,A,B,A,neutral,4,0,0,0
98,8,0,0,7,0,0,3,668,18.2511,1.4958,0.8113,0.971,1.0,1.0,17,A,B,A,B,3,1,0,0
98,9,0,0,10,0,0,9,702,19.2036,1.579,0.8113,0.8113,0.8113,0.0,27,A,B,neutral,B,4,0,0,0
98,10,0,0,9,0,0,12,686,18.859,1.5749,0.5917,0.0,0.9852,0.994,32,A,B,A,B,4,0,0,0
98,11,0,0,14,0,0,10,700,19.0844,1.5683,0.8813,0.9457,0.8813,0.9852,38,A,B,A,B,4,0,0,0
98,12,0,0,14,0,0,18,689,20.556,1.5755,0.9367,0.8631,0.9852,0.9183,50,A,B,A,B,4,0,0,0
98,13,0,0,13,0,0,10,653,17.4191,1.5734,0.9544,0.7642,0.8454,0.971,33,A,B,A,B,4,0,0,0
98,14,1,1,13,0,0,7,672,18.2322,1.5382,0.971,1.0,0.9457,0.8631,32,A,B,A,B,4,0,0,0
98,15,0,0,16,0,0,13,666,18.3262,1.5796,1.0,0.9183,0.6962,0.9911,43,A,B,A,B,4,0,0,0
98,16,0,0,14,0,0,13,658,17.4617,1.5754,0.9183,0.7642,0.9957,0.971,44,A,B,A,B,4,0,0,0
98,17,0,0,13,0,0,8,672,17.8993,1.5462,0.684,1.0,1.0,1.0,35,A,B,A,B,4,0,0,0
98,18,0,0,3,0,0,4,672,18.0324,1.5546,0.0,1.0,0.9183,0.9183,12,A,B,A,B,4,0,0,0
98,19,0,0,12,0,0,7,687,18.9772,1.5448,0.971,0.971,0.8113,1.0,31,A,B,A,B,4,0,0,0
98,20,0,0,12,0,0,8,686,18.8161,1.5632,0.971,1.0,0.0,0.9183,29,A,B,A,B,3,1,0,0
98,21,0,0,3,0,0,7,681,19.2853,1.4807,0.8113,0.9183,1.0,0.8631,18,neutral,B,A,B,4,0,0,0
98,22,0,0,8,0,0,7,671,19.9961,1.5822,0.9852,0.0,0.9852,0.5436,23,A,neutral,A,B,4,0,0,0
98,23,0,0,11,0,0,13,698,20.0858,1.5179,0.9852,0.0,0.8813,0.0,30,A,B,A,B,3,1,0,0
98,24,0,0,12,0,0,9,684,18.1942,1.5502,0.9852,0.971,0.0,0.8113,28,A,B,A,B,4,0,0,0
98,25,0,0,20,0,0,10,660,18.8915,1.5285,0.9911,0.9612,0.5226,0.971,44,A,B,A,B,4,0,0,0
