seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
48,1,0,0,909,0,0,871,703,18.5006,1.5847,0.9075,0.9269,0.9173,0.9367,2687,A,B,A,B,0,0,0,0
48,2,1,2,250,0,0,223,707,19.9321,1.5817,0.9026,0.9534,0.9378,0.9609,735,A,B,A,B,0,0,0,0
48,3,0,0,37,0,0,27,642,17.9278,1.569,0.8238,0.9957,0.8315,1.0,102,A,B,A,B,1,1,0,0
48,4,0,0,11,0,0,8,626,16.8774,1.5647,0.994,0.9544,0.8631,0.971,31,A,B,A,B,4,1,0,0
48,5,0,0,6,0,0,7,681,18.6291,1.5813,1.0,0.9183,0.971,0.0,20,A,B,A,B,4,1,0,0
48,6,0,0,8,0,0,9,686,19.5057,1.5774,0.0,0.9852,0.8631,0.8631,24,A,B,A,B,4,0,0,0
48,7,0,0,8,0,0,9,675,18.703,1.5828,0.0,1.0,0.9183,0.9957,26,A,B,A,B,4,0,0,0
48,8,2,3,16,0,0,9,692,19.6405,1.546,0.8631,0.8631,0.5917,0.9911,37,A,B,A,B,1,1,0,0
48,9,1,2,13,0,0,15,656,19.0643,1.5787,0.9957,0.7496,0.5436,0.7219,40,A,B,A,B,4,0,0,0
48,10,0,0,7,0,0,9,646,18.0194,1.5755,0.9544,0.0,0.9183,0.9183,25,A,B,A,B,3,1,0,0
48,11,0,0,6,0,0,10,695,17.7459,1.519,1.0,0.8631,0.0,0.8631,21,A,B,A,B,4,0,0,0
48,12,0,0,14,0,0,18,677,18.1419,1.5743,0.7219,0.896,0.5917,0.9957,46,A,B,A,B,4,0,0,0
48,13,0,0,9,0,0,18,701,19.5345,1.5289,0.971,0.971,0.8813,0.8905,43,A,B,A,B,4,0,0,0
48,14,0,0,14,0,0,18,671,17.1333,1.5704,0.9799,0.6194,0.5436,0.9799,45,A,B,A,B,4,0,0,0
48,15,0,0,13,0,0,8,693,19.0892,1.5218,0.9457,1.0,0.5917,0.8113,38,A,B,A,neutral,3,1,0,0
48,16,0,0,12,0,0,8,654,18.1523,1.5613,0.9957,0.9852,0.5917,0.7219,32,A,B,A,B,4,0,0,0
48,17,0,0,13,0,0,18,666,19.1015,1.5433,0.8113,0.4395,0.7642,0.9612,41,A,B,A,B,0,1,0,0
48,18,0,0,14,0,0,10,681,19.9665,1.57,0.7219,0.9852,0.5917,0.994,35,A,B,A,B,3,1,0,0
48,19,0,0,13,0,0,7,702,18.0748,1.5334,0.8905,0.9852,0.7219,1.0,33,A,B,A,B,3,1,0,0
48,20,0,0,14,0,0,13,655,18.2325,1.5578,0.9852,0.994,0.971,0.9183,47,A,B,A,B,3,1,0,0
48,21,1,3,15,0,0,16,651,18.2235,1.5689,0.9183,1.0,1.0,0.8631,52,A,B,A,B,1,1,0,0
48,22,0,0,13,0,0,7,633,16.9843,1.5334,0.5033,0.9911,0.9911,1.0,33,A,B,A,B,4,0,0,0
48,23,0,0,13,0,0,7,644,17.3297,1.541,0.8113,0.9544,0.0,0.9183,30,A,B,A,B,4,0,0,0
48,24,0,0,11,0,0,9,656,18.3447,1.5788,0.7219,0.994,0.0,0.9852,31,A,B,A,B,4,0,0,0
48,25,0,0,4,0,0,10,602,17.9281,1.3831,0.0,0.7642,0.0,0.8113,17,A,B,A,B,4,0,0,0
