seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
59,1,0,0,888,2,4,889,716,20.4311,1.5848,0.9188,0.9357,0.9217,0.9274,2698,A,B,A,B,0,0,0,0
59,2,0,0,201,0,0,198,682,18.7883,1.5835,0.9602,0.9472,0.9373,0.9001,618,A,B,A,B,1,1,0,0
59,3,0,0,37,0,0,34,705,19.1736,1.5778,0.9024,0.7025,0.9367,0.8281,100,A,B,A,B,0,1,0,0
59,4,0,0,13,0,0,15,705,19.3138,1.5825,0.5033,0.9968,0.9911,0.7642,42,A,B,A,B,4,0,0,0
59,5,0,0,6,0,0,7,692,18.7573,1.5644,0.7219,1.0,0.8631,0.65,22,neutral,B,A,B,4,0,0,0
59,6,0,0,5,0,0,7,677,18.3648,1.4899,0.5917,0.65,0.9852,1.0,24,neutral,B,A,B,4,0,0,0
59,7,0,0,7,0,0,8,676,19.9741,1.5448,0.8631,0.9457,1.0,0.7219,27,A,B,A,neutral,4,0,0,0
59,8,0,0,13,0,0,15,642,17.321,1.519,0.469,0.684,0.7219,0.9183,35,A,B,A,B,4,0,0,0
59,9,2,3,16,0,0,14,708,20.3489,1.5589,0.9457,0.469,0.684,0.9544,40,A,B,A,B,4,0,0,0
59,10,0,0,17,0,0,13,693,19.3609,1.5759,0.9799,0.8631,0.8631,0.9612,46,A,B,A,B,4,0,0,0
59,11,0,0,5,0,0,12,656,17.3134,1.5012,0.7219,0.7642,0.9852,0.65,27,neutral,B,A,B,4,0,0,0
59,12,0,0,10,0,0,11,661,18.6848,1.5622,0.9911,0.994,0.9183,0.8631,36,A,B,A,B,3,1,0,0
59,13,0,0,12,0,0,9,672,18.8631,1.5632,0.469,0.7219,1.0,0.9544,29,A,B,A,B,3,1,0,0
59,14,0,0,7,0,0,6,735,19.8716,1.4295,0.0,0.8113,0.9183,0.0,15,A,B,A,B,4,0,0,0
59,15,0,0,7,0,0,6,631,18.0002,1.4784,0.9457,0.971,1.0,0.971,27,A,B,A,B,4,0,0,0
59,16,1,2,13,0,0,10,695,19.7555,1.5045,0.9975,0.971,0.9799,0.9457,45,A,B,A,B,1,1,0,0
59,17,0,0,9,0,0,12,670,18.7128,1.5726,0.9612,0.8113,0.9183,0.9183,33,A,B,A,B,4,0,0,0
59,18,0,0,8,0,0,6,706,19.2531,1.5546,0.8113,0.8813,0.0,0.971,24,A,neutral,A,B,3,1,0,0
59,19,0,0,8,0,0,8,732,20.7643,1.5301,0.8113,1.0,0.8813,1.0,30,neutral,B,A,B,4,0,0,0
59,20,0,0,10,0,0,14,669,18.8201,1.5462,0.65,0.9852,0.9911,0.0,32,A,B,A,B,4,0,0,0
59,21,0,0,11,0,0,16,687,19.3501,1.5079,0.0,0.971,0.9544,0.0,34,A,B,A,B,4,0,0,0
59,22,0,0,10,0,0,9,705,19.5874,1.5535,0.65,0.8631,0.9544,0.0,25,A,B,A,B,4,0,0,0
59,23,0,0,8,0,0,9,637,18.1693,1.5828,0.9183,0.65,0.8113,0.9911,26,A,B,A,B,4,0,0,0
59,24,0,0,9,0,0,9,646,17.1093,1.585,0.971,0.9544,0.8113,0.9183,27,A,B,A,B,4,0,0,0
59,25,0,0,6,0,0,8,706,19.1883,1.4926,1.0,0.994,0.9852,1.0,28,A,B,A,B,4,0,0,0
