seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
7,1,0,0,926,0,0,858,700,19.3115,1.5834,0.8895,0.9146,0.8883,0.9136,2614,A,B,A,B,0,0,0,0
7,2,0,0,257,0,0,257,688,19.8436,1.5849,0.9004,0.9315,0.915,0.9019,765,A,B,A,B,1,1,0,0
7,3,0,0,42,0,0,44,679,18.4055,1.5823,0.9341,0.9183,0.8926,0.7973,124,A,B,A,B,3,1,0,0
7,4,0,0,14,1,3,23,675,19.201,1.5,1.0,0.7642,0.7496,0.0,47,A,B,A,B,1,1,0,0
7,5,0,0,6,0,0,11,681,19.487,1.5275,0.9183,0.9911,0.9911,0.8113,29,A,B,A,B,4,0,0,0
7,6,0,0,11,0,0,8,661,17.6818,1.5677,0.7642,0.8113,0.9183,0.9544,27,A,B,A,B,4,0,0,0
7,7,0,0,11,0,0,7,678,18.9079,1.5559,0.7219,0.9183,1.0,0.9852,29,A,B,A,B,4,0,0,0
7,8,0,0,10,0,0,3,721,19.3703,1.4412,0.971,0.9183,0.5436,0.7219,21,A,B,A,neutral,4,0,0,0
7,9,0,0,14,0,0,8,649,17.0681,1.5403,0.9852,0.5917,0.65,0.971,31,A,B,A,B,4,0,0,0
7,10,0,0,10,0,0,3,667,19.1932,1.3831,0.8113,0.0,0.7642,1.0,17,A,B,A,B,4,0,0,0
7,11,0,0,6,0,0,8,662,18.1,1.5262,0.9183,0.9183,0.9183,0.994,26,A,B,A,B,4,0,0,0
7,12,0,0,10,0,0,3,642,18.1945,1.4282,0.7642,0.0,0.9852,0.971,23,A,neutral,A,B,4,0,0,0
7,13,0,0,6,0,0,4,600,16.2572,1.5486,0.7219,1.0,0.9183,0.8113,17,A,B,A,B,4,0,0,0
7,14,0,0,12,0,0,6,717,19.5522,1.5275,0.9183,1.0,0.7219,1.0,29,A,B,A,B,4,0,0,0
7,15,0,0,11,0,0,8,733,19.8739,1.5677,0.9544,0.8631,0.8113,0.8113,27,A,B,A,B,4,0,0,0
7,16,0,0,7,0,0,11,693,19.5433,1.5343,0.0,0.0,0.971,0.9544,24,A,B,A,B,4,0,0,0
7,17,0,0,2,0,0,11,657,18.2095,1.3378,0.9183,0.8113,0.8113,0.9544,23,A,B,neutral,B,1,1,0,0
7,18,1,3,9,0,0,6,676,18.5781,1.543,1.0,1.0,0.9544,0.9544,26,A,B,A,B,2,1,0,0
7,19,0,0,6,0,0,4,657,17.7096,1.5567,0.8113,0.9183,0.8113,0.0,14,A,B,A,B,1,1,0,0
7,20,0,0,7,0,0,7,699,19.5054,1.5683,0.7219,0.8631,0.971,0.0,19,A,B,A,B,1,1,0,0
7,21,0,0,13,0,0,9,592,15.7884,1.5618,0.8113,1.0,0.4395,0.9183,31,A,B,A,B,3,1,0,0
7,22,0,0,11,1,3,12,700,19.2586,1.5275,0.5436,0.0,0.9852,0.7219,29,A,B,A,B,4,0,0,0
7,23,0,0,8,0,0,14,667,18.2818,1.5363,0.994,0.5033,0.8631,0.971,37,A,B,neutral,B,4,0,0,0
7,24,0,0,17,0,0,12,647,17.7356,1.5706,1.0,0.8813,0.7219,0.9911,44,A,B,A,B,4,0,0,0
7,25,0,0,11,0,0,5,673,18.1391,1.5099,0.9911,1.0,0.5436,0.0,23,A,B,A,B,4,0,0,0
