seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
6,1,0,0,916,0,0,846,696,19.8258,1.5842,0.8991,0.9303,0.9255,0.9281,2654,A,B,A,B,0,0,0,0
6,2,0,0,258,0,0,240,706,19.0978,1.584,0.9217,0.9474,0.9311,0.9008,758,A,B,A,B,0,1,0,0
6,3,0,0,41,0,0,38,648,18.0106,1.5836,0.7355,0.9673,0.8905,0.9403,116,A,B,A,B,3,1,0,0
6,4,0,0,19,0,0,13,717,20.6556,1.5669,0.6194,0.9612,0.9183,0.9911,47,A,B,A,B,0,1,0,0
6,5,0,0,22,0,0,13,693,19.6283,1.5475,0.8631,0.8454,0.5917,0.994,50,A,B,A,B,1,1,0,0
6,6,0,0,15,0,0,7,698,19.9929,1.5199,0.469,0.9852,0.8113,0.9544,33,A,B,A,B,3,1,0,0
6,7,0,0,16,1,2,11,697,19.6852,1.5426,0.0,0.7219,0.9911,0.8813,36,A,B,A,B,3,1,0,0
6,8,0,0,11,0,0,10,701,19.5418,1.57,0.7219,1.0,0.9183,0.9183,35,A,B,A,B,4,0,0,0
6,9,0,0,8,0,0,11,662,19.9783,1.5647,1.0,0.9544,0.9544,0.9183,31,A,B,A,B,4,0,0,0
6,10,0,0,12,0,0,14,700,19.6797,1.5777,0.9544,0.9544,0.0,0.8113,37,A,B,A,B,1,1,0,0
6,11,0,0,12,0,0,12,698,19.2376,1.5766,0.8113,0.9911,0.9183,0.9957,39,A,B,A,B,3,1,0,0
6,12,0,0,12,0,0,9,644,17.5946,1.5682,0.971,0.9183,0.971,0.971,34,A,B,A,B,3,1,0,0
6,13,0,0,2,0,0,9,684,18.1969,1.3567,0.0,0.9457,1.0,1.0,21,neutral,B,A,B,3,1,0,0
6,14,0,0,8,0,0,8,671,17.8283,1.544,0.9852,1.0,0.9544,0.9183,29,A,B,A,B,3,1,0,0
6,15,0,0,16,0,0,13,644,18.2714,1.5784,0.9612,0.9403,0.9183,0.9183,45,A,B,A,B,3,1,0,0
6,16,0,0,11,0,0,7,647,18.0737,1.5559,0.971,1.0,0.8113,0.9183,29,A,B,A,B,4,0,0,0
6,17,0,0,5,0,0,4,686,18.9192,1.4675,0.971,1.0,0.971,0.971,19,A,B,A,B,4,0,0,0
6,18,0,0,7,0,0,9,633,17.5449,1.5743,0.9183,0.5917,1.0,0.971,23,A,B,A,B,4,0,0,0
6,19,0,0,6,0,0,6,627,17.0712,1.571,0.0,0.9183,1.0,0.9183,20,A,B,A,B,4,0,0,0
6,20,0,0,2,0,0,6,683,18.5511,1.4605,1.0,0.7219,0.8113,0.0,13,A,B,neutral,B,4,0,0,0
6,21,1,2,13,0,0,14,640,18.5712,1.5796,0.9457,0.9612,0.994,0.8113,43,A,B,A,B,4,0,0,0
6,22,0,0,13,0,0,8,635,18.0024,1.544,0.7219,0.9852,0.8631,0.7219,29,A,B,A,B,4,0,0,0
6,23,0,0,12,1,1,7,651,18.2268,1.5448,0.0,0.9544,0.5436,0.9183,27,A,B,A,B,4,0,0,0
6,24,0,0,11,0,0,16,695,19.826,1.5277,0.0,0.8366,0.0,0.9911,35,A,B,A,B,4,0,0,0
6,25,0,0,18,0,0,11,675,19.1652,1.5428,0.4395,0.9911,0.8454,0.9183,40,A,B,A,B,4,0,0,0
