seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
93,1,1,2,883,0,0,872,723,19.2537,1.5849,0.9299,0.9345,0.9183,0.9035,2650,A,B,A,B,0,0,0,0
93,2,0,0,283,0,0,252,749,20.8286,1.5829,0.8851,0.9767,0.9297,0.9092,818,A,B,A,B,0,0,0,0
93,3,0,0,58,0,0,38,725,20.0455,1.5638,0.7355,0.9994,0.8631,0.9774,147,A,B,A,B,1,1,0,0
93,4,1,2,19,0,0,10,655,17.3877,1.5205,0.7219,0.994,0.9928,0.9911,50,A,B,A,B,1,1,0,0
93,5,0,0,14,0,0,12,658,17.605,1.5644,0.9612,0.9457,0.994,0.9911,44,A,B,A,B,4,1,0,0
93,6,0,0,10,0,0,18,636,16.7827,1.5333,0.8813,0.9457,0.971,0.6194,39,A,B,A,B,4,1,0,0
93,7,0,0,6,0,0,9,670,19.7169,1.5567,0.7219,0.9852,0.9183,0.65,21,A,B,A,B,4,1,0,0
93,8,1,2,13,0,0,10,671,18.7758,1.5671,0.8113,0.9457,0.7642,0.8113,32,A,B,A,B,4,1,0,0
93,9,0,0,13,0,0,6,662,17.9302,1.5165,0.9544,0.9183,0.5033,0.971,28,A,B,A,B,4,1,0,0
93,10,0,0,11,0,0,10,691,19.0805,1.4171,0.65,0.5033,0.0,0.9183,24,A,B,A,B,4,1,0,0
93,11,0,0,13,0,0,11,636,17.497,1.5763,0.9612,0.65,0.9544,0.5917,34,A,B,A,B,4,1,0,0
93,12,0,0,15,0,0,12,673,17.6549,1.5787,0.9183,0.8454,0.684,0.9911,40,A,B,A,B,4,1,0,0
93,13,0,0,13,0,0,10,650,18.609,1.5766,0.8631,0.9544,0.9612,0.8631,35,A,B,A,B,4,1,0,0
93,14,0,0,6,1,1,9,690,18.1816,1.5535,0.9183,0.994,0.971,0.0,25,A,B,A,B,1,1,0,0
93,15,0,0,17,1,4,14,679,19.9956,1.5702,0.9183,0.994,0.0,0.8113,43,A,B,A,B,4,1,0,0
93,16,0,0,7,1,2,16,665,19.7929,1.4943,0.971,0.8454,0.7219,0.8454,32,A,B,A,B,4,1,0,0
93,17,0,0,8,0,0,12,710,19.3658,1.4591,0.65,0.5033,0.8113,0.7219,24,A,B,A,B,4,1,0,0
93,18,0,0,15,0,0,8,704,18.821,1.5271,0.8366,0.65,0.9183,0.971,32,A,B,A,B,4,1,0,0
93,19,0,0,11,0,0,12,678,18.4039,1.5275,0.469,0.65,0.9183,0.8813,29,A,B,A,B,4,1,0,0
93,20,0,0,8,0,0,9,667,17.9719,1.544,0.8113,0.9183,0.0,0.8813,22,A,B,A,B,4,1,0,0
93,21,0,0,9,0,0,4,693,18.6324,1.4955,0.0,0.8113,0.7219,0.8113,18,A,neutral,A,B,4,1,0,0
93,22,0,0,11,0,0,10,686,19.6468,1.5601,0.5917,0.9183,0.8631,0.7219,28,A,B,A,B,4,1,0,0
93,23,0,0,5,0,0,13,672,18.0903,1.4883,0.9183,0.8631,0.971,0.0,28,A,B,A,B,4,1,0,0
93,24,0,0,13,0,0,11,650,18.4272,1.5538,0.9183,0.9968,0.9457,0.9852,42,A,B,A,B,4,0,0,0
93,25,0,0,15,0,0,12,686,18.4659,1.5722,0.5033,0.971,0.8813,0.9183,38,A,B,A,B,4,0,0,0
