seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
9,1,0,0,905,1,3,799,715,20.1706,1.5828,0.9285,0.9426,0.9117,0.9304,2597,A,B,A,B,0,0,0,0
9,2,0,0,225,0,0,178,695,19.5946,1.5746,0.9656,0.9447,0.8885,0.9864,639,A,B,A,B,0,1,0,0
9,3,0,0,35,0,0,30,652,17.2637,1.5821,0.8113,0.8498,0.8813,0.9928,97,A,B,A,B,4,1,0,0
9,4,0,0,15,0,0,18,684,18.5983,1.5799,0.8454,0.9587,0.9457,0.9544,51,A,B,A,B,3,1,0,0
9,5,0,0,9,0,0,9,698,19.0304,1.5755,0.65,0.9911,0.7219,0.7219,25,A,B,A,B,4,0,0,0
9,6,0,0,13,1,2,6,688,18.8506,1.5165,0.9183,0.7219,0.7642,0.971,28,A,B,A,B,1,1,0,0
9,7,0,0,10,0,0,4,696,18.9228,1.4466,0.971,0.971,1.0,0.8113,27,A,B,A,neutral,3,1,0,0
9,8,0,0,9,0,0,10,609,17.1403,1.4365,0.65,0.0,0.9183,0.0,22,A,B,A,B,4,0,0,0
9,9,0,0,18,0,0,14,756,21.5261,1.4264,0.0,0.5033,0.0,0.971,37,A,B,A,B,4,0,0,0
9,10,0,0,14,0,0,6,678,18.5376,1.2407,0.5436,0.0,0.0,0.9183,22,A,B,A,B,4,0,0,0
9,11,0,0,6,0,0,5,706,19.523,1.5799,0.9852,0.0,1.0,0.7219,17,A,B,A,B,4,0,0,0
9,12,0,0,15,0,0,9,689,19.4853,1.5546,0.971,0.7219,0.9183,0.8631,36,A,B,A,B,4,0,0,0
9,13,0,0,19,0,0,10,666,19.0155,1.5382,0.9183,0.9852,0.9957,0.0,44,A,B,A,B,4,0,0,0
9,14,0,0,14,0,0,9,700,19.2161,1.5621,0.8366,1.0,1.0,0.8113,35,A,B,A,B,4,0,0,0
9,15,0,0,9,0,0,10,677,18.9537,1.5535,0.5917,0.8813,0.0,0.971,25,A,B,A,B,4,0,0,0
9,16,1,3,12,0,0,8,699,19.5504,1.5632,0.8113,1.0,0.8113,0.7219,29,A,B,A,B,1,1,0,0
9,17,0,0,11,0,0,11,671,18.2542,1.5803,0.7219,0.9852,0.7642,0.9852,35,A,B,A,B,4,0,0,0
9,18,0,0,13,0,0,10,635,18.305,1.5671,0.65,0.8454,0.7219,0.971,32,A,B,A,B,4,0,0,0
9,19,0,0,7,0,0,10,681,18.6016,1.569,0.7219,0.8113,0.0,0.9183,25,neutral,B,A,B,4,0,0,0
9,20,0,0,8,0,0,12,650,17.0844,1.5567,0.971,0.5917,0.5917,0.9183,28,A,B,A,B,4,0,0,0
9,21,0,0,7,0,0,6,710,19.8872,1.5751,0.0,0.9183,0.5436,0.7219,21,neutral,B,A,B,1,1,0,0
9,22,0,0,15,0,0,8,669,18.0785,1.5387,0.971,0.9457,0.469,0.9183,34,A,B,A,B,4,0,0,0
9,23,0,0,12,0,0,6,609,16.49,1.5052,0.8454,0.9183,0.9852,1.0,32,A,B,A,B,4,0,0,0
9,24,0,0,9,0,0,7,675,18.9065,1.5697,0.994,0.971,0.8113,0.9183,26,A,B,A,B,4,0,0,0
9,25,0,0,9,0,0,8,665,18.9016,1.579,1.0,0.65,0.7219,1.0,27,A,B,A,B,4,0,0,0
