seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
43,1,0,0,865,0,0,859,685,18.1931,1.5848,0.91,0.9355,0.926,0.9231,2610,A,B,A,B,0,0,0,0
43,2,1,2,194,0,0,202,717,22.4857,1.5847,0.9513,0.9096,0.9014,0.8865,591,A,B,A,B,0,1,0,0
43,3,0,0,36,0,0,30,648,18.2208,1.5734,0.951,0.9544,0.9745,0.9544,107,A,B,A,B,0,1,0,0
43,4,0,0,17,0,0,14,661,19.6543,1.5702,1.0,0.65,0.6194,0.8113,43,A,B,A,B,4,0,0,0
43,5,0,0,16,0,0,11,671,18.1278,1.5534,0.9911,0.9183,0.6194,0.65,37,A,B,A,B,4,0,0,0
43,6,0,0,9,0,0,11,664,19.2437,1.5205,1.0,0.971,0.994,0.9457,38,A,B,A,B,3,1,0,0
43,7,1,2,8,0,0,18,689,19.5972,1.4955,0.9183,0.5917,0.65,0.5917,36,A,B,A,B,1,1,0,0
43,8,0,0,13,0,0,17,667,17.2826,1.5218,0.9183,0.5665,0.0,0.9852,38,A,B,A,B,1,1,0,0
43,9,0,0,5,0,0,10,670,17.8871,1.5285,0.971,0.0,0.8113,0.8113,22,A,B,A,neutral,3,1,0,0
43,10,0,0,5,0,0,9,707,19.4196,1.5284,1.0,1.0,0.9183,0.9183,24,A,B,A,B,3,1,0,0
43,11,0,0,7,1,3,8,679,18.5596,1.5822,0.9544,0.9852,1.0,0.0,23,A,B,A,B,4,0,0,0
43,12,0,0,7,0,0,8,657,17.3212,1.5303,0.9544,0.9183,0.8113,0.0,28,A,B,neutral,B,4,0,0,0
43,13,0,0,7,0,0,8,703,20.0886,1.5579,0.9183,1.0,0.971,0.8631,26,A,B,A,B,4,0,0,0
43,14,0,0,11,0,0,7,631,17.6586,1.5579,1.0,1.0,0.5033,0.8631,26,A,B,A,B,3,1,0,0
43,15,0,0,11,0,0,11,675,18.5982,1.5835,0.9544,0.9852,0.8113,0.7642,32,A,B,A,B,1,1,0,0
43,16,0,0,11,1,3,14,664,19.8388,1.5777,0.9544,0.9183,0.8113,0.9183,37,A,B,A,B,4,0,0,0
43,17,0,0,14,0,0,17,685,19.1962,1.5543,0.998,0.8113,1.0,0.9612,54,A,B,A,B,3,1,0,0
43,18,0,0,7,0,0,9,656,17.7196,1.5755,1.0,0.5917,1.0,0.8113,25,A,B,A,B,4,0,0,0
43,19,0,0,5,0,0,2,682,20.6171,1.4355,0.971,0.0,0.0,0.0,9,A,B,A,neutral,4,0,0,0
43,20,0,0,9,0,0,9,670,18.8226,1.5022,0.971,0.0,0.5917,0.65,22,A,B,A,B,4,0,0,0
43,21,0,0,8,0,0,10,665,18.2845,1.5766,0.9911,0.9183,0.8113,0.5917,26,A,B,A,B,4,0,0,0
43,22,0,0,11,0,0,17,703,19.8263,1.516,0.9183,0.8113,0.8631,0.4138,36,A,B,A,B,4,0,0,0
43,23,0,0,14,0,0,12,685,18.825,1.581,0.971,0.8113,0.9183,0.8113,38,A,B,A,B,4,0,0,0
43,24,0,0,16,0,0,11,645,18.6017,1.5608,0.9852,0.9457,0.5033,0.971,44,A,B,A,B,4,0,0,0
43,25,0,0,9,0,0,9,716,19.4085,1.5831,0.9183,0.8631,0.8113,1.0,28,A,B,A,B,4,0,0,0
