seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
97,1,0,0,908,0,0,845,681,17.9798,1.5843,0.9113,0.9343,0.9313,0.9129,2648,A,B,A,B,0,0,0,0
97,2,0,0,353,0,0,326,702,20.2161,1.5842,0.8984,0.9064,0.9102,0.9437,1015,A,B,A,B,0,1,0,0
97,3,0,0,49,0,0,36,678,18.7825,1.5713,0.8997,0.8256,0.885,0.9427,123,A,B,A,B,1,1,0,0
97,4,0,0,8,0,0,14,731,19.9827,1.5462,0.9852,0.8813,1.0,0.5436,35,A,B,A,B,4,1,0,0
97,5,0,0,8,0,0,3,662,18.122,1.4577,0.7219,0.9183,1.0,1.0,20,A,B,A,B,4,0,0,0
97,6,0,0,3,0,0,7,663,18.8807,1.5052,0.0,0.8631,0.9183,1.0,16,A,B,A,B,4,0,0,0
97,7,1,2,9,0,0,5,707,19.5751,1.538,0.8631,1.0,0.9852,0.9183,23,A,B,A,B,4,0,0,0
97,8,0,0,15,0,0,8,737,20.2891,1.5401,0.971,0.971,0.9403,0.0,35,A,B,A,B,4,0,0,0
97,9,0,0,12,0,0,10,679,19.622,1.581,0.9183,0.9183,0.9183,0.9183,33,A,B,A,B,4,0,0,0
97,10,0,0,6,0,0,8,691,18.9183,1.5574,0.0,0.8113,0.5917,0.9183,19,neutral,B,A,B,4,0,0,0
97,11,0,0,7,0,0,6,725,18.6485,1.581,0.8113,0.9183,0.9183,0.9183,19,A,B,A,B,1,1,0,0
97,12,0,0,9,0,0,7,603,16.5957,1.5452,0.7642,0.9183,0.0,0.8113,21,A,B,A,B,4,0,0,0
97,13,0,0,14,0,0,8,701,20.8679,1.5147,0.9457,0.7219,0.0,0.9183,29,A,B,A,B,4,0,0,0
97,14,0,0,11,0,0,13,660,17.5909,1.5679,0.9852,0.9403,0.9799,0.9852,40,A,B,A,B,4,0,0,0
97,15,0,0,6,0,0,7,652,17.7127,1.5166,0.971,0.9183,0.971,0.9183,25,A,B,A,B,4,0,0,0
97,16,0,0,15,0,0,16,660,18.3552,1.5828,0.9183,0.9183,0.469,0.9774,45,A,B,A,B,3,1,0,0
97,17,0,0,15,0,0,18,634,17.0634,1.5453,0.9968,0.5917,0.5436,0.0,43,A,B,A,B,4,0,0,0
97,18,0,0,11,0,0,16,670,17.3303,1.4819,0.8113,0.684,0.65,0.5436,33,A,B,A,B,4,0,0,0
97,19,0,0,8,0,0,6,644,17.7935,1.5574,0.0,0.7219,0.9852,0.9183,19,A,B,A,B,4,0,0,0
97,20,0,0,8,0,0,8,625,18.4259,1.585,0.971,0.0,0.9544,0.9544,24,A,B,A,B,4,0,0,0
97,21,0,0,11,0,0,10,681,19.1729,1.5835,0.8631,0.8631,0.9183,0.9544,31,A,B,A,B,4,0,0,0
97,22,0,0,11,1,2,10,646,19.5747,1.5835,0.0,0.971,0.971,0.9183,31,A,B,A,B,4,0,0,0
97,23,0,0,12,0,0,12,631,18.1456,1.5301,0.9403,0.971,0.8813,0.9544,45,A,B,neutral,B,4,0,0,0
97,24,0,0,9,1,1,14,637,17.8069,1.5033,0.9183,0.8631,0.994,0.874,44,A,neutral,A,B,1,1,0,0
97,25,0,0,4,0,0,7,643,18.0026,1.542,0.9183,1.0,0.971,0.65,18,A,B,A,B,4,0,0,0
