seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
46,1,1,2,908,0,0,851,683,20.7203,1.5842,0.9178,0.9416,0.9157,0.93,2673,A,B,A,B,0,0,0,0
46,2,1,2,196,0,0,207,655,18.4852,1.5831,0.9489,0.9461,0.9183,0.937,625,A,B,A,B,0,0,0,0
46,3,0,0,31,0,0,20,699,19.4905,1.558,0.7732,0.896,0.8315,0.9887,73,A,B,A,B,4,0,0,0
46,4,0,0,16,0,0,18,670,18.8499,1.579,1.0,0.971,0.9183,0.8113,54,A,B,A,B,4,0,0,0
46,5,1,2,10,0,0,14,638,17.5746,1.5525,1.0,0.9403,0.9957,0.65,41,A,B,A,B,4,0,0,0
46,6,0,0,10,0,0,13,667,19.504,1.5734,0.8631,0.994,0.8631,0.5436,33,A,B,A,B,4,0,0,0
46,7,0,0,7,0,0,14,689,18.8603,1.5241,0.0,1.0,0.971,0.684,30,A,B,A,B,4,0,0,0
46,8,0,0,8,0,0,8,727,19.3302,1.5766,0.8113,1.0,0.0,1.0,26,A,B,A,B,4,0,0,0
46,9,0,0,10,0,0,9,654,17.9926,1.512,1.0,0.9957,0.65,0.8113,37,A,B,A,neutral,4,0,0,0
46,10,0,0,17,0,0,14,658,17.2046,1.5803,0.8997,0.9183,0.9183,0.971,47,A,B,A,B,3,1,0,0
46,11,0,0,14,0,0,12,681,18.9369,1.5715,0.9799,0.8113,0.0,0.971,36,A,B,A,B,3,1,0,0
46,12,0,0,10,0,0,5,693,19.1303,1.5219,0.9183,0.9852,0.8113,1.0,25,A,B,A,B,4,0,0,0
46,13,0,0,11,0,0,10,635,18.2115,1.581,0.9852,0.8113,0.8813,1.0,33,A,B,A,B,4,0,0,0
46,14,0,0,15,0,0,14,696,19.0766,1.5363,0.7219,0.8813,0.6194,0.7642,37,A,B,A,B,4,0,0,0
46,15,0,0,13,0,0,10,592,17.5526,1.5656,0.9852,0.971,0.9183,0.9183,38,A,B,A,B,4,0,0,0
46,16,0,0,13,0,0,11,674,19.3883,1.5779,0.9183,0.65,0.9799,0.994,38,A,B,A,B,3,1,0,0
46,17,0,0,7,0,0,11,664,18.1225,1.5496,0.5917,0.7219,0.8113,0.8113,25,A,B,neutral,B,3,1,0,0
46,18,0,0,9,0,0,15,634,18.0354,1.5544,0.9852,0.971,0.8631,0.8113,37,A,B,A,B,4,0,0,0
46,19,0,0,14,1,2,20,637,18.4293,1.5578,0.971,0.8366,0.7219,0.8113,47,A,B,A,B,4,0,0,0
46,20,0,0,9,0,0,15,598,16.8144,1.5271,0.0,0.5033,0.9183,0.9957,32,A,B,A,B,4,0,0,0
46,21,0,0,7,0,0,7,637,16.8314,1.5813,0.65,0.8113,0.9183,0.9183,20,A,B,A,B,4,0,0,0
46,22,0,0,7,0,0,8,638,16.7945,1.5822,0.971,0.7219,0.8631,0.9183,23,A,B,A,B,4,0,0,0
46,23,0,0,7,0,0,6,615,16.7318,1.5751,0.9852,1.0,0.971,0.8631,21,A,B,A,B,4,0,0,0
46,24,1,2,12,0,0,7,640,16.5128,1.5166,0.9911,0.7219,0.5436,0.0,25,A,B,A,B,3,1,0,0
46,25,0,0,10,0,0,11,694,18.4207,1.5801,0.9852,0.9544,0.5917,0.8113,30,A,B,A,B,4,0,0,0
