window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6149,16,6,0,1.9987,0,20.7,0,0,6.65,1.0,6149.0,662,1.0,407,631,224,2262,0.000864,0.0064,387.9108,0,0.0,0.0,0.001,0,0,0,0,0.030552,0.015625,64,0.4886,0.0306,0.1953
2,5000,3830,2,9,0,1.9986,0,22.3,511,3307,5.25,0.8351,4623.7,523,1.0,387,11,31,2307,0.00099,0.0092,390.8477,1,1.0,0.0,0.0012,0,0,0,0,0.034897,0.015625,64,0.5523,0.0603,0.1825
3,5000,3537,1,5,0,1.9987,0,25.6,305,3242,4.94,0.8695,4089.8,295,1.0,326,3,64,2231,0.001,0.0109,266.9683,2,2.0,0.008,0.0013,1,0,0,0,0.032585,0.015625,64,0.5205,0.0929,0.1808
4,5000,3187,1,3,0,1.9986,0,30.7,87,3139,4.63,0.863,3747.5,48,1.0,292,7,41,2046,0.001124,0.0172,63.9148,3,2.9,0.0135,0.0023,0,0,0,0,0.0369,0.015625,64,0.5766,0.1261,0.185
5,5000,3118,2,5,0,1.9986,0,37.1,0,3109,4.46,0.8814,3537.7,9,1.0,256,4,40,1938,0.001219,0.0207,13.373,4,3.9,0.0145,0.0026,1,0,0,0,0.038567,0.015625,64,0.5949,0.1523,0.1913
6,5000,3000,0,0,3,1.9987,0,42.3,0,3000,4.38,0.8865,3384.0,0,1.0,231,0,25,1826,0.001232,0.0164,0.0,5,4.9,0.0155,0.0028,0,0,0,0,0.04419,0.015625,63,0.6464,0.1965,0.1972
7,5000,3102,0,0,3,1.998,1,46.6,1,3101,4.48,0.9362,3313.5,1,1.0,203,1,29,1705,0.001279,0.0179,0.0,6,5.9,0.0099,0.003,0,0,0,0,0.039427,0.015625,62,0.6037,0.2305,0.2072
8,5000,3066,1,5,0,1.9995,1,51.3,0,3061,4.46,0.9409,3258.5,5,1.0,175,1,29,1545,0.001372,0.0208,9.8619,7,6.8,0.017,0.0036,1,0,0,0,0.043396,0.015625,61,0.6399,0.2607,0.2167
9,5000,3059,1,4,0,1.999,1,53.2,0,3051,4.41,0.9504,3218.6,8,1.0,168,6,13,1514,0.00142,0.0321,16.8421,8,7.5,0.0181,0.0042,0,0,0,0,0.052209,0.015625,60,0.7007,0.2868,0.228
10,5000,3024,1,5,0,1.9951,2,58.4,0,3014,4.43,0.95,3183.2,10,1.0,159,1,10,1461,0.001446,0.0302,22.5225,9,8.4,0.014,0.0042,1,0,0,0,0.073434,0.015625,60,0.7872,0.3278,0.2381
11,5000,3054,2,5,0,1.984,2,59.0,6,3028,4.42,0.9659,3161.7,26,1.0,157,9,11,1465,0.001432,0.0245,55.914,10,9.0,0.0147,0.0043,1,0,0,0,0.071575,0.015625,59,0.7817,0.3667,0.246
12,5000,3062,1,5,0,1.9938,2,64.3,4,3048,4.44,0.9732,3146.4,14,1.0,147,1,11,1424,0.00142,0.0284,29.8507,11,10.0,0.0199,0.0045,1,0,0,0,0.060852,0.015625,58,0.7432,0.4015,0.2543
13,5000,3107,1,4,1,1.9494,2,66.5,7,3092,4.52,0.9893,3140.7,15,1.0,139,4,12,1380,0.001469,0.0275,33.1858,12,10.8,0.0159,0.0045,0,0,0,0,0.052854,0.015625,58,0.7044,0.4544,0.2587
14,5000,3110,1,3,3,1.9531,2,72.8,5,3105,4.45,0.9915,3136.6,5,1.0,130,1,10,1340,0.00138,0.0287,12.5,13,11.8,0.0158,0.0044,0,1,0,0,0.045455,0.015625,57,0.6562,0.4998,0.2663
15,5000,3032,2,5,1,1.9865,2,78.7,4,3018,4.35,0.9707,3123.6,14,1.0,122,3,11,1289,0.001604,0.0352,36.0111,14,12.5,0.0174,0.0059,2,0,0,0,0.051491,0.015625,56,0.6965,0.5378,0.2721
16,5000,3035,1,5,3,1.9505,2,72.3,4,3016,4.46,0.9749,3113.1,19,1.0,112,2,12,1229,0.001666,0.0354,44.335,15,13.3,0.0195,0.0059,1,0,0,0,0.058962,0.015625,56,0.735,0.5684,0.2744
17,5000,3059,1,3,3,1.9193,2,77.1,9,3040,4.44,0.9845,3107.1,19,1.0,106,5,11,1205,0.001536,0.0304,45.5764,16,14.0,0.0184,0.0055,0,0,0,0,0.048101,0.015625,56,0.6752,0.6064,0.2776
18,5000,3132,1,5,3,1.957,2,78.3,3128,0,4.49,1.0072,3109.7,4,1.0,100,1,7,1134,0.001653,0.0305,11.4613,17,14.9,0.02,0.0061,1,0,0,0,0.052632,0.015625,53,0.7031,0.6452,0.2822
19,5000,3099,2,4,1,1.9436,2,84.1,3,3093,4.46,0.9969,3108.7,6,1.0,99,5,6,1132,0.00175,0.0297,18.2371,18,15.4,0.0198,0.0063,0,0,0,0,0.062315,0.015625,52,0.7493,0.6719,0.2863
20,5000,3095,1,5,1,1.9819,2,78.8,1,3089,4.49,0.996,3107.4,6,1.0,88,2,13,1091,0.001763,0.0319,15.2439,19,16.5,0.0196,0.0068,1,1,0,0,0.081159,0.015625,52,0.8075,0.6951,0.2873
21,5000,3124,1,5,3,1.9958,2,82.6,3119,0,4.48,1.0048,3109.0,5,1.0,78,1,11,991,0.002076,0.0497,16.7785,20,17.1,0.0242,0.0086,1,0,0,0,0.082781,0.015625,49,0.8113,0.7183,0.292
22,5000,3128,0,0,3,1.9926,2,80.8,3122,0,4.5,1.0055,3110.8,6,1.0,74,1,5,964,0.002012,0.0507,21.8182,21,17.7,0.0225,0.0097,0,0,0,0,0.094203,0.015625,47,0.8341,0.7802,0.2967
23,5000,3093,1,5,3,1.9612,1,86.2,0,3084,4.44,0.9948,3109.1,9,1.0,72,1,3,968,0.002021,0.0393,32.967,22,18.8,0.0256,0.009,1,0,0,0,0.064286,0.015625,48,0.7569,0.8338,0.301
24,5000,3093,2,5,3,1.9446,1,90.6,0,3083,4.45,0.9953,3107.5,10,1.0,68,2,6,943,0.002042,0.0365,37.037,23,19.1,0.0227,0.0092,2,0,0,0,0.062044,0.015625,44,0.7482,0.8921,0.3006
25,5000,3002,2,4,1,1.9742,2,94.1,7,2990,4.42,0.9692,3097.5,12,1.0,64,2,6,928,0.002485,0.0669,45.4545,24,19.4,0.0243,0.0111,0,0,0,0,0.089219,0.015625,44,0.8249,0.9814,0.3033
26,5000,3020,0,0,3,1.922,2,92.1,5,3010,4.46,0.9773,3090.1,10,1.0,62,2,4,902,0.002159,0.0562,37.1901,25,19.8,0.0222,0.0103,0,0,0,0,0.076305,0.015625,44,0.7952,1.0577,0.3054
27,4999,3040,2,4,3,1.9075,1,91.0,7,3025,4.43,0.9853,3085.3,15,1.0,64,4,2,906,0.002123,0.0534,58.5938,26,19.4,0.0223,0.0097,0,0,0,0,0.083969,0.015625,43,0.8139,1.1416,0.3076
28,4996,3073,1,5,3,1.9728,1,97.4,7,3061,4.45,0.9964,3084.2,12,1.0,63,1,2,912,0.002201,0.0374,41.8118,27,19.8,0.0214,0.008,1,0,0,0,0.078231,0.015625,43,0.8003,1.1961,0.311
29,4992,3060,0,0,3,1.9919,2,88.8,7,3053,4.41,0.9929,3081.9,7,1.0,58,0,5,876,0.002237,0.0482,28.6885,28,20.7,0.0224,0.0112,0,0,0,0,0.072289,0.015625,42,0.7839,1.2684,0.3143
30,4989,3034,1,5,1,1.956,1,88.7,12,3023,4.37,0.9862,3077.4,11,1.0,58,1,1,890,0.002178,0.0353,43.6508,29,21.6,0.0233,0.0089,1,0,0,0,0.07451,0.015625,40,0.7903,1.2997,0.3168
31,4988,2998,0,0,3,1.9455,1,89.9,7,2991,4.39,0.9766,3069.8,7,1.0,54,2,6,879,0.002259,0.0526,20.6612,30,22.6,0.0275,0.0115,0,0,0,0,0.072874,0.015625,38,0.7856,1.3685,0.3218
32,4987,3118,3,5,0,1.9325,1,88.6,3099,0,4.5,1.0142,3074.4,19,1.0,58,9,5,950,0.002225,0.0387,66.4207,31,21.7,0.0224,0.0088,1,0,0,0,0.084507,0.015625,40,0.8151,1.4284,0.3251
33,4982,3187,1,5,1,1.9129,1,90.7,3212,0,4.62,1.0435,3088.6,11,1.0,57,4,5,961,0.001961,0.0519,28.3504,32,22.6,0.0206,0.0082,1,0,0,0,0.072664,0.015625,42,0.785,1.5011,0.3288
34,4975,3009,1,5,1,1.9068,2,92.3,4,3000,4.43,0.9766,3081.0,9,1.0,57,1,1,934,0.001955,0.0391,32.8467,33,23.0,0.0184,0.0088,1,0,0,0,0.067616,0.015625,41,0.7689,1.5687,0.3294
35,4966,3034,0,0,3,1.9018,2,91.0,4,3025,4.45,0.9862,3076.5,9,1.0,52,0,5,889,0.002432,0.0611,35.2941,34,23.0,0.0223,0.0123,0,0,0,0,0.080153,0.015625,39,0.8051,1.6069,0.3296
36,4965,3101,0,0,3,1.8069,1,94.1,3093,0,4.48,1.0072,3078.9,8,1.0,48,3,7,870,0.002323,0.0453,29.7872,35,24.0,0.0274,0.0101,0,1,0,0,0.074074,0.015625,37,0.7891,1.6768,0.3307
37,4954,3119,1,4,3,1.8639,1,92.9,3115,0,4.51,1.0118,3082.7,4,1.0,47,1,2,856,0.002,0.0429,14.7059,36,24.0,0.0271,0.0102,0,0,0,0,0.071429,0.015625,35,0.7812,1.734,0.3329
38,4948,3064,0,0,3,1.8409,1,93.4,4,3060,4.46,0.9945,3080.9,4,1.0,45,0,2,826,0.002362,0.045,18.2648,37,24.5,0.0289,0.0102,0,0,0,0,0.081081,0.015625,34,0.8073,1.779,0.3351
39,4945,3168,2,5,3,1.8824,1,99.6,3150,0,4.57,1.0255,3089.2,18,1.0,44,6,7,846,0.002324,0.052,75.6303,38,23.1,0.0269,0.0108,2,0,0,0,0.064,0.015625,37,0.7559,1.843,0.3365
40,4939,3038,2,5,3,1.8729,1,103.7,13,3020,4.34,0.985,3084.3,18,1.0,46,4,2,859,0.002407,0.0441,81.448,39,22.2,0.0262,0.0106,1,0,0,0,0.0837,0.015625,35,0.8133,1.8871,0.3358
41,4935,2998,2,5,1,1.8919,2,94.3,7,2986,4.46,0.9746,3076.1,12,1.0,46,2,2,879,0.002373,0.0672,51.7241,40,22.1,0.026,0.0126,1,0,0,0,0.088235,0.015625,35,0.8229,1.9753,0.3381
42,4933,3099,2,5,3,1.9017,2,96.4,3087,0,4.46,1.0067,3078.3,12,1.0,47,2,1,900,0.002445,0.0532,44.2804,41,22.6,0.025,0.0102,1,0,0,0,0.078014,0.015625,35,0.7997,2.0178,0.3398
43,4931,3078,1,3,3,1.9175,2,97.1,7,3071,4.48,0.9999,3078.3,7,1.0,49,2,0,909,0.002412,0.0506,28.6885,42,22.6,0.0258,0.0105,0,0,0,0,0.093385,0.015625,36,0.8327,2.0606,0.3419
