window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6081,12,7,0,1.9997,0,19.4,0,0,6.56,1.0,6081.0,504,1.0,310,475,165,1792,0.001152,0.0087,399.0499,0,0.0,0.0081,0.0013,1,0,0,0,0.042857,0.015625,64,0.6354,0.0429,0.2981
2,5000,3642,5,5,0,1.9998,0,20.9,386,3266,5.15,0.8218,4483.0,376,1.0,300,31,41,1927,0.00123,0.0089,355.1136,1,0.9,0.0069,0.0014,2,0,0,0,0.045185,0.015625,64,0.6542,0.088,0.2776
3,5000,3375,1,5,0,1.9998,0,23.6,194,3181,4.85,0.8612,3936.5,194,1.0,243,1,58,1850,0.0013,0.0157,232.8932,2,1.9,0.01,0.002,1,0,0,0,0.039216,0.015625,63,0.6016,0.1263,0.2703
4,5000,3187,2,4,0,1.9998,0,26.7,46,3149,4.62,0.8799,3644.7,38,1.0,211,3,35,1622,0.001537,0.0181,66.3082,3,2.9,0.0111,0.0028,0,0,0,0,0.045977,0.015625,63,0.6602,0.1608,0.2743
5,5000,3103,2,5,0,1.9997,0,29.6,8,3090,4.42,0.8958,3464.1,13,1.0,197,2,16,1567,0.001564,0.0238,24.7619,4,3.9,0.0125,0.0032,2,0,0,0,0.042048,0.015625,63,0.6284,0.1973,0.2834
6,5000,3047,1,5,0,1.9997,2,34.3,5,3032,4.48,0.9109,3345.0,15,1.0,178,3,22,1498,0.001683,0.0311,28.6299,5,4.8,0.0202,0.0043,1,0,0,0,0.046602,0.015625,63,0.6647,0.2342,0.2884
7,5000,3100,1,5,1,1.9976,2,44.1,0,3085,4.46,0.9441,3283.7,15,1.0,164,1,15,1444,0.001592,0.024,33.86,6,5.8,0.0156,0.004,1,0,0,0,0.050218,0.015625,61,0.6889,0.2813,0.2894
8,5000,2938,3,5,0,1.9954,2,50.0,8,2921,4.4,0.9162,3206.9,17,1.0,148,5,21,1376,0.001683,0.0258,41.6667,7,6.6,0.0154,0.0046,1,0,0,0,0.06089,0.015625,58,0.7434,0.3328,0.2978
9,5000,3085,3,5,0,1.9916,2,53.3,12,3068,4.43,0.9694,3182.5,17,1.0,145,6,9,1389,0.001587,0.0276,35.6295,8,7.4,0.0136,0.0043,2,0,0,0,0.048276,0.015625,58,0.6763,0.3714,0.3006
10,5000,3185,0,0,1,1.9942,2,57.7,3175,0,4.55,1.0006,3183.0,10,1.0,132,2,15,1303,0.001754,0.0221,22.9008,9,8.3,0.0134,0.0045,0,0,0,0,0.056373,0.015625,57,0.7228,0.4165,0.3137
