window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6080,18,5,0,1.9986,0,20.4,0,0,6.58,1.0,6080.0,626,1.0,378,587,209,2111,0.000966,0.0082,409.7177,0,0.0,0.0068,0.0011,3,0,0,0,0.028601,0.015625,64,0.4537,0.0286,0.2192
2,5000,3706,6,5,0,1.9986,0,26.1,437,3239,5.2,0.8274,4520.0,467,1.0,365,22,35,2222,0.001003,0.0097,298.0937,1,1.0,0.0075,0.0012,2,0,0,0,0.031496,0.015625,64,0.5039,0.0601,0.2164
3,5000,3536,0,0,1,1.9986,0,26.3,245,3311,4.94,0.8817,4042.0,225,1.0,283,0,82,2064,0.001125,0.0109,231.2436,2,2.0,0.0075,0.0016,0,0,0,0,0.040167,0.015625,64,0.611,0.1003,0.2362
4,5000,3121,0,0,3,1.9986,0,31.7,71,3089,4.55,0.8566,3689.2,32,1.0,240,0,43,1758,0.001379,0.0214,51.9481,3,2.9,0.0162,0.0029,0,0,0,0,0.039695,0.015625,60,0.6064,0.14,0.2511
5,5000,3230,3,5,0,1.9985,0,37.0,12,3208,4.51,0.9134,3536.1,22,1.0,218,9,31,1693,0.001417,0.0218,36.2438,4,3.8,0.0145,0.0031,2,0,0,0,0.045171,0.015625,59,0.6541,0.1805,0.2688
6,5000,2997,3,5,0,1.9987,1,43.2,8,2969,4.39,0.8861,3382.1,28,1.0,197,6,27,1585,0.001488,0.0221,50.4505,5,4.7,0.0168,0.0035,1,0,0,0,0.049404,0.015625,59,0.6837,0.2248,0.274
7,5000,3187,2,4,0,1.9993,2,48.5,8,3159,4.51,0.9561,3333.3,28,1.0,178,2,21,1500,0.001548,0.0232,53.6398,6,5.6,0.0134,0.0038,0,0,0,0,0.046346,0.015625,59,0.6629,0.2711,0.281
8,5000,3110,0,0,3,1.9994,2,53.5,2,3090,4.46,0.9473,3283.9,20,1.0,162,5,21,1409,0.001594,0.0197,41.2371,7,6.5,0.0143,0.0039,0,0,0,0,0.045365,0.015625,57,0.6556,0.2967,0.2842
9,5000,3144,1,3,0,1.999,1,57.3,3,3136,4.58,0.9656,3255.9,8,1.0,146,1,17,1332,0.001591,0.0298,19.0931,8,7.4,0.0146,0.0042,0,0,0,0,0.071101,0.015625,57,0.7802,0.3243,0.2891
10,5000,3110,1,5,0,1.9955,1,58.7,3,3100,4.46,0.963,3229.4,10,1.0,138,3,11,1313,0.001572,0.0197,20.316,9,8.3,0.0138,0.004,1,0,0,0,0.050218,0.015625,56,0.6889,0.3701,0.2948
11,5000,3128,1,5,3,1.993,2,63.8,3,3115,4.55,0.9737,3212.5,13,1.0,124,1,15,1244,0.00167,0.0307,31.941,10,9.2,0.0177,0.0052,1,0,0,0,0.042453,0.015625,55,0.6319,0.4078,0.2992
12,5000,3052,0,0,3,1.9834,2,72.2,3,3044,4.42,0.9574,3187.8,8,1.0,115,0,9,1176,0.001684,0.0327,22.5352,11,10.2,0.0169,0.0053,0,0,0,0,0.059946,0.015625,53,0.7393,0.4351,0.3028
13,5000,3184,1,4,0,1.9257,1,69.1,3,3177,4.55,0.999,3187.3,7,1.0,114,2,3,1169,0.001611,0.0251,18.0879,12,11.0,0.0143,0.0052,0,0,0,0,0.077889,0.015625,53,0.7994,0.4803,0.3095
