window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6037,8,5,0,1.9993,0,20.7,0,0,6.53,1.0,6037.0,625,1.0,381,610,229,2091,0.000936,0.006,404.9479,0,0.0,0.0055,0.001,1,0,0,0,0.039738,0.015625,63,0.6068,0.0397,0.2547
2,5000,3713,4,5,0,1.9993,0,22.9,477,3227,5.23,0.83,4505.0,486,1.0,371,26,36,2167,0.001063,0.0078,379.6875,1,1.0,0.006,0.0012,3,0,0,0,0.034152,0.015625,64,0.5425,0.0739,0.2306
3,5000,3458,3,5,0,1.9992,0,27.0,252,3213,4.94,0.8722,3994.5,245,1.0,312,7,66,2102,0.001054,0.0108,236.0308,2,1.9,0.0089,0.0015,1,0,0,0,0.033846,0.015625,64,0.5384,0.1024,0.2234
4,5000,3136,1,5,0,1.9993,0,39.7,41,3112,4.58,0.8636,3661.5,24,1.0,267,1,46,1855,0.001278,0.0169,33.5196,3,2.9,0.0098,0.0023,1,0,0,0,0.039012,0.015625,64,0.5995,0.1349,0.2302
5,5000,3080,1,5,0,1.9993,0,38.6,5,3075,4.49,0.8882,3467.7,5,1.0,237,1,31,1746,0.001291,0.0136,7.9618,4,3.9,0.0099,0.0025,1,0,0,0,0.048411,0.015625,64,0.6772,0.1818,0.2394
6,5000,3127,1,5,0,1.9993,0,46.2,0,3123,4.44,0.9278,3370.3,4,1.0,218,1,20,1664,0.001306,0.0233,7.1048,5,4.9,0.0106,0.0029,1,0,0,0,0.07,0.015625,64,0.7768,0.2151,0.2546
7,5000,3049,1,3,0,1.9964,2,47.8,6,3043,4.46,0.9267,3290.0,6,1.0,203,4,19,1617,0.001309,0.0204,9.6712,6,5.8,0.0116,0.003,0,0,0,0,0.055556,0.015625,61,0.7188,0.2654,0.2607
8,5000,2992,1,5,0,1.9977,2,55.6,3,2984,4.41,0.9281,3223.8,8,1.0,185,1,19,1539,0.001379,0.0192,16.2602,7,6.7,0.0104,0.0035,1,0,0,0,0.055556,0.015625,60,0.7188,0.3076,0.2676
9,5000,3026,0,0,1,1.9991,2,56.6,3,3023,4.45,0.9503,3184.2,3,1.0,170,0,15,1472,0.001381,0.0215,6.0976,8,7.7,0.0135,0.004,0,0,0,0,0.054688,0.015625,60,0.7143,0.3622,0.2798
10,5000,3060,2,5,0,1.9927,1,59.2,11,3049,4.47,0.9679,3161.6,11,1.0,153,3,20,1388,0.001425,0.0261,24.7191,9,8.5,0.0139,0.0038,1,0,0,0,0.061002,0.015625,58,0.7439,0.4233,0.2902
11,5000,3038,0,0,1,1.9924,1,63.7,8,3030,4.39,0.9672,3141.0,8,1.0,135,0,18,1265,0.001603,0.0269,20.3046,10,9.6,0.0139,0.0044,0,0,0,0,0.05379,0.015625,56,0.7095,0.4477,0.2937
12,5000,3082,0,0,0,1.9872,1,66.5,8,3074,4.5,0.9841,3131.9,8,1.0,126,3,12,1207,0.001519,0.0398,20.5279,11,10.5,0.017,0.0052,0,0,0,0,0.065341,0.015625,55,0.7609,0.479,0.3002
13,5000,3087,0,0,0,1.9681,1,68.8,7,3080,4.46,0.9877,3125.5,7,1.0,111,2,17,1089,0.001693,0.0395,14.7493,12,11.4,0.0178,0.0057,0,0,0,0,0.070621,0.015625,50,0.7788,0.5219,0.3106
14,5000,3027,0,0,3,1.9395,1,71.3,0,3027,4.43,0.9726,3112.4,0,1.0,106,0,5,1030,0.001659,0.0273,0.0,13,12.4,0.017,0.0054,0,0,0,0,0.060606,0.015625,50,0.7422,0.5764,0.3202
15,5000,3111,3,5,1,1.9608,1,73.0,10,3096,4.45,0.9996,3112.2,15,1.0,99,5,12,1026,0.0018,0.0363,43.6137,14,13.0,0.0184,0.0064,1,0,0,0,0.057402,0.015625,49,0.7278,0.6097,0.3263
16,5000,3133,1,5,3,1.9436,1,75.0,3120,0,4.52,1.0059,3114.7,13,1.0,91,1,9,959,0.002032,0.0639,43.3333,15,13.8,0.0184,0.0088,1,0,0,0,0.073482,0.015625,48,0.7874,0.6608,0.3329
17,5000,3036,0,0,3,1.9603,2,78.4,10,3026,4.46,0.9775,3105.9,10,1.0,83,2,10,911,0.00218,0.041,31.1419,16,14.5,0.0225,0.0083,0,0,0,0,0.085324,0.015625,47,0.8169,0.7086,0.3396
18,5000,3122,2,5,3,1.9461,1,77.8,3107,0,4.49,1.0046,3107.6,15,1.0,83,3,3,930,0.002181,0.0402,47.619,17,14.9,0.0206,0.0077,2,0,0,0,0.068111,0.015625,47,0.7706,0.7684,0.343
19,5000,3034,3,5,3,1.9334,1,87.7,9,3007,4.42,0.9786,3100.3,27,1.0,84,8,7,982,0.002294,0.0385,86.9565,18,14.6,0.0226,0.0078,2,0,0,0,0.099359,0.015625,49,0.8427,0.8206,0.3468
