window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6063,18,5,0,1.998,0,14.4,0,0,6.67,1.0,6063.0,613,1.0,368,573,205,2080,0.000964,0.0082,405.8355,0,0.0,0.0077,0.0012,2,0,0,0,0.035879,0.015625,63,0.5645,0.0359,0.2877,92,178,98,2126,1388,1444,1.0,0.0,0,0,0,0.00205,0.00205,1.0,1.0,1
2,5000,4272,1,5,0,1.998,0,13.6,400,3824,5.67,0.9702,4405.3,448,1.0,346,23,45,2119,0.00109,0.008,358.4,1,1.0,0.0072,0.0013,1,0,0,0,0.035913,0.015625,63,0.5649,0.0697,0.2738,92,159,95,1418,1371,768,1.0,0.0,0,0,0,0.011146,0.008114,1.3737,1.0,1
3,5000,3660,1,4,0,1.998,0,13.4,206,3440,5.19,0.9783,3746.2,220,1.0,272,14,88,2073,0.001145,0.0127,214.6341,2,1.9,0.0106,0.0017,0,0,0,0,0.036537,0.015625,62,0.5724,0.1021,0.2716,90,107,75,1000,1326,633,1.0,0.0,0,0,0,0.045274,0.026694,1.696,1.0,1
