seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
19,1,0,2195,62.1833,1.5823,8,0,1.0,1,0,0,1.2247,0,0,0,A,B,A,B,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
19,2,0,2083,58.5316,1.5812,4,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
19,3,0,2103,58.2969,1.5847,7,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0
19,4,0,2046,57.344,1.572,4,0,1.0,1,4,0,0.0,1,0,0,A,B,A,B,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0
19,5,0,2026,55.941,1.5409,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,6,0,2028,56.2777,1.5575,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0
19,7,0,2045,57.2445,1.5099,2,0,1.0,1,4,0,0.0,0,0,0,A,B,C,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8,0,2031,56.8417,1.5514,8,0,1.0,1,4,0,2.0,0,0,0,A,B,A,B,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
19,9,0,2080,60.6112,1.5706,9,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,4,0,0,3,0,0,3,0,0,3,0,0,1,0,0
19,10,0,2053,55.5024,1.5803,0,0,0,0,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,11,0,2075,57.2687,1.5651,4,0,1.0,1,4,0,0.0,0,0,0,C,B,A,C,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0
19,12,1,2023,57.6216,1.5546,6,0,1.0,1,1,1,0.0,0,1,0,A,B,A,C,2,0,1,2,0,1,1,0,1,1,0,1,1,0,1
19,13,1,2105,59.365,1.5818,8,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,3,0,2,2,0,2,1,0,1,1,0,1,1,0,1
19,14,0,2091,59.7662,1.5496,8,0,1.0,1,3,1,0.0,0,0,1,C,C,A,B,4,1,0,3,1,0,3,1,0,2,1,0,1,1,0
19,15,0,1974,55.3314,1.5305,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0
19,16,0,2055,57.3494,1.4412,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
19,17,0,2133,59.8831,1.5544,6,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
19,18,0,2076,56.2427,1.5754,0,0,0,0,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,2023,58.0459,1.5389,9,0,1.0,1,3,1,0.8165,1,0,0,A,C,A,C,2,1,0,2,1,0,2,1,0,1,0,0,0,0,0
19,20,0,2036,57.0261,1.4919,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
19,21,0,2074,58.3475,1.4824,4,0,1.0,1,4,0,2.0,0,0,1,C,B,A,C,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0
19,22,0,2049,56.5013,1.5803,2,0,1.0,1,4,0,0.8165,0,0,1,A,B,A,B,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
19,23,0,2082,56.7522,1.4518,4,0,1.0,1,4,0,0.0,0,0,0,C,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
19,24,0,2152,58.7679,1.4919,2,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,25,0,2020,56.499,1.5462,4,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
