seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
9,1,0,2149,60.8744,1.5831,6,0,1.0,1,0,0,0.0,0,0,1,A,B,A,B,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
9,2,0,2064,57.5576,1.5847,6,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9,3,0,2013,56.7772,1.5798,5,0,1.0,1,1,1,2.0,0,0,0,A,B,A,B,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9,4,0,2075,59.2174,1.5816,8,0,1.0,1,1,1,2.0,0,1,0,A,B,A,B,2,0,1,2,0,1,2,1,0,1,0,0,0,0,0
9,5,0,2040,55.5838,1.5389,4,0,1.0,1,4,1,0.5,0,0,1,C,B,A,C,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
9,6,0,2064,55.5318,1.5621,1,0,1.0,1,4,1,0.0,0,0,0,C,B,A,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,0,2021,55.8412,1.5303,3,0,1.0,1,4,1,0.0,0,0,0,A,C,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9,8,0,2047,62.8117,1.5651,15,0,1.0,1,4,1,1.2247,0,0,0,A,B,A,B,5,1,1,4,1,1,3,0,1,3,0,1,2,0,1
9,9,0,2083,57.1815,1.5724,3,0,1.0,1,4,1,1.2247,0,0,0,A,B,A,B,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9,10,0,2120,59.5158,1.569,5,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9,11,0,2076,57.0817,1.571,1,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,12,0,2062,55.423,1.5618,1,0,1.0,1,4,1,0.0,0,0,0,A,B,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,0,2109,58.2038,1.5827,1,0,1.0,1,3,1,2.0,0,0,0,A,B,A,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,0,2108,59.9658,1.5813,11,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,4,0,0,4,0,0,2,0,0,2,0,0,2,0,0
9,15,0,2103,57.8203,1.5721,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,16,0,1978,54.1448,1.547,0,0,0,0,1,1,0.0,0,1,0,A,B,A,B,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
9,17,0,1971,53.7247,1.5376,2,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9,18,0,2043,54.3975,1.5813,1,0,1.0,1,3,1,2.0,0,0,0,A,B,A,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,19,0,2115,58.7936,1.491,2,0,1.0,1,3,1,0.0,0,0,0,C,B,A,C,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9,20,0,2020,56.6136,1.5632,7,0,1.0,1,3,1,1.2247,0,0,0,A,B,A,C,3,1,0,2,1,0,1,0,0,1,0,0,1,0,0
9,21,0,1997,55.2,1.5609,4,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22,1,2039,57.8858,1.5591,8,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,2,0,1,2,0,1,2,0,1,2,0,1,1,0,1
9,23,0,2075,57.313,1.5101,4,0,1.0,1,2,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9,24,0,2107,58.299,1.5794,6,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0
9,25,0,1988,52.9454,1.4748,4,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0
