window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6145,11,5,0,1.9986,0,14.1,0,0,6.55,1.0,6145.0,628,1.0,386,602,216,2149,0.000911,0.0065,407.1429,0,0.0,0.0055,0.001,2,0,0,0,0.029633,0.015625,64,0.4727,0.0296,0.2078,0.003
2,5000,3685,0,0,1,1.9986,0,13.3,485,3190,5.16,0.8216,4529.0,495,1.0,370,9,25,2149,0.001065,0.0089,412.1565,1,1.0,0.0076,0.0012,0,0,0,0,0.0253,0.015625,64,0.3824,0.0543,0.1838,0.003113
3,5000,3341,3,5,0,1.9986,0,13.0,281,3068,4.82,0.8539,3951.5,273,1.0,317,10,63,2134,0.001041,0.0112,275.0253,2,1.9,0.008,0.0014,1,0,0,0,0.03429,0.015625,63,0.5443,0.0886,0.1909,0.003224
4,5000,3055,2,9,0,1.9986,0,13.0,69,2997,4.49,0.8558,3604.9,58,1.0,288,7,36,2007,0.001184,0.0285,80.2817,3,2.9,0.0108,0.0025,0,0,0,0,0.041397,0.015625,62,0.6226,0.1106,0.1953,0.003331
5,5000,3109,2,5,0,1.9986,0,13.0,4,3095,4.54,0.9039,3439.6,14,1.0,249,6,45,1911,0.001256,0.0238,21.148,4,3.8,0.0118,0.0027,2,0,0,0,0.037868,0.015625,62,0.5874,0.1349,0.2009,0.003434
6,5000,3093,2,5,0,1.9983,2,12.9,10,3078,4.41,0.9259,3340.6,15,1.0,228,8,29,1791,0.001299,0.0199,22.5443,5,4.7,0.0112,0.0027,1,0,0,0,0.041411,0.015625,63,0.6227,0.1625,0.2076,0.003529
7,5000,2962,1,3,0,1.9995,2,12.8,6,2956,4.34,0.9125,3245.9,6,1.0,205,1,24,1656,0.001305,0.0267,12.0,6,5.7,0.0133,0.0031,0,0,0,0,0.059048,0.015625,62,0.7354,0.1931,0.2173,0.003616
8,5000,3025,1,5,0,1.9973,2,13.0,8,3013,4.41,0.9462,3196.8,12,1.0,186,5,24,1555,0.001344,0.0202,22.9008,7,6.5,0.0126,0.0033,1,0,0,0,0.062385,0.015625,58,0.7495,0.2433,0.231,0.003693
9,5000,3073,1,5,3,1.9966,2,13.0,6,3062,4.42,0.9688,3172.1,11,1.0,169,3,20,1493,0.001393,0.0211,22.2717,8,7.4,0.0118,0.0035,1,0,0,0,0.061053,0.015625,58,0.7441,0.3044,0.2377,0.00376
10,5000,3034,3,5,0,1.9961,2,12.9,7,3017,4.39,0.9641,3147.0,17,1.0,154,6,21,1410,0.001565,0.0414,38.6364,9,8.1,0.0133,0.0047,1,0,0,0,0.071895,0.015625,56,0.7827,0.3588,0.2466,0.003814
11,5000,3059,0,0,3,1.9911,2,12.9,0,3059,4.44,0.9766,3132.3,0,1.0,142,0,12,1336,0.001557,0.0273,0.0,10,9.1,0.0144,0.0045,0,0,0,0,0.056604,0.015625,54,0.724,0.4154,0.2549,0.003856
