window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6188,14,5,0,1.9992,0,14.3,0,0,6.68,1.0,6188.0,721,1.0,453,694,241,2333,0.000809,0.0061,410.0228,0,0.0,0.0052,0.0009,2,0,0,0,0.03,0.015625,64,0.4792,0.03,0.2082,0.003
2,5000,3753,0,0,1,1.9992,0,13.3,527,3198,5.19,0.8251,4584.7,555,1.0,441,20,32,2373,0.000898,0.0075,394.8681,1,1.0,0.0037,0.0009,0,0,0,0,0.03262,0.015625,64,0.521,0.0578,0.2186,0.003113
3,5000,3391,1,3,0,1.9992,0,13.1,289,3121,4.87,0.8546,4002.8,270,1.0,349,7,99,2312,0.000919,0.0072,245.0091,2,1.9,0.0043,0.0012,0,0,0,0,0.031632,0.015625,63,0.506,0.0859,0.2275,0.003224
4,5000,3153,1,3,0,1.9992,0,13.0,47,3130,4.57,0.8651,3672.5,23,1.0,310,4,43,2059,0.001055,0.0094,29.1139,3,2.9,0.0047,0.0018,0,0,0,0,0.031579,0.015625,63,0.5052,0.1117,0.2275,0.003331
5,5000,3034,1,4,0,1.9992,0,13.0,8,3026,4.37,0.877,3459.7,8,1.0,278,1,33,1965,0.001078,0.0124,11.8694,4,3.9,0.0076,0.0022,0,0,0,0,0.033149,0.015625,63,0.5286,0.1393,0.2334,0.003434
6,5000,3094,0,0,1,1.9991,0,13.0,5,3089,4.47,0.9222,3355.2,5,1.0,247,0,31,1856,0.001112,0.0121,7.9491,5,4.9,0.0068,0.0024,0,0,0,0,0.042296,0.015625,61,0.6306,0.1726,0.2388,0.003529
7,5000,3109,0,0,0,1.9991,1,13.0,3,3106,4.51,0.9439,3293.6,3,1.0,223,3,27,1718,0.001173,0.0141,3.2787,6,5.9,0.0141,0.0027,0,0,0,0,0.042188,0.015625,61,0.6296,0.2034,0.2499,0.003616
8,5000,3148,1,5,0,1.9979,1,12.9,2,3141,4.47,0.9653,3261.3,7,1.0,201,3,25,1626,0.001188,0.0176,12.9151,7,6.8,0.0105,0.0028,1,0,0,0,0.049209,0.015625,62,0.6825,0.2298,0.2555,0.003693
9,5000,3024,0,0,1,1.9986,1,13.0,2,3017,4.42,0.9409,3213.8,7,1.0,185,7,23,1551,0.001256,0.0174,12.3203,8,7.6,0.0077,0.0031,0,0,0,0,0.050193,0.015625,58,0.6887,0.2613,0.2587,0.00376
10,5000,3152,2,5,0,1.9959,1,13.0,3,3135,4.55,0.9842,3202.6,17,1.0,177,8,16,1536,0.00126,0.0204,33.3988,9,8.3,0.0139,0.0035,1,0,0,0,0.05,0.015625,59,0.6875,0.3029,0.2671,0.003814
11,5000,3145,0,0,1,1.995,1,13.0,3,3132,4.5,0.985,3193.0,13,1.0,164,3,16,1458,0.001329,0.0216,27.027,10,9.3,0.0157,0.0036,0,0,0,0,0.051081,0.015625,59,0.6941,0.3285,0.2751,0.003856
12,5000,3070,0,0,3,1.9884,1,13.0,1,3060,4.46,0.9672,3174.1,10,1.0,151,1,14,1368,0.00133,0.0206,23.6967,11,10.3,0.0155,0.0037,0,0,0,0,0.045872,0.015625,58,0.6594,0.372,0.2813,0.003884
13,5000,3112,1,5,3,1.9773,1,12.9,0,3102,4.43,0.9832,3165.2,10,1.0,137,1,15,1289,0.001334,0.0221,25.2525,12,11.4,0.0167,0.0039,1,0,0,0,0.058824,0.015625,57,0.7344,0.4211,0.29,0.003898
14,5000,3152,0,0,3,1.9907,1,12.9,1,3151,4.5,0.9964,3163.4,1,1.0,130,1,8,1235,0.001427,0.0259,0.0,13,12.4,0.0197,0.0044,0,0,0,0,0.059585,0.015625,54,0.7378,0.4674,0.2954,0.003898
15,5000,3085,1,5,0,1.9926,1,13.0,1,3079,4.41,0.9782,3153.6,6,1.0,125,2,7,1208,0.001484,0.0253,13.2275,14,13.3,0.0169,0.0046,1,0,0,0,0.086076,0.015625,53,0.8185,0.5484,0.3049,0.003884
16,5000,3026,3,5,1,1.9694,1,13.0,0,3017,4.49,0.9641,3138.6,9,1.0,122,5,8,1210,0.001458,0.0306,23.7467,15,13.8,0.0186,0.0049,1,0,0,0,0.076531,0.015625,52,0.7958,0.625,0.3144,0.003856
17,5000,3090,1,3,1,1.9764,2,12.9,2,3083,4.52,0.9862,3133.2,7,1.0,109,1,14,1105,0.001754,0.0317,19.2308,16,14.6,0.0241,0.0065,0,0,0,0,0.076517,0.015625,48,0.7958,0.7015,0.3221,0.003814
18,5000,3186,2,5,1,1.9632,2,13.0,3173,0,4.61,1.015,3138.8,13,1.0,108,5,6,1114,0.001616,0.0291,35.8127,17,14.9,0.0179,0.0055,2,0,0,0,0.063492,0.015625,49,0.7539,0.7623,0.3296,0.00376
19,5000,3014,0,0,3,1.9613,2,12.9,1,3008,4.4,0.9641,3126.3,6,1.0,101,1,8,1076,0.001825,0.0428,18.8679,18,16.0,0.0241,0.0071,0,0,0,0,0.073394,0.015625,48,0.7871,0.8174,0.3378,0.003693
20,5000,3126,1,3,3,1.9911,1,12.9,1,3125,4.5,0.9999,3126.3,1,1.0,97,2,6,1052,0.001633,0.0333,3.1056,19,17.0,0.0205,0.0062,0,0,0,0,0.054545,0.015625,47,0.7135,0.8689,0.3446,0.003616
21,5000,3180,0,0,3,1.9797,1,12.9,3180,0,4.5,1.0155,3131.4,0,1.0,92,0,5,1011,0.001627,0.029,0.0,20,18.1,0.0211,0.0068,0,0,0,0,0.074194,0.015625,45,0.7894,0.9431,0.3492,0.003529
22,5000,3156,0,0,3,1.9461,1,12.9,3152,0,4.49,1.0071,3133.7,4,1.0,92,4,4,1001,0.001641,0.0383,14.5985,21,18.4,0.0182,0.0067,0,0,0,0,0.076655,0.015625,44,0.7962,0.9884,0.3559,0.003434
23,5000,3098,1,5,3,1.9449,1,12.9,4,3089,4.52,0.9897,3130.3,9,1.0,88,1,5,987,0.001919,0.0582,33.7079,22,19.2,0.0273,0.0085,1,0,0,0,0.058182,0.015625,45,0.7314,1.0429,0.361,0.003331
24,5000,3116,1,5,3,1.9922,1,12.9,4,3102,4.48,0.9959,3129.0,14,1.0,83,1,6,949,0.001903,0.0382,45.7516,23,20.0,0.0237,0.007,1,0,0,0,0.057325,0.015625,45,0.7274,1.0907,0.365,0.003224
25,5000,3039,0,0,3,1.9149,2,12.9,4,3030,4.47,0.9739,3120.4,9,1.0,78,0,5,911,0.001823,0.0421,32.8467,24,20.9,0.0249,0.0075,0,0,0,0,0.05614,0.015625,43,0.7217,1.1433,0.3692,0.003113
26,5000,3068,1,3,3,1.9712,1,12.9,3,3065,4.45,0.9848,3115.4,3,1.0,76,1,3,894,0.001874,0.0375,11.4943,25,21.5,0.0249,0.0085,0,0,0,0,0.05618,0.015625,42,0.7219,1.162,0.3721,0.003
27,5000,3041,1,5,3,1.9638,1,12.9,4,3032,4.41,0.9783,3108.3,9,1.0,72,2,6,884,0.001956,0.0447,36.7347,26,21.9,0.0241,0.0083,1,0,0,0,0.052846,0.015625,41,0.7043,1.2108,0.3759,0.002887
28,5000,3125,1,4,3,1.9395,2,12.9,3113,0,4.52,1.0049,3109.9,12,1.0,72,2,2,879,0.001904,0.0448,45.8015,27,22.5,0.0265,0.0088,0,1,0,0,0.063433,0.015625,42,0.7537,1.2668,0.3788,0.002776
29,5000,3130,1,4,3,1.9024,2,12.9,3118,0,4.49,1.0058,3111.8,12,1.0,73,4,3,895,0.002045,0.0532,42.6357,28,22.4,0.0221,0.0089,0,0,0,0,0.095057,0.015625,43,0.8356,1.3428,0.3823,0.002669
30,4999,3094,1,5,3,1.8712,2,12.9,0,3084,4.41,0.9948,3110.1,10,1.0,68,1,6,880,0.002197,0.0575,39.5257,29,23.3,0.03,0.0106,1,0,0,0,0.103448,0.015625,42,0.849,1.3812,0.3851,0.002566
31,4999,3085,1,5,3,1.9324,2,12.9,1,3074,4.45,0.9927,3107.7,11,1.0,65,2,5,862,0.001977,0.0447,41.6667,30,24.4,0.026,0.0094,1,0,0,0,0.097561,0.015625,43,0.8398,1.434,0.3877,0.002471
32,4997,2952,0,0,3,1.9542,2,12.9,0,2942,4.38,0.9544,3092.9,10,1.0,59,0,6,795,0.002072,0.0487,45.8716,31,25.3,0.0293,0.01,0,0,0,0,0.097345,0.015625,40,0.8395,1.4871,0.3906,0.002384
33,4996,3099,0,0,3,1.9336,1,12.9,3094,0,4.44,1.0018,3093.5,5,1.0,54,0,5,746,0.002366,0.0538,22.5225,32,26.2,0.03,0.0115,0,0,0,0,0.06278,0.015625,37,0.7511,1.5499,0.3935,0.002307
34,4995,3064,0,0,3,1.9701,1,12.9,0,3059,4.45,0.9914,3090.7,5,1.0,53,0,1,738,0.002376,0.0498,23.0415,33,27.1,0.0324,0.0122,0,0,0,0,0.076923,0.015625,37,0.7969,1.6042,0.3963,0.00224
35,4993,3060,1,5,1,1.9952,1,12.9,0,3056,4.44,0.991,3087.8,4,1.0,50,1,4,727,0.002121,0.0498,18.6047,34,27.6,0.0275,0.0109,1,1,0,0,0.067873,0.015625,35,0.7698,1.6494,0.3997,0.002186
36,4993,3019,1,5,1,1.9589,1,12.9,2,3012,4.36,0.9798,3081.2,7,1.0,49,3,4,736,0.002517,0.0737,27.027,35,27.8,0.032,0.0143,1,0,0,0,0.1,0.015625,35,0.8438,1.7336,0.4045,0.002144
37,4989,3003,1,4,3,1.9547,2,12.9,0,2995,4.4,0.977,3073.8,8,1.0,48,1,2,725,0.002401,0.0588,39.801,36,28.4,0.0328,0.0126,0,1,0,0,0.088235,0.015625,35,0.8229,1.7778,0.407,0.002116
38,4988,2941,1,3,3,1.9542,2,12.8,3,2933,4.32,0.9608,3061.1,8,1.0,46,1,3,689,0.002835,0.0651,47.3373,37,28.3,0.0323,0.0132,0,0,0,0,0.118343,0.015625,35,0.868,1.8428,0.4106,0.002102
39,4985,3169,4,5,3,1.9628,2,12.9,3177,0,4.66,1.0429,3075.0,30,1.0,52,13,7,802,0.002684,0.0504,71.5246,38,25.2,0.0273,0.0117,2,0,0,0,0.068345,0.015625,37,0.7714,1.8968,0.4121,0.002102
40,4979,2977,0,0,3,1.9446,2,12.8,3,2969,4.4,0.9711,3065.7,8,1.0,50,0,2,754,0.002729,0.0444,36.5297,39,25.7,0.0279,0.0113,0,0,0,0,0.071111,0.015625,35,0.7803,1.9368,0.4137,0.002116
41,4974,3146,0,0,3,1.9017,1,12.8,3139,0,4.59,1.0239,3073.4,8,1.0,49,0,1,743,0.002435,0.0625,39.4089,40,26.4,0.0237,0.0123,0,0,0,0,0.072115,0.015625,34,0.7833,2.0089,0.4158,0.002144
42,4965,3085,1,5,3,1.9257,1,12.9,3073,0,4.44,1.0034,3074.5,12,1.0,47,5,7,779,0.002465,0.0546,47.8261,41,26.7,0.0281,0.0114,1,0,0,0,0.079832,0.015625,35,0.8043,2.0593,0.4173,0.002186
43,4959,3028,1,5,3,1.9641,1,12.8,5,3023,4.39,0.9863,3070.1,5,1.0,44,1,4,736,0.002535,0.068,24.7525,42,27.0,0.0314,0.013,1,0,0,0,0.072816,0.015625,33,0.7854,2.1273,0.4195,0.00224
44,4951,3100,0,0,3,1.849,2,12.8,3100,0,4.51,1.0088,3072.9,0,1.0,41,0,3,695,0.002862,0.0585,0.0,43,26.9,0.0319,0.0129,0,0,0,0,0.068293,0.015625,31,0.7712,2.181,0.4217,0.002307
45,4946,3032,2,5,1,1.9314,1,12.8,2,3021,4.44,0.9879,3069.0,11,1.0,40,4,5,726,0.003039,0.067,47.619,44,26.1,0.0335,0.0132,2,1,0,0,0.06701,0.015625,35,0.7668,2.2273,0.422,0.002384
46,4941,3171,3,5,2,1.9266,1,12.8,3156,0,4.52,1.0314,3079.2,20,1.0,43,7,4,762,0.002869,0.0518,74.6888,45,25.2,0.03,0.0117,1,0,0,0,0.063745,0.015625,34,0.7549,2.2752,0.4228,0.002471
47,4939,3054,0,0,3,1.9512,2,12.7,1,3053,4.5,0.9926,3076.8,1,1.0,40,1,4,710,0.003003,0.0457,5.2083,46,25.4,0.0323,0.0117,0,0,0,0,0.076142,0.015625,32,0.7948,2.3361,0.4249,0.002566
48,4934,3075,2,5,1,1.9747,1,12.7,0,3063,4.5,0.9995,3076.7,12,1.0,40,7,7,758,0.002564,0.0622,26.8732,47,25.2,0.0318,0.0126,1,1,0,0,0.097778,0.015625,34,0.8402,2.4338,0.4259,0.002669
49,4925,3133,0,0,1,1.9516,1,12.7,3129,0,4.6,1.0168,3082.1,5,1.0,39,0,1,707,0.003275,0.0691,27.1739,48,26.8,0.0358,0.0174,0,0,0,0,0.085106,0.015625,31,0.8164,2.4817,0.4261,0.002776
50,4917,2991,1,5,3,1.9197,1,12.6,4,2982,4.47,0.9732,3073.4,9,1.0,37,1,3,714,0.00267,0.0548,42.2535,49,27.8,0.0299,0.0122,1,0,0,0,0.063927,0.015625,31,0.7556,2.5091,0.4267,0.002887
51,4914,3036,1,4,3,1.9713,1,12.5,3,3033,4.51,0.989,3069.9,3,1.0,36,1,2,706,0.002944,0.1047,17.8571,50,29.2,0.034,0.0181,0,1,0,0,0.110465,0.015625,30,0.8586,2.5731,0.4285,0.003
52,4902,2998,1,4,3,1.9934,2,12.5,4,2994,4.45,0.9788,3063.0,4,1.0,37,1,0,693,0.002698,0.0714,20.8333,51,29.4,0.0311,0.0148,0,0,0,0,0.107143,0.015625,28,0.8542,2.6292,0.4302,0.003113
53,4895,3061,1,5,3,1.9907,2,12.5,0,3056,4.42,0.9994,3062.8,5,1.0,36,1,2,689,0.002718,0.0622,24.6305,52,28.4,0.0322,0.013,1,1,0,0,0.07177,0.015625,29,0.7823,2.6962,0.4318,0.003224
54,4890,2968,1,5,3,1.9932,2,12.4,0,2958,4.49,0.9719,3053.8,10,1.0,36,1,1,700,0.002718,0.0535,54.3478,53,27.9,0.0337,0.014,1,0,0,0,0.101604,0.015625,29,0.8462,2.771,0.4328,0.003331
55,4887,2957,0,0,3,1.9859,2,12.4,0,2952,4.42,0.9712,3044.6,5,1.0,36,0,0,699,0.002924,0.0615,25.9067,54,28.9,0.0346,0.0137,0,0,0,0,0.082051,0.015625,29,0.8096,2.8275,0.433,0.003434
56,4883,3054,0,0,3,1.9649,1,12.3,3048,0,4.48,1.0028,3045.5,6,1.0,38,3,1,708,0.002417,0.0534,29.5567,55,28.3,0.0301,0.0116,0,0,0,0,0.101942,0.015625,30,0.8467,2.8906,0.4345,0.003529
57,4877,2973,2,5,3,1.888,1,12.3,3,2960,4.54,0.9784,3038.6,13,1.0,38,2,2,743,0.002528,0.0616,62.5,56,27.8,0.0293,0.012,2,0,0,0,0.090047,0.015625,31,0.8265,2.938,0.4338,0.003616
58,4874,3041,0,0,3,1.9174,1,12.3,3037,0,4.44,1.0007,3038.8,4,1.0,37,1,2,749,0.00245,0.0542,15.0754,57,29.3,0.0284,0.0108,0,0,0,0,0.068966,0.015625,32,0.7734,2.9971,0.4336,0.003693
59,4870,3033,0,0,3,1.8089,1,12.3,0,3033,4.47,0.9983,3038.3,0,1.0,37,0,0,720,0.002221,0.0493,0.0,58,30.3,0.0313,0.0101,0,0,0,0,0.093596,0.015625,30,0.8331,3.0611,0.4337,0.00376
60,4870,2963,0,0,3,1.8727,1,12.2,0,2963,4.33,0.9775,3031.1,0,1.0,36,0,1,720,0.00242,0.057,0.0,59,31.7,0.0308,0.0122,0,1,0,0,0.093264,0.015625,30,0.8325,3.1336,0.4344,0.003814
