seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
789,1,0.0,112,94,9,0,9,0,0,0,0,104,8,109,3,60,52,112,0,0,8,1.8519
789,2,0.0,72,61,6,0,2,0,0,0,3,67,5,72,0,38,34,72,0,0,8,1.8285
789,3,0.0,33,31,2,0,0,0,0,0,0,33,0,33,0,18,15,33,0,0,3,1.2685
789,4,0.0,24,20,3,0,1,0,0,0,0,23,1,23,1,10,14,24,0,0,4,1.6186
789,5,0.0,21,14,4,0,1,0,0,0,2,18,3,19,2,10,11,21,0,0,6,2.1593
789,6,0.0,9,6,0,0,1,0,0,0,2,6,3,9,0,4,5,9,0,0,5,2.1133
789,7,0.0,10,8,0,0,0,0,0,0,2,10,0,10,0,7,3,10,0,0,4,1.571
789,8,0.0,11,11,0,0,0,0,0,0,0,11,0,11,0,6,5,11,0,0,2,0.994
789,9,0.0,17,12,1,0,2,0,0,0,2,13,4,17,0,8,9,17,0,0,5,2.0275
789,10,0.0,9,7,1,0,0,0,0,0,1,8,1,9,0,7,2,9,0,0,4,1.4466
789,11,0.0,17,13,2,0,2,0,0,0,0,15,2,17,0,10,7,17,0,0,6,1.9928
789,12,0.0,12,10,0,0,2,0,0,0,0,11,1,12,0,4,8,12,0,0,4,1.6258
789,13,0.0,12,9,2,0,0,0,0,0,1,11,1,12,0,8,4,12,0,0,5,1.8962
789,14,0.0,10,5,2,0,2,0,0,0,1,8,2,10,0,5,5,10,0,0,7,2.6464
789,15,0.0,24,21,1,0,1,0,0,0,1,22,2,24,0,11,13,24,0,0,5,1.6153
789,16,0.0,21,18,0,0,1,0,0,0,2,19,2,20,1,5,16,21,0,0,5,1.4731
789,17,0.0,26,20,4,0,2,0,0,0,0,25,1,26,0,12,14,26,0,0,6,1.9913
789,18,0.0,16,15,0,0,1,0,0,0,0,15,1,16,0,8,8,16,0,0,3,1.2718
789,19,0.0,20,9,3,0,5,0,0,0,3,15,5,18,2,10,10,20,0,0,11,3.1414
789,20,0.0,18,10,5,0,1,0,0,0,2,17,1,18,0,7,11,18,0,0,6,2.3276
789,21,0.0,17,14,2,0,1,0,0,0,0,16,1,17,0,11,6,17,0,0,5,1.7263
789,22,0.0,25,19,1,0,3,0,0,0,2,22,3,22,3,12,13,25,0,0,8,2.1739
789,23,0.0,16,11,2,0,2,0,0,0,1,15,1,16,0,6,10,16,0,0,7,2.2718
789,24,0.0,18,12,0,0,5,0,0,0,1,13,5,15,3,9,9,18,0,0,7,2.3221
789,25,0.0,23,22,0,0,1,0,0,0,0,22,1,23,0,14,9,23,0,0,3,1.1916
