N,n_candidate_pairs_total,n_candidate_pairs_per_seed_mean,rate_3a_mean,rate_3b_mean,rate_3c_mean,gen_dist_median_overall
5000,1552,64.66666666666667,0.0,0.008840301661684091,0.8951092145476279,0.0
