N,links_mean_overall,links_std_seeds,kstar_mean,kstar_std_seeds
500,351.4866666666667,2.9840501932031183,1.4059466666666667,0.011936200772812473
1000,606.5683333333333,4.16590893110042,1.2131366666666665,0.00833181786220084
2500,1405.5758333333335,13.445854353872647,1.1244606666666668,0.010756683483098118
5000,2720.9108333333334,25.23942945681533,1.0883643333333333,0.010095771782726132
10000,5296.741666666667,81.11964721255191,1.0593483333333333,0.01622392944251038
