N,seed,window,ghost_count,ghost_residual_Q_total
500,23,32,18,0.0
500,23,33,18,0.0
500,23,34,18,0.0
500,23,35,18,0.0
500,23,36,18,0.0
500,23,37,19,2.0
500,23,38,19,0.0
500,23,39,19,0.0
500,23,40,19,0.0
500,23,41,19,0.0
500,23,42,19,0.0
500,23,43,19,0.0
500,23,44,19,0.0
500,23,45,19,0.0
500,23,46,19,0.0
500,23,47,19,0.0
500,23,48,19,0.0
500,23,49,19,0.0
500,23,50,19,0.0
500,23,51,19,0.0
500,23,52,19,0.0
500,23,53,19,0.0
500,23,54,19,0.0
500,23,55,19,0.0
500,23,56,19,0.0
500,23,57,19,0.0
500,23,58,19,0.0
500,23,59,19,0.0
500,23,60,19,0.0
500,23,61,19,0.0
500,23,62,19,0.0
500,23,63,19,0.0
500,23,64,19,0.0
500,23,65,19,0.0
500,23,66,19,0.0
500,23,67,19,0.0
500,23,68,19,0.0
500,23,69,19,0.0
1000,0,20,4,25.0
1000,0,21,7,23.0
1000,0,22,11,60.0
1000,0,23,18,59.0
1000,0,24,24,72.0
1000,0,25,27,26.0
1000,0,26,29,14.0
1000,0,27,34,22.0
1000,0,28,35,8.0
1000,0,29,38,13.0
1000,0,30,40,24.0
1000,0,31,40,0.0
1000,0,32,41,10.0
1000,0,33,44,13.0
1000,0,34,45,3.0
1000,0,35,45,0.0
1000,0,36,45,0.0
1000,0,37,45,0.0
1000,0,38,45,0.0
1000,0,39,46,4.0
1000,0,40,47,1.0
1000,0,41,47,0.0
1000,0,42,47,0.0
1000,0,43,48,1.0
1000,0,44,49,3.0
1000,0,45,49,0.0
1000,0,46,49,0.0
1000,0,47,50,4.0
1000,0,48,50,0.0
1000,0,49,50,0.0
1000,0,50,50,0.0
1000,0,51,50,0.0
1000,0,52,50,0.0
1000,0,53,51,2.0
1000,0,54,52,1.0
1000,0,55,53,2.0
1000,0,56,53,0.0
1000,0,57,53,0.0
1000,0,58,53,0.0
1000,0,59,53,0.0
1000,0,60,53,0.0
1000,0,61,53,0.0
1000,0,62,53,0.0
1000,0,63,53,0.0
1000,0,64,53,0.0
1000,0,65,53,0.0
1000,0,66,53,0.0
1000,0,67,53,0.0
1000,0,68,53,0.0
1000,0,69,53,0.0
1000,1,20,2,26.0
1000,1,21,9,31.0
1000,1,22,11,30.0
1000,1,23,17,24.0
1000,1,24,20,35.0
1000,1,25,24,32.0
1000,1,26,31,49.0
1000,1,27,34,37.0
1000,1,28,35,9.0
1000,1,29,35,0.0
1000,1,30,35,0.0
1000,1,31,38,14.0
1000,1,32,39,3.0
1000,1,33,43,14.0
1000,1,34,45,12.0
1000,1,35,47,12.0
1000,1,36,51,10.0
1000,1,37,51,6.0
1000,1,38,51,0.0
1000,1,39,52,2.0
1000,1,40,53,10.0
1000,1,41,54,3.0
1000,1,42,54,0.0
1000,1,43,54,0.0
1000,1,44,55,4.0
1000,1,45,55,0.0
1000,1,46,55,0.0
1000,1,47,55,0.0
1000,1,48,55,0.0
1000,1,49,55,0.0
1000,1,50,55,0.0
1000,1,51,56,1.0
1000,1,52,56,0.0
1000,1,53,56,0.0
1000,1,54,59,7.0
1000,1,55,59,0.0
1000,1,56,60,4.0
1000,1,57,60,0.0
1000,1,58,60,0.0
1000,1,59,60,0.0
1000,1,60,60,0.0
1000,1,61,60,0.0
1000,1,62,61,3.0
1000,1,63,61,0.0
1000,1,64,61,0.0
1000,1,65,61,0.0
1000,1,66,61,0.0
1000,1,67,61,0.0
1000,1,68,61,0.0
1000,1,69,61,0.0
1000,2,20,2,23.0
1000,2,21,6,47.0
1000,2,22,8,77.0
1000,2,23,10,84.0
1000,2,24,10,79.0
1000,2,25,10,49.0
1000,2,26,14,58.0
1000,2,27,18,70.0
1000,2,28,19,49.0
1000,2,29,22,26.0
1000,2,30,25,26.0
1000,2,31,28,10.0
1000,2,32,33,42.0
1000,2,33,36,20.0
1000,2,34,39,16.0
1000,2,35,41,15.0
1000,2,36,45,18.0
1000,2,37,47,9.0
1000,2,38,48,1.0
1000,2,39,49,3.0
1000,2,40,50,5.0
1000,2,41,51,9.0
1000,2,42,52,3.0
1000,2,43,52,0.0
1000,2,44,52,0.0
1000,2,45,52,0.0
1000,2,46,53,3.0
1000,2,47,53,0.0
1000,2,48,57,9.0
1000,2,49,59,6.0
1000,2,50,60,4.0
1000,2,51,60,0.0
1000,2,52,60,0.0
1000,2,53,60,0.0
1000,2,54,60,0.0
1000,2,55,60,0.0
1000,2,56,60,0.0
1000,2,57,62,4.0
1000,2,58,62,0.0
1000,2,59,63,1.0
1000,2,60,63,0.0
1000,2,61,64,5.0
1000,2,62,64,0.0
1000,2,63,65,2.0
1000,2,64,65,0.0
1000,2,65,65,0.0
1000,2,66,65,0.0
1000,2,67,65,0.0
1000,2,68,65,0.0
1000,2,69,65,0.0
1000,3,20,3,22.0
1000,3,21,8,46.0
1000,3,22,16,83.0
1000,3,23,18,67.0
1000,3,24,19,31.0
1000,3,25,21,19.0
1000,3,26,25,25.0
1000,3,27,27,22.0
1000,3,28,28,13.0
1000,3,29,32,28.0
1000,3,30,33,8.0
1000,3,31,34,15.0
1000,3,32,34,15.0
1000,3,33,37,28.0
1000,3,34,42,20.0
1000,3,35,45,25.0
1000,3,36,45,1.0
1000,3,37,47,5.0
1000,3,38,52,17.0
1000,3,39,52,0.0
1000,3,40,52,0.0
1000,3,41,53,6.0
1000,3,42,53,0.0
1000,3,43,53,0.0
1000,3,44,54,1.0
1000,3,45,54,0.0
1000,3,46,54,0.0
1000,3,47,54,0.0
1000,3,48,55,3.0
1000,3,49,57,4.0
1000,3,50,57,2.0
1000,3,51,58,5.0
1000,3,52,58,0.0
1000,3,53,58,0.0
1000,3,54,60,9.0
1000,3,55,60,0.0
1000,3,56,61,8.0
1000,3,57,62,1.0
1000,3,58,62,0.0
1000,3,59,64,7.0
1000,3,60,64,0.0
1000,3,61,64,0.0
1000,3,62,65,2.0
1000,3,63,65,0.0
1000,3,64,65,0.0
1000,3,65,65,0.0
1000,3,66,65,0.0
1000,3,67,65,0.0
1000,3,68,65,0.0
1000,3,69,65,0.0
1000,4,20,3,35.0
1000,4,21,4,20.0
1000,4,22,4,20.0
1000,4,23,9,38.0
1000,4,24,12,30.0
1000,4,25,12,13.0
1000,4,26,12,6.0
1000,4,27,13,21.0
1000,4,28,14,30.0
1000,4,29,19,60.0
1000,4,30,19,14.0
1000,4,31,23,19.0
1000,4,32,25,21.0
1000,4,33,28,8.0
1000,4,34,29,10.0
1000,4,35,29,7.0
1000,4,36,30,2.0
1000,4,37,36,21.0
1000,4,38,42,24.0
1000,4,39,42,11.0
1000,4,40,42,0.0
1000,4,41,42,0.0
1000,4,42,44,4.0
1000,4,43,44,0.0
1000,4,44,44,0.0
1000,4,45,44,0.0
1000,4,46,45,2.0
1000,4,47,45,0.0
1000,4,48,46,3.0
1000,4,49,48,8.0
1000,4,50,48,5.0
1000,4,51,48,0.0
1000,4,52,48,0.0
1000,4,53,48,0.0
1000,4,54,48,0.0
1000,4,55,48,0.0
1000,4,56,48,0.0
1000,4,57,49,2.0
1000,4,58,49,0.0
1000,4,59,49,0.0
1000,4,60,49,0.0
1000,4,61,49,0.0
1000,4,62,50,4.0
1000,4,63,50,0.0
1000,4,64,52,8.0
1000,4,65,52,0.0
1000,4,66,52,0.0
1000,4,67,52,0.0
1000,4,68,52,0.0
1000,4,69,52,0.0
1000,5,20,3,33.0
1000,5,21,5,35.0
1000,5,22,11,44.0
1000,5,23,14,54.0
1000,5,24,18,57.0
1000,5,25,22,31.0
1000,5,26,24,6.0
1000,5,27,30,16.0
1000,5,28,34,11.0
1000,5,29,35,4.0
1000,5,30,37,8.0
1000,5,31,39,3.0
1000,5,32,42,13.0
1000,5,33,43,5.0
1000,5,34,44,4.0
1000,5,35,44,0.0
1000,5,36,46,7.0
1000,5,37,47,3.0
1000,5,38,48,2.0
1000,5,39,48,0.0
1000,5,40,48,0.0
1000,5,41,49,6.0
1000,5,42,50,2.0
1000,5,43,50,0.0
1000,5,44,54,11.0
1000,5,45,54,0.0
1000,5,46,55,6.0
1000,5,47,55,0.0
1000,5,48,55,0.0
1000,5,49,55,0.0
1000,5,50,55,0.0
1000,5,51,55,0.0
1000,5,52,55,0.0
1000,5,53,55,0.0
1000,5,54,55,0.0
1000,5,55,56,4.0
1000,5,56,57,2.0
1000,5,57,57,0.0
1000,5,58,57,0.0
1000,5,59,57,0.0
1000,5,60,57,0.0
1000,5,61,57,0.0
1000,5,62,57,0.0
1000,5,63,57,0.0
1000,5,64,57,0.0
1000,5,65,57,0.0
1000,5,66,57,0.0
1000,5,67,57,0.0
1000,5,68,57,0.0
1000,5,69,57,0.0
1000,6,20,2,16.0
1000,6,21,3,12.0
1000,6,22,9,28.0
1000,6,23,11,14.0
1000,6,24,14,33.0
1000,6,25,16,6.0
1000,6,26,19,12.0
1000,6,27,23,19.0
1000,6,28,24,3.0
1000,6,29,26,4.0
1000,6,30,27,3.0
1000,6,31,29,11.0
1000,6,32,29,7.0
1000,6,33,31,5.0
1000,6,34,34,13.0
1000,6,35,34,0.0
1000,6,36,34,0.0
1000,6,37,34,0.0
1000,6,38,35,2.0
1000,6,39,36,2.0
1000,6,40,37,2.0
1000,6,41,37,0.0
1000,6,42,37,0.0
1000,6,43,38,2.0
1000,6,44,38,0.0
1000,6,45,40,4.0
1000,6,46,40,0.0
1000,6,47,40,0.0
1000,6,48,40,0.0
1000,6,49,40,0.0
1000,6,50,42,3.0
1000,6,51,42,0.0
1000,6,52,42,0.0
1000,6,53,42,0.0
1000,6,54,42,0.0
1000,6,55,43,6.0
1000,6,56,44,2.0
1000,6,57,44,0.0
1000,6,58,44,0.0
1000,6,59,44,0.0
1000,6,60,44,0.0
1000,6,61,44,0.0
1000,6,62,44,0.0
1000,6,63,44,0.0
1000,6,64,44,0.0
1000,6,65,44,0.0
1000,6,66,44,0.0
1000,6,67,44,0.0
1000,6,68,44,0.0
1000,6,69,44,0.0
1000,7,20,5,49.0
1000,7,21,7,55.0
1000,7,22,9,39.0
1000,7,23,9,33.0
1000,7,24,13,31.0
1000,7,25,16,43.0
1000,7,26,21,28.0
1000,7,27,22,19.0
1000,7,28,24,16.0
1000,7,29,26,13.0
1000,7,30,31,18.0
1000,7,31,32,3.0
1000,7,32,33,1.0
1000,7,33,33,0.0
1000,7,34,33,0.0
1000,7,35,33,0.0
1000,7,36,34,6.0
1000,7,37,37,3.0
1000,7,38,40,3.0
1000,7,39,40,0.0
1000,7,40,40,0.0
1000,7,41,40,0.0
1000,7,42,40,0.0
1000,7,43,41,2.0
1000,7,44,42,1.0
1000,7,45,42,0.0
1000,7,46,43,1.0
1000,7,47,45,7.0
1000,7,48,45,0.0
1000,7,49,45,0.0
1000,7,50,45,0.0
1000,7,51,45,0.0
1000,7,52,45,0.0
1000,7,53,45,0.0
1000,7,54,45,0.0
1000,7,55,45,0.0
1000,7,56,45,0.0
1000,7,57,45,0.0
1000,7,58,45,0.0
1000,7,59,45,0.0
1000,7,60,45,0.0
1000,7,61,45,0.0
1000,7,62,45,0.0
1000,7,63,45,0.0
1000,7,64,45,0.0
1000,7,65,45,0.0
1000,7,66,45,0.0
1000,7,67,45,0.0
1000,7,68,45,0.0
1000,7,69,45,0.0
1000,8,20,2,12.0
1000,8,21,7,29.0
1000,8,22,11,45.0
1000,8,23,19,35.0
1000,8,24,22,14.0
1000,8,25,27,21.0
1000,8,26,31,15.0
1000,8,27,32,10.0
1000,8,28,33,1.0
1000,8,29,34,4.0
1000,8,30,34,0.0
1000,8,31,35,2.0
1000,8,32,36,1.0
1000,8,33,38,11.0
1000,8,34,38,0.0
1000,8,35,38,0.0
1000,8,36,38,0.0
1000,8,37,38,0.0
1000,8,38,38,0.0
1000,8,39,38,0.0
1000,8,40,39,3.0
1000,8,41,39,0.0
1000,8,42,39,0.0
1000,8,43,39,0.0
1000,8,44,39,0.0
1000,8,45,39,0.0
1000,8,46,41,11.0
1000,8,47,41,4.0
1000,8,48,41,0.0
1000,8,49,41,0.0
1000,8,50,41,0.0
1000,8,51,41,0.0
1000,8,52,41,0.0
1000,8,53,41,0.0
1000,8,54,41,0.0
1000,8,55,41,0.0
1000,8,56,41,0.0
1000,8,57,41,0.0
1000,8,58,41,0.0
1000,8,59,42,3.0
1000,8,60,42,0.0
1000,8,61,42,0.0
1000,8,62,42,0.0
1000,8,63,42,0.0
1000,8,64,42,0.0
1000,8,65,42,0.0
1000,8,66,42,0.0
1000,8,67,42,0.0
1000,8,68,42,0.0
1000,8,69,42,0.0
1000,9,20,6,59.0
1000,9,21,10,47.0
1000,9,22,13,26.0
1000,9,23,17,36.0
1000,9,24,20,14.0
1000,9,25,20,5.0
1000,9,26,20,0.0
1000,9,27,22,15.0
1000,9,28,26,15.0
1000,9,29,26,5.0
1000,9,30,29,15.0
1000,9,31,34,23.0
1000,9,32,36,6.0
1000,9,33,38,4.0
1000,9,34,41,8.0
1000,9,35,42,2.0
1000,9,36,42,0.0
1000,9,37,43,3.0
1000,9,38,44,1.0
1000,9,39,45,5.0
1000,9,40,47,8.0
1000,9,41,48,1.0
1000,9,42,48,0.0
1000,9,43,49,4.0
1000,9,44,50,4.0
1000,9,45,50,0.0
1000,9,46,51,5.0
1000,9,47,52,1.0
1000,9,48,52,0.0
1000,9,49,52,0.0
1000,9,50,52,0.0
1000,9,51,52,0.0
1000,9,52,52,0.0
1000,9,53,52,0.0
1000,9,54,52,0.0
1000,9,55,52,0.0
1000,9,56,52,0.0
1000,9,57,52,0.0
1000,9,58,52,0.0
1000,9,59,52,0.0
1000,9,60,52,0.0
1000,9,61,52,0.0
1000,9,62,52,0.0
1000,9,63,52,0.0
1000,9,64,52,0.0
1000,9,65,52,0.0
1000,9,66,52,0.0
1000,9,67,52,0.0
1000,9,68,52,0.0
1000,9,69,52,0.0
1000,10,20,2,23.0
1000,10,21,3,35.0
1000,10,22,7,65.0
1000,10,23,10,76.0
1000,10,24,13,62.0
1000,10,25,17,73.0
1000,10,26,22,87.0
1000,10,27,26,76.0
1000,10,28,31,31.0
1000,10,29,34,23.0
1000,10,30,38,26.0
1000,10,31,38,8.0
1000,10,32,38,2.0
1000,10,33,39,7.0
1000,10,34,41,11.0
1000,10,35,41,5.0
1000,10,36,43,7.0
1000,10,37,43,0.0
1000,10,38,43,0.0
1000,10,39,44,1.0
1000,10,40,45,2.0
1000,10,41,45,0.0
1000,10,42,46,6.0
1000,10,43,46,0.0
1000,10,44,46,0.0
1000,10,45,46,0.0
1000,10,46,47,1.0
1000,10,47,47,0.0
1000,10,48,48,2.0
1000,10,49,48,0.0
1000,10,50,51,10.0
1000,10,51,51,0.0
1000,10,52,51,0.0
1000,10,53,51,0.0
1000,10,54,51,0.0
1000,10,55,52,7.0
1000,10,56,52,0.0
1000,10,57,52,0.0
1000,10,58,52,0.0
1000,10,59,52,0.0
1000,10,60,52,0.0
1000,10,61,52,0.0
1000,10,62,52,0.0
1000,10,63,52,0.0
1000,10,64,52,0.0
1000,10,65,52,0.0
1000,10,66,52,0.0
1000,10,67,52,0.0
1000,10,68,52,0.0
1000,10,69,52,0.0
1000,11,20,9,99.0
1000,11,21,15,97.0
1000,11,22,22,76.0
1000,11,23,27,108.0
1000,11,24,32,41.0
1000,11,25,35,37.0
1000,11,26,38,13.0
1000,11,27,38,8.0
1000,11,28,46,34.0
1000,11,29,47,14.0
1000,11,30,48,7.0
1000,11,31,49,2.0
1000,11,32,49,0.0
1000,11,33,49,0.0
1000,11,34,49,0.0
1000,11,35,49,0.0
1000,11,36,51,3.0
1000,11,37,51,0.0
1000,11,38,52,3.0
1000,11,39,52,0.0
1000,11,40,52,0.0
1000,11,41,52,0.0
1000,11,42,52,0.0
1000,11,43,52,0.0
1000,11,44,52,0.0
1000,11,45,52,0.0
1000,11,46,52,0.0
1000,11,47,52,0.0
1000,11,48,52,0.0
1000,11,49,52,0.0
1000,11,50,52,0.0
1000,11,51,52,0.0
1000,11,52,52,0.0
1000,11,53,52,0.0
1000,11,54,52,0.0
1000,11,55,52,0.0
1000,11,56,52,0.0
1000,11,57,52,0.0
1000,11,58,52,0.0
1000,11,59,52,0.0
1000,11,60,52,0.0
1000,11,61,52,0.0
1000,11,62,52,0.0
1000,11,63,52,0.0
1000,11,64,52,0.0
1000,11,65,52,0.0
1000,11,66,52,0.0
1000,11,67,52,0.0
1000,11,68,52,0.0
1000,11,69,52,0.0
1000,12,20,4,61.0
1000,12,21,6,91.0
1000,12,22,9,66.0
1000,12,23,15,90.0
1000,12,24,19,75.0
1000,12,25,23,84.0
1000,12,26,23,36.0
1000,12,27,27,18.0
1000,12,28,27,11.0
1000,12,29,28,7.0
1000,12,30,28,7.0
1000,12,31,29,4.0
1000,12,32,31,4.0
1000,12,33,33,4.0
1000,12,34,35,11.0
1000,12,35,38,18.0
1000,12,36,39,1.0
1000,12,37,41,15.0
1000,12,38,42,2.0
1000,12,39,43,1.0
1000,12,40,44,1.0
1000,12,41,45,3.0
1000,12,42,46,5.0
1000,12,43,46,0.0
1000,12,44,47,2.0
1000,12,45,48,4.0
1000,12,46,48,0.0
1000,12,47,48,0.0
1000,12,48,48,0.0
1000,12,49,48,0.0
1000,12,50,48,0.0
1000,12,51,49,3.0
1000,12,52,49,0.0
1000,12,53,49,0.0
1000,12,54,52,17.0
1000,12,55,52,0.0
1000,12,56,52,0.0
1000,12,57,53,1.0
1000,12,58,53,0.0
1000,12,59,53,0.0
1000,12,60,53,0.0
1000,12,61,53,0.0
1000,12,62,53,0.0
1000,12,63,53,0.0
1000,12,64,53,0.0
1000,12,65,53,0.0
1000,12,66,54,1.0
1000,12,67,54,0.0
1000,12,68,54,0.0
1000,12,69,54,0.0
1000,13,20,1,11.0
1000,13,21,2,17.0
1000,13,22,4,24.0
1000,13,23,7,37.0
1000,13,24,10,43.0
1000,13,25,11,10.0
1000,13,26,11,10.0
1000,13,27,15,21.0
1000,13,28,22,22.0
1000,13,29,29,19.0
1000,13,30,32,5.0
1000,13,31,33,2.0
1000,13,32,34,17.0
1000,13,33,35,5.0
1000,13,34,35,0.0
1000,13,35,37,16.0
1000,13,36,37,0.0
1000,13,37,37,0.0
1000,13,38,37,0.0
1000,13,39,37,0.0
1000,13,40,37,0.0
1000,13,41,37,0.0
1000,13,42,37,0.0
1000,13,43,37,0.0
1000,13,44,37,0.0
1000,13,45,37,0.0
1000,13,46,39,12.0
1000,13,47,39,0.0
1000,13,48,40,3.0
1000,13,49,40,0.0
1000,13,50,40,0.0
1000,13,51,41,2.0
1000,13,52,42,1.0
1000,13,53,43,3.0
1000,13,54,43,0.0
1000,13,55,44,4.0
1000,13,56,44,0.0
1000,13,57,44,0.0
1000,13,58,44,0.0
1000,13,59,45,1.0
1000,13,60,45,0.0
1000,13,61,45,0.0
1000,13,62,45,0.0
1000,13,63,45,0.0
1000,13,64,45,0.0
1000,13,65,45,0.0
1000,13,66,45,0.0
1000,13,67,45,0.0
1000,13,68,45,0.0
1000,13,69,45,0.0
1000,14,20,4,18.0
1000,14,21,8,26.0
1000,14,22,9,33.0
1000,14,23,12,44.0
1000,14,24,12,28.0
1000,14,25,17,47.0
1000,14,26,20,17.0
1000,14,27,20,11.0
1000,14,28,22,14.0
1000,14,29,23,5.0
1000,14,30,25,7.0
1000,14,31,27,10.0
1000,14,32,31,10.0
1000,14,33,32,1.0
1000,14,34,34,7.0
1000,14,35,35,2.0
1000,14,36,35,2.0
1000,14,37,37,5.0
1000,14,38,37,0.0
1000,14,39,39,10.0
1000,14,40,40,1.0
1000,14,41,40,0.0
1000,14,42,40,0.0
1000,14,43,40,0.0
1000,14,44,41,3.0
1000,14,45,41,0.0
1000,14,46,41,0.0
1000,14,47,41,0.0
1000,14,48,41,0.0
1000,14,49,42,1.0
1000,14,50,42,0.0
1000,14,51,43,4.0
1000,14,52,43,0.0
1000,14,53,43,0.0
1000,14,54,43,0.0
1000,14,55,43,0.0
1000,14,56,43,0.0
1000,14,57,43,0.0
1000,14,58,43,0.0
1000,14,59,43,0.0
1000,14,60,43,0.0
1000,14,61,43,0.0
1000,14,62,43,0.0
1000,14,63,43,0.0
1000,14,64,43,0.0
1000,14,65,43,0.0
1000,14,66,43,0.0
1000,14,67,43,0.0
1000,14,68,43,0.0
1000,14,69,43,0.0
1000,15,20,3,51.0
1000,15,21,6,67.0
1000,15,22,11,74.0
1000,15,23,15,43.0
1000,15,24,18,47.0
1000,15,25,18,16.0
1000,15,26,22,35.0
1000,15,27,30,53.0
1000,15,28,35,36.0
1000,15,29,37,15.0
1000,15,30,39,15.0
1000,15,31,39,6.0
1000,15,32,39,6.0
1000,15,33,39,6.0
1000,15,34,39,6.0
1000,15,35,40,2.0
1000,15,36,41,5.0
1000,15,37,42,10.0
1000,15,38,43,4.0
1000,15,39,44,4.0
1000,15,40,44,0.0
1000,15,41,45,1.0
1000,15,42,45,0.0
1000,15,43,48,9.0
1000,15,44,49,11.0
1000,15,45,49,0.0
1000,15,46,49,0.0
1000,15,47,50,3.0
1000,15,48,50,0.0
1000,15,49,50,0.0
1000,15,50,50,0.0
1000,15,51,51,3.0
1000,15,52,52,4.0
1000,15,53,53,3.0
1000,15,54,54,1.0
1000,15,55,54,0.0
1000,15,56,54,0.0
1000,15,57,54,0.0
1000,15,58,54,0.0
1000,15,59,54,0.0
1000,15,60,54,0.0
1000,15,61,54,0.0
1000,15,62,54,0.0
1000,15,63,55,1.0
1000,15,64,55,0.0
1000,15,65,55,0.0
1000,15,66,55,0.0
1000,15,67,55,0.0
1000,15,68,55,0.0
1000,15,69,55,0.0
1000,16,20,4,19.0
1000,16,21,12,50.0
1000,16,22,15,75.0
1000,16,23,18,47.0
1000,16,24,22,62.0
1000,16,25,22,26.0
1000,16,26,22,16.0
1000,16,27,25,28.0
1000,16,28,26,14.0
1000,16,29,30,33.0
1000,16,30,30,0.0
1000,16,31,36,20.0
1000,16,32,37,12.0
1000,16,33,39,6.0
1000,16,34,39,0.0
1000,16,35,41,20.0
1000,16,36,42,1.0
1000,16,37,43,4.0
1000,16,38,45,5.0
1000,16,39,45,0.0
1000,16,40,45,0.0
1000,16,41,45,0.0
1000,16,42,45,0.0
1000,16,43,46,3.0
1000,16,44,46,0.0
1000,16,45,46,0.0
1000,16,46,46,0.0
1000,16,47,46,0.0
1000,16,48,47,1.0
1000,16,49,47,1.0
1000,16,50,47,0.0
1000,16,51,47,0.0
1000,16,52,47,0.0
1000,16,53,47,0.0
1000,16,54,49,4.0
1000,16,55,50,3.0
1000,16,56,50,0.0
1000,16,57,50,0.0
1000,16,58,50,0.0
1000,16,59,50,0.0
1000,16,60,50,0.0
1000,16,61,50,0.0
1000,16,62,50,0.0
1000,16,63,50,0.0
1000,16,64,50,0.0
1000,16,65,50,0.0
1000,16,66,50,0.0
1000,16,67,50,0.0
1000,16,68,50,0.0
1000,16,69,50,0.0
1000,17,20,1,9.0
1000,17,21,10,46.0
1000,17,22,16,41.0
1000,17,23,20,30.0
1000,17,24,20,6.0
1000,17,25,26,22.0
1000,17,26,31,22.0
1000,17,27,38,20.0
1000,17,28,41,6.0
1000,17,29,44,8.0
1000,17,30,45,4.0
1000,17,31,45,3.0
1000,17,32,45,0.0
1000,17,33,45,0.0
1000,17,34,45,0.0
1000,17,35,45,0.0
1000,17,36,46,7.0
1000,17,37,46,0.0
1000,17,38,46,0.0
1000,17,39,46,0.0
1000,17,40,46,0.0
1000,17,41,47,1.0
1000,17,42,48,1.0
1000,17,43,48,0.0
1000,17,44,48,0.0
1000,17,45,48,0.0
1000,17,46,49,1.0
1000,17,47,49,0.0
1000,17,48,49,0.0
1000,17,49,50,3.0
1000,17,50,50,0.0
1000,17,51,50,0.0
1000,17,52,50,0.0
1000,17,53,50,0.0
1000,17,54,50,0.0
1000,17,55,50,0.0
1000,17,56,50,0.0
1000,17,57,50,0.0
1000,17,58,50,0.0
1000,17,59,50,0.0
1000,17,60,50,0.0
1000,17,61,50,0.0
1000,17,62,50,0.0
1000,17,63,50,0.0
1000,17,64,50,0.0
1000,17,65,50,0.0
1000,17,66,50,0.0
1000,17,67,50,0.0
1000,17,68,50,0.0
1000,17,69,50,0.0
1000,18,20,1,7.0
1000,18,21,5,32.0
1000,18,22,9,55.0
1000,18,23,17,61.0
1000,18,24,17,14.0
1000,18,25,17,5.0
1000,18,26,19,17.0
1000,18,27,20,6.0
1000,18,28,21,9.0
1000,18,29,21,0.0
1000,18,30,22,8.0
1000,18,31,22,0.0
1000,18,32,25,5.0
1000,18,33,25,0.0
1000,18,34,27,7.0
1000,18,35,27,0.0
1000,18,36,27,0.0
1000,18,37,28,1.0
1000,18,38,29,1.0
1000,18,39,31,5.0
1000,18,40,31,0.0
1000,18,41,32,3.0
1000,18,42,32,0.0
1000,18,43,32,0.0
1000,18,44,36,11.0
1000,18,45,36,0.0
1000,18,46,36,0.0
1000,18,47,36,0.0
1000,18,48,36,0.0
1000,18,49,36,0.0
1000,18,50,36,0.0
1000,18,51,38,7.0
1000,18,52,39,1.0
1000,18,53,39,0.0
1000,18,54,39,0.0
1000,18,55,39,0.0
1000,18,56,39,0.0
1000,18,57,40,1.0
1000,18,58,40,0.0
1000,18,59,41,3.0
1000,18,60,41,0.0
1000,18,61,41,0.0
1000,18,62,41,0.0
1000,18,63,41,0.0
1000,18,64,42,1.0
1000,18,65,42,0.0
1000,18,66,42,0.0
1000,18,67,42,0.0
1000,18,68,42,0.0
1000,18,69,42,0.0
1000,19,20,5,34.0
1000,19,21,9,41.0
1000,19,22,17,62.0
1000,19,23,18,30.0
1000,19,24,18,2.0
1000,19,25,19,4.0
1000,19,26,20,1.0
1000,19,27,25,11.0
1000,19,28,30,15.0
1000,19,29,31,5.0
1000,19,30,31,0.0
1000,19,31,32,2.0
1000,19,32,32,0.0
1000,19,33,32,0.0
1000,19,34,32,0.0
1000,19,35,36,8.0
1000,19,36,36,2.0
1000,19,37,37,6.0
1000,19,38,37,0.0
1000,19,39,37,0.0
1000,19,40,37,0.0
1000,19,41,40,6.0
1000,19,42,40,2.0
1000,19,43,40,0.0
1000,19,44,40,0.0
1000,19,45,41,1.0
1000,19,46,41,0.0
1000,19,47,41,0.0
1000,19,48,41,0.0
1000,19,49,41,0.0
1000,19,50,42,1.0
1000,19,51,42,0.0
1000,19,52,42,0.0
1000,19,53,42,0.0
1000,19,54,42,0.0
1000,19,55,42,0.0
1000,19,56,42,0.0
1000,19,57,42,0.0
1000,19,58,43,1.0
1000,19,59,43,0.0
1000,19,60,44,7.0
1000,19,61,44,0.0
1000,19,62,44,0.0
1000,19,63,44,0.0
1000,19,64,44,0.0
1000,19,65,44,0.0
1000,19,66,44,0.0
1000,19,67,44,0.0
1000,19,68,44,0.0
1000,19,69,44,0.0
1000,20,20,7,59.0
1000,20,21,13,72.0
1000,20,22,20,53.0
1000,20,23,20,19.0
1000,20,24,21,1.0
1000,20,25,24,18.0
1000,20,26,26,23.0
1000,20,27,27,4.0
1000,20,28,27,0.0
1000,20,29,31,12.0
1000,20,30,31,0.0
1000,20,31,32,4.0
1000,20,32,33,3.0
1000,20,33,33,0.0
1000,20,34,35,2.0
1000,20,35,35,0.0
1000,20,36,39,14.0
1000,20,37,41,15.0
1000,20,38,43,2.0
1000,20,39,43,0.0
1000,20,40,43,0.0
1000,20,41,43,0.0
1000,20,42,43,0.0
1000,20,43,44,1.0
1000,20,44,44,0.0
1000,20,45,45,1.0
1000,20,46,45,0.0
1000,20,47,45,0.0
1000,20,48,45,0.0
1000,20,49,46,1.0
1000,20,50,46,0.0
1000,20,51,46,0.0
1000,20,52,46,0.0
1000,20,53,46,0.0
1000,20,54,46,0.0
1000,20,55,46,0.0
1000,20,56,46,0.0
1000,20,57,46,0.0
1000,20,58,46,0.0
