record_id,dead_lid,window,winner_cid,winner_phase_dist,winner_new_ttl_bonus,n_candidates,outcome,loser_cids,loser_phase_dists
0,123,20,91,0.348401,1,1,uncontested,,
1,127,20,91,0.314414,2,1,uncontested,,
2,126,20,85,0.040568,1,5,contested,14|24|22|7,0.0846|0.1920|0.2281|0.2403
3,119,20,91,0.249037,3,1,uncontested,,
4,107,23,0,0.342082,1,2,contested,87,0.3760
6,118,24,6,0.255422,1,1,uncontested,,
7,98,25,75,0.320501,1,2,contested,89,0.3497
8,96,27,23,0.076851,1,3,contested,29|6,0.1806|0.2836
9,99,27,81,0.171793,1,3,contested,36|86,0.3577|0.3641
10,116,27,14,0.125156,1,5,contested,24|94|22|7,0.1515|0.1826|0.1875|0.2809
11,6,29,23,0.206749,2,1,uncontested,,
12,128,30,14,0.057443,2,5,contested,7|96|24|22,0.0983|0.2577|0.3341|0.3701
13,110,32,36,0.185941,1,2,contested,86,0.1923
14,134,36,29,0.027501,1,4,contested,95|98|23,0.0676|0.2407|0.2849
15,131,37,89,0.012308,1,2,contested,98,0.3013
16,136,38,37,0.200473,1,1,uncontested,,
17,135,38,0,0.202414,2,1,uncontested,,
