record_id,dead_lid,window,winner_cid,winner_phase_dist,winner_new_ttl_bonus,n_candidates,outcome,loser_cids,loser_phase_dists
0,75,20,31,0.120459,1,3,contested,84|52,0.2638|0.3367
1,109,20,29,0.152733,1,1,uncontested,,
2,110,20,74,0.020826,1,3,contested,70|63,0.0495|0.3234
3,73,21,84,0.072905,1,4,contested,33|31|56,0.2117|0.2162|0.3611
4,116,23,76,0.261599,1,2,contested,71,0.3628
5,68,24,80,0.008857,1,2,contested,40,0.2589
6,117,25,74,0.162322,2,2,contested,70,0.2326
7,78,26,33,0.149421,1,5,contested,9|34|72|73,0.1792|0.2113|0.2197|0.3442
8,55,26,80,0.25007,2,1,uncontested,,
9,114,27,32,0.138608,1,1,uncontested,,
11,118,28,71,0.034149,1,2,contested,76,0.1354
13,121,32,84,0.091836,2,3,contested,33|31,0.1927|0.2352
14,122,32,31,0.380593,2,1,uncontested,,
12,120,35,94,0.210261,1,1,uncontested,,
15,115,35,93,0.066644,1,3,contested,31|33,0.1433|0.2846
16,124,36,31,0.209959,3,2,contested,33,0.2179
17,125,37,96,0.012931,1,1,uncontested,,
18,126,39,71,0.169126,2,2,contested,76,0.2704
