window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6145,21,6,0,1.9987,0,18.7,0,0,6.62,1.0,6145.0,688,1.0,421,646,225,2315,0.000845,0.0081,399.0719,0,0.0,0.0061,0.001,2,0,0,0,0.037736,0.015625,64,0.5859,0.0377,0.2676,0.003
2,5000,3832,4,5,0,1.9986,0,17.5,527,3298,5.32,0.8355,4623.7,534,1.0,406,20,35,2408,0.000925,0.006,380.613,1,1.0,0.0052,0.001,1,0,0,0,0.034726,0.015625,64,0.55,0.0666,0.2573,0.003529
3,5000,3489,1,5,0,1.9985,0,17.2,300,3201,5.01,0.8636,4068.8,288,1.0,338,1,69,2336,0.00096,0.009,255.3191,2,2.0,0.0075,0.0013,1,0,0,0,0.039528,0.015625,63,0.6047,0.1048,0.2543,0.003856
4,5000,3158,0,0,1,1.9985,0,17.0,85,3110,4.61,0.859,3719.3,48,1.0,299,4,43,2063,0.001108,0.017,64.257,3,2.9,0.0097,0.0021,0,0,0,0,0.038929,0.015625,62,0.5986,0.1437,0.264,0.003856
5,5000,3174,0,0,0,1.9985,0,17.1,0,3169,4.51,0.8972,3537.5,5,1.0,268,5,36,1963,0.001111,0.0135,7.215,4,3.9,0.0091,0.0021,0,0,0,0,0.041892,0.015625,62,0.627,0.1732,0.2712,0.003529
6,5000,3028,1,5,0,1.9981,1,20.4,3,3012,4.4,0.8927,3392.0,16,1.0,246,7,29,1906,0.001142,0.0154,24.6305,5,4.8,0.0083,0.0024,1,0,0,0,0.041667,0.015625,62,0.625,0.2149,0.2703,0.003
7,5000,3061,2,5,0,1.9973,1,16.8,2,3046,4.41,0.925,3309.2,15,1.0,222,5,29,1819,0.001175,0.0259,23.8908,6,5.7,0.0127,0.0029,1,0,0,0,0.053398,0.015625,61,0.7074,0.2392,0.2749,0.002471
8,5000,3050,1,3,1,1.9963,2,16.8,4,3046,4.43,0.938,3251.6,4,1.0,193,3,32,1677,0.001247,0.0171,7.2072,7,6.7,0.0117,0.003,0,0,0,0,0.046154,0.015625,60,0.6615,0.2768,0.281,0.002144
9,5000,3087,3,5,0,1.9873,2,17.0,12,3075,4.45,0.9591,3218.7,12,1.0,173,3,23,1587,0.001264,0.0181,23.1214,8,7.6,0.0093,0.0033,1,0,0,0,0.056058,0.015625,57,0.7213,0.3075,0.2867,0.002144
10,5000,3029,0,0,1,1.9638,2,17.2,3,3026,4.42,0.9513,3184.2,3,1.0,153,0,20,1454,0.001398,0.0248,7.0258,9,8.6,0.0135,0.0041,0,0,0,0,0.051802,0.015625,57,0.6984,0.3545,0.2926,0.002471
11,5000,3202,2,5,0,1.9408,1,16.4,3182,0,4.57,1.0047,3187.2,20,1.0,155,12,10,1463,0.001357,0.0262,43.1965,10,9.0,0.0144,0.0041,1,0,0,0,0.048387,0.015625,57,0.6771,0.3968,0.3,0.003
12,5000,3176,1,5,3,1.9325,1,16.4,7,3154,4.54,0.997,3185.4,22,1.0,143,1,13,1416,0.001429,0.0292,48.5651,11,10.1,0.0176,0.0047,1,0,0,0,0.060417,0.015625,57,0.7414,0.4385,0.3055,0.003529
13,5000,3112,2,4,1,1.927,2,16.6,11,3091,4.47,0.9802,3175.0,21,1.0,127,2,18,1311,0.001531,0.0302,55.7029,12,10.9,0.0181,0.0049,0,0,0,0,0.047739,0.015625,55,0.6727,0.4862,0.3117,0.003856
