window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6038,13,5,0,1.9988,0,18.0,0,0,6.46,1.0,6038.0,576,1.0,367,546,179,2033,0.000971,0.0091,397.5155,0,0.0,0.0091,0.0011,1,0,0,0,0.044133,0.015625,64,0.646,0.0441,0.2404,0.003
2,5000,3597,4,4,0,1.9988,0,17.2,454,3122,5.09,0.8186,4430.7,475,1.0,364,33,36,2139,0.001049,0.0069,387.7551,1,0.9,0.005,0.0011,0,0,0,0,0.038173,0.015625,64,0.5907,0.0823,0.2253,0.003529
3,5000,3431,1,5,0,1.9988,0,16.8,258,3192,4.95,0.8761,3942.3,239,1.0,296,7,75,2074,0.001092,0.008,239.7192,2,1.9,0.0064,0.0015,1,0,0,0,0.047466,0.015625,63,0.6708,0.1298,0.2275,0.003856
4,5000,2982,1,5,0,1.9988,0,16.6,70,2955,4.49,0.847,3577.4,27,1.0,254,1,43,1792,0.001286,0.0195,43.4084,3,2.9,0.013,0.0024,1,0,0,0,0.043478,0.015625,62,0.6406,0.1733,0.2363,0.003856
5,5000,3073,1,5,0,1.9988,0,16.6,4,3059,4.45,0.9014,3409.3,14,1.0,213,1,42,1626,0.001457,0.0176,25.878,4,3.8,0.0119,0.0029,1,0,0,0,0.068783,0.015625,62,0.7728,0.242,0.252,0.003529
6,5000,3121,3,4,0,1.999,0,16.6,7,3105,4.51,0.9381,3326.9,16,1.0,195,5,23,1570,0.001497,0.0263,29.5749,5,4.7,0.0158,0.0033,0,0,0,0,0.047285,0.015625,59,0.6696,0.2876,0.262,0.003
7,5000,3078,0,0,1,1.998,2,16.6,0,3074,4.49,0.9428,3264.7,4,1.0,165,0,30,1413,0.00153,0.0227,8.5653,6,5.7,0.0181,0.0038,0,0,0,0,0.057851,0.015625,55,0.7299,0.331,0.269,0.002471
8,5000,3118,1,5,0,1.9956,1,16.6,0,3113,4.5,0.9647,3232.1,5,1.0,154,1,12,1367,0.00158,0.0202,11.6822,7,6.6,0.0166,0.0038,1,0,0,0,0.06278,0.015625,55,0.7511,0.3681,0.278,0.002144
9,5000,3011,0,0,0,1.9994,1,16.6,0,3011,4.37,0.9445,3187.9,0,1.0,146,0,8,1314,0.001574,0.0269,0.0,8,7.6,0.0147,0.0041,0,0,0,0,0.0489,0.015625,55,0.6805,0.417,0.2851,0.002144
10,5000,3079,0,0,3,1.9961,1,16.6,2,3077,4.5,0.9719,3168.1,2,1.0,133,2,15,1235,0.00155,0.0181,2.7027,9,8.5,0.014,0.0037,0,0,0,0,0.054264,0.015625,56,0.7121,0.4712,0.2892,0.002471
