seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
9,1,0,0,0,0,1,3,0,2149,60.8744,1.5831,6,0,1.0,1,2,0,4,0,0,0,0,A,B,A,B
9,2,0,0,0,0,0,0,0,2064,57.5576,1.5847,6,0,1.0,1,0,6,0,0,1,0,0,A,B,A,B
9,3,0,0,0,0,0,0,0,2013,56.7772,1.5798,5,0,1.0,1,1,1,3,1,1,0,0,A,B,A,B
9,4,0,0,1,2,0,0,0,2075,59.2174,1.5816,8,0,1.0,1,3,4,1,1,1,0,0,A,B,A,B
9,5,0,0,0,0,1,3,0,2040,55.5838,1.5389,4,0,1.0,1,2,1,1,4,1,0,0,C,B,A,C
9,6,0,0,0,0,0,0,0,2064,55.5318,1.5621,1,0,1.0,1,0,1,0,4,1,0,0,C,B,A,C
9,7,0,0,0,0,0,0,0,2021,55.8412,1.5303,3,0,1.0,1,1,2,0,4,1,0,0,A,C,A,B
9,8,0,0,0,0,0,0,0,2047,62.8117,1.5651,15,0,1.0,1,4,7,4,4,1,0,0,A,B,A,B
9,9,0,0,0,0,0,0,0,2083,57.1815,1.5724,3,0,1.0,1,1,2,0,4,1,0,0,A,B,A,B
9,10,0,0,0,0,0,0,0,2120,59.5158,1.569,5,0,1.0,1,1,4,0,4,1,0,0,A,B,A,B
9,11,0,0,0,0,0,0,0,2076,57.0817,1.571,1,0,1.0,1,0,0,1,3,1,0,0,A,B,A,B
9,12,0,0,0,0,0,0,0,2062,55.423,1.5618,1,0,1.0,1,0,1,0,4,1,0,0,A,B,C,B
9,13,0,0,0,0,0,0,0,2109,58.2038,1.5827,1,0,1.0,1,0,0,1,3,1,0,0,A,B,A,B
9,14,0,0,0,0,0,0,0,2108,59.9658,1.5813,11,0,1.0,1,3,3,5,4,0,0,0,A,B,A,B
9,15,0,0,0,0,0,0,0,2103,57.8203,1.5721,2,0,1.0,1,0,0,2,3,1,0,0,A,B,A,B
9,16,0,0,1,4,0,0,0,1978,54.1448,1.547,0,0,0,0,0,0,0,1,1,0,0,A,B,A,B
9,17,0,0,0,0,0,0,0,1971,53.7247,1.5376,2,0,1.0,1,2,0,0,1,1,0,0,A,B,A,B
9,18,0,0,0,0,0,0,0,2043,54.3975,1.5813,1,0,1.0,1,0,0,1,3,1,0,0,A,B,A,B
9,19,0,0,0,0,0,0,0,2115,58.7936,1.491,2,0,1.0,1,0,2,0,3,1,0,0,C,B,A,C
9,20,0,0,0,0,0,0,0,2020,56.6136,1.5632,7,0,1.0,1,4,1,2,3,1,0,0,A,B,A,C
9,21,0,0,0,0,0,0,0,1997,55.2,1.5609,4,0,1.0,1,1,2,1,3,1,0,0,A,B,A,B
9,22,0,0,0,0,0,0,1,2039,57.8858,1.5591,8,0,1.0,1,3,2,3,1,1,0,0,A,B,A,B
9,23,0,0,0,0,0,0,0,2075,57.313,1.5101,4,0,1.0,1,1,2,1,2,1,0,0,A,B,A,B
9,24,0,0,0,0,0,0,0,2107,58.299,1.5794,6,0,1.0,1,1,3,2,3,1,0,0,A,B,A,B
9,25,0,0,0,0,0,0,0,1988,52.9454,1.4748,4,0,1.0,1,1,2,1,4,0,0,0,A,B,A,B
