seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
15,1,0,0,0,0,0,0,0,2159,61.3339,1.5842,7,0,1.0,1,6,0,1,0,0,0,0,A,B,A,B
15,2,0,0,0,0,0,0,0,2074,57.0148,1.581,6,0,1.0,1,1,5,0,0,0,0,0,A,B,A,B
15,3,0,0,0,0,0,0,0,2121,58.4713,1.5783,6,0,1.0,1,2,0,4,3,1,0,0,A,B,A,B
15,4,0,0,0,0,1,2,0,2094,58.8962,1.5755,4,0,1.0,1,2,0,2,3,1,0,0,A,B,A,B
15,5,0,0,0,0,0,0,0,2065,58.3643,1.5575,3,0,1.0,1,0,3,0,3,1,0,0,C,B,A,B
15,6,0,0,0,0,0,0,0,2075,58.7207,1.5682,6,0,1.0,1,4,1,1,1,1,0,0,A,B,A,B
15,7,0,0,0,0,0,0,0,2088,56.885,1.5262,3,0,1.0,1,0,2,1,1,1,0,0,A,B,A,B
15,8,0,0,0,0,0,0,0,1992,54.1543,1.5087,3,0,1.0,1,0,2,1,0,1,0,0,A,B,C,B
15,9,0,0,0,0,0,0,0,2071,57.2319,1.4192,6,0,1.0,1,4,1,1,0,1,0,0,A,C,C,B
15,10,0,0,0,0,0,0,0,2001,57.3768,1.565,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
15,11,0,0,0,0,0,0,1,2126,60.7888,1.5845,10,0,1.0,1,5,2,3,4,0,0,0,A,B,A,B
15,12,0,0,0,0,0,0,0,2016,54.7154,1.571,4,0,1.0,1,2,0,2,1,1,0,0,C,B,A,B
15,13,0,0,0,0,1,2,0,2007,56.547,1.579,3,0,1.0,1,3,0,0,1,1,0,0,C,B,A,B
15,14,2,5,0,0,0,0,0,1911,54.7626,1.5797,8,0,1.0,1,7,0,1,4,0,0,0,A,B,A,B
15,15,0,0,0,0,0,0,0,2074,59.1968,1.5589,5,0,1.0,1,3,0,2,3,1,0,0,A,B,A,B
15,16,1,2,1,3,0,0,0,2060,57.9299,1.5754,6,0,1.0,1,0,4,2,4,0,0,0,A,B,A,B
15,17,0,0,0,0,0,0,0,2050,57.0909,1.5566,2,0,1.0,1,1,1,0,4,0,0,0,A,B,A,B
15,18,0,0,0,0,0,0,0,2105,56.3556,1.4906,2,0,1.0,1,1,1,0,4,0,0,0,A,C,A,B
15,19,0,0,0,0,0,0,0,2114,58.0342,1.5387,5,0,1.0,1,2,2,1,4,0,0,0,A,B,A,B
15,20,0,0,0,0,0,0,0,2077,55.7634,1.4725,4,0,1.0,1,1,2,1,4,0,0,0,A,B,A,B
15,21,0,0,0,0,0,0,0,2033,56.3334,1.5452,6,0,1.0,1,3,1,2,4,0,0,0,A,B,A,B
15,22,0,0,0,0,0,0,0,2095,57.363,1.5452,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
15,23,0,0,0,0,0,0,0,2019,57.2368,1.5828,8,0,1.0,1,4,2,2,4,0,0,0,A,B,A,C
15,24,0,0,0,0,0,0,0,2022,54.526,1.5245,0,0,0,0,0,0,0,3,1,0,0,C,B,A,C
15,25,0,0,0,0,0,0,0,2083,58.2744,1.5647,2,0,1.0,1,1,1,0,3,1,0,0,A,B,C,B
