seed,cycle_id,cycle_type,step_start,step_end,node_id
789,48,C→Dust→A→C,3539,4221,165
789,49,C→Dust→A→C,4221,5128,165
789,50,C→Dust→A→C,3078,3770,173
789,51,C→Dust→A→C,3770,4179,173
789,52,C→Dust→B→C,297,1708,49
789,53,C→Dust→B→C,187,1263,186
789,54,C→Dust→B→C,1263,4916,186
789,55,C→Dust→A→C,442,3803,74
789,56,C→Dust→A→C,2869,4780,81
789,57,C→Dust→A→C,181,1352,83
789,58,C→Dust→B→C,1723,4862,92
789,59,C→Dust→B→C,72,3082,98
789,60,C→Dust→B→C,3082,4668,98
789,61,C→Dust→A→C,144,1092,102
789,62,C→Dust→B→C,1092,1788,102
789,63,C→Dust→A→C,237,3091,116
789,64,C→Dust→B→C,3091,3413,116
789,65,C→Dust→A→C,3413,4344,116
789,66,C→Dust→A→C,4344,4750,116
789,67,C→Dust→B→C,84,2530,131
789,68,C→Dust→A→C,2530,3559,131
789,69,C→Dust→B→C,4218,5190,25
789,70,C→Dust→A→C,1507,2572,152
789,71,C→Dust→A→C,668,4393,153
789,72,C→Dust→A→C,2522,4540,162
789,73,C→Dust→A→C,829,1391,39
789,74,C→Dust→A→C,1391,2991,39
789,75,C→Dust→B→C,114,2698,170
789,76,C→Dust→A→C,2698,3211,170
789,77,C→Dust→A→C,3211,3437,170
789,78,C→Dust→A→C,256,1044,179
789,79,C→Dust→B→C,1044,2556,179
789,80,C→Dust→A→C,2556,3619,179
789,81,C→Dust→A→C,216,3687,53
789,82,C→Dust→A→C,3687,3962,53
789,83,C→Dust→A→C,684,2626,59
789,84,C→Dust→A→C,2626,3188,59
789,85,C→Dust→B→C,3188,3559,59
789,86,C→Dust→B→C,3559,4821,59
789,87,C→Dust→A→C,528,784,61
789,88,C→Dust→A→C,784,1970,61
789,89,C→Dust→B→C,474,4344,67
789,90,C→Dust→A→C,4344,5068,67
789,91,C→Dust→A→C,176,2092,82
789,92,C→Dust→B→C,174,4393,89
789,93,C→Dust→A→C,138,2458,118
789,94,C→Dust→A→C,85,1241,122
789,95,C→Dust→A→C,2589,2932,126
789,96,C→Dust→A→C,78,4051,0
789,97,C→Dust→A→C,107,3045,14
789,98,C→Dust→A→C,3045,4326,14
789,99,C→Dust→A→C,93,2309,33
789,100,C→Dust→B→C,2309,3871,33
789,101,C→Dust→B→C,3871,3939,33
789,102,C→Dust→A→C,4589,4963,33
789,103,C→Dust→A→C,1919,2913,34
789,104,C→Dust→A→C,569,3939,111
789,105,C→Dust→B→C,2341,4770,127
789,106,C→Dust→B→C,192,3800,133
789,107,C→Dust→A→C,3800,4006,133
789,108,C→Dust→A→C,163,3871,149
789,109,C→Dust→A→C,174,3212,166
789,110,C→Dust→A→C,3212,4344,166
789,111,C→Dust→B→C,264,1723,168
789,112,C→Dust→A→C,3242,3985,183
789,113,C→Dust→A→C,400,1296,184
789,114,C→Dust→A→C,1296,3100,184
789,115,C→Dust→B→C,3100,4464,184
789,116,C→Dust→B→C,279,2151,185
789,117,C→Dust→A→C,2151,3539,185
789,118,C→Dust→B→C,221,2092,199
789,119,C→Dust→B→C,2092,2389,199
789,120,C→Dust→A→C,81,891,1
789,121,C→Dust→B→C,891,2309,1
789,122,C→Dust→A→C,2309,2882,1
789,123,C→Dust→A→C,2882,4464,1
789,124,C→Dust→A→C,606,2950,47
789,125,C→Dust→A→C,2950,4668,47
789,126,C→Dust→A→C,4668,5191,47
789,127,C→Dust→B→C,184,3100,52
789,128,C→Dust→A→C,261,1507,62
789,129,C→Dust→A→C,261,2869,70
789,130,C→Dust→A→C,2869,3253,70
789,131,C→Dust→A→C,176,1827,84
789,132,C→Dust→B→C,1827,2589,84
789,133,C→Dust→A→C,2589,3547,84
789,134,C→Dust→B→C,207,3741,85
789,135,C→Dust→A→C,3741,4630,85
789,136,C→Dust→B→C,1827,2483,99
789,137,C→Dust→B→C,224,1335,107
789,138,C→Dust→A→C,1335,3082,107
789,139,C→Dust→A→C,3082,3920,107
789,140,C→Dust→A→C,494,1800,112
789,141,C→Dust→A→C,1800,3459,112
789,142,C→Dust→B→C,262,3377,140
789,143,C→Dust→B→C,3377,5284,140
789,144,C→Dust→B→C,282,1357,160
789,145,C→Dust→B→C,2818,3770,181
789,146,C→Dust→A→C,3770,4629,181
789,147,C→Dust→B→C,93,1027,30
789,148,C→Dust→A→C,250,3849,48
789,149,C→Dust→B→C,3849,4410,48
789,150,C→Dust→A→C,156,1027,75
789,151,C→Dust→A→C,1027,1442,75
789,152,C→Dust→A→C,1987,3829,104
789,153,C→Dust→B→C,1077,1886,130
789,154,C→Dust→A→C,1886,2993,130
789,155,C→Dust→A→C,3849,5275,136
789,156,C→Dust→A→C,279,2290,193
789,157,C→Dust→A→C,221,3240,194
789,158,C→Dust→A→C,3240,3891,194
789,159,C→Dust→B→C,186,1352,17
789,160,C→Dust→B→C,1352,2572,17
789,161,C→Dust→B→C,1109,4962,42
789,162,C→Dust→A→C,288,760,45
789,163,C→Dust→B→C,760,1987,45
789,164,C→Dust→A→C,2092,3377,110
789,165,C→Dust→B→C,2224,3920,113
789,166,C→Dust→A→C,1933,3346,141
789,167,C→Dust→A→C,3346,4862,141
789,168,C→Dust→B→C,52,1970,174
789,169,C→Dust→A→C,1970,4449,174
789,170,C→Dust→B→C,1335,4146,190
789,171,C→Dust→B→C,4146,4750,190
789,172,C→Dust→B→C,411,2950,16
789,173,C→Dust→A→C,2950,3741,16
789,174,C→Dust→A→C,1442,2341,20
789,175,C→Dust→B→C,2341,4932,20
789,176,C→Dust→A→C,2290,3556,29
789,177,C→Dust→A→C,3556,4264,29
789,178,C→Dust→A→C,66,1416,35
789,179,C→Dust→B→C,1416,4629,35
789,180,C→Dust→A→C,4629,4916,35
789,181,C→Dust→B→C,243,1800,60
789,182,C→Dust→A→C,1800,2151,60
789,183,C→Dust→A→C,2151,4737,60
789,184,C→Dust→A→C,72,3681,95
789,185,C→Dust→A→C,144,687,96
789,186,C→Dust→A→C,687,2257,96
789,187,C→Dust→A→C,267,3648,108
789,188,C→Dust→B→C,85,3547,114
789,189,C→Dust→A→C,84,4607,123
789,190,C→Dust→A→C,639,3099,171
789,191,C→Dust→B→C,3099,3578,171
789,192,C→Dust→B→C,114,2886,175
789,193,C→Dust→A→C,2886,3073,175
789,194,C→Dust→A→C,3073,4008,175
789,195,C→Dust→A→C,364,1024,188
789,196,C→Dust→B→C,1024,4859,188
789,197,C→Dust→B→C,268,1790,79
789,198,C→Dust→A→C,1790,3413,79
789,199,C→Dust→A→C,3413,5190,79
789,200,C→Dust→B→C,1070,2913,91
789,201,C→Dust→A→C,2913,3448,91
789,202,C→Dust→B→C,3448,4251,91
789,203,C→Dust→A→C,4251,4932,91
789,204,C→Dust→A→C,156,1281,106
789,205,C→Dust→A→C,1281,2389,106
789,206,C→Dust→B→C,1391,3394,115
789,207,C→Dust→B→C,129,1934,117
789,208,C→Dust→A→C,2467,3578,117
789,209,C→Dust→A→C,3578,4313,117
789,210,C→Dust→A→C,201,1222,120
789,211,C→Dust→B→C,1222,2567,120
789,212,C→Dust→B→C,2567,3398,120
789,213,C→Dust→B→C,2458,3648,196
789,214,C→Dust→A→C,494,1919,5
789,215,C→Dust→A→C,1919,2185,5
789,216,C→Dust→B→C,2185,4006,5
789,217,C→Dust→A→C,2185,3078,76
789,218,C→Dust→A→C,3078,3966,76
789,219,C→Dust→A→C,3966,4482,76
789,220,C→Dust→B→C,2894,4179,88
789,221,C→Dust→A→C,364,3859,132
789,222,C→Dust→A→C,400,847,142
789,223,C→Dust→A→C,847,5284,142
789,224,C→Dust→B→C,250,891,51
789,225,C→Dust→A→C,891,1933,51
789,226,C→Dust→B→C,1933,3091,51
789,227,C→Dust→A→C,335,2682,68
789,228,C→Dust→A→C,2682,3394,68
789,229,C→Dust→A→C,3394,4962,68
789,230,C→Dust→A→C,96,4821,8
789,231,C→Dust→B→C,255,3072,26
789,232,C→Dust→B→C,3072,3891,26
789,233,C→Dust→A→C,569,3398,129
789,234,C→Dust→A→C,3398,4251,129
789,235,C→Dust→A→C,351,2365,144
789,236,C→Dust→B→C,2365,4008,144
789,237,C→Dust→A→C,4008,5252,144
789,238,C→Dust→A→C,90,1705,4
789,239,C→Dust→A→C,1705,2224,4
789,240,C→Dust→B→C,2224,2993,4
789,241,C→Dust→A→C,2993,4825,4
789,242,C→Dust→B→C,210,4605,28
789,243,C→Dust→B→C,285,1092,43
789,244,C→Dust→B→C,1092,3437,43
789,245,C→Dust→B→C,232,2991,55
789,246,C→Dust→A→C,2991,4976,55
789,247,C→Dust→A→C,262,2818,143
789,248,C→Dust→B→C,2818,5068,143
789,249,C→Dust→B→C,1416,2970,146
789,250,C→Dust→B→C,141,2882,155
789,251,C→Dust→A→C,2882,3072,155
789,252,C→Dust→A→C,3072,4410,155
789,253,C→Dust→B→C,224,2932,105
789,254,C→Dust→A→C,2932,3300,105
789,255,C→Dust→A→C,163,3449,151
789,256,C→Dust→A→C,2698,3123,57
789,257,C→Dust→B→C,337,2581,64
789,258,C→Dust→B→C,174,3448,101
789,259,C→Dust→A→C,282,2886,163
789,260,C→Dust→B→C,2886,4976,163
789,261,C→Dust→A→C,1648,2483,182
789,262,C→Dust→A→C,2483,2970,182
789,263,C→Dust→B→C,847,2467,187
789,264,C→Dust→A→C,3242,4611,71
789,265,C→Dust→B→C,174,3556,72
789,266,C→Dust→A→C,3556,4770,72
789,267,C→Dust→A→C,81,1934,90
789,268,C→Dust→A→C,1934,2567,90
789,269,C→Dust→A→C,2567,3615,90
789,270,C→Dust→A→C,350,1790,103
789,271,C→Dust→B→C,1790,3099,103
789,272,C→Dust→B→C,168,1219,86
789,273,C→Dust→B→C,1219,4921,86
