seed,cycle_id,cycle_type,step_start,step_end,node_id
789,0,C→Dust→A→C,81,1357,3
789,1,C→Dust→B→C,1357,4449,3
789,2,C→Dust→A→C,192,3723,134
789,3,C→Dust→B→C,252,2257,9
789,4,C→Dust→B→C,2257,4540,9
789,5,C→Dust→A→C,212,3145,10
789,6,C→Dust→B→C,3145,5191,10
789,7,C→Dust→A→C,1241,1788,138
789,8,C→Dust→A→C,1788,2950,138
789,9,C→Dust→A→C,186,1070,21
789,10,C→Dust→B→C,1024,3397,22
789,11,C→Dust→A→C,64,1708,24
789,12,C→Dust→B→C,1708,2365,24
789,13,C→Dust→B→C,141,1144,157
789,14,C→Dust→A→C,174,1390,169
789,15,C→Dust→A→C,1390,2522,169
789,16,C→Dust→A→C,687,4605,177
789,17,C→Dust→B→C,53,3145,180
789,18,C→Dust→B→C,3045,4607,58
789,19,C→Dust→A→C,187,1144,189
789,20,C→Dust→A→C,1144,3094,189
789,21,C→Dust→A→C,3094,3397,189
789,22,C→Dust→A→C,3397,5098,189
789,23,C→Dust→A→C,324,1648,65
789,24,C→Dust→B→C,1648,3346,65
789,25,C→Dust→A→C,3346,4831,65
789,26,C→Dust→A→C,207,2581,78
789,27,C→Dust→A→C,2581,4218,78
789,28,C→Dust→A→C,4218,4910,78
789,29,C→Dust→A→C,174,4146,93
789,30,C→Dust→B→C,895,3687,94
789,31,C→Dust→B→C,3687,4313,94
789,32,C→Dust→B→C,95,3240,128
789,33,C→Dust→B→C,78,2092,2
789,34,C→Dust→B→C,2092,4326,2
789,35,C→Dust→B→C,1263,3985,12
789,36,C→Dust→B→C,2556,3681,15
789,37,C→Dust→B→C,3681,4831,15
789,38,C→Dust→B→C,401,1296,147
789,39,C→Dust→B→C,1296,3123,147
789,40,C→Dust→B→C,66,3188,27
789,41,C→Dust→A→C,3188,4378,27
789,42,C→Dust→A→C,147,2625,32
789,43,C→Dust→A→C,2625,2935,32
789,44,C→Dust→A→C,2935,3800,32
789,45,C→Dust→A→C,264,1524,165
789,46,C→Dust→A→C,1524,1886,165
789,47,C→Dust→B→C,1886,3539,165
