window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6001,19,5,0,1.9983,0,34.7,0,0,6.51,1.0,6001.0,648,1.0,403,612,209,2236,0.000916,0.0072,402.3632,0,0.0,0.0061,0.0011,3,0,0,0,0.03263,0.015625,64,0.5211,0.0326,0.2055
2,5000,3799,4,5,0,1.9982,0,36.9,488,3296,5.34,0.8417,4557.7,503,1.0,392,19,30,2284,0.00096,0.0085,368.1117,1,1.0,0.0065,0.0011,1,0,0,0,0.031585,0.015625,64,0.5053,0.0597,0.1995
3,5000,3489,3,5,0,1.9982,0,42.5,258,3220,4.95,0.8699,4032.8,269,1.0,309,8,91,2249,0.001011,0.0139,245.2142,2,1.9,0.0084,0.0015,1,0,0,0,0.041758,0.015625,64,0.6258,0.0912,0.2089
4,5000,3223,1,5,0,1.9982,0,49.2,100,3139,4.72,0.8756,3724.1,84,1.0,282,9,36,2038,0.001206,0.017,113.6671,3,2.9,0.01,0.0025,1,1,0,0,0.041312,0.015625,64,0.6218,0.1251,0.2216
5,5000,3135,0,0,1,1.9982,0,70.1,0,3122,4.51,0.8887,3527.7,13,1.0,246,3,39,1891,0.001215,0.0146,20.0,4,3.8,0.0093,0.0025,0,0,0,0,0.039301,0.015625,63,0.6024,0.1586,0.2218
6,5000,3139,1,3,0,1.9982,0,93.6,0,3127,4.54,0.9187,3416.7,12,1.0,228,7,25,1804,0.001236,0.0125,19.9667,5,4.6,0.0087,0.0024,0,0,0,0,0.0375,0.015625,63,0.5833,0.1945,0.2259
7,5000,3023,1,5,0,1.9985,1,107.0,1,3012,4.48,0.911,3318.2,11,1.0,202,2,28,1710,0.001311,0.0189,18.0832,6,5.6,0.012,0.0031,1,0,0,0,0.039587,0.015625,62,0.6053,0.2341,0.2278
8,5000,3101,0,0,1,1.998,2,121.7,4,3092,4.46,0.9483,3270.0,9,1.0,187,4,19,1635,0.001309,0.02,14.7368,7,6.6,0.012,0.0032,0,0,0,0,0.046092,0.015625,62,0.661,0.2742,0.2336
9,5000,3116,0,0,0,1.9982,1,121.2,4,3112,4.5,0.962,3239.2,4,1.0,171,4,20,1528,0.001353,0.022,8.3682,8,7.5,0.0133,0.0035,0,0,0,0,0.05,0.015625,61,0.6875,0.3022,0.2385
10,5000,3121,0,0,3,1.9972,1,129.7,4,3117,4.53,0.97,3217.7,4,1.0,155,0,16,1432,0.001439,0.0267,8.6207,9,8.5,0.0185,0.0042,0,0,0,0,0.045175,0.015625,60,0.6541,0.3453,0.2421
11,5000,3058,0,0,3,1.9929,1,148.7,0,3058,4.45,0.9583,3191.1,0,1.0,140,0,15,1324,0.001497,0.0248,0.0,10,9.5,0.0165,0.0048,0,0,0,0,0.064356,0.015625,60,0.7572,0.4097,0.2515
12,5000,3201,0,0,0,1.9788,1,151.8,3201,0,4.54,1.0026,3192.6,0,1.0,134,0,6,1274,0.001409,0.0198,0.0,11,10.5,0.0152,0.0042,0,0,0,0,0.054321,0.015625,58,0.7124,0.464,0.2575
13,5000,3107,0,0,3,1.9992,1,156.3,1,3106,4.51,0.9769,3180.4,1,1.0,122,1,13,1201,0.001484,0.0243,0.0,12,11.5,0.0167,0.0047,0,0,0,0,0.048649,0.015625,56,0.6788,0.5127,0.2588
14,5000,3080,3,5,1,1.9952,1,167.9,2,3063,4.47,0.9725,3167.0,17,1.0,116,7,13,1193,0.001621,0.0267,42.1348,13,11.9,0.0167,0.0052,2,0,0,0,0.048128,0.015625,57,0.6753,0.5608,0.2598
15,5000,3096,0,0,3,1.9287,1,153.7,0,3091,4.52,0.9803,3158.1,5,1.0,108,0,8,1127,0.001649,0.0373,16.2338,14,12.9,0.0202,0.006,0,0,0,0,0.055901,0.015625,55,0.7205,0.6167,0.2616
16,5000,3159,3,5,3,1.9282,1,161.6,3138,0,4.53,1.0002,3158.2,21,1.0,107,8,9,1141,0.001763,0.0309,61.0465,15,13.0,0.0203,0.0059,1,0,0,0,0.061798,0.015625,54,0.7472,0.6785,0.2612
17,5000,3089,3,5,3,1.9304,1,164.5,4,3080,4.48,0.9805,3150.5,9,1.0,100,5,12,1114,0.001866,0.0438,25.3521,16,13.4,0.0208,0.0065,1,0,0,0,0.065753,0.015625,51,0.7624,0.7333,0.2608
18,5000,3080,1,5,3,1.9519,2,164.6,0,3070,4.48,0.9799,3143.1,10,1.0,93,1,8,1072,0.001884,0.034,31.9489,17,14.2,0.0202,0.0065,1,0,0,0,0.067901,0.015625,51,0.7699,0.7734,0.264
19,5000,3148,1,3,3,1.962,2,170.9,3133,0,4.53,1.0014,3143.6,15,1.0,88,4,9,1040,0.002024,0.0455,47.619,18,14.9,0.022,0.0078,0,0,0,0,0.057576,0.015625,48,0.7286,0.831,0.2723
20,5000,3051,0,0,3,1.9641,2,169.9,0,3038,4.47,0.9733,3134.8,13,1.0,84,0,4,1006,0.001829,0.0456,47.619,19,16.4,0.0191,0.0075,0,0,0,0,0.059649,0.015625,47,0.7381,0.8766,0.281
21,5000,3131,1,3,3,1.9539,1,174.2,0,3131,4.49,0.9989,3134.4,0,1.0,83,1,2,982,0.001761,0.0297,0.0,20,17.1,0.0196,0.0062,0,0,0,0,0.05948,0.015625,46,0.7373,0.9249,0.2891
22,5000,3104,1,4,3,1.9776,1,188.4,4,3100,4.47,0.9912,3131.5,4,1.0,77,1,7,953,0.001854,0.0327,14.9813,21,17.6,0.0188,0.0072,0,0,0,0,0.069091,0.015625,42,0.7738,0.994,0.2971
23,5000,3057,0,0,3,1.9839,2,197.2,4,3053,4.35,0.9784,3124.4,4,1.0,73,0,4,920,0.001781,0.0365,14.9813,22,18.4,0.0226,0.0072,0,0,0,0,0.072993,0.015625,42,0.7859,1.0414,0.3068
24,5000,3120,0,0,3,1.9785,1,200.8,4,3116,4.46,0.9987,3124.0,4,1.0,69,0,4,898,0.001942,0.0426,14.7059,23,19.5,0.0251,0.0094,0,0,0,0,0.088652,0.015625,41,0.8237,1.084,0.3153
25,4999,3027,1,4,3,1.9766,1,200.0,7,3020,4.46,0.9718,3114.8,7,1.0,67,1,3,884,0.002007,0.0453,26.9231,24,20.2,0.0234,0.0098,0,1,0,0,0.086792,0.015625,41,0.82,1.1632,0.3236
26,4999,3061,3,5,3,1.962,1,201.1,6,3045,4.42,0.9844,3109.6,16,1.0,66,3,4,881,0.002211,0.0569,66.39,25,20.1,0.0244,0.0102,2,0,0,0,0.089431,0.015625,41,0.8253,1.2242,0.3278
27,4996,3001,0,0,3,1.8705,2,202.4,4,2987,4.47,0.9683,3099.3,14,1.0,59,0,7,814,0.002462,0.0571,57.8512,26,20.6,0.0282,0.0118,0,0,0,0,0.085714,0.015625,40,0.8177,1.2691,0.3315
