window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6198,22,5,0,1.999,0,32.3,0,0,6.65,1.0,6198.0,658,1.0,406,610,204,2240,0.000899,0.0095,404.3077,0,0.0,0.0066,0.0012,6,0,0,0,0.036614,0.015625,64,0.5733,0.0366,0.2667
2,5000,3868,1,5,0,1.9991,0,34.8,461,3383,5.38,0.8359,4666.7,485,1.0,383,8,31,2260,0.001034,0.0091,358.9933,1,1.0,0.0068,0.0012,1,0,0,0,0.04041,0.015625,64,0.6133,0.0742,0.2581
3,5000,3359,4,5,0,1.999,0,40.8,254,3117,4.81,0.8413,4027.3,242,1.0,311,5,77,2246,0.000982,0.0105,245.6853,2,2.0,0.0061,0.0014,2,0,0,0,0.041096,0.015625,64,0.6198,0.1124,0.2577
4,5000,3224,1,3,0,1.9991,0,47.4,70,3178,4.68,0.875,3717.6,46,1.0,218,8,101,1999,0.001183,0.0119,63.3609,3,2.9,0.0088,0.0021,0,0,0,0,0.046318,0.015625,64,0.6627,0.1587,0.2653
5,5000,3156,1,3,1,1.9991,0,62.7,0,3156,4.51,0.8939,3530.4,0,1.0,196,1,23,1648,0.001487,0.0173,0.0,4,3.9,0.0102,0.003,0,1,0,0,0.039792,0.015625,62,0.6073,0.1933,0.2694
6,5000,3069,2,5,0,1.999,2,90.9,6,3053,4.46,0.903,3398.6,16,1.0,175,8,29,1601,0.00157,0.021,30.3644,5,4.7,0.0136,0.0037,2,0,0,0,0.055449,0.015625,61,0.7182,0.2488,0.2767
7,5000,3117,2,5,0,1.9959,2,108.4,0,3105,4.53,0.9365,3328.2,12,1.0,160,4,19,1541,0.001557,0.0239,21.6535,6,5.6,0.0149,0.0039,1,0,0,0,0.0625,0.015625,61,0.75,0.3113,0.285
8,5000,3008,1,5,0,1.9994,2,117.1,0,2998,4.35,0.9235,3257.0,10,1.0,144,1,17,1430,0.001657,0.0264,22.8833,7,6.5,0.0162,0.0049,1,0,0,0,0.059471,0.015625,59,0.7373,0.3708,0.2936
9,5000,3054,0,0,1,1.9998,2,121.3,1,3048,4.46,0.9495,3216.4,6,1.0,132,1,13,1351,0.001699,0.0301,13.089,8,7.5,0.0161,0.0049,0,0,0,0,0.050125,0.015625,55,0.6883,0.4209,0.3058
10,5000,3126,2,5,1,1.9812,1,132.7,5,3116,4.53,0.9769,3200.0,10,1.0,124,2,10,1321,0.001724,0.0264,25.0627,9,8.5,0.0176,0.0053,1,1,0,0,0.052885,0.015625,55,0.7045,0.4738,0.314
11,5000,3014,0,0,1,1.9803,1,141.6,8,3006,4.47,0.9511,3169.0,8,1.0,123,3,4,1300,0.001626,0.023,21.2766,10,9.3,0.0147,0.0045,0,0,0,0,0.061224,0.015625,53,0.7448,0.535,0.3215
12,5000,3096,2,4,1,1.9712,1,148.4,6,3090,4.4,0.9804,3157.8,6,1.0,119,2,6,1286,0.001636,0.0258,14.5278,11,10.2,0.0139,0.0049,0,0,0,0,0.056338,0.015625,53,0.7227,0.5772,0.3243
13,5000,3151,1,4,1,1.9739,1,154.1,4,3147,4.54,0.9982,3156.8,4,1.0,116,1,4,1274,0.001714,0.0322,10.2564,12,11.2,0.0171,0.006,0,0,0,0,0.069307,0.015625,53,0.7746,0.6391,0.3348
14,5000,3159,0,0,3,1.9553,2,160.1,3155,0,4.58,1.0006,3157.1,4,1.0,112,0,4,1237,0.001607,0.032,11.1732,13,12.1,0.0162,0.0061,0,0,0,0,0.058667,0.015625,53,0.7337,0.6871,0.3411
15,5000,2992,1,3,3,1.9436,1,158.3,7,2980,4.39,0.9539,3136.5,12,1.0,110,7,9,1211,0.001598,0.0304,34.5821,14,12.5,0.0198,0.0059,0,0,0,0,0.069061,0.015625,54,0.7738,0.7313,0.3484
16,5000,3055,1,5,3,1.9494,1,168.8,7,3038,4.49,0.977,3126.9,17,1.0,105,1,6,1186,0.001617,0.0365,54.8387,15,13.3,0.0187,0.0062,1,0,0,0,0.082067,0.015625,53,0.8096,0.7648,0.3554
17,5000,3000,1,4,3,1.9656,2,160.2,10,2990,4.42,0.9638,3112.8,10,1.0,100,1,6,1150,0.001626,0.0357,28.7356,16,14.1,0.0163,0.0062,0,0,0,0,0.06044,0.015625,52,0.7415,0.7785,0.3596
18,5000,3150,0,0,3,1.9652,2,171.4,3147,0,4.49,1.0107,3116.7,3,1.0,91,0,9,1106,0.001611,0.0272,9.4937,17,15.4,0.0179,0.0057,0,0,0,0,0.057402,0.015625,51,0.7278,0.8178,0.3658
19,5000,3060,2,5,1,1.9345,1,172.0,8,3047,4.34,0.9836,3111.0,13,1.0,87,3,7,1103,0.001824,0.0321,36.036,18,15.9,0.022,0.0075,2,0,0,0,0.06414,0.015625,49,0.7564,0.8613,0.3694
20,5000,3045,0,0,3,1.861,1,176.1,4,3041,4.39,0.9808,3104.7,4,1.0,86,4,5,1092,0.001666,0.0324,12.1951,19,16.6,0.0204,0.0067,0,0,0,0,0.067647,0.015625,49,0.769,0.9055,0.3739
21,5000,3084,3,3,1,1.8316,1,178.7,10,3074,4.48,0.994,3102.8,10,1.0,81,4,9,1053,0.001875,0.0301,31.4685,20,16.9,0.021,0.0079,0,0,0,0,0.056856,0.015625,50,0.7252,0.9556,0.372
22,5000,3086,3,4,2,1.7975,1,181.8,14,3072,4.47,0.9951,3101.2,14,1.0,76,3,8,1028,0.001867,0.0379,49.2958,21,17.3,0.0175,0.0078,0,0,0,0,0.055172,0.015625,48,0.7168,0.9832,0.3709
23,5000,3071,0,0,3,1.924,2,193.3,7,3064,4.47,0.9912,3098.3,7,1.0,68,0,8,968,0.002209,0.0498,26.0223,22,18.1,0.0218,0.0095,0,0,0,0,0.060498,0.015625,43,0.7417,1.0117,0.3733
24,5000,3067,0,0,3,1.9385,1,196.5,3,3064,4.53,0.9909,3095.3,3,1.0,65,0,3,938,0.001889,0.0496,11.7188,23,19.3,0.027,0.0106,0,0,0,0,0.080153,0.015625,41,0.8051,1.0498,0.379
25,5000,3067,0,0,3,1.9405,1,195.0,3,3064,4.51,0.9917,3092.6,3,1.0,63,0,2,919,0.001829,0.0376,11.6279,24,20.4,0.0243,0.0084,0,0,0,0,0.071429,0.015625,40,0.7812,1.0912,0.3836
26,4999,2980,1,4,3,1.9761,1,199.3,8,2972,4.43,0.9669,3081.9,8,1.0,55,2,10,846,0.002033,0.0403,28.6885,25,20.9,0.0261,0.0101,0,0,0,0,0.056452,0.015625,37,0.7232,1.1118,0.3879
27,4999,3149,0,0,3,1.9687,1,201.7,3149,0,4.46,1.0197,3088.3,0,1.0,54,0,1,823,0.002046,0.0426,0.0,26,21.8,0.0275,0.0101,0,0,0,0,0.068085,0.015625,37,0.7705,1.1544,0.393
28,4998,3050,1,5,3,1.9491,1,198.7,1,3044,4.49,0.9888,3084.6,6,1.0,53,2,3,830,0.002351,0.063,21.5517,27,22.3,0.0276,0.0117,1,0,0,0,0.063025,0.015625,37,0.7521,1.2174,0.3936
29,4997,3029,0,0,3,1.9727,1,199.5,1,3023,4.48,0.9837,3079.3,6,1.0,51,1,3,800,0.002421,0.055,27.6498,28,22.5,0.0269,0.0121,0,0,0,0,0.087156,0.015625,35,0.8207,1.2633,0.3978
30,4996,3100,1,4,3,1.9363,1,203.3,3095,0,4.45,1.0061,3081.3,5,1.0,51,1,1,802,0.00218,0.0852,22.8311,29,23.0,0.0305,0.0139,0,0,0,0,0.085202,0.015625,36,0.8166,1.3126,0.3988
31,4996,3079,1,5,3,1.9412,1,197.1,0,3069,4.44,0.9993,3081.1,10,1.0,50,1,2,807,0.002637,0.0714,45.4545,30,23.2,0.0305,0.014,1,0,0,0,0.089286,0.015625,35,0.825,1.3604,0.4001
32,4996,3099,1,5,3,1.9622,2,207.0,3093,0,4.43,1.0053,3082.8,6,1.0,47,2,5,786,0.002189,0.0517,21.9298,31,23.6,0.0254,0.0109,1,0,0,0,0.094828,0.015625,35,0.8352,1.4553,0.4034
33,4996,3036,1,5,1,1.9374,2,204.0,4,3027,4.39,0.9862,3078.3,9,1.0,50,5,2,823,0.002213,0.048,33.0579,32,23.1,0.0244,0.0103,1,0,0,0,0.072,0.015625,38,0.783,1.4953,0.4053
