window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6028,16,6,0,1.9975,0,34.0,0,0,6.48,1.0,6028.0,603,1.0,378,568,190,2064,0.000982,0.0067,403.6145,0,0.0,0.0063,0.0011,4,0,0,0,0.032074,0.015625,64,0.5129,0.0321,0.246
2,5000,3671,4,5,0,1.9977,0,36.9,448,3217,5.17,0.8276,4482.7,454,1.0,355,11,34,2120,0.001089,0.01,367.017,1,1.0,0.0074,0.0013,3,0,0,0,0.04242,0.015625,64,0.6317,0.0683,0.2447
3,5000,3376,1,4,0,1.9978,0,44.1,238,3153,4.8,0.8625,3940.8,223,1.0,283,5,77,2044,0.001117,0.0106,245.8655,2,1.9,0.0066,0.0017,0,0,0,0,0.038835,0.015625,64,0.5977,0.1071,0.2441
4,5000,3056,0,0,3,1.9978,0,51.7,40,3038,4.58,0.856,3595.7,18,1.0,246,0,37,1748,0.001341,0.0162,28.3465,3,2.9,0.0074,0.0024,0,0,0,0,0.041176,0.015625,63,0.6205,0.1292,0.255
5,5000,3101,0,0,3,1.9977,0,77.0,0,3101,4.51,0.9039,3430.8,0,1.0,210,0,36,1623,0.001437,0.0171,0.0,4,3.9,0.01,0.0029,0,0,0,0,0.05137,0.015625,63,0.6958,0.1806,0.2681
6,5000,3044,0,0,0,1.9975,1,95.0,4,3040,4.42,0.9168,3320.3,4,1.0,182,4,32,1514,0.001524,0.0184,8.658,5,4.9,0.0125,0.0036,0,0,0,0,0.053061,0.015625,62,0.7055,0.2336,0.2766
7,5000,3110,1,5,0,1.9975,1,108.4,4,3101,4.54,0.9517,3267.7,9,1.0,157,1,26,1382,0.001609,0.0211,19.8675,6,5.8,0.0121,0.0039,1,0,0,0,0.046316,0.015625,60,0.6626,0.2736,0.2833
8,5000,3054,0,0,1,1.9962,1,115.5,4,3050,4.45,0.9484,3220.2,4,1.0,146,0,11,1327,0.001634,0.0217,9.9751,7,6.8,0.016,0.0043,0,0,0,0,0.050725,0.015625,58,0.692,0.3243,0.2955
9,5000,3139,0,0,0,1.9962,1,124.7,2,3137,4.5,0.9797,3204.0,2,1.0,140,0,6,1298,0.001577,0.0227,4.7059,8,7.9,0.0156,0.0044,0,0,0,0,0.056818,0.015625,58,0.725,0.3721,0.3036
10,5000,3072,0,0,0,1.9975,1,128.9,0,3072,4.46,0.966,3180.0,0,1.0,127,0,13,1211,0.001614,0.0258,0.0,9,8.9,0.0187,0.005,0,0,0,0,0.074935,0.015625,58,0.7915,0.447,0.3102
11,5000,3031,1,3,0,1.9972,1,140.4,0,3031,4.45,0.9607,3155.2,0,1.0,120,1,8,1160,0.001638,0.0327,0.0,10,9.8,0.0149,0.0051,0,0,0,0,0.080357,0.015625,55,0.8056,0.5274,0.3178
12,5000,3097,3,4,0,1.9968,1,150.5,12,3085,4.5,0.9844,3146.2,12,1.0,110,3,13,1127,0.001921,0.0288,35.7143,11,10.5,0.0169,0.0059,0,0,0,0,0.069164,0.015625,53,0.7741,0.5763,0.3246
13,5000,3206,1,5,1,1.9949,2,157.9,3197,0,4.56,1.0162,3154.7,9,1.0,101,1,10,1079,0.001781,0.0275,25.0696,12,11.5,0.0196,0.0058,1,1,0,0,0.057851,0.015625,52,0.7299,0.6204,0.3257
14,5000,3042,0,0,0,1.9987,2,163.6,7,3035,4.38,0.9689,3139.7,7,1.0,91,3,13,1003,0.001976,0.0323,23.1788,13,12.1,0.0222,0.0063,0,0,0,0,0.064516,0.015625,49,0.7578,0.6849,0.3318
15,5000,3157,2,5,0,1.9928,1,171.7,3135,0,4.6,1.0048,3141.9,22,1.0,88,7,10,992,0.002199,0.0507,77.4648,14,12.1,0.0236,0.0089,2,0,0,0,0.091216,0.015625,50,0.8287,0.7762,0.3345
