window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6127,19,5,0,1.9987,0,32.9,0,0,6.62,1.0,6127.0,664,1.0,406,632,226,2236,0.000891,0.0072,416.3522,0,0.0,0.0067,0.0011,1,0,0,0,0.033988,0.015625,63,0.5403,0.034,0.2188
2,5000,3882,3,5,0,1.9987,0,34.5,486,3371,5.38,0.8424,4658.3,511,1.0,384,17,39,2278,0.000981,0.0073,378.7991,1,1.0,0.0054,0.0011,2,0,0,0,0.030899,0.015625,64,0.4943,0.0595,0.2194
3,5000,3411,1,5,0,1.9988,0,40.5,261,3167,4.84,0.85,4050.7,244,1.0,316,4,72,2213,0.001024,0.0078,235.7488,2,1.9,0.0057,0.0014,1,0,0,0,0.03362,0.015625,63,0.5352,0.0931,0.2285
4,5000,3116,3,5,0,1.9987,0,47.5,63,3068,4.52,0.852,3686.8,48,1.0,289,12,39,2028,0.001193,0.0202,64.4719,3,2.9,0.0116,0.0024,1,0,0,0,0.040455,0.015625,63,0.6138,0.1146,0.2244
5,5000,3004,0,0,1,1.9987,0,62.4,11,2989,4.45,0.8686,3459.5,15,1.0,252,0,37,1877,0.00121,0.0177,22.0588,4,3.9,0.0123,0.0028,0,0,0,0,0.042292,0.015625,63,0.6305,0.1386,0.238
6,5000,3127,2,5,0,1.9987,0,86.7,8,3105,4.49,0.9294,3364.5,22,1.0,231,7,28,1799,0.001259,0.0194,35.0318,5,4.7,0.0132,0.0027,1,0,0,0,0.037313,0.015625,61,0.5812,0.1697,0.2429
7,5000,3096,1,5,0,1.9981,1,97.5,3,3084,4.46,0.9392,3297.6,12,1.0,208,1,24,1717,0.00125,0.018,22.7704,6,5.7,0.0118,0.0031,1,0,0,0,0.050269,0.015625,61,0.6892,0.2003,0.2555
8,5000,3115,0,0,3,1.9957,2,109.7,2,3107,4.45,0.9564,3257.1,8,1.0,185,3,26,1573,0.001331,0.0145,15.2964,7,6.7,0.0122,0.0032,0,0,0,0,0.034483,0.015625,62,0.5469,0.2293,0.2559
9,5000,3180,0,0,3,1.9876,1,113.9,0,3180,4.59,0.981,3241.6,0,1.0,164,0,21,1451,0.001364,0.0184,0.0,8,7.7,0.0143,0.0034,0,0,0,0,0.040984,0.015625,61,0.6187,0.2662,0.2606
10,5000,3086,1,3,0,1.9771,1,128.4,0,3081,4.49,0.9604,3213.3,5,1.0,158,4,10,1417,0.001333,0.0208,10.9409,9,8.5,0.0101,0.0037,0,0,0,0,0.045833,0.015625,60,0.6591,0.2995,0.2673
11,5000,3048,1,4,3,1.9751,1,130.8,5,3038,4.4,0.9567,3185.8,10,1.0,144,3,17,1324,0.00149,0.0292,23.6967,10,9.4,0.0189,0.0045,0,0,0,0,0.049438,0.015625,58,0.6839,0.3391,0.2721
12,5000,3159,0,0,3,1.9431,2,137.2,5,3149,4.52,0.9929,3181.7,10,1.0,131,0,13,1253,0.001572,0.0268,25.3165,11,10.4,0.0149,0.0048,0,0,0,0,0.053528,0.015625,57,0.7081,0.3864,0.2824
13,5000,2957,0,0,3,1.94,1,142.7,10,2947,4.27,0.9389,3149.6,10,1.0,121,5,15,1192,0.001591,0.0331,26.7857,12,11.3,0.015,0.0052,0,0,0,0,0.044199,0.015625,57,0.6465,0.4223,0.2892
14,5000,3132,0,0,3,1.9089,1,148.5,6,3126,4.46,0.9952,3147.2,6,1.0,111,2,12,1111,0.001586,0.0326,11.236,13,12.3,0.0182,0.0055,0,0,0,0,0.057065,0.015625,57,0.7262,0.4712,0.2999
15,5000,3249,1,3,3,1.8668,1,157.5,3240,0,4.59,1.029,3160.3,12,1.0,109,7,9,1081,0.00164,0.0359,34.4828,14,12.5,0.0193,0.0055,0,0,0,0,0.058011,0.015625,55,0.7307,0.5292,0.3061
16,5000,3046,0,0,3,1.9524,1,156.7,6,3035,4.46,0.9679,3146.9,11,1.0,99,6,16,1038,0.001743,0.027,31.5457,15,13.1,0.0137,0.0056,0,0,0,0,0.078078,0.015625,56,0.7999,0.5632,0.3096
17,5000,3125,1,3,3,1.9821,1,160.9,0,3111,4.5,0.9938,3144.4,14,1.0,97,8,10,993,0.001875,0.0376,43.75,16,13.3,0.0198,0.0059,0,0,0,0,0.072254,0.015625,53,0.7837,0.6355,0.3121
18,5000,3076,0,0,3,1.9846,1,163.4,0,3071,4.36,0.9805,3137.2,5,1.0,90,0,7,950,0.001872,0.0303,17.6678,17,14.4,0.0197,0.0056,0,0,0,0,0.057239,0.015625,53,0.727,0.6927,0.3135
19,5000,2969,0,0,3,1.992,1,173.3,0,2964,4.36,0.9515,3120.4,5,1.0,80,0,10,867,0.001845,0.0267,19.6078,18,15.6,0.0185,0.0065,0,0,0,0,0.076336,0.015625,49,0.7953,0.7691,0.3183
20,5000,3142,2,4,1,1.9776,1,171.2,3134,0,4.5,1.0063,3122.5,8,1.0,72,2,10,820,0.002208,0.049,33.195,19,16.1,0.0257,0.0087,0,0,0,0,0.093878,0.015625,44,0.8336,0.863,0.326
21,5000,3134,0,0,1,1.9819,1,174.1,3130,0,4.53,1.0033,3123.6,4,1.0,64,0,8,789,0.002291,0.0468,17.4672,20,17.6,0.0267,0.0089,0,0,0,0,0.123404,0.015625,43,0.8734,0.9864,0.3336
22,5000,3108,0,0,0,1.9716,1,180.6,2,3106,4.49,0.9955,3122.1,2,1.0,62,2,4,756,0.002155,0.0402,4.5872,21,18.7,0.0249,0.0081,0,0,0,0,0.116071,0.015625,42,0.8654,1.1024,0.3405
23,5000,2946,1,3,1,1.9494,1,180.8,2,2941,4.34,0.9487,3105.3,5,1.0,56,4,10,696,0.002422,0.0547,25.7732,22,18.6,0.0313,0.0115,0,0,0,0,0.069652,0.015625,41,0.7757,1.1572,0.3447
24,5000,3031,1,5,1,1.9544,1,179.8,0,3026,4.35,0.9783,3098.2,5,1.0,55,1,2,688,0.002627,0.082,27.933,23,19.6,0.0362,0.0135,1,0,0,0,0.147541,0.015625,39,0.8941,1.1899,0.3532
25,5000,3062,1,4,3,1.9781,2,184.4,9,3048,4.48,0.9894,3094.8,14,1.0,56,6,5,730,0.002648,0.0464,52.1739,24,19.4,0.028,0.0108,0,0,0,0,0.088608,0.015625,39,0.8237,1.249,0.3577
26,4999,3081,1,4,1,1.9694,2,186.3,7,3069,4.36,0.996,3093.5,12,1.0,51,1,6,668,0.002692,0.0635,64.5161,25,20.3,0.0364,0.0128,0,0,0,0,0.116402,0.015625,34,0.8658,1.2966,0.3651
27,4998,3073,0,0,1,1.9902,2,187.2,4,3069,4.43,0.994,3091.5,4,1.0,47,0,4,654,0.002721,0.0739,23.2558,26,21.8,0.0391,0.0147,0,0,0,0,0.125,0.015625,32,0.875,1.3421,0.3725
28,4996,3007,2,5,1,1.9907,1,189.2,0,2998,4.44,0.9752,3083.5,9,1.0,46,5,6,629,0.002867,0.0469,47.8723,27,20.8,0.0278,0.0109,1,0,0,0,0.083333,0.015625,33,0.8125,1.389,0.3764
29,4996,3010,3,5,1,1.99,1,193.5,3,2990,4.42,0.9784,3076.5,20,1.0,48,9,7,700,0.003059,0.0474,52.2617,28,19.6,0.0341,0.0111,1,0,0,0,0.090517,0.015625,35,0.8274,1.4232,0.3808
30,4996,3069,0,0,3,1.9654,2,196.6,0,3060,4.43,0.9978,3075.8,9,1.0,43,0,5,627,0.003308,0.067,51.4286,29,21.0,0.0279,0.0131,0,0,0,0,0.117318,0.015625,29,0.8668,1.5294,0.387
31,4996,3151,3,4,3,1.9849,1,202.4,3139,0,4.57,1.0221,3082.9,12,1.0,43,5,5,655,0.003272,0.0703,68.5714,30,19.7,0.0292,0.0145,0,0,0,0,0.124324,0.015625,27,0.8743,1.5996,0.3919
32,4996,3158,1,3,1,1.9922,1,202.9,3141,0,4.55,1.022,3090.1,17,1.0,45,7,5,645,0.003499,0.0545,76.1905,31,18.4,0.0327,0.0132,0,0,0,0,0.113636,0.015625,32,0.8625,1.6905,0.3963
33,4996,3110,1,4,1,1.9991,2,195.4,3096,0,4.47,1.0058,3092.0,14,1.0,43,1,3,639,0.003307,0.0484,76.9231,32,19.1,0.0285,0.0107,0,0,0,0,0.102151,0.015625,30,0.847,1.7604,0.3999
34,4996,3068,0,0,1,1.9874,2,201.1,7,3061,4.52,0.993,3089.7,7,1.0,42,0,1,639,0.003009,0.0604,39.1061,33,20.5,0.0275,0.0125,0,0,0,0,0.10989,0.015625,30,0.8578,1.8703,0.4027
35,4995,3090,0,0,3,1.9712,1,204.3,3084,0,4.46,1.0001,3089.7,6,1.0,39,0,3,616,0.00308,0.0571,29.5567,34,21.7,0.0352,0.0131,0,0,0,0,0.1,0.015625,28,0.8438,1.9322,0.4084
36,4995,3103,1,4,3,1.981,1,211.7,3100,0,4.49,1.0039,3091.0,3,1.0,37,1,3,619,0.002969,0.0524,16.0428,35,23.4,0.033,0.0134,0,0,0,0,0.094241,0.015625,26,0.8342,2.0265,0.4129
37,4993,3153,1,3,1,1.9687,1,204.1,3150,0,4.57,1.0181,3096.9,3,1.0,36,1,2,591,0.003186,0.061,18.4049,36,23.9,0.0348,0.0153,0,0,0,0,0.091463,0.015625,25,0.8292,2.0874,0.4179
38,4992,3116,2,4,3,1.977,2,203.0,3108,0,4.51,1.0056,3098.7,8,1.0,37,2,1,616,0.003024,0.0564,41.4508,37,24.1,0.0354,0.0121,0,0,0,0,0.102564,0.015625,27,0.8477,2.1541,0.4216
39,4990,3073,0,0,3,1.9926,2,208.9,3,3070,4.46,0.9925,3096.3,3,1.0,34,0,3,566,0.003495,0.0565,17.6471,38,24.1,0.0308,0.0133,0,1,0,0,0.141243,0.015625,26,0.8894,2.2558,0.425
