window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6098,13,6,0,1.9983,0,34.3,0,0,6.58,1.0,6098.0,525,1.0,318,495,177,1829,0.001121,0.0102,401.3761,0,0.0,0.0,0.0013,0,0,0,0,0.036549,0.015625,64,0.5725,0.0365,0.2675
2,5000,3725,0,0,1,1.9982,0,36.5,432,3285,5.21,0.8269,4530.0,440,1.0,307,6,17,1844,0.00127,0.0092,402.1938,1,1.0,0.0,0.0013,0,0,0,0,0.034851,0.015625,64,0.5517,0.07,0.2581
3,5000,3400,2,5,0,1.9983,0,42.0,256,3154,4.87,0.8602,3974.5,246,1.0,248,2,61,1793,0.001275,0.0131,287.0478,2,2.0,0.0131,0.0017,1,0,0,0,0.041276,0.015625,64,0.6214,0.1113,0.2527
4,5000,3167,4,5,0,1.9983,0,50.3,60,3120,4.6,0.8714,3660.7,47,1.0,215,6,39,1608,0.001594,0.02,76.7974,3,2.9,0.019,0.0031,2,0,0,0,0.043077,0.015625,62,0.6373,0.1543,0.2559
5,5000,3062,0,0,1,1.9983,0,70.6,4,3053,4.41,0.8847,3461.1,9,1.0,181,0,34,1451,0.001601,0.0226,17.5781,4,3.9,0.0198,0.0035,0,1,0,0,0.041431,0.015625,61,0.6229,0.1882,0.2608
6,5000,3014,3,5,0,1.9986,1,96.1,10,2990,4.45,0.9042,3333.4,24,1.0,170,6,17,1397,0.001671,0.0258,51.1111,5,4.7,0.0215,0.0039,1,0,0,0,0.040773,0.015625,60,0.6168,0.214,0.2684
7,5000,3006,1,3,0,1.9921,1,106.7,4,2997,4.46,0.9245,3251.5,9,1.0,150,1,21,1285,0.00174,0.0208,21.5827,6,5.7,0.0162,0.0041,0,0,0,0,0.04157,0.015625,59,0.6241,0.2393,0.2669
8,5000,3103,0,0,3,1.993,2,121.9,4,3094,4.47,0.9641,3218.5,9,1.0,138,0,12,1225,0.001795,0.023,21.2766,7,6.7,0.013,0.0042,0,0,0,0,0.045977,0.015625,58,0.6602,0.2668,0.268
9,5000,3076,2,4,0,1.9943,1,127.7,14,3057,4.46,0.9643,3190.0,19,1.0,128,4,14,1180,0.001825,0.0268,53.3708,8,7.5,0.0134,0.0046,0,0,0,0,0.061662,0.015625,57,0.7466,0.3017,0.2723
10,5000,3001,1,3,0,1.9976,1,134.5,9,2992,4.41,0.951,3155.7,9,1.0,120,2,10,1137,0.00188,0.0318,22.2222,9,8.4,0.0195,0.006,0,0,0,0,0.061008,0.015625,57,0.7439,0.3468,0.2776
11,5000,3071,0,0,3,1.9836,2,144.9,4,3067,4.46,0.9775,3141.5,4,1.0,111,0,9,1050,0.001821,0.0462,12.6984,10,9.4,0.0103,0.0058,0,0,0,0,0.101538,0.015625,56,0.8461,0.3837,0.2879
12,5000,3078,3,5,1,1.9521,1,150.4,14,3059,4.44,0.9828,3131.8,19,1.0,108,7,10,1062,0.001909,0.0282,55.3936,11,9.8,0.0204,0.0056,1,0,0,0,0.076056,0.015625,55,0.7946,0.4579,0.2955
13,5000,3116,0,0,3,1.9376,1,155.5,3,3108,4.59,0.9957,3129.5,8,1.0,98,0,10,990,0.002012,0.036,25.0784,12,10.9,0.0188,0.0062,0,0,0,0,0.066066,0.015625,52,0.7635,0.524,0.3054
14,5000,3208,2,5,1,1.9469,1,158.0,3193,0,4.47,1.0217,3140.0,15,1.0,95,6,9,991,0.001974,0.0331,44.0252,13,11.4,0.0193,0.0062,1,0,0,0,0.078313,0.015625,51,0.8005,0.5722,0.3134
15,5000,3068,1,5,3,1.9475,1,164.2,4,3050,4.51,0.9799,3131.0,18,1.0,94,5,6,966,0.002125,0.0443,60.0,14,11.9,0.0243,0.0071,1,0,0,0,0.075949,0.015625,51,0.7943,0.6228,0.314
16,5000,3088,0,0,1,1.9524,2,166.0,7,3071,4.51,0.9879,3125.9,17,1.0,90,3,7,924,0.002214,0.039,58.0205,15,12.5,0.0254,0.0081,0,0,0,0,0.058442,0.015625,50,0.7326,0.6553,0.3155
17,5000,3078,4,5,3,1.9946,1,176.7,11,3062,4.49,0.9863,3120.6,16,1.0,90,4,4,975,0.002217,0.0484,56.9395,16,12.9,0.0193,0.0074,1,0,0,0,0.058824,0.015625,51,0.7344,0.7107,0.3204
18,5000,3155,2,5,2,1.983,1,179.5,3140,0,4.52,1.0099,3124.2,15,1.0,86,2,6,962,0.002147,0.0393,50.8475,17,13.5,0.0246,0.0076,1,0,0,0,0.055738,0.015625,49,0.7197,0.7336,0.3239
19,5000,2976,1,5,1,1.9952,2,185.6,3,2968,4.34,0.9571,3109.4,8,1.0,82,1,5,960,0.002291,0.039,29.5203,18,14.8,0.0239,0.0076,1,1,0,0,0.078014,0.015625,49,0.7997,0.7691,0.3255
