window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6171,13,5,0,1.9967,0,18.2,0,0,6.72,1.0,6171.0,656,1.0,412,631,219,2145,0.000883,0.0083,393.8665,0,0.0,0.0083,0.001,1,0,0,0,0.038016,0.015625,64,0.589,0.038,0.2222,0.003
2,5000,3688,4,5,0,1.9969,0,17.1,513,3209,5.26,0.8231,4558.3,479,1.0,383,9,38,2176,0.001011,0.0084,374.8044,1,1.0,0.0078,0.0011,1,0,0,0,0.034648,0.015625,64,0.549,0.0727,0.224,0.003057
3,5000,3439,2,5,0,1.9969,0,16.8,256,3203,4.86,0.8633,4010.2,236,1.0,299,2,86,2130,0.001067,0.0105,236.9478,2,2.0,0.0076,0.0015,2,0,0,0,0.04827,0.015625,62,0.6763,0.1209,0.2394,0.003113
4,5000,3170,3,5,0,1.9969,0,16.7,56,3126,4.6,0.8667,3682.9,44,1.0,264,4,39,1893,0.001275,0.0168,65.5738,3,2.9,0.0119,0.0024,2,0,0,0,0.050279,0.015625,62,0.6892,0.1712,0.2491,0.003169
5,5000,3105,1,5,0,1.9969,0,16.6,8,3089,4.52,0.89,3490.9,16,1.0,233,1,32,1794,0.001287,0.0199,25.7649,4,3.9,0.0109,0.0028,1,0,0,0,0.042879,0.015625,62,0.6356,0.208,0.2633,0.003224
6,5000,3071,4,4,0,1.9966,2,16.8,8,3054,4.51,0.911,3371.0,17,1.0,207,6,32,1722,0.001395,0.0254,30.4659,5,4.7,0.0131,0.0032,0,0,0,0,0.040609,0.015625,61,0.6152,0.2418,0.2691,0.003278
7,5000,3166,3,5,0,1.9924,2,16.7,8,3150,4.53,0.9537,3319.7,16,1.0,184,4,27,1619,0.001492,0.0228,29.3578,6,5.6,0.0143,0.004,1,0,0,0,0.057895,0.015625,59,0.7301,0.2909,0.2772,0.003331
8,5000,3091,3,3,0,1.9965,2,16.5,7,3079,4.45,0.9456,3268.9,12,1.0,173,5,16,1586,0.001427,0.0214,20.4499,7,6.4,0.0127,0.0036,0,0,0,0,0.054581,0.015625,59,0.7137,0.3163,0.2806,0.003383
9,5000,3120,0,0,3,1.9946,2,16.5,2,3113,4.54,0.9632,3239.1,7,1.0,157,2,18,1507,0.001439,0.0295,10.4167,8,7.4,0.015,0.0039,0,0,0,0,0.041257,0.015625,59,0.6213,0.3575,0.2876,0.003434
10,5000,3172,1,5,0,1.9837,1,16.3,1,3166,4.56,0.983,3226.9,6,1.0,144,2,15,1397,0.00153,0.0223,12.7119,9,8.3,0.0171,0.0044,1,0,0,0,0.046559,0.015625,56,0.6644,0.3899,0.2932,0.003482
11,5000,3030,0,0,1,1.9667,1,16.4,2,3028,4.37,0.9486,3194.1,2,1.0,139,2,7,1359,0.001489,0.0231,5.3333,10,9.2,0.014,0.0041,0,0,0,0,0.046154,0.015625,56,0.6615,0.4335,0.2973,0.003529
12,5000,3061,0,0,0,1.9635,1,16.3,2,3059,4.43,0.9645,3173.6,2,1.0,133,2,8,1323,0.001385,0.022,2.5,11,10.2,0.0103,0.004,0,0,0,0,0.04401,0.015625,54,0.645,0.4653,0.3,0.003574
13,5000,2938,0,0,3,1.9839,1,16.4,1,2937,4.36,0.9357,3140.0,1,1.0,123,1,11,1262,0.00154,0.0281,0.0,12,11.3,0.015,0.005,0,0,0,0,0.053371,0.015625,54,0.7072,0.5187,0.3071,0.003616
14,5000,3069,4,5,1,1.9756,1,16.3,8,3051,4.48,0.9804,3130.5,18,1.0,119,4,8,1249,0.001628,0.0254,46.7532,13,11.9,0.0153,0.0048,2,0,0,0,0.053435,0.015625,54,0.7076,0.5543,0.3106,0.003656
15,5000,3077,1,4,2,1.9686,1,16.3,3,3064,4.47,0.985,3123.8,13,1.0,115,1,5,1237,0.001715,0.0344,35.2304,14,12.8,0.0197,0.0059,0,0,0,0,0.058201,0.015625,54,0.7315,0.5993,0.3156,0.003693
16,5000,3034,0,0,3,1.9555,2,16.4,0,3024,4.4,0.9745,3113.2,10,1.0,110,0,5,1195,0.00164,0.0379,29.9401,15,13.7,0.017,0.006,0,0,0,0,0.055394,0.015625,52,0.7179,0.6342,0.3195,0.003728
17,5000,2975,0,0,3,1.9893,1,16.4,1,2974,4.43,0.9603,3097.9,1,1.0,100,1,11,1137,0.001557,0.0264,0.0,16,14.6,0.0163,0.0052,0,0,0,0,0.052786,0.015625,50,0.704,0.6724,0.3221,0.00376
