window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,5934,13,5,0,1.9986,0,21.5,0,0,6.46,1.0,5934.0,553,1.0,343,528,185,1886,0.001047,0.0079,399.278,0,0.0,0.0059,0.0011,2,0,0,0,0.044868,0.015625,63,0.6518,0.0449,0.2843,0.003
2,5000,3673,4,5,0,1.9986,0,16.9,431,3223,5.24,0.8323,4443.3,450,1.0,338,23,28,1962,0.001135,0.0088,366.2316,1,1.0,0.0063,0.0013,1,0,0,0,0.043997,0.015625,63,0.6449,0.0889,0.261,0.003057
3,5000,3385,3,5,0,1.9986,0,16.5,218,3173,4.92,0.868,3925.2,212,1.0,282,12,68,1943,0.00112,0.0091,239.5006,2,1.9,0.0064,0.0014,1,0,0,0,0.051865,0.015625,63,0.6987,0.1407,0.2592,0.003113
4,5000,3167,0,0,1,1.9985,0,16.4,61,3127,4.61,0.8782,3630.3,40,1.0,246,1,37,1681,0.001366,0.0159,62.3053,3,2.9,0.0109,0.0026,0,0,0,0,0.05942,0.015625,63,0.737,0.2002,0.2691,0.003169
5,5000,3079,0,0,0,1.9986,0,16.3,8,3071,4.5,0.8934,3446.5,8,1.0,217,5,34,1572,0.001403,0.0177,14.8976,4,3.8,0.0119,0.003,0,0,0,0,0.063717,0.015625,62,0.7548,0.2639,0.2768,0.003224
6,5000,2985,1,4,0,1.9986,1,16.4,10,2975,4.34,0.9005,3314.7,10,1.0,187,3,33,1452,0.001526,0.019,20.0401,5,4.8,0.0114,0.0032,0,0,0,0,0.074286,0.015625,61,0.7897,0.3382,0.2903,0.003278
7,5000,3062,1,5,0,1.9962,1,16.4,10,3047,4.51,0.9417,3251.5,15,1.0,169,2,20,1360,0.001567,0.0262,31.9149,6,5.7,0.0109,0.0038,1,0,0,0,0.084677,0.015625,61,0.8155,0.4228,0.2966,0.003331
8,5000,3062,1,5,0,1.9972,2,18.9,6,3051,4.38,0.9541,3209.4,11,1.0,162,4,11,1333,0.001527,0.0251,23.913,7,6.5,0.0122,0.0036,1,0,0,0,0.064854,0.015625,62,0.7591,0.4877,0.2958,0.003383
9,5000,3090,2,5,0,1.9921,2,20.9,4,3081,4.46,0.97,3185.5,9,1.0,148,4,18,1279,0.001679,0.023,19.6507,8,7.4,0.0134,0.0045,1,0,0,0,0.08159,0.015625,60,0.8085,0.5693,0.2964,0.003434
10,5000,3083,0,0,3,1.995,2,16.2,0,3079,4.39,0.9735,3166.9,4,1.0,137,0,11,1202,0.001617,0.0273,9.3897,9,8.4,0.013,0.0044,0,0,0,0,0.070455,0.015625,58,0.7782,0.6397,0.3032,0.003482
11,5000,3150,1,5,0,1.9986,1,16.2,2,3143,4.46,0.9956,3164.1,7,1.0,127,3,13,1162,0.001672,0.0225,20.3488,10,9.2,0.0172,0.0045,1,0,0,0,0.075843,0.015625,56,0.794,0.7156,0.3075,0.003529
12,5000,3014,0,0,1,1.9957,1,16.2,0,3014,4.41,0.9596,3141.0,0,1.0,119,0,8,1123,0.001741,0.0257,0.0,11,10.2,0.0167,0.005,0,0,0,0,0.077121,0.015625,55,0.7974,0.7927,0.3168,0.003574
