seed,rate,window,n_C,k_star_D1,k_star_D2,J3_D1,J3_D2,J4_D1,J4_D2,H3_D1,H3_D2,H2_D1,dH32_D1,dH32_D2,dJ34_D1,none_ratio,mid_share,strong_share,weak_share,none_D2,weak_D2,mid_D2,strong_D2
456,0.0,23,5,0,0,-0.5,-0.5,-0.5,-0.5,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0
456,0.0,24,8,2,2,0.7668,0.7668,0.7668,0.7668,1.2988,1.2988,1.2988,0.0,0.0,0.0,0.75,0.25,0.0,0.0,6,0,2,0
456,0.0,25,15,3,3,0.7223,0.7223,0.7223,0.7223,1.6729,1.6729,1.371,0.3019,0.3019,0.0,0.7333,0.2,0.0,0.0667,11,1,3,0
789,0.0,1,112,3,3,-0.0118,-0.0118,-0.0118,-0.0118,1.1492,1.1492,0.7657,0.3835,0.3835,0.0,0.8393,0.0804,0.0,0.0804,94,9,9,0
789,0.0,2,72,3,3,0.0648,0.0648,0.0648,0.0648,1.1826,1.1826,0.7876,0.395,0.395,0.0,0.8472,0.0278,0.0417,0.0833,61,6,2,3
789,0.0,3,33,3,3,-0.1865,-0.1865,-0.1865,-0.1865,0.3298,0.3298,-0.0,0.3298,0.3298,0.0,0.9394,0.0,0.0,0.0606,31,2,0,0
789,0.0,4,24,3,3,0.0962,0.0962,0.0962,0.0962,1.0239,1.0239,0.4972,0.5267,0.5267,0.0,0.8333,0.0417,0.0,0.125,20,3,1,0
789,0.0,5,21,3,3,0.8912,0.8912,0.8912,0.8912,1.8776,1.8776,1.28,0.5976,0.5976,0.0,0.6667,0.0476,0.0952,0.1905,14,4,1,2
789,0.0,6,9,3,3,1.139,1.139,1.139,1.139,1.8911,1.8911,1.8911,0.0,0.0,0.0,0.6667,0.1111,0.2222,0.0,6,0,1,2
789,0.0,7,10,2,2,0.4717,0.4717,0.4717,0.4717,0.7219,0.7219,0.7219,0.0,0.0,0.0,0.8,0.0,0.2,0.0,8,0,0,2
789,0.0,8,11,1,1,-0.1713,-0.1713,-0.1713,-0.1713,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0,0,0
789,0.0,9,17,3,3,1.2561,1.2561,1.2561,1.2561,1.9698,1.9698,1.7034,0.2664,0.2664,0.0,0.7059,0.1176,0.1176,0.0588,12,1,2,2
789,0.0,10,9,3,3,0.5914,0.5914,0.5914,0.5914,1.4466,1.4466,0.9864,0.4602,0.4602,0.0,0.7778,0.0,0.1111,0.1111,7,1,0,1
789,0.0,11,17,3,3,0.6737,0.6737,0.6737,0.6737,1.4961,1.4961,1.0224,0.4737,0.4737,0.0,0.7647,0.1176,0.0,0.1176,13,2,2,0
789,0.0,12,12,3,3,0.2993,0.2993,0.2993,0.2993,1.0409,1.0409,1.0409,0.0,0.0,0.0,0.8333,0.1667,0.0,0.0,10,0,2,0
789,0.0,13,12,3,3,0.7157,0.7157,0.7157,0.7157,1.4183,1.4183,0.8167,0.6016,0.6016,0.0,0.75,0.0,0.0833,0.1667,9,2,0,1
789,0.0,14,10,3,3,1.3674,1.3674,1.3674,1.3674,2.2464,2.2464,1.761,0.4854,0.4854,0.0,0.5,0.2,0.1,0.2,5,2,2,1
789,0.0,15,24,3,3,0.2832,0.2832,0.2832,0.2832,1.1387,1.1387,0.9,0.2387,0.2387,0.0,0.875,0.0417,0.0417,0.0417,21,1,1,1
789,0.0,16,21,3,3,0.1643,0.1643,0.1643,0.1643,1.1542,1.1542,1.1542,0.0,0.0,0.0,0.8571,0.0476,0.0952,0.0,18,0,1,2
789,0.0,17,26,3,3,0.4197,0.4197,0.4197,0.4197,1.2116,1.2116,0.6219,0.5897,0.5897,0.0,0.7692,0.0769,0.0,0.1538,20,4,2,0
789,0.0,18,16,3,3,-0.0412,-0.0412,-0.0412,-0.0412,0.6686,0.6686,0.6686,0.0,0.0,0.0,0.9375,0.0625,0.0,0.0,15,0,1,0
789,0.0,19,20,3,3,1.6269,1.6269,1.6269,1.6269,2.2855,2.2855,1.9406,0.3449,0.3449,0.0,0.45,0.25,0.15,0.15,9,3,5,3
789,0.0,20,18,3,3,0.9371,0.9371,0.9371,0.9371,1.8289,1.8289,1.0975,0.7314,0.7314,0.0,0.5556,0.0556,0.1111,0.2778,10,5,1,2
789,0.0,21,17,3,3,0.2951,0.2951,0.2951,0.2951,1.1401,1.1401,0.6402,0.4999,0.4999,0.0,0.8235,0.0588,0.0,0.1176,14,2,1,0
789,0.0,22,25,3,3,0.6027,0.6027,0.6027,0.6027,1.6235,1.6235,1.404,0.2195,0.2195,0.0,0.76,0.12,0.08,0.04,19,1,3,2
789,0.0,23,16,3,3,0.5366,0.5366,0.5366,0.5366,1.6738,1.6738,1.1863,0.4875,0.4875,0.0,0.6875,0.125,0.0625,0.125,11,2,2,1
789,0.0,24,18,3,3,1.0237,1.0237,1.0237,1.0237,1.7882,1.7882,1.7882,0.0,0.0,0.0,0.6667,0.2778,0.0556,0.0,12,0,5,1
789,0.0,25,23,2,2,0.0068,0.0068,0.0068,0.0068,0.5132,0.5132,0.5132,0.0,0.0,0.0,0.9565,0.0435,0.0,0.0,22,0,1,0
999,0.0,1,106,3,3,-0.1841,-0.1841,-0.1841,-0.1841,1.1084,1.1084,0.8456,0.2628,0.2628,0.0,0.8679,0.0377,0.0472,0.0472,92,5,4,5
999,0.0,2,79,3,3,0.6915,0.6915,0.6915,0.6915,1.7642,1.7642,1.4654,0.2988,0.2988,0.0,0.7468,0.1266,0.0633,0.0633,59,5,10,5
999,0.0,3,30,3,3,0.3394,0.3394,0.3394,0.3394,1.4486,1.4486,1.0138,0.4348,0.4348,0.0,0.8,0.0333,0.0667,0.1,24,3,1,2
999,0.0,4,26,3,3,0.7724,0.7724,0.7724,0.7724,1.8521,1.8521,1.4125,0.4396,0.4396,0.0,0.6923,0.1538,0.0385,0.1154,18,3,4,1
999,0.0,5,12,3,3,0.7991,0.7991,0.7991,0.7991,1.614,1.614,1.0409,0.5731,0.5731,0.0,0.6667,0.0,0.1667,0.1667,8,2,0,2
999,0.0,6,20,3,3,-0.0638,-0.0638,-0.0638,-0.0638,0.569,0.569,0.569,0.0,0.0,0.0,0.95,0.0,0.05,0.0,19,0,0,1
999,0.0,7,11,3,3,0.949,0.949,0.949,0.949,1.6172,1.6172,0.8659,0.7513,0.7513,0.0,0.6364,0.0909,0.0,0.2727,7,3,1,0
999,0.0,8,6,3,3,1.0149,1.0149,1.0149,1.0149,1.7925,1.7925,1.2516,0.5409,0.5409,0.0,0.6667,0.0,0.1667,0.1667,4,1,0,1
999,0.0,9,14,3,3,0.9774,0.9774,0.9774,0.9774,1.9751,1.9751,1.4838,0.4913,0.4913,0.0,0.6429,0.1429,0.0714,0.1429,9,2,2,1
999,0.0,10,19,3,3,1.133,1.133,1.133,1.133,1.871,1.871,1.871,0.0,0.0,0.0,0.5789,0.3158,0.1053,0.0,11,0,6,2
999,0.0,11,26,3,3,0.8983,0.8983,0.8983,0.8983,1.6714,1.6714,1.1161,0.5553,0.5553,0.0,0.7308,0.0769,0.0385,0.1538,19,4,2,1
999,0.0,12,16,3,3,0.303,0.303,0.303,0.303,1.0141,1.0141,0.3373,0.6768,0.6768,0.0,0.75,0.0625,0.0,0.1875,12,3,1,0
999,0.0,13,17,3,3,0.9396,0.9396,0.9396,0.9396,1.574,1.574,1.574,0.0,0.0,0.0,0.7647,0.0588,0.1765,0.0,13,0,1,3
999,0.0,14,23,3,3,0.0064,0.0064,0.0064,0.0064,0.7654,0.7654,0.5132,0.2522,0.2522,0.0,0.913,0.0435,0.0,0.0435,21,1,1,0
999,0.0,15,17,3,3,-0.0882,-0.0882,-0.0882,-0.0882,0.6402,0.6402,0.6402,0.0,0.0,0.0,0.9412,0.0,0.0588,0.0,16,0,0,1
999,0.0,16,18,3,3,0.2838,0.2838,0.2838,0.2838,0.9445,0.9445,0.3095,0.635,0.635,0.0,0.7778,0.0,0.0556,0.1667,14,3,0,1
999,0.0,17,21,3,3,0.2684,0.2684,0.2684,0.2684,1.2495,1.2495,0.9882,0.2613,0.2613,0.0,0.8571,0.0476,0.0476,0.0476,18,1,1,1
999,0.0,18,16,3,3,-0.135,-0.135,-0.135,-0.135,0.3373,0.3373,-0.0,0.3373,0.3373,0.0,0.9375,0.0,0.0,0.0625,15,1,0,0
999,0.0,19,15,3,3,-0.3212,-0.3212,-0.3212,-0.3212,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,0,0,0
999,0.0,20,19,0,0,-0.5,-0.5,-0.5,-0.5,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,0,0,0
999,0.0,21,21,3,3,0.3609,0.3609,0.3609,0.3609,0.7919,0.7919,-0.0,0.7919,0.7919,0.0,0.7619,0.0,0.0,0.2381,16,5,0,0
999,0.0,22,10,3,3,0.9003,0.9003,0.9003,0.9003,1.771,1.771,1.3568,0.4142,0.4142,0.0,0.7,0.1,0.1,0.1,7,1,1,1
999,0.0,23,11,3,3,-0.0137,-0.0137,-0.0137,-0.0137,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0,0,0
999,0.0,24,18,3,3,1.0638,1.0638,1.0638,1.0638,1.838,1.838,1.4047,0.4333,0.4333,0.0,0.7222,0.0556,0.1111,0.1111,13,2,1,2
999,0.0,25,11,3,3,0.5005,0.5005,0.5005,0.5005,0.8454,0.8454,-0.0,0.8454,0.8454,0.0,0.7273,0.0,0.0,0.2727,8,3,0,0
1337,0.0,1,115,3,3,0.0909,0.0909,0.0909,0.0909,1.3833,1.3833,1.1798,0.2035,0.2035,0.0,0.8261,0.0696,0.0696,0.0348,95,4,8,8
1337,0.0,2,90,3,3,-0.0956,-0.0956,-0.0956,-0.0956,0.905,0.905,0.905,0.0,0.0,0.0,0.9111,0.0444,0.0444,0.0,82,0,4,4
1337,0.0,3,34,3,3,0.1337,0.1337,0.1337,0.1337,0.9701,0.9701,0.3816,0.5885,0.5885,0.0,0.8235,0.0,0.0294,0.1471,28,5,0,1
1337,0.0,4,30,3,3,1.1309,1.1309,1.1309,1.1309,1.9595,1.9595,1.7828,0.1767,0.1767,0.0,0.6667,0.1333,0.1667,0.0333,20,1,4,5
1337,0.0,5,13,3,3,0.0816,0.0816,0.0816,0.0816,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,0,0,0
1337,0.0,6,23,3,3,0.0714,0.0714,0.0714,0.0714,0.9274,0.9274,0.5132,0.4142,0.4142,0.0,0.8696,0.0435,0.0,0.087,20,2,1,0
1337,0.0,7,23,3,3,0.2174,0.2174,0.2174,0.2174,1.2087,1.2087,0.9665,0.2422,0.2422,0.0,0.8261,0.1304,0.0,0.0435,19,1,3,0
1337,0.0,8,11,3,3,-0.1197,-0.1197,-0.1197,-0.1197,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0,0,0
1337,0.0,9,20,2,2,1.4451,1.4451,1.4451,1.4451,1.9406,1.9406,1.9406,0.0,0.0,0.0,0.6,0.15,0.25,0.0,12,0,3,5
1337,0.0,10,15,3,3,0.5363,0.5363,0.5363,0.5363,1.2366,1.2366,0.9056,0.331,0.331,0.0,0.8,0.0,0.1333,0.0667,12,1,0,2
1337,0.0,11,13,3,3,-0.115,-0.115,-0.115,-0.115,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,0,0,0
1337,0.0,12,15,3,3,0.2067,0.2067,0.2067,0.2067,1.0389,1.0389,0.6998,0.3391,0.3391,0.0,0.8667,0.0,0.0667,0.0667,13,1,0,1
1337,0.0,13,19,3,3,1.164,1.164,1.164,1.164,1.5683,1.5683,1.5683,0.0,0.0,0.0,0.6316,0.3684,0.0,0.0,12,0,7,0
1337,0.0,14,18,3,3,0.8129,0.8129,0.8129,0.8129,1.3355,1.3355,0.6144,0.7211,0.7211,0.0,0.7222,0.0,0.0556,0.2222,13,4,0,1
1337,0.0,15,12,3,3,0.4448,0.4448,0.4448,0.4448,1.2075,1.2075,1.2075,0.0,0.0,0.0,0.8333,0.0833,0.0833,0.0,10,0,1,1
1337,0.0,16,21,3,3,0.923,0.923,0.923,0.923,1.7048,1.7048,1.4746,0.2302,0.2302,0.0,0.7143,0.2381,0.0,0.0476,15,1,5,0
1337,0.0,17,15,3,3,1.3491,1.3491,1.3491,1.3491,1.9329,1.9329,1.3383,0.5946,0.5946,0.0,0.4667,0.0,0.2667,0.2667,7,4,0,4
1337,0.0,18,17,3,3,0.5338,0.5338,0.5338,0.5338,1.3784,1.3784,0.6402,0.7382,0.7382,0.0,0.7059,0.0,0.0588,0.2353,12,4,0,1
1337,0.0,19,13,3,3,0.3487,0.3487,0.3487,0.3487,0.8905,0.8905,-0.0,0.8905,0.8905,0.0,0.6923,0.0,0.0,0.3077,9,4,0,0
1337,0.0,20,22,3,3,0.4856,0.4856,0.4856,0.4856,1.2776,1.2776,0.8659,0.4117,0.4117,0.0,0.8182,0.0909,0.0,0.0909,18,2,2,0
1337,0.0,21,14,3,3,0.0969,0.0969,0.0969,0.0969,0.7345,0.7345,0.7345,0.0,0.0,0.0,0.9286,0.0,0.0714,0.0,13,0,0,1
1337,0.0,22,9,3,3,1.5467,1.5467,1.5467,1.5467,2.1133,2.1133,1.8911,0.2222,0.2222,0.0,0.4444,0.3333,0.1111,0.1111,4,1,3,1
1337,0.0,23,18,3,3,0.7674,0.7674,0.7674,0.7674,1.2752,1.2752,0.8031,0.4721,0.4721,0.0,0.7778,0.0,0.1111,0.1111,14,2,0,2
1337,0.0,24,13,3,3,0.1661,0.1661,0.1661,0.1661,0.7732,0.7732,0.7732,0.0,0.0,0.0,0.9231,0.0769,0.0,0.0,12,0,1,0
1337,0.0,25,11,2,2,1.0491,1.0491,1.0491,1.0491,1.7899,1.7899,1.7899,0.0,0.0,0.0,0.7273,0.0909,0.1818,0.0,8,0,1,2
2024,0.0,1,121,3,3,-0.0039,-0.0039,-0.0039,-0.0039,1.2885,1.2885,0.9278,0.3607,0.3607,0.0,0.8182,0.0744,0.0331,0.0744,99,9,9,4
2024,0.0,2,71,3,3,-0.1416,-0.1416,-0.1416,-0.1416,1.0781,1.0781,0.7781,0.3,0.3,0.0,0.8732,0.0563,0.0141,0.0563,62,4,4,1
2024,0.0,3,18,3,3,0.2449,0.2449,0.2449,0.2449,1.2332,1.2332,0.6144,0.6188,0.6188,0.0,0.7778,0.0556,0.0,0.1667,14,3,1,0
2024,0.0,4,17,3,3,0.1207,0.1207,0.1207,0.1207,0.6723,0.6723,-0.0,0.6723,0.6723,0.0,0.8235,0.0,0.0,0.1765,14,3,0,0
2024,0.0,5,18,3,3,0.8396,0.8396,0.8396,0.8396,1.7689,1.7689,1.0975,0.6714,0.6714,0.0,0.6667,0.0556,0.0556,0.2222,12,4,1,1
2024,0.0,6,18,3,3,0.365,0.365,0.365,0.365,1.2752,1.2752,0.8031,0.4721,0.4721,0.0,0.7778,0.1111,0.0,0.1111,14,2,2,0
2024,0.0,7,19,3,3,-0.0069,-0.0069,-0.0069,-0.0069,0.4855,0.4855,-0.0,0.4855,0.4855,0.0,0.8947,0.0,0.0,0.1053,17,2,0,0
2024,0.0,8,29,3,3,-0.3756,-0.3756,-0.3756,-0.3756,0.3621,0.3621,-0.0,0.3621,0.3621,0.0,0.931,0.0,0.0,0.069,27,2,0,0
2024,0.0,9,20,3,3,1.2008,1.2008,1.2008,1.2008,1.8395,1.8395,1.3527,0.4868,0.4868,0.0,0.6,0.0,0.25,0.15,12,3,0,5
2024,0.0,10,23,3,3,0.6601,0.6601,0.6601,0.6601,1.7056,1.7056,1.2087,0.4969,0.4969,0.0,0.7391,0.0435,0.087,0.1304,17,3,1,2
2024,0.0,11,15,3,3,0.4641,0.4641,0.4641,0.4641,1.1033,1.1033,1.1033,0.0,0.0,0.0,0.8667,0.1333,0.0,0.0,13,0,2,0
2024,0.0,12,20,3,3,0.1118,0.1118,0.1118,0.1118,0.469,0.469,-0.0,0.469,0.469,0.0,0.9,0.0,0.0,0.1,18,2,0,0
2024,0.0,13,14,3,3,1.202,1.202,1.202,1.202,1.7783,1.7783,1.7783,0.0,0.0,0.0,0.7143,0.1429,0.1429,0.0,10,0,2,2
2024,0.0,14,24,2,2,0.1759,0.1759,0.1759,0.1759,0.8167,0.8167,0.8167,0.0,0.0,0.0,0.9167,0.0833,0.0,0.0,22,0,2,0
2024,0.0,15,17,3,3,0.9846,0.9846,0.9846,0.9846,1.8943,1.8943,1.3216,0.5727,0.5727,0.0,0.6471,0.1176,0.0588,0.1765,11,3,2,1
2024,0.0,16,17,3,3,0.3903,0.3903,0.3903,0.3903,1.2772,1.2772,0.6402,0.637,0.637,0.0,0.7647,0.0,0.0588,0.1765,13,3,0,1
2024,0.0,17,17,3,3,0.8704,0.8704,0.8704,0.8704,1.7034,1.7034,1.0224,0.681,0.681,0.0,0.6471,0.1176,0.0,0.2353,11,4,2,0
2024,0.0,18,18,3,3,0.659,0.659,0.659,0.659,1.4047,1.4047,0.9445,0.4602,0.4602,0.0,0.7222,0.0,0.1667,0.1111,13,2,0,3
2024,0.0,19,15,3,3,0.6388,0.6388,0.6388,0.6388,1.6729,1.6729,1.053,0.6199,0.6199,0.0,0.6,0.0,0.2,0.2,9,3,0,3
2024,0.0,20,32,3,3,0.1187,0.1187,0.1187,0.1187,1.0092,1.0092,0.3998,0.6094,0.6094,0.0,0.8125,0.0,0.0312,0.1562,26,5,0,1
2024,0.0,21,23,3,3,0.44,0.44,0.44,0.44,1.4473,1.4473,1.2087,0.2386,0.2386,0.0,0.8261,0.0435,0.087,0.0435,19,1,1,2
2024,0.0,22,12,3,3,0.7376,0.7376,0.7376,0.7376,1.614,1.614,1.2516,0.3624,0.3624,0.0,0.75,0.1667,0.0,0.0833,9,1,2,0
2024,0.0,23,7,3,3,-0.0017,-0.0017,-0.0017,-0.0017,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,0,0,0
2024,0.0,24,16,2,2,0.1498,0.1498,0.1498,0.1498,0.9934,0.9934,0.9934,0.0,0.0,0.0,0.875,0.0625,0.0625,0.0,14,0,1,1
2024,0.0,25,11,3,3,0.6959,0.6959,0.6959,0.6959,1.4911,1.4911,0.8659,0.6252,0.6252,0.0,0.7273,0.0,0.0909,0.1818,8,2,0,1
7,0.0005,1,110,0,0,-0.7461,-0.7461,-0.7461,-0.7461,0.4148,0.4148,0.1493,0.2655,0.2655,0.0,0.9455,0.0091,0.0,0.0455,104,5,1,0
7,0.0005,2,69,3,3,0.0687,0.0687,0.0687,0.0687,1.135,1.135,0.6806,0.4544,0.4544,0.0,0.8261,0.0145,0.058,0.1014,57,7,1,4
7,0.0005,3,42,3,3,0.9063,0.9063,0.8972,0.8972,1.9369,1.9369,1.4372,0.4997,0.4997,-0.0091,0.6667,0.0952,0.0952,0.1429,28,6,4,4
7,0.0005,4,14,4,4,0.6066,0.6066,0.6282,0.6282,1.4838,1.4838,1.4838,0.0,0.0,0.0216,0.7857,0.0714,0.1429,0.0,11,0,1,2
7,0.0005,5,19,2,2,0.0526,0.0526,0.0526,0.0526,1.0583,1.0583,1.0583,0.0,0.0,0.0,0.8947,0.0526,0.0526,0.0,17,0,1,1
7,0.0005,6,23,4,4,-0.0986,-0.0986,0.0334,0.0334,1.0144,1.0144,0.7654,0.249,0.249,0.132,0.8696,0.0435,0.0435,0.0435,20,1,1,1
7,0.0005,7,10,3,3,0.6227,0.6227,0.6227,0.6227,0.971,0.971,-0.0,0.971,0.971,0.0,0.6,0.0,0.0,0.4,6,4,0,0
7,0.0005,8,19,4,4,0.3161,0.3161,0.6512,0.6512,0.7742,0.7742,0.7742,0.0,0.0,0.3351,0.8947,0.1053,0.0,0.0,17,0,2,0
7,0.0005,9,6,4,4,1.0601,1.0601,1.2636,1.2636,1.4591,1.4591,1.4591,0.0,0.0,0.2035,0.5,0.5,0.0,0.0,3,0,3,0
7,0.0005,10,12,4,4,0.9981,0.9981,1.0218,1.0218,1.4183,1.4183,1.0409,0.3774,0.3774,0.0237,0.75,0.0,0.1667,0.0833,9,1,0,2
7,0.0005,11,13,4,4,0.3371,0.3371,0.704,0.704,1.1451,1.1451,0.7732,0.3719,0.3719,0.3669,0.8462,0.0769,0.0,0.0769,11,1,1,0
7,0.0005,12,12,4,4,1.4464,1.4464,1.6694,1.6694,2.1887,2.1887,1.8554,0.3333,0.3333,0.223,0.5,0.25,0.0833,0.1667,6,2,3,1
7,0.0005,13,17,4,4,0.5445,0.5445,0.5623,0.5623,1.1401,1.1401,1.1401,0.0,0.0,0.0178,0.8824,0.0588,0.0588,0.0,15,0,1,1
7,0.0005,14,20,3,3,0.9894,0.9894,0.9894,0.9894,1.9477,1.9477,1.4412,0.5065,0.5065,0.0,0.65,0.15,0.05,0.15,13,3,3,1
7,0.0005,15,16,3,3,0.2128,0.2128,0.2128,0.2128,0.5436,0.5436,0.5436,0.0,0.0,0.0,0.875,0.125,0.0,0.0,14,0,2,0
7,0.0005,16,12,2,2,0.029,0.029,0.029,0.029,0.8167,0.8167,0.8167,0.0,0.0,0.0,0.9167,0.0833,0.0,0.0,11,0,1,0
7,0.0005,17,14,3,3,0.8767,0.8767,0.8767,0.8767,1.8074,1.8074,1.2917,0.5157,0.5157,0.0,0.7143,0.0714,0.0714,0.1429,10,2,1,1
7,0.0005,18,14,3,3,0.0069,0.0069,0.0069,0.0069,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,0,0,0
7,0.0005,19,19,3,3,1.4246,1.4246,1.4246,1.4246,2.1029,2.1029,1.723,0.3799,0.3799,0.0,0.6316,0.1053,0.1579,0.1053,12,2,2,3
7,0.0005,20,7,3,3,0.3411,0.3411,0.3411,0.3411,0.5917,0.5917,-0.0,0.5917,0.5917,0.0,0.8571,0.0,0.0,0.1429,6,1,0,0
7,0.0005,21,13,3,3,0.9911,0.9911,0.9911,0.9911,1.7272,1.7272,1.1982,0.529,0.529,0.0,0.6923,0.1538,0.0,0.1538,9,2,2,0
7,0.0005,22,15,3,3,0.1165,0.1165,0.1165,0.1165,1.0389,1.0389,0.6998,0.3391,0.3391,0.0,0.8667,0.0667,0.0,0.0667,13,1,1,0
7,0.0005,23,10,3,3,-0.0566,-0.0566,-0.0566,-0.0566,0.469,0.469,0.469,0.0,0.0,0.0,0.9,0.1,0.0,0.0,9,0,1,0
7,0.0005,24,12,3,3,1.4705,1.4705,1.4705,1.4705,2.1887,2.1887,1.7296,0.4591,0.4591,0.0,0.5,0.25,0.0833,0.1667,6,2,3,1
7,0.0005,25,14,3,3,0.6644,0.6644,0.6644,0.6644,1.1488,1.1488,1.1488,0.0,0.0,0.0,0.8571,0.0,0.1429,0.0,12,0,0,2
42,0.0005,1,117,0,0,-0.652,-0.652,-0.652,-0.652,0.509,0.509,0.2962,0.2128,0.2128,0.0,0.9402,0.0,0.0256,0.0342,110,4,0,3
42,0.0005,2,80,4,4,0.1363,0.1363,0.1973,0.1973,1.1983,1.1983,0.8776,0.3207,0.3207,0.061,0.85,0.0625,0.025,0.0625,68,5,5,2
42,0.0005,3,30,3,3,-0.0083,-0.0083,-0.0083,-0.0083,1.0389,1.0389,0.6998,0.3391,0.3391,0.0,0.8667,0.0667,0.0,0.0667,26,2,2,0
42,0.0005,4,16,3,3,0.2931,0.2931,0.2931,0.2931,1.1863,1.1863,0.6686,0.5177,0.5177,0.0,0.8125,0.0,0.0625,0.125,13,2,0,1
42,0.0005,5,20,3,3,0.4597,0.4597,0.4597,0.4597,1.4789,1.4789,1.054,0.4249,0.4249,0.0,0.75,0.0,0.15,0.1,15,2,0,3
42,0.0005,6,19,3,3,0.2092,0.2092,0.2092,0.2092,0.6292,0.6292,-0.0,0.6292,0.6292,0.0,0.8421,0.0,0.0,0.1579,16,3,0,0
42,0.0005,7,18,3,3,0.1839,0.1839,0.1839,0.1839,0.8524,0.8524,-0.0,0.8524,0.8524,0.0,0.7222,0.0,0.0,0.2778,13,5,0,0
42,0.0005,8,19,3,3,0.0359,0.0359,0.0359,0.0359,0.5907,0.5907,0.5907,0.0,0.0,0.0,0.9474,0.0526,0.0,0.0,18,0,1,0
42,0.0005,9,12,2,2,0.2731,0.2731,0.2731,0.2731,1.2075,1.2075,1.2075,0.0,0.0,0.0,0.8333,0.0833,0.0833,0.0,10,0,1,1
42,0.0005,10,9,3,3,0.669,0.669,0.669,0.669,1.2244,1.2244,0.5033,0.7211,0.7211,0.0,0.6667,0.0,0.1111,0.2222,6,2,0,1
42,0.0005,11,9,3,3,0.5487,0.5487,0.5487,0.5487,1.4466,1.4466,0.9864,0.4602,0.4602,0.0,0.7778,0.0,0.1111,0.1111,7,1,0,1
42,0.0005,12,9,3,3,0.0609,0.0609,0.0609,0.0609,0.5033,0.5033,-0.0,0.5033,0.5033,0.0,0.8889,0.0,0.0,0.1111,8,1,0,0
42,0.0005,13,11,3,3,0.25,0.25,0.25,0.25,0.8659,0.8659,0.8659,0.0,0.0,0.0,0.9091,0.0,0.0909,0.0,10,0,0,1
42,0.0005,14,13,4,4,1.1578,1.1578,1.2825,1.2825,2.0458,2.0458,1.5466,0.4992,0.4992,0.1247,0.6154,0.0769,0.1538,0.1538,8,2,1,2
42,0.0005,15,18,4,4,0.3372,0.3372,0.4128,0.4128,1.3863,1.3863,1.0975,0.2888,0.2888,0.0756,0.8333,0.0556,0.0556,0.0556,15,1,1,1
42,0.0005,16,31,4,4,1.0103,1.0103,1.0971,1.0971,2.0649,2.0649,1.6212,0.4437,0.4437,0.0868,0.6452,0.129,0.0968,0.129,20,4,4,3
42,0.0005,17,18,3,3,0.472,0.472,0.472,0.472,0.7642,0.7642,-0.0,0.7642,0.7642,0.0,0.7778,0.0,0.0,0.2222,14,4,0,0
42,0.0005,18,19,3,3,0.766,0.766,0.766,0.766,1.668,1.668,1.232,0.436,0.436,0.0,0.7368,0.1053,0.0526,0.1053,14,2,2,1
42,0.0005,19,19,4,4,0.5356,0.5356,0.5865,0.5865,1.523,1.523,0.953,0.57,0.57,0.0509,0.7368,0.1053,0.0,0.1579,14,3,2,0
42,0.0005,20,15,4,4,0.3933,0.3933,0.453,0.453,1.1033,1.1033,1.1033,0.0,0.0,0.0597,0.8667,0.1333,0.0,0.0,13,0,2,0
42,0.0005,21,18,2,2,0.988,0.988,0.988,0.988,1.8366,1.8366,1.8366,0.0,0.0,0.0,0.6667,0.2222,0.1111,0.0,12,0,4,2
42,0.0005,22,9,4,4,0.8045,0.8045,1.0619,1.0619,0.9183,0.9183,-0.0,0.9183,0.9183,0.2574,0.6667,0.0,0.0,0.3333,6,3,0,0
42,0.0005,23,11,4,4,1.156,1.156,1.2457,1.2457,1.6858,1.6858,1.6858,0.0,0.0,0.0897,0.7273,0.0909,0.1818,0.0,8,0,1,2
42,0.0005,24,13,3,3,0.3995,0.3995,0.3995,0.3995,0.6194,0.6194,-0.0,0.6194,0.6194,0.0,0.8462,0.0,0.0,0.1538,11,2,0,0
42,0.0005,25,9,3,3,0.4212,0.4212,0.4212,0.4212,0.9864,0.9864,0.9864,0.0,0.0,0.0,0.8889,0.1111,0.0,0.0,8,0,1,0
55,0.0005,1,117,0,0,-0.5297,-0.5297,-0.6173,-0.6173,0.7628,0.7628,0.5132,0.2496,0.2496,-0.0876,0.906,0.0256,0.0256,0.0427,106,5,3,3
55,0.0005,2,78,4,4,-0.2506,-0.2506,-0.1791,-0.1791,0.9544,0.9544,0.6212,0.3332,0.3332,0.0715,0.8846,0.0128,0.0385,0.0641,69,5,1,3
