seed,rate,window,J3,H3,none_ratio,mid_share,strong_share,weak_share,n_C
1337,0.0005,10,0.279,1.2332,0.7778,0.0,0.0556,0.1667,18
1337,0.0005,11,0.9411,1.5,0.75,0.0,0.25,0.0,4
1337,0.0005,13,0.1875,-0.0,1.0,0.0,0.0,0.0,7
1337,0.0005,14,0.8447,1.5275,0.7778,0.0,0.1667,0.0556,18
1337,0.0005,15,0.7752,1.5738,0.7895,0.1579,0.0526,0.0,19
1337,0.0005,16,0.2942,0.5436,0.875,0.0,0.0,0.125,8
1337,0.0005,19,0.597,0.9968,0.5333,0.0,0.0,0.4667,15
1337,0.0005,20,0.9319,1.5546,0.7333,0.0,0.2,0.0667,15
1337,0.0005,21,1.1038,1.7968,0.6,0.1333,0.0,0.2667,15
1337,0.0005,22,1.0518,1.7759,0.6923,0.2308,0.0769,0.0,13
1337,0.0005,23,0.9572,1.6645,0.7143,0.0,0.1429,0.1429,7
1337,0.0005,24,0.6684,1.6258,0.5833,0.0,0.0833,0.3333,12
1337,0.0005,25,1.1918,1.7885,0.7143,0.2143,0.0714,0.0,14
2024,0.0005,1,0.0169,1.3094,0.8017,0.0431,0.0431,0.1121,116
2024,0.0005,2,-0.0226,0.9728,0.8659,0.061,0.0,0.0732,82
2024,0.0005,3,-0.0199,1.0984,0.8438,0.0625,0.0,0.0938,32
2024,0.0005,6,1.0298,1.88,0.6667,0.1111,0.1111,0.1111,18
2024,0.0005,9,0.0317,0.4395,0.9091,0.0,0.0,0.0909,22
2024,0.0005,10,-0.2832,-0.0,1.0,0.0,0.0,0.0,11
2024,0.0005,11,-0.2764,0.3373,0.9375,0.0,0.0,0.0625,16
2024,0.0005,12,0.7169,1.5003,0.6667,0.0,0.1111,0.2222,18
2024,0.0005,13,0.6541,1.1488,0.8571,0.1429,0.0,0.0,7
2024,0.0005,14,1.0762,1.5219,0.4,0.2,0.0,0.4,5
2024,0.0005,15,0.2364,0.5665,0.8667,0.0,0.0,0.1333,15
2024,0.0005,16,0.2749,1.1451,0.8462,0.0,0.0769,0.0769,13
2024,0.0005,18,0.8533,0.9544,0.375,0.0,0.0,0.625,8
2024,0.0005,19,0.3147,1.0,0.5,0.0,0.0,0.5,6
2024,0.0005,20,0.4774,0.8684,0.875,0.0,0.125,0.0,16
2024,0.0005,21,0.9812,1.8811,0.6923,0.0769,0.0769,0.1538,13
2024,0.0005,22,0.9817,1.8464,0.5,0.2,0.0,0.3,10
2024,0.0005,25,1.2097,1.9056,0.5,0.375,0.0,0.125,8
7,0.001,2,0.0916,1.164,0.8101,0.0759,0.0127,0.1013,79
7,0.001,14,1.6653,2.1972,0.3333,0.1111,0.2222,0.3333,9
7,0.001,15,0.3599,-0.0,1.0,0.0,0.0,0.0,11
7,0.001,16,0.6979,1.5535,0.75,0.0833,0.0417,0.125,24
7,0.001,17,0.2459,0.9864,0.7778,0.1111,0.0,0.1111,9
7,0.001,25,0.5419,0.7219,0.8,0.0,0.0,0.2,5
42,0.001,11,1.3477,2.1243,0.5862,0.1034,0.2414,0.069,29
42,0.001,13,0.5002,1.1761,0.875,0.0833,0.0417,0.0,24
42,0.001,15,0.0342,-0.0,1.0,0.0,0.0,0.0,12
42,0.001,17,0.9191,1.6628,0.6471,0.0588,0.0588,0.2353,17
42,0.001,18,0.1731,1.1183,0.8095,0.0,0.0476,0.1429,21
42,0.001,19,-0.0538,0.8476,0.9,0.05,0.0,0.05,20
42,0.001,20,0.0003,0.5436,0.875,0.125,0.0,0.0,16
42,0.001,21,0.18,0.952,0.8824,0.0,0.0588,0.0588,17
55,0.001,3,0.5742,1.658,0.7667,0.0667,0.0667,0.1,30
55,0.001,4,0.012,0.4138,0.9167,0.0,0.0,0.0833,12
55,0.001,5,0.3934,0.9913,0.8462,0.0,0.1538,0.0,13
55,0.001,7,0.6489,1.3568,0.8,0.1,0.0,0.1,10
55,0.001,8,0.2993,0.7496,0.7857,0.0,0.0,0.2143,14
55,0.001,9,-0.1588,-0.0,1.0,0.0,0.0,0.0,10
55,0.001,11,0.5152,1.4076,0.7857,0.0714,0.0357,0.1071,28
55,0.001,12,-0.0594,0.3912,0.9231,0.0769,0.0,0.0,13
55,0.001,13,1.1026,1.9069,0.6667,0.0667,0.1333,0.1333,15
55,0.001,14,0.6175,1.571,0.7,0.0,0.2,0.1,10
55,0.001,15,0.4434,1.1863,0.8125,0.125,0.0,0.0625,16
55,0.001,16,0.8522,1.75,0.625,0.125,0.0,0.25,8
55,0.001,20,0.4089,1.1918,0.85,0.05,0.1,0.0,20
55,0.001,24,0.3157,0.65,0.8333,0.0,0.0,0.1667,6
55,0.001,25,-0.0023,0.7425,0.7895,0.0,0.0,0.2105,19
123,0.001,1,-0.0835,1.0775,0.8475,0.0,0.0847,0.0678,118
123,0.001,2,0.6699,1.4667,0.7838,0.1486,0.0,0.0676,74
123,0.001,4,1.0811,2.0182,0.6842,0.1053,0.1579,0.0526,19
123,0.001,5,0.1168,0.6686,0.9375,0.0,0.0625,0.0,16
123,0.001,6,0.686,1.5422,0.7308,0.0,0.2308,0.0385,26
123,0.001,7,0.4748,1.0224,0.8824,0.1176,0.0,0.0,17
123,0.001,11,0.4623,0.9864,0.7778,0.1111,0.0,0.1111,9
123,0.001,12,0.4783,0.9403,0.6429,0.0,0.0,0.3571,14
123,0.001,13,0.0082,0.3228,0.9412,0.0,0.0588,0.0,17
123,0.001,17,0.63,0.9544,0.625,0.0,0.0,0.375,8
123,0.001,18,-0.0422,0.469,0.9,0.0,0.0,0.1,10
123,0.001,19,0.614,1.1568,0.8,0.2,0.0,0.0,10
123,0.001,20,0.6888,0.9183,0.6667,0.0,0.0,0.3333,9
123,0.001,21,-0.0631,-0.0,1.0,0.0,0.0,0.0,7
123,0.001,22,0.1581,1.1219,0.85,0.05,0.05,0.05,20
123,0.001,25,0.0847,0.3534,0.9333,0.0,0.0,0.0667,15
314,0.001,1,0.3063,1.5988,0.7573,0.068,0.0777,0.0971,103
314,0.001,3,0.1122,1.1609,0.8438,0.0938,0.0312,0.0312,32
314,0.001,7,0.2813,0.5436,0.875,0.0,0.0,0.125,8
314,0.001,8,1.2822,1.9219,0.6,0.2,0.0,0.2,5
314,0.001,9,0.6962,0.994,0.5455,0.0,0.0,0.4545,11
314,0.001,12,0.2839,0.9464,0.7857,0.0,0.0714,0.1429,14
314,0.001,13,1.0217,1.4355,0.7778,0.2222,0.0,0.0,9
314,0.001,23,1.2558,1.7899,0.7273,0.0909,0.1818,0.0,11
456,0.001,1,-0.2589,1.0336,0.8614,0.0594,0.0099,0.0693,101
456,0.001,3,0.416,1.4473,0.8261,0.0435,0.087,0.0435,23
456,0.001,4,0.7761,1.8811,0.6923,0.0769,0.0769,0.1538,13
456,0.001,8,0.6303,1.0958,0.8182,0.1818,0.0,0.0,11
456,0.001,9,0.5497,1.4047,0.7222,0.1111,0.0,0.1667,18
456,0.001,10,-0.0503,0.4138,0.9167,0.0,0.0,0.0833,12
456,0.001,13,1.304,2.1085,0.5625,0.0625,0.125,0.25,16
456,0.001,14,1.3288,1.8231,0.3636,0.1818,0.3636,0.0909,11
456,0.001,15,0.6371,0.9,0.875,0.0,0.0417,0.0833,24
456,0.001,16,1.1398,1.585,0.6667,0.0,0.3333,0.0,3
456,0.001,19,1.1493,2.0524,0.5625,0.0625,0.1875,0.1875,16
456,0.001,20,0.2286,0.5226,0.8824,0.0,0.0,0.1176,17
456,0.001,21,0.9479,1.574,0.7647,0.1765,0.0588,0.0,17
456,0.001,22,0.8164,1.685,0.7222,0.1667,0.0,0.1111,18
456,0.001,23,0.0183,-0.0,1.0,0.0,0.0,0.0,11
456,0.001,24,1.0151,1.6577,0.6667,0.0,0.1111,0.2222,9
456,0.001,25,0.644,1.4466,0.7778,0.1111,0.0,0.1111,9
789,0.001,2,-0.0791,1.0115,0.8452,0.0119,0.0357,0.1071,84
789,0.001,6,-0.0845,0.9274,0.8696,0.0435,0.0,0.087,23
789,0.001,7,0.259,0.7871,0.7647,0.0,0.0,0.2353,17
789,0.001,8,0.9852,1.8688,0.4348,0.087,0.087,0.3913,23
789,0.001,9,0.2642,0.5917,0.8571,0.0,0.0,0.1429,14
789,0.001,10,0.7344,1.6137,0.7647,0.1176,0.0588,0.0588,17
789,0.001,11,0.3136,0.684,0.8182,0.0,0.0,0.1818,11
789,0.001,12,0.3515,1.2433,0.7727,0.0,0.0909,0.1364,22
789,0.001,13,-0.1483,0.3228,0.9412,0.0,0.0588,0.0,17
789,0.001,14,1.2468,1.75,0.625,0.3333,0.0,0.0417,24
789,0.001,15,1.1959,2.0899,0.6087,0.087,0.1304,0.1739,23
789,0.001,16,0.2355,0.5033,0.8889,0.0,0.1111,0.0,9
789,0.001,17,0.2757,0.684,0.8182,0.0,0.0,0.1818,11
789,0.001,19,0.53,0.7496,0.7857,0.0,0.0,0.2143,14
789,0.001,20,0.9857,1.7527,0.5556,0.1111,0.0,0.3333,9
789,0.001,21,1.1384,1.7806,0.6875,0.125,0.1875,0.0,16
999,0.001,1,-0.4453,0.7156,0.9057,0.0,0.0283,0.066,106
999,0.001,2,0.6528,1.6145,0.7794,0.0735,0.1176,0.0294,68
999,0.001,3,0.1635,0.8842,0.85,0.0,0.15,0.0,20
999,0.001,4,0.6394,1.3716,0.8125,0.125,0.0,0.0625,16
999,0.001,7,-0.0473,0.4395,0.9091,0.0,0.0,0.0909,11
999,0.001,8,0.6099,1.1568,0.8,0.0,0.2,0.0,10
999,0.001,10,0.7296,1.4885,0.6923,0.0,0.0769,0.2308,13
999,0.001,11,0.1617,0.65,0.8333,0.0,0.0,0.1667,12
999,0.001,12,1.3672,1.8955,0.6,0.3,0.0,0.1,10
999,0.001,13,0.5998,1.4801,0.7826,0.087,0.0435,0.087,23
999,0.001,14,0.1283,0.8659,0.9091,0.0909,0.0,0.0,11
999,0.001,15,0.2927,1.2415,0.8261,0.087,0.0,0.087,23
999,0.001,18,-0.1878,-0.0,1.0,0.0,0.0,0.0,12
999,0.001,19,0.4707,0.8631,0.7143,0.0,0.0,0.2857,7
999,0.001,20,1.3209,1.9502,0.4286,0.0,0.2857,0.2857,7
999,0.001,22,0.6399,0.7219,0.8,0.0,0.0,0.2,5
999,0.001,23,-0.1713,-0.0,1.0,0.0,0.0,0.0,7
999,0.001,25,0.5317,0.5436,0.875,0.0,0.0,0.125,8
1337,0.001,1,-0.4689,0.8236,0.9,0.0455,0.0091,0.0455,110
1337,0.001,2,0.9983,1.7623,0.6567,0.2687,0.0,0.0746,67
1337,0.001,6,0.658,1.4372,0.7619,0.0952,0.0,0.1429,21
1337,0.001,10,0.3929,1.316,0.8095,0.0,0.0952,0.0952,21
1337,0.001,11,-0.0999,-0.0,1.0,0.0,0.0,0.0,12
1337,0.001,13,0.3149,0.684,0.8182,0.0,0.0,0.1818,11
1337,0.001,14,0.6116,1.1255,0.8095,0.1905,0.0,0.0,21
1337,0.001,15,1.1438,1.7465,0.3333,0.2,0.0,0.4667,15
1337,0.001,18,1.0104,1.6645,0.7143,0.1429,0.0,0.1429,14
2024,0.001,7,1.3736,1.7842,0.5,0.4167,0.0,0.0833,12
2024,0.001,10,0.8207,0.9612,0.6154,0.0,0.0,0.3846,13
2024,0.001,11,0.8972,1.6697,0.6875,0.0,0.125,0.1875,16
2024,0.001,14,-0.079,-0.0,1.0,0.0,0.0,0.0,7
2024,0.001,17,0.6968,1.2988,0.75,0.25,0.0,0.0,8
2024,0.001,19,-0.022,0.5226,0.8824,0.0,0.0,0.1176,17
2024,0.001,20,-0.4011,0.2864,0.95,0.0,0.0,0.05,20
2024,0.001,21,0.1923,0.7642,0.7778,0.0,0.0,0.2222,9
2024,0.001,22,0.4513,1.2776,0.8182,0.0,0.0909,0.0909,11
7,0.002,5,0.2973,0.8631,0.7143,0.0,0.0,0.2857,7
7,0.002,11,1.253,2.1021,0.5263,0.0526,0.2632,0.1579,19
7,0.002,16,0.0258,0.3534,0.9333,0.0,0.0,0.0667,15
7,0.002,17,0.3225,0.8631,0.7143,0.0,0.0,0.2857,21
7,0.002,18,1.2419,1.7652,0.6667,0.1111,0.2222,0.0,18
7,0.002,21,-0.0957,0.469,0.9,0.0,0.0,0.1,10
42,0.002,2,0.1388,1.1382,0.8523,0.0568,0.0455,0.0455,88
42,0.002,6,0.9485,1.7855,0.55,0.1,0.05,0.3,20
42,0.002,7,0.1736,0.5665,0.8667,0.0,0.0,0.1333,15
42,0.002,10,0.5396,1.4082,0.8333,0.0833,0.0417,0.0417,24
42,0.002,15,1.0555,1.9242,0.5,0.3571,0.0,0.1429,14
42,0.002,16,0.736,1.2917,0.7857,0.0,0.0714,0.1429,14
42,0.002,17,0.48,1.0613,0.875,0.125,0.0,0.0,16
55,0.002,4,0.6218,0.9799,0.5833,0.0,0.0,0.4167,12
55,0.002,5,-0.066,0.3712,0.9286,0.0,0.0,0.0714,14
55,0.002,6,0.6477,1.1982,0.8462,0.1538,0.0,0.0,13
55,0.002,8,0.281,-0.0,1.0,0.0,0.0,0.0,13
55,0.002,10,0.2569,0.7742,0.8421,0.0,0.0526,0.1053,19
55,0.002,11,0.0985,0.7025,0.8095,0.0,0.0,0.1905,21
55,0.002,19,0.8057,1.7804,0.7059,0.1176,0.0588,0.1176,17
55,0.002,21,0.3914,0.953,0.8947,0.1053,0.0,0.0,19
55,0.002,25,0.2386,1.1451,0.8462,0.0,0.0769,0.0769,13
123,0.002,1,-0.0835,1.0775,0.8475,0.0,0.0847,0.0678,118
123,0.002,4,-0.0544,-0.0,1.0,0.0,0.0,0.0,21
123,0.002,6,0.1335,0.5436,0.875,0.0,0.0,0.125,16
123,0.002,7,0.8332,1.6184,0.7059,0.1176,0.0,0.1765,17
123,0.002,8,-0.058,0.3228,0.9412,0.0,0.0,0.0588,17
123,0.002,9,0.4281,1.1863,0.875,0.0625,0.0625,0.0,16
123,0.002,11,1.175,1.9808,0.5455,0.2727,0.0,0.1818,11
123,0.002,12,0.2232,-0.0,1.0,0.0,0.0,0.0,11
123,0.002,15,0.7401,1.4238,0.6875,0.0,0.0625,0.25,16
123,0.002,19,0.0532,0.8659,0.9091,0.0909,0.0,0.0,11
314,0.002,1,0.0599,1.2208,0.8235,0.098,0.0,0.0784,102
314,0.002,9,-0.0999,-0.0,1.0,0.0,0.0,0.0,2
314,0.002,11,0.7867,1.4961,0.7647,0.0,0.1176,0.1176,17
314,0.002,12,0.2368,1.0848,0.8182,0.0455,0.0,0.1364,22
314,0.002,23,0.1171,0.8167,0.9167,0.0,0.0833,0.0,12
456,0.002,1,-0.2589,1.0336,0.8614,0.0594,0.0099,0.0693,101
456,0.002,3,0.416,1.4473,0.8261,0.0435,0.087,0.0435,23
456,0.002,10,0.8429,1.583,0.76,0.2,0.04,0.0,25
456,0.002,13,0.3329,0.469,0.9,0.0,0.0,0.1,20
456,0.002,14,1.0756,1.7806,0.625,0.0,0.1875,0.1875,16
456,0.002,16,-0.0052,-0.0,1.0,0.0,0.0,0.0,18
456,0.002,17,1.481,2.1181,0.6364,0.0909,0.1818,0.0909,11
789,0.002,2,0.3327,1.4536,0.8108,0.0811,0.0541,0.0541,74
789,0.002,13,0.0841,0.3373,0.9375,0.0,0.0,0.0625,16
789,0.002,20,0.7179,1.7916,0.6875,0.0312,0.125,0.1562,32
999,0.002,1,-0.4453,0.7156,0.9057,0.0,0.0283,0.066,106
999,0.002,2,0.4576,1.4827,0.7941,0.0588,0.1029,0.0441,68
999,0.002,4,0.0247,0.8795,0.8947,0.0,0.0526,0.0526,19
999,0.002,7,-0.1519,-0.0,1.0,0.0,0.0,0.0,14
999,0.002,8,0.007,0.5436,0.875,0.0,0.0,0.125,8
999,0.002,9,1.1217,1.8248,0.6316,0.1579,0.0,0.2105,19
999,0.002,10,0.1602,0.4855,0.8947,0.0,0.0,0.1053,19
999,0.002,11,1.0127,1.8566,0.6,0.0667,0.2,0.1333,15
999,0.002,16,0.3191,1.3372,0.8421,0.0526,0.0526,0.0526,19
999,0.002,19,0.2236,0.8167,0.9167,0.0833,0.0,0.0,12
1337,0.002,1,-0.4689,0.8236,0.9,0.0455,0.0091,0.0455,110
1337,0.002,2,0.904,1.7126,0.6714,0.2429,0.0,0.0857,70
1337,0.002,6,-0.2543,0.3534,0.9333,0.0,0.0,0.0667,15
1337,0.002,7,0.9267,1.7947,0.6875,0.0625,0.0625,0.1875,16
1337,0.002,13,1.2926,1.8774,0.6429,0.1429,0.2143,0.0,14
1337,0.002,22,0.2251,0.6144,0.9444,0.0,0.0556,0.0,18
1337,0.002,23,1.4946,1.7819,0.4,0.2,0.3333,0.0667,15
1337,0.002,24,0.8961,1.4015,0.8,0.04,0.08,0.08,25
2024,0.002,5,0.0134,0.6784,0.913,0.0,0.087,0.0,23
2024,0.002,10,0.6455,1.5216,0.6429,0.0714,0.0,0.2857,14
2024,0.002,11,0.6803,1.5657,0.64,0.0,0.08,0.28,25
2024,0.002,13,0.7144,1.2516,0.8333,0.0,0.1667,0.0,12
2024,0.002,16,-0.2832,-0.0,1.0,0.0,0.0,0.0,16
2024,0.002,24,0.6025,1.1033,0.8667,0.1333,0.0,0.0,15
7,0.005,2,0.2599,1.2909,0.8182,0.0909,0.013,0.0779,77
7,0.005,14,0.4988,1.3568,0.8,0.0,0.1,0.1,10
7,0.005,21,1.0104,1.6645,0.7143,0.0,0.1429,0.1429,7
7,0.005,25,0.1524,0.3373,0.9375,0.0,0.0,0.0625,16
42,0.005,3,0.2428,1.2876,0.8438,0.0625,0.0938,0.0,32
123,0.005,25,0.7975,1.2516,0.8333,0.0,0.1667,0.0,12
314,0.005,1,0.0599,1.2208,0.8235,0.098,0.0,0.0784,102
314,0.005,11,-0.0708,0.5304,0.9545,0.0,0.0455,0.0,22
314,0.005,19,-0.1286,-0.0,1.0,0.0,0.0,0.0,13
456,0.005,1,0.4254,1.7179,0.7184,0.1553,0.0194,0.1068,103
1337,0.005,1,-0.2884,1.0041,0.8696,0.0261,0.0609,0.0435,115
1337,0.005,8,0.0582,0.7919,0.7619,0.0,0.0,0.2381,21
2024,0.005,13,0.1978,0.9864,0.8889,0.1111,0.0,0.0,18
2024,0.005,17,1.099,1.7925,0.6667,0.1667,0.0,0.1667,6
2024,0.005,18,0.3687,0.7219,0.8,0.0,0.0,0.2,5
