window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
11,5000,3154,1,5,0,1.9888,1,12.7,5,3149,4.52,0.976,3231.6,5,1.0,109,1,12,1162,0.001936,0.0308,14.2045,10,9.2,0.0163,0.0058,1,0,0,0,0.05042,0.015625,53,0.6901,0.3987,0.2774,0,0,109
12,5000,3079,0,0,1,1.9875,2,12.5,0,3079,4.44,0.9598,3208.1,0,1.0,101,0,8,1119,0.001896,0.0375,0.0,11,10.2,0.0219,0.0065,0,1,0,0,0.057637,0.015625,51,0.7289,0.4449,0.2903,0,0,101
13,5000,3167,0,0,0,1.9901,1,12.3,0,3167,4.56,0.989,3202.2,0,1.0,98,0,3,1081,0.001788,0.024,0.0,12,11.1,0.0156,0.0048,0,0,0,0,0.072072,0.015625,51,0.7832,0.4959,0.2991,0,0,98
14,5000,3159,2,3,1,1.934,1,12.7,0,3154,4.45,0.9883,3196.5,5,1.0,100,5,3,1099,0.001799,0.035,14.1243,13,11.6,0.0154,0.006,0,0,0,0,0.051213,0.015625,52,0.6949,0.5229,0.3041,0,0,100
15,5000,3138,1,3,0,1.9456,1,12.6,8,3125,4.47,0.984,3189.2,13,1.0,103,7,4,1107,0.001751,0.0322,36.5169,14,11.9,0.0155,0.0052,0,0,0,0,0.058981,0.015625,53,0.7351,0.5711,0.3099,0,0,103
16,5000,3158,0,0,3,1.9641,2,12.6,8,3145,4.54,0.9914,3185.5,13,1.0,94,0,9,1052,0.001776,0.0321,39.6341,15,12.8,0.0195,0.0061,0,0,0,0,0.055394,0.015625,49,0.7179,0.6003,0.3166,0,0,94
17,5000,3062,1,4,3,1.9649,1,12.5,11,3051,4.43,0.9654,3171.8,11,1.0,86,1,9,1015,0.001881,0.0387,36.9128,16,13.7,0.0219,0.0073,0,0,0,0,0.054839,0.015625,48,0.7151,0.6358,0.3253,0,0,86
18,5000,3153,1,4,3,1.8922,1,12.3,10,3143,4.53,0.9947,3169.8,10,1.0,85,1,2,1012,0.001875,0.0344,32.5733,17,14.5,0.0241,0.0076,0,0,0,0,0.0625,0.015625,47,0.75,0.6826,0.3324,0,0,85
19,5000,3119,1,5,3,1.9628,2,12.2,1,3113,4.46,0.9856,3164.7,6,1.0,82,2,5,1018,0.001848,0.0351,21.6606,18,15.5,0.0204,0.0075,1,0,0,0,0.063158,0.015625,46,0.7526,0.7043,0.3386,0,0,82
20,5000,3156,1,4,3,1.9476,2,12.4,0,3151,4.58,0.9975,3163.9,5,1.0,77,3,8,967,0.001979,0.0514,16.4474,19,16.3,0.0222,0.0093,0,0,0,0,0.064309,0.015625,45,0.757,0.7686,0.3448,0,0,77
21,5000,3117,0,0,3,1.9269,2,12.6,5,3107,4.43,0.9866,3159.4,10,1.0,77,5,5,939,0.001915,0.0335,39.2157,20,16.4,0.0206,0.0075,0,0,0,0,0.074349,0.015625,45,0.7898,0.843,0.3473,0,0,77
22,5000,3023,3,4,3,1.9871,1,12.7,15,3005,4.39,0.9608,3146.4,18,1.0,76,5,6,940,0.002124,0.0391,66.4207,21,16.2,0.0201,0.0077,0,0,0,0,0.092527,0.015625,45,0.8311,0.8928,0.3519,0,0,76
23,5000,3133,0,0,3,1.9794,1,12.8,3,3130,4.52,0.9961,3145.2,3,1.0,70,3,9,918,0.002008,0.0429,11.0701,22,17.3,0.0201,0.0086,0,0,0,0,0.071429,0.015625,46,0.7812,0.9428,0.356,0,0,70
24,5000,3100,2,5,1,1.9822,1,12.6,0,3090,4.55,0.987,3140.9,10,1.0,68,2,4,909,0.002221,0.0412,35.461,23,17.9,0.0235,0.0092,2,0,0,0,0.054983,0.015625,42,0.7158,0.9875,0.357,0,0,68
25,5000,3171,1,5,1,1.8928,1,12.3,3171,0,4.59,1.0116,3144.7,10,1.0,71,6,3,937,0.002198,0.0435,34.8432,24,17.4,0.0232,0.0083,1,0,0,0,0.053512,0.015625,44,0.708,1.041,0.3552,0,0,71
26,5000,3080,0,0,0,1.8076,2,12.5,2,3073,4.5,0.9814,3138.5,7,1.0,70,2,3,947,0.002079,0.0436,26.0223,25,18.6,0.0213,0.0079,0,0,0,0,0.061818,0.015625,43,0.7472,1.081,0.3567,0,0,70
27,5000,3071,1,3,3,1.9218,1,12.3,10,3061,4.44,0.9805,3132.1,10,1.0,72,9,7,961,0.001999,0.0362,34.2205,26,18.0,0.0202,0.0078,0,0,0,0,0.068841,0.015625,44,0.773,1.1027,0.3577,0,0,72
28,5000,3071,1,5,3,1.9687,1,12.3,11,3055,4.44,0.9823,3126.3,16,1.0,71,8,9,966,0.002192,0.0378,57.554,27,17.7,0.0192,0.008,1,0,0,0,0.054983,0.015625,43,0.7158,1.144,0.3571,0,0,71
29,5000,3134,1,3,3,1.8897,2,12.3,3131,0,4.5,1.0066,3128.4,18,1.0,70,5,6,951,0.002176,0.041,64.0569,28,17.8,0.0209,0.0084,0,0,0,0,0.068259,0.015625,41,0.7711,1.2054,0.3596,0,0,70
30,5000,3103,4,4,1,1.9185,2,12.3,17,3081,4.48,0.9926,3126.0,22,1.0,70,4,4,993,0.002085,0.0322,74.3243,29,17.8,0.0178,0.0071,0,0,0,0,0.07074,0.015625,40,0.7791,1.2376,0.3628,0,0,70
31,4997,3094,1,4,1,1.9351,2,13.4,12,3082,4.53,0.9907,3123.0,12,1.0,68,1,3,967,0.002171,0.0382,43.4783,30,18.4,0.0162,0.0083,0,0,0,0,0.065972,0.015625,39,0.7632,1.2862,0.3634,0,0,68
32,4995,3212,1,4,3,1.9539,2,13.7,3255,0,4.64,1.0413,3136.6,11,1.0,64,1,5,966,0.002134,0.0409,35.8306,31,19.5,0.0199,0.009,0,0,0,0,0.078616,0.015625,39,0.8013,1.3396,0.3641,0,0,64
33,4994,3133,2,5,3,1.9822,2,13.1,7,3116,4.46,0.999,3136.2,17,1.0,65,5,4,960,0.002033,0.0407,60.4982,32,19.8,0.0225,0.0078,1,0,0,0,0.064407,0.015625,39,0.7574,1.404,0.3668,0,0,65
34,4991,3097,0,0,3,1.871,2,13.0,7,3085,4.51,0.9887,3132.5,12,1.0,62,0,3,925,0.002079,0.0431,48.583,33,21.2,0.0235,0.0102,0,0,0,0,0.066667,0.015625,38,0.7656,1.4433,0.3689,0,0,62
35,4989,3072,2,5,1,1.842,1,12.5,8,3064,4.45,0.9825,3126.7,8,1.0,62,2,2,941,0.002018,0.0502,30.303,34,21.9,0.0221,0.0099,1,0,0,0,0.089606,0.015625,37,0.8256,1.4683,0.3714,0,0,62
36,4986,3140,1,4,3,1.8796,1,12.4,3138,0,4.59,1.0061,3128.8,10,1.0,61,3,4,948,0.001984,0.0459,36.3636,35,22.6,0.0224,0.0091,0,0,0,0,0.091873,0.015625,36,0.8299,1.5461,0.376,0,0,61
37,4986,3176,1,4,3,1.9003,2,13.1,3190,0,4.61,1.0214,3135.8,13,1.0,60,1,2,936,0.001917,0.0471,44.9827,36,23.3,0.0232,0.0089,0,0,0,0,0.074074,0.015625,37,0.7891,1.6101,0.3796,0,0,60
38,4985,3123,2,5,1,1.898,2,13.4,5,3109,4.48,0.9963,3134.6,14,1.0,58,5,7,954,0.002127,0.0456,44.0678,37,23.8,0.0217,0.01,1,0,0,0,0.084691,0.015625,38,0.8155,1.6719,0.3837,0,0,58
39,4982,3093,1,5,1,1.9,2,13.5,4,3081,4.55,0.988,3130.7,12,1.0,55,4,7,913,0.002132,0.0515,45.977,38,23.9,0.0246,0.0102,1,0,0,0,0.066176,0.015625,37,0.7639,1.7197,0.387,0,0,55
40,4981,3083,0,0,0,1.8703,2,13.1,4,3079,4.49,0.9862,3126.1,4,1.0,53,0,2,869,0.002164,0.0448,15.2672,39,24.4,0.0234,0.008,0,0,0,0,0.08209,0.015625,34,0.8097,1.7682,0.3905,0,0,53
41,4978,3047,0,0,0,1.9899,1,12.8,4,3043,4.42,0.977,3118.6,4,1.0,48,0,5,858,0.002143,0.0513,17.9372,40,26.8,0.0283,0.0118,0,0,0,0,0.094017,0.015625,34,0.8338,1.8238,0.3943,0,0,48
42,4975,3100,1,4,1,1.9501,1,14.1,4,3096,4.54,0.9946,3116.8,4,1.0,47,1,2,823,0.002074,0.0461,18.7793,41,27.3,0.0247,0.0109,0,0,0,0,0.073733,0.015625,31,0.7881,1.8699,0.3983,0,0,47
43,4974,3167,1,4,1,1.8496,1,12.6,3191,0,4.62,1.0226,3124.3,4,1.0,45,1,3,831,0.002189,0.063,16.129,42,28.4,0.0251,0.0106,0,0,0,0,0.137795,0.015625,30,0.8866,1.8974,0.4031,0,0,45
44,4974,3073,3,5,1,1.7968,2,12.6,7,3061,4.43,0.9851,3119.4,12,1.0,48,3,0,867,0.002341,0.0422,50.8475,43,27.6,0.0259,0.0106,1,0,0,0,0.088608,0.015625,31,0.8237,1.9228,0.4063,0,0,48
45,4971,3121,2,4,1,1.9495,2,14.1,3103,0,4.5,1.0005,3119.5,18,1.0,51,4,1,906,0.001976,0.0515,60.4982,44,26.9,0.0239,0.0096,0,0,0,0,0.085911,0.015625,33,0.8181,1.9571,0.4086,0,0,51
46,4970,3041,2,4,3,1.9698,2,13.3,15,3021,4.52,0.9772,3112.1,20,1.0,53,5,3,944,0.0022,0.0433,68.2594,45,26.5,0.0215,0.0107,0,0,0,0,0.073333,0.015625,36,0.7869,1.9938,0.4087,0,0,53
47,4970,3162,3,4,3,1.9727,2,13.5,3164,0,4.53,1.022,3119.3,24,1.0,55,6,4,952,0.001983,0.0415,86.0215,46,26.5,0.0209,0.0082,0,0,0,0,0.055363,0.015625,34,0.7178,2.0249,0.4097,0,0,55
48,4968,3030,0,0,3,1.9904,2,12.4,12,3013,4.46,0.974,3110.8,17,1.0,54,1,2,939,0.002055,0.0369,55.1724,47,27.1,0.0223,0.0085,0,0,0,0,0.07047,0.015625,35,0.7783,2.0563,0.412,0,0,54
49,4967,3124,2,5,3,1.9716,1,13.2,3105,0,4.5,1.0044,3112.2,21,1.0,54,3,3,970,0.002001,0.0433,69.9301,48,27.1,0.0235,0.0094,2,0,0,0,0.066667,0.015625,34,0.7656,2.1196,0.414,0,0,54
50,4966,3117,0,0,3,1.9641,1,13.4,3123,0,4.5,1.0046,3113.7,5,1.0,51,2,5,957,0.001928,0.0471,14.9813,49,29.2,0.0255,0.0099,0,0,0,0,0.105072,0.015625,33,0.8513,2.2247,0.417,0,0,51
51,4965,3115,0,0,3,1.9604,1,13.9,3112,0,4.53,1.0004,3113.9,3,1.0,51,0,0,925,0.001745,0.048,12.1951,50,30.2,0.0247,0.0092,0,0,0,0,0.064,0.015625,32,0.7559,2.2847,0.4194,0,0,51
52,4962,3141,1,4,3,1.9716,1,13.2,3152,0,4.51,1.0131,3118.2,7,1.0,51,1,1,937,0.001607,0.044,26.3158,51,31.1,0.0241,0.0103,0,0,0,0,0.07326,0.015625,33,0.7867,2.358,0.4217,0,0,51
