seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
456,1,0.002,101,87,7,0,6,0,0,0,1,96,5,98,3,49,52,99,1,1,12,1.9589
456,2,0.002,76,72,1,0,2,0,0,0,1,74,2,76,0,32,44,76,0,0,6,1.3369
456,3,0.002,23,19,1,0,1,0,0,0,2,20,3,23,0,9,14,23,0,0,5,1.7386
456,4,0.002,13,8,2,0,2,0,0,0,1,11,2,13,0,9,4,12,1,0,7,2.4416
456,5,0.002,8,6,0,0,1,0,0,0,1,7,1,8,0,4,4,7,0,1,5,2.1556
456,6,0.002,17,9,1,0,3,0,0,0,4,13,4,17,0,12,5,17,0,0,8,2.5786
456,7,0.002,17,10,0,0,3,0,0,0,4,14,3,13,4,11,6,14,1,2,11,3.1248
456,8,0.002,12,10,0,0,2,0,0,0,0,11,1,12,0,5,7,10,0,2,5,2.0546
456,9,0.002,13,9,3,0,1,0,0,0,0,12,1,13,0,3,10,13,0,0,4,1.7759
456,10,0.002,25,19,0,0,5,0,0,0,1,20,5,19,6,11,14,25,0,0,6,1.9468
456,11,0.002,16,13,0,0,1,0,0,0,2,14,2,15,1,10,6,16,0,0,5,1.7744
456,12,0.002,21,10,5,0,4,0,0,0,2,16,5,21,0,8,13,18,2,1,9,2.678
456,13,0.002,20,18,2,0,0,0,0,0,0,20,0,20,0,8,12,20,0,0,4,1.4367
456,14,0.002,16,10,3,0,0,0,0,0,3,14,2,16,0,8,8,16,0,0,6,2.2988
456,15,0.002,17,13,1,0,1,0,0,0,2,14,3,16,1,10,7,16,0,1,6,2.0875
456,16,0.002,18,18,0,0,0,0,0,0,0,18,0,18,0,9,9,18,0,0,2,1.0
456,17,0.002,11,7,1,0,1,0,0,0,2,8,3,11,0,4,7,11,0,0,6,2.2999
456,18,0.002,25,14,9,0,1,0,0,0,1,23,2,25,0,12,13,21,2,2,10,2.8832
456,19,0.002,16,14,2,0,0,0,0,0,0,16,0,16,0,9,7,15,1,0,4,1.5306
456,20,0.002,9,5,1,0,3,0,0,0,0,7,2,9,0,3,6,7,2,0,7,2.6416
456,21,0.002,10,6,2,0,1,0,0,0,1,9,1,10,0,7,3,8,1,1,6,2.3219
456,22,0.002,13,8,3,0,0,0,0,0,2,11,2,12,1,7,6,9,3,1,8,2.8731
456,23,0.002,20,12,4,0,3,0,0,0,1,17,3,19,1,9,11,19,1,0,9,2.7282
456,24,0.002,7,6,1,0,0,0,0,0,0,7,0,7,0,4,3,4,2,1,6,2.5216
456,25,0.002,5,5,0,0,0,0,0,0,0,5,0,5,0,4,1,5,0,0,2,0.7219
