seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
2024,1,0.002,116,106,7,0,2,0,0,0,1,113,3,116,0,55,61,115,1,0,8,1.5635
2024,2,0.002,81,59,12,0,8,0,0,0,2,73,8,79,2,41,40,81,0,0,10,2.263
2024,3,0.002,34,31,1,0,0,0,0,0,2,32,2,32,2,16,18,31,2,1,7,1.7961
2024,4,0.002,22,19,1,0,2,0,0,0,0,21,1,22,0,12,10,22,0,0,5,1.6527
2024,5,0.002,23,21,0,0,0,0,0,0,2,22,1,23,0,14,9,23,0,0,4,1.4127
2024,6,0.002,18,14,0,0,0,0,0,0,4,15,3,18,0,14,4,18,0,0,5,1.5577
2024,7,0.002,21,17,1,0,1,0,0,0,2,18,3,20,1,7,14,19,2,0,7,2.0719
2024,8,0.002,18,17,1,0,0,0,0,0,0,18,0,18,0,9,9,17,0,1,4,1.4932
2024,9,0.002,20,14,2,0,4,0,0,0,0,16,4,20,0,7,13,20,0,0,6,1.9438
2024,10,0.002,14,9,4,0,1,0,0,0,0,13,1,14,0,5,9,14,0,0,5,2.0202
2024,11,0.002,25,16,7,0,0,0,0,0,2,23,2,25,0,13,12,24,0,1,7,2.3166
2024,12,0.002,13,7,2,0,1,0,0,0,3,9,4,13,0,8,5,13,0,0,7,2.4997
2024,13,0.002,12,10,0,0,0,0,0,0,2,10,2,11,1,8,4,12,0,0,4,1.5511
2024,14,0.002,19,14,3,0,2,0,0,0,0,17,2,19,0,11,8,16,2,1,7,2.4371
2024,15,0.002,11,10,1,0,0,0,0,0,0,11,0,11,0,5,6,11,0,0,3,1.3486
2024,16,0.002,16,16,0,0,0,0,0,0,0,16,0,16,0,10,6,16,0,0,2,0.9544
2024,17,0.002,8,6,0,0,2,0,0,0,0,7,1,8,0,6,2,7,1,0,4,1.75
2024,18,0.002,27,18,3,0,3,0,0,0,3,22,5,27,0,17,10,20,3,4,12,2.9464
2024,19,0.002,12,10,1,0,1,0,0,0,0,11,1,12,0,6,6,8,1,3,6,2.3554
2024,20,0.002,16,15,1,0,0,0,0,0,0,16,0,16,0,2,14,12,4,0,5,1.6266
2024,21,0.002,23,21,1,0,0,0,0,0,1,22,1,23,0,7,16,22,1,0,5,1.5776
2024,22,0.002,12,10,0,0,2,0,0,0,0,10,2,12,0,7,5,8,2,2,5,2.085
2024,23,0.002,18,11,6,0,1,0,0,0,0,18,0,18,0,6,12,18,0,0,5,2.0183
2024,24,0.002,15,13,0,0,2,0,0,0,0,13,2,15,0,5,10,13,1,1,6,2.0635
2024,25,0.002,10,8,2,0,0,0,0,0,0,10,0,10,0,5,5,7,2,1,5,2.0464
