seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
55,1,0.002,117,106,5,0,3,0,0,0,3,114,3,117,0,62,55,115,2,0,9,1.6264
55,2,0.002,78,69,5,0,1,0,0,0,3,74,4,77,1,38,40,78,0,0,7,1.6539
55,3,0.002,30,22,4,0,2,0,0,0,2,26,4,30,0,16,14,29,1,0,8,2.2071
55,4,0.002,12,7,5,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,4,1.9591
55,5,0.002,14,13,1,0,0,0,0,0,0,14,0,14,0,5,9,14,0,0,3,1.1981
55,6,0.002,13,11,0,0,2,0,0,0,0,11,2,11,2,6,7,12,0,1,4,1.7381
55,7,0.002,10,5,2,0,3,0,0,0,0,7,3,10,0,5,5,8,1,1,6,2.4464
55,8,0.002,13,13,0,0,0,0,0,0,0,13,0,13,0,6,7,13,0,0,2,0.9957
55,9,0.002,19,11,4,0,1,0,0,0,3,15,4,17,2,10,9,16,2,1,9,2.8656
55,10,0.002,19,16,2,0,0,0,0,0,1,19,0,19,0,8,11,19,0,0,5,1.6832
55,11,0.002,21,17,4,0,0,0,0,0,0,21,0,21,0,10,11,21,0,0,4,1.6645
55,12,0.002,16,14,0,0,1,0,0,0,1,14,2,16,0,7,9,13,2,1,6,2.0778
55,13,0.002,16,13,3,0,0,0,0,0,0,16,0,16,0,6,10,16,0,0,3,1.5052
55,14,0.002,19,11,0,0,6,0,0,0,2,12,7,19,0,8,11,17,1,1,8,2.6895
55,15,0.002,15,8,2,0,2,0,0,0,3,11,4,14,1,9,6,15,0,0,8,2.6062
55,16,0.002,24,15,1,0,2,0,0,0,6,19,5,24,0,12,12,20,3,1,11,2.9031
55,17,0.002,14,8,3,0,0,0,0,0,3,11,3,14,0,8,6,10,2,2,9,2.9502
55,18,0.002,10,9,0,0,1,0,0,0,0,9,1,10,0,4,6,10,0,0,3,1.361
55,19,0.002,17,12,2,0,2,0,0,0,1,15,2,17,0,6,11,17,0,0,6,2.1309
55,20,0.002,15,9,3,0,2,0,0,0,1,12,3,14,1,6,9,13,2,0,8,2.5996
55,21,0.002,19,17,0,0,2,0,0,0,0,17,2,19,0,7,12,18,0,1,5,1.6341
55,22,0.002,11,6,3,0,1,0,0,0,1,9,2,11,0,7,4,10,1,0,5,2.1181
55,23,0.002,12,8,3,0,0,0,0,0,1,11,1,12,0,10,2,11,0,1,5,1.7807
55,24,0.002,16,12,1,0,1,0,0,0,2,13,3,16,0,9,7,16,0,0,5,1.875
55,25,0.002,13,11,1,0,0,0,0,0,1,12,1,13,0,5,8,13,0,0,4,1.5734
