seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
789,1,0.002,116,102,0,0,9,0,0,0,5,105,11,116,0,64,52,112,2,2,11,1.8442
789,2,0.002,74,60,4,0,6,0,0,0,4,66,8,71,3,37,37,73,1,0,12,2.171
789,3,0.002,24,18,0,0,5,0,0,0,1,21,3,22,2,10,14,24,0,0,7,2.0135
789,4,0.002,18,17,0,0,0,0,0,0,1,17,1,17,1,9,9,18,0,0,3,1.2516
789,5,0.002,17,16,0,0,0,0,0,0,1,16,1,17,0,11,6,17,0,0,3,1.221
789,6,0.002,17,15,2,0,0,0,0,0,0,17,0,17,0,8,9,15,1,1,5,1.9015
789,7,0.002,10,8,0,0,0,0,0,0,2,9,1,8,2,4,6,9,0,1,5,2.0464
789,8,0.002,17,15,2,0,0,0,0,0,0,17,0,17,0,10,7,15,2,0,5,1.7263
789,9,0.002,18,11,2,0,3,0,0,0,2,14,4,16,2,10,8,17,1,0,8,2.5226
789,10,0.002,20,12,7,0,1,0,0,0,0,19,1,20,0,10,10,17,2,1,7,2.6037
789,11,0.002,23,19,0,0,3,0,0,0,1,21,2,23,0,13,10,23,0,0,5,1.7519
789,12,0.002,13,9,1,0,0,0,0,0,3,10,3,10,3,8,5,11,1,1,7,2.5654
789,13,0.002,16,15,1,0,0,0,0,0,0,16,0,16,0,7,9,16,0,0,3,1.2718
789,14,0.002,16,14,2,0,0,0,0,0,0,16,0,16,0,11,5,15,0,1,4,1.6494
789,15,0.002,10,8,2,0,0,0,0,0,0,10,0,10,0,4,6,9,0,1,4,1.6855
789,16,0.002,28,23,0,0,2,0,0,0,3,24,4,28,0,11,17,28,0,0,6,1.7858
789,17,0.002,26,22,0,0,3,0,0,0,1,23,3,23,3,12,14,25,0,1,7,1.9592
789,18,0.002,26,19,2,0,1,0,0,0,4,21,5,22,4,10,16,23,1,2,11,2.7493
789,19,0.002,18,14,1,0,2,0,0,0,1,15,3,17,1,9,9,18,0,0,5,1.8638
789,20,0.002,32,22,5,0,1,0,0,0,4,28,4,32,0,16,16,32,0,0,7,2.2814
789,21,0.002,34,29,1,0,1,0,0,0,3,33,1,34,0,16,18,33,1,0,7,1.8901
789,22,0.002,18,15,2,0,0,0,0,0,1,17,1,18,0,11,7,18,0,0,4,1.6122
789,23,0.002,17,11,4,0,0,0,0,0,2,16,1,15,2,7,10,16,0,1,7,2.4692
789,24,0.002,16,11,3,0,2,0,0,0,0,15,1,16,0,9,7,16,0,0,6,2.1468
789,25,0.002,25,20,3,0,0,0,0,0,2,24,1,25,0,13,12,22,3,0,8,2.3827
