seed,rate,window,k_star,is_switch,J2,J3,J4,dJ34,dJ32,H2,H3,H4,dH32,dH43,none_ratio,mid_strong_ratio,n_C
1337,0.0005,18,4,0,-0.1342,0.3554,0.3846,0.0292,0.4896,0.6402,1.1401,1.1401,0.4999,0.0,0.8235,0.0588,17
1337,0.0005,19,3,1,-0.2521,0.597,0.597,0.0,0.8491,-0.0,0.9968,0.9968,0.9968,0.0,0.5333,0.0,15
1337,0.0005,20,3,0,0.6788,0.9319,0.9319,0.0,0.2531,1.2419,1.5546,1.5546,0.3127,0.0,0.7333,0.2,15
1337,0.0005,21,3,0,0.5129,1.1038,1.1038,0.0,0.5909,1.1033,1.7968,1.7968,0.6935,0.0,0.6,0.1333,15
2024,0.0005,2,3,0,-0.2391,-0.0226,-0.0226,0.0,0.2165,0.608,0.9728,0.9728,0.3648,0.0,0.8659,0.061,82
2024,0.0005,3,3,0,-0.3056,-0.0199,-0.0199,0.0,0.2857,0.6686,1.0984,1.0984,0.4298,0.0,0.8438,0.0625,32
2024,0.0005,4,4,1,-0.2896,-0.0792,0.6356,0.7148,0.2104,0.6998,1.0389,1.5589,0.3391,0.52,0.8667,0.0667,15
2024,0.0005,5,4,0,-0.2352,-0.0392,0.0784,0.1176,0.196,-0.0,0.4855,0.4855,0.4855,0.0,0.8947,0.0,19
2024,0.0005,6,3,0,0.7226,1.0298,1.0298,0.0,0.3072,1.4466,1.88,1.88,0.4334,0.0,0.6667,0.2222,18
2024,0.0005,4,4,0,-0.2896,-0.0792,0.6356,0.7148,0.2104,0.6998,1.0389,1.5589,0.3391,0.52,0.8667,0.0667,15
2024,0.0005,5,4,0,-0.2352,-0.0392,0.0784,0.1176,0.196,-0.0,0.4855,0.4855,0.4855,0.0,0.8947,0.0,19
2024,0.0005,6,3,1,0.7226,1.0298,1.0298,0.0,0.3072,1.4466,1.88,1.88,0.4334,0.0,0.6667,0.2222,18
2024,0.0005,7,4,0,0.0285,0.5126,1.0708,0.5582,0.4841,0.469,1.1568,1.761,0.6878,0.6042,0.7,0.1,10
2024,0.0005,8,4,0,0.0893,0.2514,0.3856,0.1342,0.1621,1.0219,1.0219,1.0219,0.0,0.0,0.85,0.15,20
2024,0.0005,5,4,0,-0.2352,-0.0392,0.0784,0.1176,0.196,-0.0,0.4855,0.4855,0.4855,0.0,0.8947,0.0,19
2024,0.0005,6,3,0,0.7226,1.0298,1.0298,0.0,0.3072,1.4466,1.88,1.88,0.4334,0.0,0.6667,0.2222,18
2024,0.0005,7,4,1,0.0285,0.5126,1.0708,0.5582,0.4841,0.469,1.1568,1.761,0.6878,0.6042,0.7,0.1,10
2024,0.0005,8,4,0,0.0893,0.2514,0.3856,0.1342,0.1621,1.0219,1.0219,1.0219,0.0,0.0,0.85,0.15,20
2024,0.0005,9,3,0,-0.1713,0.0317,0.0317,0.0,0.203,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,22
2024,0.0005,7,4,0,0.0285,0.5126,1.0708,0.5582,0.4841,0.469,1.1568,1.761,0.6878,0.6042,0.7,0.1,10
2024,0.0005,8,4,0,0.0893,0.2514,0.3856,0.1342,0.1621,1.0219,1.0219,1.0219,0.0,0.0,0.85,0.15,20
2024,0.0005,9,3,1,-0.1713,0.0317,0.0317,0.0,0.203,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,22
2024,0.0005,10,3,0,-0.5,-0.2832,-0.2832,0.0,0.2168,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
2024,0.0005,11,3,0,-0.5,-0.2764,-0.2764,0.0,0.2236,-0.0,0.3373,0.3373,0.3373,0.0,0.9375,0.0,16
2024,0.0005,15,3,0,-0.1713,0.2364,0.2364,0.0,0.4077,-0.0,0.5665,0.5665,0.5665,0.0,0.8667,0.0,15
2024,0.0005,16,3,0,0.0588,0.2749,0.2749,0.0,0.2161,0.7732,1.1451,1.1451,0.3719,0.0,0.8462,0.0769,13
2024,0.0005,17,4,1,0.095,0.2101,0.3446,0.1345,0.1151,0.9913,0.9913,0.9913,0.0,0.0,0.8462,0.1538,13
2024,0.0005,18,3,0,-0.1447,0.8533,0.8533,0.0,0.998,-0.0,0.9544,0.9544,0.9544,0.0,0.375,0.0,8
2024,0.0005,19,3,0,-0.5,0.3147,0.3147,0.0,0.8147,-0.0,1.0,1.0,1.0,0.0,0.5,0.0,6
2024,0.0005,16,3,0,0.0588,0.2749,0.2749,0.0,0.2161,0.7732,1.1451,1.1451,0.3719,0.0,0.8462,0.0769,13
2024,0.0005,17,4,0,0.095,0.2101,0.3446,0.1345,0.1151,0.9913,0.9913,0.9913,0.0,0.0,0.8462,0.1538,13
2024,0.0005,18,3,1,-0.1447,0.8533,0.8533,0.0,0.998,-0.0,0.9544,0.9544,0.9544,0.0,0.375,0.0,8
2024,0.0005,19,3,0,-0.5,0.3147,0.3147,0.0,0.8147,-0.0,1.0,1.0,1.0,0.0,0.5,0.0,6
2024,0.0005,20,3,0,0.1858,0.4774,0.4774,0.0,0.2916,0.8684,0.8684,0.8684,0.0,0.0,0.875,0.125,16
2024,0.0005,21,3,0,0.437,0.9812,0.9812,0.0,0.5442,1.352,1.8811,1.8811,0.5291,0.0,0.6923,0.1538,13
2024,0.0005,22,3,0,0.4079,0.9817,0.9817,0.0,0.5738,1.1568,1.8464,1.8464,0.6896,0.0,0.5,0.2,10
2024,0.0005,23,4,1,0.3327,0.7161,0.7451,0.029,0.3834,1.3411,1.7274,1.8183,0.3863,0.0909,0.6818,0.2273,22
2024,0.0005,24,4,0,-0.0139,0.2028,0.2544,0.0516,0.2167,0.7732,1.1451,1.1451,0.3719,0.0,0.8462,0.0769,13
2024,0.0005,25,3,0,0.9848,1.2097,1.2097,0.0,0.2249,1.5613,1.9056,1.9056,0.3443,0.0,0.5,0.375,8
2024,0.0005,23,4,0,0.3327,0.7161,0.7451,0.029,0.3834,1.3411,1.7274,1.8183,0.3863,0.0909,0.6818,0.2273,22
2024,0.0005,24,4,0,-0.0139,0.2028,0.2544,0.0516,0.2167,0.7732,1.1451,1.1451,0.3719,0.0,0.8462,0.0769,13
2024,0.0005,25,3,1,0.9848,1.2097,1.2097,0.0,0.2249,1.5613,1.9056,1.9056,0.3443,0.0,0.5,0.375,8
7,0.001,1,0,0,-0.8507,-0.7461,-0.8038,-0.0577,0.1046,0.1493,0.4148,0.4887,0.2655,0.0739,0.9455,0.0091,110
7,0.001,2,3,1,-0.2563,0.0916,0.0368,-0.0548,0.3479,0.712,1.164,1.1989,0.452,0.0349,0.8101,0.0886,79
7,0.001,3,4,0,-0.3629,-0.0552,0.0888,0.144,0.3077,0.431,0.8996,1.1064,0.4686,0.2068,0.8621,0.0345,29
7,0.001,4,4,0,-0.3119,-0.1629,-0.1188,0.0441,0.149,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,11
7,0.001,1,0,0,-0.8507,-0.7461,-0.8038,-0.0577,0.1046,0.1493,0.4148,0.4887,0.2655,0.0739,0.9455,0.0091,110
7,0.001,2,3,0,-0.2563,0.0916,0.0368,-0.0548,0.3479,0.712,1.164,1.1989,0.452,0.0349,0.8101,0.0886,79
7,0.001,3,4,1,-0.3629,-0.0552,0.0888,0.144,0.3077,0.431,0.8996,1.1064,0.4686,0.2068,0.8621,0.0345,29
7,0.001,4,4,0,-0.3119,-0.1629,-0.1188,0.0441,0.149,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,11
7,0.001,5,4,0,-0.1449,-0.0022,0.2164,0.2186,0.1427,0.6144,0.9142,1.2086,0.2998,0.2944,0.8889,0.0556,18
7,0.001,5,4,0,-0.1449,-0.0022,0.2164,0.2186,0.1427,0.6144,0.9142,1.2086,0.2998,0.2944,0.8889,0.0556,18
7,0.001,6,4,0,0.0346,0.1026,0.2674,0.1648,0.068,1.0374,1.0374,1.0374,0.0,0.0,0.8966,0.1034,29
7,0.001,7,2,1,0.1313,0.1313,0.1313,0.0,0.0,0.9864,0.9864,0.9864,0.0,0.0,0.8889,0.1111,9
7,0.001,8,2,0,0.2721,0.2721,0.2721,0.0,0.0,1.2366,1.2366,1.2366,0.0,0.0,0.8,0.2,15
7,0.001,9,2,0,0.9375,0.9375,0.9375,0.0,0.0,1.7899,1.7899,1.7899,0.0,0.0,0.7273,0.2727,11
7,0.001,8,2,0,0.2721,0.2721,0.2721,0.0,0.0,1.2366,1.2366,1.2366,0.0,0.0,0.8,0.2,15
7,0.001,9,2,0,0.9375,0.9375,0.9375,0.0,0.0,1.7899,1.7899,1.7899,0.0,0.0,0.7273,0.2727,11
7,0.001,10,4,1,0.1267,0.5913,0.7472,0.1559,0.4646,0.9568,1.4886,1.4886,0.5318,0.0,0.7727,0.0909,22
7,0.001,11,4,0,-0.0913,0.1893,0.3138,0.1245,0.2806,0.7229,1.1542,1.1542,0.4313,0.0,0.8095,0.0952,21
7,0.001,12,4,0,0.2511,0.3086,0.5349,0.2263,0.0575,0.65,0.65,1.0409,0.0,0.3909,0.8333,0.1667,12
7,0.001,12,4,0,0.2511,0.3086,0.5349,0.2263,0.0575,0.65,0.65,1.0409,0.0,0.3909,0.8333,0.1667,12
7,0.001,13,4,0,-0.202,0.0429,0.1007,0.0578,0.2449,-0.0,0.469,0.469,0.469,0.0,0.9,0.0,20
7,0.001,14,3,1,1.273,1.6653,1.6653,0.0,0.3923,1.8366,2.1972,2.1972,0.3606,0.0,0.3333,0.3333,9
7,0.001,15,3,0,0.0974,0.3599,0.3599,0.0,0.2625,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
7,0.001,16,3,0,0.2304,0.6979,0.6979,0.0,0.4675,1.0554,1.5535,1.5535,0.4981,0.0,0.75,0.125,24
7,0.001,16,3,0,0.2304,0.6979,0.6979,0.0,0.4675,1.0554,1.5535,1.5535,0.4981,0.0,0.75,0.125,24
7,0.001,17,3,0,-0.0324,0.2459,0.2459,0.0,0.2783,0.5033,0.9864,0.9864,0.4831,0.0,0.7778,0.1111,9
7,0.001,18,4,1,-0.2593,-0.0291,0.5405,0.5696,0.2302,-0.0,0.5226,1.1596,0.5226,0.637,0.8824,0.0,17
7,0.001,19,4,0,1.2397,1.2621,1.2991,0.037,0.0224,1.7605,1.7605,1.7605,0.0,0.0,0.5385,0.4615,13
7,0.001,20,2,0,0.7003,0.7003,0.7003,0.0,0.0,1.4355,1.4355,1.4355,0.0,0.0,0.7778,0.2222,9
7,0.001,18,4,0,-0.2593,-0.0291,0.5405,0.5696,0.2302,-0.0,0.5226,1.1596,0.5226,0.637,0.8824,0.0,17
7,0.001,19,4,0,1.2397,1.2621,1.2991,0.037,0.0224,1.7605,1.7605,1.7605,0.0,0.0,0.5385,0.4615,13
7,0.001,20,2,1,0.7003,0.7003,0.7003,0.0,0.0,1.4355,1.4355,1.4355,0.0,0.0,0.7778,0.2222,9
7,0.001,21,2,0,0.4282,0.4282,0.4282,0.0,0.0,0.65,0.65,0.65,0.0,0.0,0.8333,0.1667,6
7,0.001,22,1,0,0.1335,0.1335,0.1335,0.0,0.0,0.5436,0.5436,0.5436,0.0,0.0,0.875,0.125,8
7,0.001,20,2,0,0.7003,0.7003,0.7003,0.0,0.0,1.4355,1.4355,1.4355,0.0,0.0,0.7778,0.2222,9
7,0.001,21,2,0,0.4282,0.4282,0.4282,0.0,0.0,0.65,0.65,0.65,0.0,0.0,0.8333,0.1667,6
7,0.001,22,1,1,0.1335,0.1335,0.1335,0.0,0.0,0.5436,0.5436,0.5436,0.0,0.0,0.875,0.125,8
7,0.001,23,4,0,0.8443,1.0147,1.0554,0.0407,0.1704,1.3294,1.6226,1.7947,0.2932,0.1721,0.75,0.1875,16
7,0.001,24,4,0,0.6019,0.6781,0.6921,0.014,0.0762,1.4591,1.4591,1.6258,0.0,0.1667,0.6667,0.3333,12
7,0.001,21,2,0,0.4282,0.4282,0.4282,0.0,0.0,0.65,0.65,0.65,0.0,0.0,0.8333,0.1667,6
7,0.001,22,1,0,0.1335,0.1335,0.1335,0.0,0.0,0.5436,0.5436,0.5436,0.0,0.0,0.875,0.125,8
7,0.001,23,4,1,0.8443,1.0147,1.0554,0.0407,0.1704,1.3294,1.6226,1.7947,0.2932,0.1721,0.75,0.1875,16
7,0.001,24,4,0,0.6019,0.6781,0.6921,0.014,0.0762,1.4591,1.4591,1.6258,0.0,0.1667,0.6667,0.3333,12
7,0.001,25,3,0,0.0579,0.5419,0.5419,0.0,0.484,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,5
7,0.001,23,4,0,0.8443,1.0147,1.0554,0.0407,0.1704,1.3294,1.6226,1.7947,0.2932,0.1721,0.75,0.1875,16
7,0.001,24,4,0,0.6019,0.6781,0.6921,0.014,0.0762,1.4591,1.4591,1.6258,0.0,0.1667,0.6667,0.3333,12
7,0.001,25,3,1,0.0579,0.5419,0.5419,0.0,0.484,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,5
42,0.001,1,0,0,-0.7038,-0.652,-0.652,0.0,0.0518,0.2962,0.509,0.509,0.2128,0.0,0.9402,0.0256,117
42,0.001,2,4,1,-0.0636,0.1363,0.1973,0.061,0.1999,0.8776,1.1983,1.1983,0.3207,0.0,0.85,0.0875,80
42,0.001,3,4,0,-0.1331,0.0704,0.0889,0.0185,0.2035,0.7533,1.1164,1.1905,0.3631,0.0741,0.8519,0.0741,27
42,0.001,4,4,0,0.6027,0.7082,0.7788,0.0706,0.1055,1.4911,1.7274,1.9092,0.2363,0.1818,0.7727,0.1818,22
42,0.001,9,4,0,0.4132,0.4132,0.6108,0.1976,0.0,1.421,1.421,1.5621,0.0,0.1411,0.8261,0.1739,23
42,0.001,10,4,0,-0.2193,0.0613,0.0717,0.0104,0.2806,0.4822,0.8743,0.8743,0.3921,0.0,0.88,0.04,25
42,0.001,11,3,1,1.2041,1.3477,1.3477,0.0,0.1436,1.8553,2.1243,2.1243,0.269,0.0,0.5862,0.3448,29
42,0.001,12,4,0,0.9596,1.1008,1.2096,0.1088,0.1412,1.8644,2.1271,2.3161,0.2627,0.189,0.5652,0.3478,23
42,0.001,13,3,0,0.4025,0.5002,0.4926,-0.0076,0.0977,1.1761,1.1761,1.2909,0.0,0.1148,0.875,0.125,24
42,0.001,10,4,0,-0.2193,0.0613,0.0717,0.0104,0.2806,0.4822,0.8743,0.8743,0.3921,0.0,0.88,0.04,25
42,0.001,11,3,0,1.2041,1.3477,1.3477,0.0,0.1436,1.8553,2.1243,2.1243,0.269,0.0,0.5862,0.3448,29
42,0.001,12,4,1,0.9596,1.1008,1.2096,0.1088,0.1412,1.8644,2.1271,2.3161,0.2627,0.189,0.5652,0.3478,23
42,0.001,13,3,0,0.4025,0.5002,0.4926,-0.0076,0.0977,1.1761,1.1761,1.2909,0.0,0.1148,0.875,0.125,24
42,0.001,14,4,0,0.4086,0.9289,0.9663,0.0374,0.5203,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
42,0.001,11,3,0,1.2041,1.3477,1.3477,0.0,0.1436,1.8553,2.1243,2.1243,0.269,0.0,0.5862,0.3448,29
42,0.001,12,4,0,0.9596,1.1008,1.2096,0.1088,0.1412,1.8644,2.1271,2.3161,0.2627,0.189,0.5652,0.3478,23
42,0.001,13,3,1,0.4025,0.5002,0.4926,-0.0076,0.0977,1.1761,1.1761,1.2909,0.0,0.1148,0.875,0.125,24
42,0.001,14,4,0,0.4086,0.9289,0.9663,0.0374,0.5203,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
42,0.001,15,3,0,-0.0631,0.0342,0.0342,0.0,0.0973,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
42,0.001,12,4,0,0.9596,1.1008,1.2096,0.1088,0.1412,1.8644,2.1271,2.3161,0.2627,0.189,0.5652,0.3478,23
42,0.001,13,3,0,0.4025,0.5002,0.4926,-0.0076,0.0977,1.1761,1.1761,1.2909,0.0,0.1148,0.875,0.125,24
42,0.001,14,4,1,0.4086,0.9289,0.9663,0.0374,0.5203,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
42,0.001,15,3,0,-0.0631,0.0342,0.0342,0.0,0.0973,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
42,0.001,16,2,0,1.544,1.544,1.544,0.0,0.0,1.9726,1.9726,1.9726,0.0,0.0,0.5217,0.4783,23
42,0.001,13,3,0,0.4025,0.5002,0.4926,-0.0076,0.0977,1.1761,1.1761,1.2909,0.0,0.1148,0.875,0.125,24
42,0.001,14,4,0,0.4086,0.9289,0.9663,0.0374,0.5203,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
42,0.001,15,3,1,-0.0631,0.0342,0.0342,0.0,0.0973,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
42,0.001,16,2,0,1.544,1.544,1.544,0.0,0.0,1.9726,1.9726,1.9726,0.0,0.0,0.5217,0.4783,23
42,0.001,17,3,0,0.2884,0.9191,0.9191,0.0,0.6307,0.952,1.6628,1.6628,0.7108,0.0,0.6471,0.1176,17
42,0.001,14,4,0,0.4086,0.9289,0.9663,0.0374,0.5203,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
42,0.001,15,3,0,-0.0631,0.0342,0.0342,0.0,0.0973,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
42,0.001,16,2,1,1.544,1.544,1.544,0.0,0.0,1.9726,1.9726,1.9726,0.0,0.0,0.5217,0.4783,23
42,0.001,17,3,0,0.2884,0.9191,0.9191,0.0,0.6307,0.952,1.6628,1.6628,0.7108,0.0,0.6471,0.1176,17
42,0.001,18,3,0,-0.2731,0.1731,0.1731,0.0,0.4462,0.549,1.1183,1.1183,0.5693,0.0,0.8095,0.0476,21
42,0.001,15,3,0,-0.0631,0.0342,0.0342,0.0,0.0973,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
42,0.001,16,2,0,1.544,1.544,1.544,0.0,0.0,1.9726,1.9726,1.9726,0.0,0.0,0.5217,0.4783,23
42,0.001,17,3,1,0.2884,0.9191,0.9191,0.0,0.6307,0.952,1.6628,1.6628,0.7108,0.0,0.6471,0.1176,17
42,0.001,18,3,0,-0.2731,0.1731,0.1731,0.0,0.4462,0.549,1.1183,1.1183,0.5693,0.0,0.8095,0.0476,21
42,0.001,19,3,0,-0.21,-0.0538,-0.0538,0.0,0.1562,0.569,0.8476,0.8476,0.2786,0.0,0.9,0.05,20
42,0.001,20,3,0,-0.0563,0.0003,0.0003,0.0,0.0566,0.5436,0.5436,0.5436,0.0,0.0,0.875,0.125,16
42,0.001,21,3,0,-0.0115,0.18,0.18,0.0,0.1915,0.6402,0.952,0.952,0.3118,0.0,0.8824,0.0588,17
42,0.001,22,4,1,0.5283,1.2577,1.3381,0.0804,0.7294,1.4183,2.085,2.2516,0.6667,0.1666,0.5,0.1667,12
42,0.001,23,4,0,0.1514,0.457,0.7866,0.3296,0.3056,0.9219,0.9219,1.3568,0.0,0.4349,0.9,0.1,10
42,0.001,24,4,0,-0.1713,-0.1713,-0.0887,0.0826,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
42,0.001,23,4,0,0.1514,0.457,0.7866,0.3296,0.3056,0.9219,0.9219,1.3568,0.0,0.4349,0.9,0.1,10
42,0.001,24,4,0,-0.1713,-0.1713,-0.0887,0.0826,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
42,0.001,25,2,1,1.0151,1.0151,1.0151,0.0,0.0,1.6577,1.6577,1.6577,0.0,0.0,0.7778,0.2222,9
55,0.001,1,0,0,-0.6478,-0.5297,-0.6173,-0.0876,0.1181,0.5132,0.7628,0.7864,0.2496,0.0236,0.906,0.0513,117
55,0.001,2,4,1,-0.4637,-0.2506,-0.1791,0.0715,0.2131,0.6212,0.9544,0.9544,0.3332,0.0,0.8846,0.0513,78
55,0.001,3,3,0,0.2674,0.5742,0.5742,0.0,0.3068,1.2366,1.658,1.658,0.4214,0.0,0.7667,0.1333,30
55,0.001,4,3,0,-0.115,0.012,0.012,0.0,0.127,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,12
55,0.001,1,0,0,-0.6478,-0.5297,-0.6173,-0.0876,0.1181,0.5132,0.7628,0.7864,0.2496,0.0236,0.906,0.0513,117
55,0.001,2,4,0,-0.4637,-0.2506,-0.1791,0.0715,0.2131,0.6212,0.9544,0.9544,0.3332,0.0,0.8846,0.0513,78
55,0.001,3,3,1,0.2674,0.5742,0.5742,0.0,0.3068,1.2366,1.658,1.658,0.4214,0.0,0.7667,0.1333,30
55,0.001,4,3,0,-0.115,0.012,0.012,0.0,0.127,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,12
55,0.001,5,3,0,0.3466,0.3934,0.3934,0.0,0.0468,0.9913,0.9913,0.9913,0.0,0.0,0.8462,0.1538,13
55,0.001,4,3,0,-0.115,0.012,0.012,0.0,0.127,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,12
55,0.001,5,3,0,0.3466,0.3934,0.3934,0.0,0.0468,0.9913,0.9913,0.9913,0.0,0.0,0.8462,0.1538,13
55,0.001,6,2,1,-0.1326,-0.1326,-0.1326,0.0,0.0,0.4395,0.4395,0.4395,0.0,0.0,0.9091,0.0909,11
55,0.001,7,3,0,0.3066,0.6489,0.6489,0.0,0.3423,0.9219,1.3568,1.3568,0.4349,0.0,0.8,0.1,10
55,0.001,8,3,0,-0.1713,0.2993,0.2993,0.0,0.4706,-0.0,0.7496,0.7496,0.7496,0.0,0.7857,0.0,14
55,0.001,5,3,0,0.3466,0.3934,0.3934,0.0,0.0468,0.9913,0.9913,0.9913,0.0,0.0,0.8462,0.1538,13
55,0.001,6,2,0,-0.1326,-0.1326,-0.1326,0.0,0.0,0.4395,0.4395,0.4395,0.0,0.0,0.9091,0.0909,11
55,0.001,7,3,1,0.3066,0.6489,0.6489,0.0,0.3423,0.9219,1.3568,1.3568,0.4349,0.0,0.8,0.1,10
55,0.001,8,3,0,-0.1713,0.2993,0.2993,0.0,0.4706,-0.0,0.7496,0.7496,0.7496,0.0,0.7857,0.0,14
55,0.001,9,3,0,-0.5,-0.1588,-0.1588,0.0,0.3412,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
55,0.001,8,3,0,-0.1713,0.2993,0.2993,0.0,0.4706,-0.0,0.7496,0.7496,0.7496,0.0,0.7857,0.0,14
55,0.001,9,3,0,-0.5,-0.1588,-0.1588,0.0,0.3412,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
55,0.001,10,0,1,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
55,0.001,11,3,0,0.097,0.5152,0.5152,0.0,0.4182,0.9487,1.4076,1.4076,0.4589,0.0,0.7857,0.1071,28
55,0.001,12,3,0,-0.165,-0.0594,-0.0594,0.0,0.1056,0.3912,0.3912,0.3912,0.0,0.0,0.9231,0.0769,13
55,0.001,9,3,0,-0.5,-0.1588,-0.1588,0.0,0.3412,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
55,0.001,10,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
55,0.001,11,3,1,0.097,0.5152,0.5152,0.0,0.4182,0.9487,1.4076,1.4076,0.4589,0.0,0.7857,0.1071,28
55,0.001,12,3,0,-0.165,-0.0594,-0.0594,0.0,0.1056,0.3912,0.3912,0.3912,0.0,0.0,0.9231,0.0769,13
55,0.001,13,3,0,0.6501,1.1026,1.1026,0.0,0.4525,1.4256,1.9069,1.9069,0.4813,0.0,0.6667,0.2,15
55,0.001,15,3,0,0.2791,0.4434,0.4434,0.0,0.1643,0.8684,1.1863,1.1863,0.3179,0.0,0.8125,0.125,16
55,0.001,16,3,0,0.1538,0.8522,0.8522,0.0,0.6984,1.0613,1.75,1.75,0.6887,0.0,0.625,0.125,8
55,0.001,17,4,1,1.0609,1.1835,1.3464,0.1629,0.1226,1.8736,2.0892,2.3204,0.2156,0.2312,0.619,0.3333,21
55,0.001,18,4,0,0.0303,0.4573,0.487,0.0297,0.427,0.569,1.154,1.154,0.585,0.0,0.8,0.05,20
55,0.001,19,4,0,0.0913,0.4686,0.6067,0.1381,0.3773,0.9464,1.4838,1.4838,0.5374,0.0,0.7143,0.1429,14
55,0.001,18,4,0,0.0303,0.4573,0.487,0.0297,0.427,0.569,1.154,1.154,0.585,0.0,0.8,0.05,20
55,0.001,19,4,0,0.0913,0.4686,0.6067,0.1381,0.3773,0.9464,1.4838,1.4838,0.5374,0.0,0.7143,0.1429,14
55,0.001,20,3,1,0.2932,0.4089,0.4087,-0.0002,0.1157,1.1918,1.1918,1.2918,0.0,0.1,0.85,0.15,20
55,0.001,21,2,0,0.4195,0.4195,0.4195,0.0,0.0,1.1568,1.1568,1.1568,0.0,0.0,0.7,0.3,10
55,0.001,22,4,0,-0.0347,0.726,0.8836,0.1576,0.7607,0.5907,1.3727,1.6341,0.782,0.2614,0.6842,0.0526,19
55,0.001,19,4,0,0.0913,0.4686,0.6067,0.1381,0.3773,0.9464,1.4838,1.4838,0.5374,0.0,0.7143,0.1429,14
55,0.001,20,3,0,0.2932,0.4089,0.4087,-0.0002,0.1157,1.1918,1.1918,1.2918,0.0,0.1,0.85,0.15,20
55,0.001,21,2,1,0.4195,0.4195,0.4195,0.0,0.0,1.1568,1.1568,1.1568,0.0,0.0,0.7,0.3,10
55,0.001,22,4,0,-0.0347,0.726,0.8836,0.1576,0.7607,0.5907,1.3727,1.6341,0.782,0.2614,0.6842,0.0526,19
55,0.001,23,4,0,0.3844,0.5461,0.6474,0.1013,0.1617,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
55,0.001,20,3,0,0.2932,0.4089,0.4087,-0.0002,0.1157,1.1918,1.1918,1.2918,0.0,0.1,0.85,0.15,20
55,0.001,21,2,0,0.4195,0.4195,0.4195,0.0,0.0,1.1568,1.1568,1.1568,0.0,0.0,0.7,0.3,10
55,0.001,22,4,1,-0.0347,0.726,0.8836,0.1576,0.7607,0.5907,1.3727,1.6341,0.782,0.2614,0.6842,0.0526,19
55,0.001,23,4,0,0.3844,0.5461,0.6474,0.1013,0.1617,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
55,0.001,24,3,0,-0.1286,0.3157,0.3157,0.0,0.4443,-0.0,0.65,0.65,0.65,0.0,0.8333,0.0,6
55,0.001,22,4,0,-0.0347,0.726,0.8836,0.1576,0.7607,0.5907,1.3727,1.6341,0.782,0.2614,0.6842,0.0526,19
55,0.001,23,4,0,0.3844,0.5461,0.6474,0.1013,0.1617,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
55,0.001,24,3,1,-0.1286,0.3157,0.3157,0.0,0.4443,-0.0,0.65,0.65,0.65,0.0,0.8333,0.0,6
55,0.001,25,3,0,-0.5,-0.0023,-0.0023,0.0,0.4977,-0.0,0.7425,0.7425,0.7425,0.0,0.7895,0.0,19
123,0.001,1,3,0,-0.2644,-0.0835,-0.0835,0.0,0.1809,0.7356,1.0775,1.0775,0.3419,0.0,0.8475,0.0847,118
123,0.001,2,3,0,0.5074,0.6699,0.6067,-0.0632,0.1625,1.1439,1.4667,1.5301,0.3228,0.0634,0.7838,0.1486,74
123,0.001,3,4,1,0.3183,0.7637,0.7698,0.0061,0.4454,0.9406,1.5284,1.5284,0.5878,0.0,0.7083,0.125,24
123,0.001,4,3,0,0.9632,1.0811,1.0811,0.0,0.1179,1.7798,2.0182,2.0182,0.2384,0.0,0.6842,0.2632,19
123,0.001,5,3,0,0.0682,0.1168,0.1168,0.0,0.0486,0.6686,0.6686,0.6686,0.0,0.0,0.9375,0.0625,16
