window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6087,9,3,0,1.9982,0,17.9,0,0,6.58,1.0,6087.0,548,1.0,341,533,192,1918,0.001072,0.0069,408.0417,0,0.0,0.0,0.0012,0,0,0,0,0.030963,0.015625,64,0.4954,0.031,0.2588,0.003
2,5000,3731,2,5,0,1.9982,0,16.8,439,3263,5.24,0.8285,4532.3,468,1.0,334,19,26,1999,0.001126,0.0068,414.3744,1,1.0,0.0068,0.0012,1,0,0,0,0.034459,0.015625,64,0.5466,0.0654,0.2585,0.003
3,5000,3439,0,0,3,1.9982,0,16.6,238,3217,4.88,0.8657,3995.7,222,1.0,265,3,72,1898,0.00119,0.0082,250.8513,2,2.0,0.0063,0.0015,0,0,0,0,0.035326,0.015625,64,0.5577,0.1007,0.2544,0.003
4,5000,3210,1,4,0,1.9983,0,16.5,67,3168,4.62,0.8772,3693.4,42,1.0,239,3,29,1652,0.001359,0.0102,66.7727,3,2.9,0.0088,0.0023,0,0,0,0,0.039416,0.015625,62,0.6036,0.1402,0.2618,0.003
5,5000,3087,2,5,0,1.9983,0,16.5,5,3077,4.42,0.8842,3491.3,10,1.0,206,4,37,1542,0.001487,0.0172,18.018,4,3.8,0.0172,0.0029,1,0,0,0,0.05,0.015625,62,0.6875,0.1902,0.2715,0.003
6,5000,3023,0,0,3,1.9986,0,22.5,12,3011,4.46,0.9004,3357.5,12,1.0,187,7,26,1434,0.00153,0.0197,24.7934,5,4.8,0.0148,0.0032,0,0,0,0,0.04931,0.015625,62,0.6831,0.2395,0.2761,0.003
7,5000,2949,0,0,3,1.9994,1,17.7,12,2937,4.39,0.9059,3255.4,12,1.0,169,0,18,1356,0.001545,0.0205,26.0304,6,5.8,0.0144,0.0038,0,0,0,0,0.047228,0.015625,60,0.6692,0.2867,0.2772,0.003
8,5000,3106,1,3,0,1.9997,1,20.4,3,3103,4.51,0.9639,3222.2,3,1.0,156,1,14,1291,0.001556,0.0152,6.772,7,6.7,0.0087,0.0034,0,0,0,0,0.069414,0.015625,58,0.7749,0.3561,0.2798,0.003
9,5000,3143,2,5,0,1.9968,1,21.5,3,3130,4.51,0.9802,3206.3,13,1.0,142,2,16,1221,0.00168,0.0361,32.5815,8,7.6,0.0258,0.0052,2,0,0,0,0.045673,0.015625,58,0.6579,0.4018,0.2754,0.003
10,5000,3066,0,0,1,1.9952,2,16.8,2,3054,4.46,0.9639,3180.8,12,1.0,135,7,14,1199,0.001673,0.0285,24.8139,9,8.4,0.019,0.0044,0,0,0,0,0.047506,0.015625,58,0.6711,0.4493,0.2772,0.003
11,5000,3037,2,5,0,1.9994,1,16.4,0,3017,4.43,0.962,3156.8,20,1.0,130,2,7,1183,0.001796,0.0343,55.5556,10,9.3,0.0251,0.006,2,0,0,0,0.065963,0.015625,56,0.7631,0.4968,0.2878,0.003
12,5000,3050,0,0,1,1.999,1,16.5,3,3047,4.5,0.9712,3140.4,3,1.0,117,3,16,1114,0.001897,0.0279,8.7209,11,10.1,0.0255,0.0059,0,0,0,0,0.069638,0.015625,53,0.7756,0.5664,0.2914,0.003
13,5000,3008,3,5,1,1.9972,1,16.3,12,2996,4.38,0.9636,3121.5,12,1.0,101,3,19,1040,0.002026,0.0408,36.036,12,10.8,0.0214,0.006,1,1,0,0,0.06414,0.015625,49,0.7564,0.616,0.2988,0.003
14,5000,3123,3,5,1,1.9931,1,18.0,3114,0,4.47,1.0004,3121.7,9,1.0,95,6,12,1012,0.002062,0.0309,17.8286,13,11.5,0.0231,0.0067,1,1,0,0,0.07716,0.015625,48,0.7975,0.6685,0.3041,0.003
15,5000,3037,1,3,1,1.9787,2,16.4,0,3032,4.48,0.9762,3111.1,5,1.0,85,4,14,888,0.002432,0.0491,17.8571,14,11.9,0.0257,0.0082,0,0,0,0,0.073684,0.015625,47,0.7879,0.7106,0.3068,0.003
16,5000,3096,2,4,1,1.9979,2,16.4,0,3086,4.56,0.9957,3109.3,10,1.0,85,4,4,885,0.0023,0.0433,37.3134,15,12.2,0.0253,0.0076,0,0,0,0,0.046931,0.015625,48,0.6671,0.7575,0.3073,0.003
17,5000,3072,0,0,1,1.9895,2,20.6,0,3067,4.43,0.9893,3105.2,5,1.0,79,0,6,843,0.002466,0.0415,21.645,16,13.3,0.027,0.0083,0,0,0,0,0.06639,0.015625,48,0.7646,0.8239,0.3054,0.003
18,5000,3145,0,0,0,1.9839,1,23.9,3142,0,4.55,1.0115,3109.4,3,1.0,72,3,10,817,0.002207,0.0575,13.6986,17,14.3,0.0251,0.0086,0,0,0,0,0.057522,0.015625,45,0.7284,0.8681,0.3108,0.003
19,5000,3016,0,0,0,1.944,1,23.7,0,3016,4.45,0.9729,3100.0,0,1.0,67,0,5,754,0.00231,0.0468,0.0,18,15.1,0.0277,0.0081,0,0,0,0,0.068085,0.015625,41,0.7705,0.9362,0.3168,0.003
20,5000,3035,0,0,3,1.8919,1,23.8,0,3035,4.44,0.981,3093.8,0,1.0,62,0,5,706,0.002242,0.0455,0.0,19,16.0,0.0261,0.0084,0,0,0,0,0.075758,0.015625,40,0.7938,1.012,0.3235,0.003
21,5000,3034,1,4,3,1.9082,1,17.5,5,3024,4.4,0.9825,3088.1,10,1.0,60,7,9,716,0.002645,0.0448,46.2963,20,16.1,0.0254,0.0087,0,0,0,0,0.058296,0.015625,39,0.732,1.0703,0.3282,0.003
22,5000,3054,0,0,1,1.8775,1,16.6,4,3045,4.44,0.99,3084.9,9,1.0,56,0,4,669,0.002878,0.0549,51.4286,21,17.1,0.0311,0.0119,0,0,0,0,0.054945,0.015625,38,0.7156,1.1087,0.3307,0.003
23,5000,3089,1,4,3,1.8458,1,22.3,3078,0,4.43,1.0012,3085.3,11,1.0,56,5,5,666,0.002661,0.0441,56.9948,22,16.9,0.0286,0.0088,0,0,0,0,0.063725,0.015625,37,0.7548,1.1381,0.3356,0.003
24,5000,3118,0,0,3,1.8708,1,24.2,3108,0,4.52,1.0096,3088.4,10,1.0,51,1,6,640,0.002871,0.0441,45.6853,23,18.3,0.0319,0.0102,0,0,0,0,0.058824,0.015625,37,0.7344,1.1774,0.3409,0.003
25,4999,3105,1,5,3,1.9809,1,18.0,3092,0,4.48,1.0049,3090.0,13,1.0,50,1,2,632,0.003125,0.0663,67.7083,24,18.7,0.0394,0.0141,1,0,0,0,0.066327,0.015625,38,0.7644,1.208,0.344,0.003
26,4999,3112,1,4,3,1.9628,1,16.7,3108,0,4.46,1.0064,3092.1,4,1.0,50,1,1,642,0.002988,0.0595,21.8579,25,19.6,0.0324,0.0116,0,0,0,0,0.059459,0.015625,39,0.7372,1.2404,0.3444,0.003
27,4998,3072,0,0,3,1.9785,2,16.5,0,3072,4.53,0.9941,3090.2,0,1.0,45,0,5,604,0.002895,0.0695,0.0,26,20.8,0.0413,0.0151,0,0,0,0,0.069519,0.015625,37,0.7752,1.2564,0.3481,0.003
28,4997,3038,1,5,3,1.9543,1,16.6,0,3033,4.42,0.9847,3085.2,5,1.0,43,1,3,594,0.003307,0.071,29.9401,27,20.9,0.0385,0.0138,1,0,0,0,0.088757,0.015625,36,0.824,1.292,0.3493,0.003
29,4996,3122,0,0,3,1.9491,1,16.7,3117,0,4.49,1.0108,3088.7,5,1.0,41,0,2,588,0.002995,0.0596,33.557,28,22.1,0.0447,0.0145,0,0,0,0,0.059603,0.015625,36,0.7378,1.3251,0.3528,0.003
30,4994,3127,0,0,3,1.9419,1,16.6,3116,0,4.46,1.0112,3092.3,11,1.0,42,6,5,593,0.00331,0.0795,69.9301,29,21.2,0.0356,0.0139,0,0,0,0,0.07947,0.015625,36,0.8034,1.3516,0.3532,0.003
31,4993,3100,1,5,1,1.9539,1,16.7,3089,0,4.56,1.0022,3093.1,11,1.0,42,2,2,609,0.003393,0.0707,52.9101,30,21.5,0.0398,0.015,1,0,0,0,0.10101,0.015625,35,0.8453,1.3718,0.3538,0.003
