window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6125,18,6,0,1.9983,0,21.6,0,0,6.59,1.0,6125.0,640,1.0,401,602,201,2135,0.000904,0.0077,393.4729,0,0.0,0.0,0.0011,0,0,0,0,0.033173,0.015625,64,0.529,0.0332,0.2571,0.003
2,5000,3737,2,4,0,1.9984,0,18.7,502,3238,5.28,0.8279,4556.3,499,1.0,376,9,34,2156,0.001012,0.0072,392.435,1,1.0,0.0,0.0011,0,0,0,0,0.028794,0.015625,64,0.4574,0.062,0.2392,0.003
3,5000,3462,1,5,0,1.9984,0,16.5,303,3165,4.97,0.8662,4018.7,297,1.0,310,1,67,2077,0.001065,0.009,283.2536,2,2.0,0.0068,0.0014,1,0,0,0,0.030098,0.015625,64,0.4809,0.086,0.2173,0.003
4,5000,3213,0,0,3,1.9985,0,16.5,82,3168,4.69,0.8757,3711.2,45,1.0,269,0,41,1860,0.00126,0.0114,61.6438,3,3.0,0.0114,0.0023,0,0,0,0,0.032953,0.015625,64,0.5258,0.1177,0.2163,0.003
5,5000,3176,3,5,0,1.9985,0,16.5,4,3162,4.5,0.899,3532.8,14,1.0,242,3,30,1803,0.001275,0.0149,21.978,4,3.9,0.0104,0.0025,2,0,0,0,0.044577,0.015625,64,0.6495,0.1564,0.2212,0.003
6,5000,3071,2,5,0,1.9984,1,16.7,14,3052,4.5,0.903,3400.9,19,1.0,221,7,28,1755,0.001303,0.0207,31.405,5,4.8,0.0124,0.003,2,0,0,0,0.047771,0.015625,64,0.6729,0.1898,0.2227,0.003
7,5000,3022,0,0,1,1.9969,2,16.6,8,3014,4.46,0.9141,3306.1,8,1.0,196,0,25,1641,0.001372,0.0174,14.652,6,5.8,0.0135,0.0032,0,0,0,0,0.043403,0.015625,63,0.64,0.2332,0.2297,0.003
8,5000,3085,4,4,0,1.9983,1,16.6,12,3069,4.51,0.9472,3257.0,16,1.0,180,5,21,1574,0.001392,0.0244,31.3725,7,6.6,0.0131,0.0036,0,0,0,0,0.060038,0.015625,62,0.7397,0.2764,0.2367,0.003
9,5000,3011,1,3,0,1.9967,1,16.7,17,2994,4.44,0.9386,3207.8,17,1.0,175,8,13,1552,0.001339,0.0234,34.7648,8,7.3,0.0074,0.0035,0,0,0,0,0.048828,0.015625,63,0.68,0.3096,0.2409,0.003
10,5000,3121,0,0,3,1.9944,2,16.7,12,3109,4.52,0.9778,3192.0,12,1.0,163,0,12,1472,0.001354,0.0225,25.5864,9,8.3,0.0148,0.0038,0,1,0,0,0.0409,0.015625,63,0.618,0.3341,0.2425,0.003
11,5000,3128,0,0,3,1.9952,1,16.7,8,3117,4.46,0.9832,3181.3,11,1.0,152,3,14,1423,0.001369,0.0202,23.5546,10,9.3,0.0152,0.0038,0,0,0,0,0.038384,0.015625,59,0.5929,0.3533,0.2465,0.003
