window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6075,14,8,0,1.9982,0,19.9,0,0,6.53,1.0,6075.0,605,1.0,375,568,193,2136,0.00098,0.0122,389.0675,0,0.0,0.0051,0.0013,2,0,0,0,0.033469,0.015625,64,0.5331,0.0335,0.263,0.003
2,5000,3753,4,5,0,1.9981,0,19.9,461,3288,5.29,0.8323,4549.0,465,1.0,362,13,26,2206,0.001061,0.012,362.1495,1,1.0,0.006,0.0012,1,0,0,0,0.037148,0.015625,63,0.5794,0.0676,0.2523,0.003
3,5000,3377,1,3,0,1.9982,0,16.7,267,3133,4.9,0.8555,3974.5,244,1.0,284,7,85,2118,0.001101,0.01,255.2521,2,1.9,0.0061,0.0016,0,0,0,0,0.034167,0.015625,63,0.5427,0.0926,0.2564,0.003
4,5000,3050,2,5,0,1.9983,0,16.5,54,3019,4.43,0.8522,3617.9,31,1.0,249,2,37,1828,0.001311,0.0165,50.0808,3,2.9,0.0093,0.0025,2,0,0,0,0.051051,0.015625,64,0.6939,0.1241,0.2632,0.003
5,5000,3018,1,5,0,1.9982,0,16.3,5,3008,4.36,0.883,3417.9,10,1.0,216,1,34,1713,0.001446,0.0216,17.6056,4,3.9,0.0146,0.0034,1,0,0,0,0.039801,0.015625,62,0.6074,0.1534,0.2697,0.003
6,5000,3099,0,0,3,1.9979,0,17.6,0,3094,4.49,0.9315,3326.8,5,1.0,199,0,17,1640,0.001424,0.0209,9.9404,5,4.9,0.0089,0.0031,0,0,0,0,0.045627,0.015625,61,0.6576,0.1914,0.2757,0.003
7,5000,3011,1,4,0,1.9989,1,16.3,5,3006,4.42,0.9271,3247.9,5,1.0,174,6,31,1523,0.001475,0.0232,8.8106,6,5.7,0.0113,0.0038,0,0,0,0,0.059072,0.015625,59,0.7355,0.2472,0.2854,0.003
8,5000,3108,0,0,0,1.9978,1,16.4,3,3105,4.45,0.9662,3216.8,3,1.0,164,0,10,1471,0.001457,0.0314,6.5359,7,6.8,0.0122,0.004,0,0,0,0,0.050314,0.015625,56,0.6895,0.2975,0.2921,0.003
9,5000,3177,1,5,0,1.9954,1,16.3,8,3169,4.51,0.9901,3208.8,8,1.0,150,1,15,1403,0.001541,0.0297,17.8971,8,7.7,0.0142,0.0045,1,0,0,0,0.050847,0.015625,56,0.6927,0.3483,0.2982,0.003
10,5000,3170,1,3,0,1.987,1,16.2,6,3164,4.53,0.9901,3201.8,6,1.0,140,1,11,1343,0.001532,0.0255,13.1579,9,8.6,0.0164,0.0047,0,0,0,0,0.046809,0.015625,55,0.6662,0.3951,0.3061,0.003
