window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,5924,18,6,0,1.9991,0,25.7,0,0,6.41,1.0,5924.0,520,1.0,323,478,155,1858,0.001121,0.0104,408.6614,0,0.0,0.0068,0.0013,4,0,0,0,0.033805,0.015625,64,0.5378,0.0338,0.2748,0.003
2,5000,3535,4,5,0,1.9991,0,18.7,373,3158,5.0,0.819,4349.3,377,1.0,307,14,30,1910,0.001218,0.0122,373.2673,1,1.0,0.0064,0.0015,1,0,0,0,0.039544,0.015625,64,0.6049,0.068,0.2608,0.003
3,5000,3360,2,5,0,1.9991,0,17.0,236,3121,4.82,0.874,3862.7,239,1.0,244,10,73,1849,0.00125,0.0145,288.2992,2,1.9,0.0098,0.0022,1,0,0,0,0.03568,0.015625,64,0.5621,0.0992,0.2638,0.003
4,5000,3068,1,5,0,1.9991,0,16.6,37,3038,4.52,0.8686,3551.6,30,1.0,209,1,36,1614,0.001575,0.029,52.0833,3,2.9,0.0124,0.0032,1,0,0,0,0.040258,0.015625,61,0.6119,0.1395,0.2675,0.003
5,5000,3052,0,0,1,1.9991,0,20.1,5,3047,4.47,0.9016,3385.1,5,1.0,182,0,27,1506,0.001606,0.0177,10.352,4,3.9,0.0115,0.0034,0,0,0,0,0.045276,0.015625,60,0.6549,0.1828,0.2721,0.003
6,5000,3169,2,5,0,1.9989,1,22.7,11,3158,4.49,0.9536,3323.3,11,1.0,166,6,22,1485,0.001621,0.0207,19.6078,5,4.8,0.0134,0.0037,1,0,0,0,0.045455,0.015625,59,0.6562,0.2261,0.2796,0.003
7,5000,3139,1,5,1,1.9984,1,16.7,0,3134,4.48,0.9578,3277.2,5,1.0,155,1,12,1431,0.001635,0.0196,11.4155,6,5.7,0.0135,0.0038,1,0,0,0,0.05,0.015625,58,0.6875,0.2588,0.2871,0.003
8,5000,3139,2,5,0,1.9997,2,16.6,5,3129,4.55,0.9669,3246.5,10,1.0,141,2,16,1357,0.00175,0.0308,22.9885,7,6.6,0.0144,0.0046,2,0,0,0,0.052747,0.015625,57,0.7038,0.3115,0.2966,0.003
9,5000,3123,2,5,0,1.9989,2,18.5,0,3115,4.51,0.9693,3221.8,8,1.0,133,3,11,1339,0.001852,0.0275,18.8679,8,7.4,0.0187,0.0053,1,0,0,0,0.064073,0.015625,58,0.7561,0.3481,0.2958,0.003
10,5000,3041,0,0,1,1.9908,2,16.7,0,3041,4.44,0.9536,3188.9,0,1.0,121,0,12,1259,0.001766,0.0313,0.0,9,8.4,0.0172,0.0051,0,0,0,0,0.065274,0.015625,57,0.7606,0.3873,0.3024,0.003
11,5000,3102,0,0,0,1.9632,1,16.6,1,3101,4.51,0.9772,3174.5,1,1.0,111,1,11,1207,0.001703,0.0266,0.0,10,9.4,0.0133,0.0051,0,0,0,0,0.053269,0.015625,56,0.7067,0.4236,0.3093,0.003
12,5000,3053,0,0,0,1.9238,1,16.5,0,3053,4.48,0.9674,3155.8,0,1.0,101,0,10,1131,0.001876,0.0415,0.0,11,10.4,0.0195,0.0063,0,0,0,0,0.059347,0.015625,54,0.7367,0.4692,0.3127,0.003
13,5000,3041,1,4,1,1.9084,1,18.7,0,3041,4.41,0.9687,3139.4,0,1.0,97,1,5,1096,0.001796,0.0251,0.0,12,11.3,0.0161,0.0057,0,0,0,0,0.055866,0.015625,53,0.7203,0.5251,0.3158,0.003
14,5000,3139,1,5,1,1.9338,1,16.5,3,3131,4.5,0.9999,3139.3,8,1.0,90,4,11,1057,0.001902,0.0324,24.1692,13,11.9,0.0208,0.0069,1,0,0,0,0.058824,0.015625,52,0.7344,0.5839,0.3205,0.003
15,5000,3071,2,5,3,1.9507,2,16.5,8,3058,4.46,0.9809,3130.8,13,1.0,88,7,9,1059,0.002122,0.0398,41.4013,14,12.0,0.0208,0.0076,1,0,0,0,0.073394,0.015625,50,0.7871,0.642,0.3277,0.003
16,5000,3111,2,5,1,1.9344,2,16.5,16,3095,4.5,0.9944,3128.5,16,1.0,87,2,3,1061,0.00199,0.0374,48.048,15,12.7,0.0203,0.0078,1,0,0,0,0.086207,0.015625,49,0.8187,0.6823,0.3348,0.003
17,5000,2948,1,5,1,1.958,2,16.5,10,2934,4.44,0.9484,3108.4,14,1.0,87,7,7,1087,0.002004,0.042,40.7524,16,13.1,0.019,0.0066,1,0,0,0,0.066066,0.015625,51,0.7635,0.7276,0.3343,0.003
18,5000,3077,0,0,3,1.979,2,16.5,6,3067,4.43,0.991,3105.1,10,1.0,82,3,8,1035,0.002,0.0319,36.7647,17,13.6,0.0177,0.007,0,0,0,0,0.056738,0.015625,48,0.7246,0.7843,0.3364,0.003
19,5000,3082,0,0,3,1.971,1,16.5,0,3077,4.55,0.9933,3102.8,5,1.0,78,0,4,1006,0.002004,0.0365,17.1821,18,14.7,0.0193,0.0075,0,0,0,0,0.07309,0.015625,47,0.7862,0.8308,0.3393,0.003
20,5000,3047,3,5,1,1.962,1,16.6,4,3028,4.42,0.9837,3097.5,19,1.0,77,10,11,1020,0.001965,0.0338,59.9369,19,14.3,0.0199,0.0073,1,0,0,0,0.052308,0.015625,49,0.7013,0.877,0.341,0.003
21,5000,3109,2,5,3,1.9169,1,16.6,3082,0,4.53,1.0034,3098.6,27,1.0,77,7,7,1055,0.002127,0.0387,87.2483,20,14.4,0.0201,0.0079,1,0,0,0,0.058065,0.015625,50,0.7309,0.9184,0.3407,0.003
22,5000,2953,0,0,3,1.9748,2,16.5,3,2936,4.36,0.9573,3084.7,17,1.0,76,0,1,1027,0.002142,0.0506,56.4784,21,15.3,0.0195,0.0085,0,0,0,0,0.060127,0.015625,49,0.7401,0.9659,0.3417,0.003
23,5000,3050,2,5,1,1.9952,1,16.5,7,3029,4.46,0.9898,3081.4,21,1.0,73,6,9,1054,0.001953,0.0337,67.9612,22,16.2,0.0215,0.0077,2,0,0,0,0.07362,0.015625,47,0.7878,1.0119,0.3466,0.003
24,5000,3104,0,0,3,1.9621,1,16.5,3092,0,4.46,1.0066,3083.6,12,1.0,67,0,6,1001,0.002045,0.0409,39.604,23,17.6,0.0225,0.0084,0,0,0,0,0.081761,0.015625,44,0.8089,1.0654,0.3523,0.003
25,5000,3098,2,5,3,1.9506,1,16.4,3081,0,4.49,1.0042,3084.9,17,1.0,66,2,3,996,0.002335,0.057,55.7377,24,18.3,0.0242,0.011,2,0,0,0,0.085443,0.015625,42,0.8171,1.1101,0.3551,0.003
26,5000,3117,1,3,3,1.962,1,16.5,3106,0,4.52,1.0094,3088.0,11,1.0,65,2,3,982,0.002178,0.045,35.7143,25,18.9,0.0212,0.0097,0,0,0,0,0.069204,0.015625,41,0.7742,1.1789,0.3611,0.003
27,4998,3105,0,0,3,1.9075,2,16.4,3100,0,4.47,1.005,3089.6,5,1.0,65,5,5,986,0.002091,0.0456,14.4404,26,19.4,0.0228,0.0098,0,0,0,0,0.080702,0.015625,41,0.8064,1.2596,0.3655,0.003
28,4995,3109,2,5,1,1.9168,1,16.5,3096,0,4.49,1.0057,3091.5,13,1.0,68,7,4,1022,0.00182,0.0333,45.2962,27,18.9,0.0195,0.008,1,1,0,0,0.083333,0.015625,42,0.8125,1.3229,0.3702,0.003
29,4995,3026,3,5,1,1.9295,1,17.7,6,3007,4.35,0.9808,3085.2,19,1.0,68,3,3,1034,0.002045,0.0355,62.9139,28,19.4,0.0199,0.0075,1,0,0,0,0.064516,0.015625,43,0.7578,1.3874,0.3734,0.003
30,4994,3135,0,0,1,1.9661,2,23.8,3121,0,4.49,1.0146,3090.0,14,1.0,65,3,6,1012,0.001932,0.0333,44.4444,29,20.6,0.0196,0.0082,0,0,0,0,0.081818,0.015625,42,0.809,1.4632,0.3782,0.003
31,4992,3136,1,5,1,1.9591,1,23.8,3116,0,4.45,1.0135,3094.3,20,1.0,63,1,3,1011,0.002015,0.0377,65.7895,30,22.2,0.0208,0.0095,1,0,0,0,0.059748,0.015625,41,0.7385,1.5104,0.3808,0.003
32,4990,3110,0,0,1,1.9612,1,23.8,3090,0,4.43,1.0046,3095.8,20,1.0,60,0,3,977,0.002006,0.0418,72.2022,31,22.9,0.0237,0.0101,0,0,0,0,0.066202,0.015625,38,0.764,1.5731,0.3856,0.003
33,4989,3041,0,0,0,1.9438,1,23.9,6,3030,4.43,0.9839,3090.6,11,1.0,56,0,4,942,0.002015,0.0443,42.3077,32,23.3,0.0232,0.0091,0,0,0,0,0.077491,0.015625,35,0.7984,1.6137,0.3905,0.003
34,4987,3022,2,5,1,1.969,1,16.5,3,3011,4.49,0.9799,3084.1,11,1.0,58,3,1,984,0.001909,0.0382,39.2857,33,23.4,0.0213,0.0093,1,0,0,0,0.076389,0.015625,37,0.7955,1.6796,0.3929,0.003
35,4987,3024,1,3,1,1.9742,1,16.5,0,3019,4.39,0.9823,3078.4,5,1.0,56,4,6,977,0.001907,0.038,19.8413,34,23.2,0.0224,0.0094,0,0,0,0,0.106464,0.015625,36,0.8532,1.7253,0.3962,0.003
36,4984,3090,1,5,3,1.9725,2,16.5,3080,0,4.53,1.0034,3079.5,10,1.0,55,1,2,955,0.0019,0.0515,37.594,35,23.4,0.0228,0.0094,1,0,0,0,0.113971,0.015625,34,0.8629,1.7804,0.4001,0.003
37,4984,3121,1,4,3,1.9846,2,16.4,3118,0,4.51,1.0122,3083.4,3,1.0,54,1,2,964,0.001859,0.0449,12.5,36,24.0,0.0217,0.0092,0,0,0,0,0.089796,0.015625,35,0.826,1.8294,0.4029,0.003
38,4983,3080,0,0,3,1.9409,2,16.4,0,3080,4.54,0.999,3083.1,0,1.0,50,0,4,927,0.002007,0.0435,0.0,37,25.7,0.0226,0.009,0,1,0,0,0.075099,0.015625,35,0.7919,1.9005,0.4061,0.003
39,4983,3054,1,5,3,1.8836,1,16.4,5,3049,4.45,0.9915,3080.3,5,1.0,48,2,4,918,0.001984,0.0449,16.6667,38,27.3,0.0256,0.01,1,1,0,0,0.073469,0.015625,36,0.7873,1.9495,0.4087,0.003
40,4982,3029,0,0,3,1.7848,1,18.4,0,3024,4.46,0.9849,3075.4,5,1.0,49,5,4,896,0.001909,0.0446,19.305,39,26.1,0.0243,0.0093,0,1,0,0,0.055762,0.015625,34,0.7198,1.9867,0.4107,0.003
41,4980,3078,2,5,3,1.804,1,16.3,3064,0,4.52,1.0008,3075.7,14,1.0,48,3,4,904,0.002076,0.0681,51.0949,40,26.8,0.0247,0.0105,1,0,0,0,0.0681,0.015625,35,0.7706,2.0512,0.4123,0.003
42,4980,3055,1,5,3,1.9242,1,16.3,0,3045,4.51,0.9939,3073.7,10,1.0,47,1,2,901,0.002284,0.0484,41.1523,41,26.6,0.0233,0.0108,1,0,0,0,0.064516,0.015625,34,0.7578,2.0714,0.4125,0.003
43,4979,3015,1,4,3,1.9357,2,16.3,5,3005,4.44,0.9827,3068.1,10,1.0,45,3,5,930,0.002128,0.0573,32.0,42,27.8,0.0244,0.0098,0,0,0,0,0.080153,0.015625,35,0.8051,2.1172,0.4136,0.003
44,4978,3043,3,4,3,1.9424,2,16.3,11,3027,4.43,0.9926,3065.7,16,1.0,48,5,2,942,0.002037,0.0461,46.9799,43,27.0,0.023,0.0094,0,0,0,0,0.095395,0.015625,35,0.8362,2.1698,0.4148,0.003
45,4975,3027,1,5,3,1.9172,2,16.4,4,3018,4.44,0.9886,3062.0,9,1.0,48,1,1,953,0.001937,0.0519,31.6901,44,27.8,0.0237,0.0105,1,0,0,0,0.100346,0.015625,34,0.8443,2.2148,0.417,0.003
