window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6105,9,5,0,1.9976,0,18.0,0,0,6.58,1.0,6105.0,611,1.0,385,592,207,2120,0.000923,0.0067,407.062,0,0.0,0.0057,0.0011,1,0,0,0,0.028336,0.015625,63,0.4486,0.0283,0.2535,0.003
2,5000,3747,3,5,0,1.9976,0,16.8,455,3265,5.23,0.8301,4556.3,482,1.0,366,22,41,2183,0.001043,0.0078,377.551,1,1.0,0.007,0.0012,2,0,0,0,0.034961,0.015625,63,0.5531,0.0633,0.2522,0.003
3,5000,3328,1,4,0,1.9976,0,16.6,263,3092,4.82,0.8492,3959.2,236,1.0,303,4,67,2098,0.001054,0.0129,233.1349,2,1.9,0.0094,0.0015,0,0,0,0,0.039357,0.015625,63,0.603,0.1027,0.2503,0.003
4,5000,3155,0,0,1,1.9976,0,16.5,55,3121,4.55,0.8711,3645.9,34,1.0,268,0,35,1834,0.001265,0.0161,50.0,3,2.9,0.0103,0.0024,0,0,0,0,0.03629,0.015625,62,0.5694,0.1363,0.2546,0.003
5,5000,3106,1,4,0,1.9977,0,16.5,4,3102,4.56,0.8962,3465.9,4,1.0,232,1,37,1702,0.001356,0.0222,6.7227,4,3.9,0.0132,0.0027,0,0,0,0,0.044444,0.015625,62,0.6484,0.1696,0.2515,0.003
6,5000,3100,0,0,1,1.9977,1,16.5,4,3096,4.46,0.9222,3361.4,4,1.0,205,4,31,1582,0.001339,0.0145,7.6923,5,4.8,0.0133,0.0027,0,0,0,0,0.037975,0.015625,60,0.5885,0.2021,0.2571,0.003
7,5000,2905,3,5,0,1.9964,1,16.4,3,2892,4.3,0.8946,3247.3,13,1.0,186,3,22,1505,0.001501,0.0246,30.0231,6,5.8,0.0156,0.0034,2,0,0,0,0.042411,0.015625,59,0.6316,0.2356,0.2631,0.003
8,5000,3116,1,5,0,1.9967,1,16.3,0,3106,4.51,0.9683,3218.1,10,1.0,173,1,14,1453,0.001587,0.0245,21.2314,7,6.7,0.0164,0.0037,1,0,0,0,0.04908,0.015625,56,0.6816,0.2602,0.2735,0.003
9,5000,3191,1,4,0,1.9909,2,16.4,5,3172,4.57,0.9932,3212.7,19,1.0,164,7,16,1421,0.001455,0.033,41.0367,8,7.5,0.0155,0.0043,0,0,0,0,0.053608,0.015625,55,0.7085,0.3014,0.2872,0.003
10,5000,3157,1,3,0,1.9936,2,16.6,5,3135,4.53,0.9858,3202.6,22,1.0,154,4,14,1359,0.001495,0.0288,51.5222,9,8.3,0.0174,0.0044,0,0,0,0,0.059867,0.015625,54,0.739,0.3391,0.2943,0.003
11,5000,3212,2,5,3,1.9817,2,16.4,3192,0,4.54,1.0025,3204.1,20,1.0,148,2,8,1349,0.001546,0.0289,43.29,10,9.2,0.0188,0.0047,2,0,0,0,0.051546,0.015625,52,0.6969,0.3618,0.3051,0.003
12,5000,3087,0,0,3,1.9602,2,16.8,0,3087,4.44,0.9689,3186.1,0,1.0,138,0,10,1299,0.001456,0.0272,0.0,11,10.3,0.0179,0.0044,0,0,0,0,0.049383,0.015625,51,0.6836,0.4062,0.3147,0.003
13,5000,3259,3,5,1,1.9642,1,16.9,3246,0,4.57,1.0195,3196.5,13,1.0,128,4,14,1280,0.001614,0.0363,28.169,12,11.1,0.0186,0.0056,2,0,0,0,0.054422,0.015625,54,0.7129,0.4561,0.3209,0.003
14,5000,3200,2,5,1,1.9918,1,16.8,3186,0,4.49,1.0009,3197.0,14,1.0,123,2,7,1252,0.001549,0.0327,33.9806,13,11.9,0.0181,0.0051,1,0,0,0,0.065421,0.015625,51,0.7612,0.5005,0.3298,0.003
15,5000,3079,2,5,1,1.992,2,16.8,5,3059,4.46,0.9676,3182.2,20,1.0,115,4,12,1213,0.001802,0.0458,52.3416,14,12.5,0.0218,0.0071,2,0,0,0,0.072776,0.015625,50,0.7853,0.5344,0.3387,0.003
16,5000,3078,0,0,1,1.9201,2,16.8,0,3078,4.38,0.971,3170.0,0,1.0,104,0,11,1117,0.00185,0.0332,0.0,15,13.4,0.0195,0.0063,0,0,0,0,0.060423,0.015625,48,0.7414,0.5948,0.3451,0.003
17,5000,3133,2,4,3,1.9201,1,16.7,8,3121,4.45,0.9896,3165.9,12,1.0,100,8,12,1100,0.001897,0.0349,33.4262,16,13.2,0.0192,0.0064,0,0,0,0,0.075067,0.015625,46,0.7919,0.6699,0.3524,0.003
18,5000,2966,3,5,3,1.8736,1,16.5,9,2949,4.43,0.9431,3144.8,17,1.0,93,7,14,1073,0.002064,0.0344,52.459,17,13.2,0.0199,0.0071,1,0,0,0,0.0625,0.015625,48,0.75,0.7324,0.3567,0.003
19,5000,3017,1,5,3,1.8381,2,16.5,10,3002,4.44,0.9633,3132.0,15,1.0,82,2,13,1006,0.002143,0.0375,49.6454,18,14.3,0.0218,0.0083,1,0,0,0,0.061433,0.015625,45,0.7457,0.7904,0.3615,0.003
20,5000,2970,0,0,1,1.8294,2,16.7,11,2955,4.44,0.953,3116.6,15,1.0,76,2,8,938,0.002252,0.048,56.6038,19,14.9,0.0212,0.0075,0,0,0,0,0.099631,0.015625,44,0.8432,0.831,0.3652,0.003
21,5000,3159,1,3,1,1.8836,1,16.6,3151,0,4.46,1.0123,3120.7,8,1.0,72,2,6,901,0.002375,0.0433,29.6296,20,15.4,0.0255,0.0096,0,0,0,0,0.101083,0.015625,43,0.8454,0.9104,0.3699,0.003
22,5000,2976,1,4,1,1.8939,1,16.7,9,2967,4.44,0.9579,3106.9,9,1.0,71,1,2,914,0.002305,0.0376,34.2205,21,16.3,0.0248,0.0089,0,0,0,0,0.075188,0.015625,42,0.7922,0.9781,0.3734,0.003
23,5000,3104,1,5,0,1.9316,2,16.5,1,3098,4.47,0.9992,3106.6,6,1.0,66,2,7,892,0.002447,0.0426,19.9203,22,17.3,0.0274,0.01,1,1,0,0,0.089147,0.015625,42,0.8247,1.0672,0.3751,0.003
24,5000,3047,1,3,3,1.9837,2,16.6,0,3037,4.43,0.9826,3100.9,10,1.0,66,9,9,887,0.002214,0.0401,35.7143,23,17.1,0.0207,0.0088,0,0,0,0,0.086957,0.015625,41,0.8203,1.1542,0.3767,0.003
25,5000,3103,0,0,3,1.9919,2,16.5,3093,0,4.49,1.0006,3101.1,10,1.0,68,5,3,887,0.002241,0.0418,36.1011,24,17.5,0.0244,0.0085,0,0,0,0,0.062718,0.015625,41,0.7509,1.2169,0.3769,0.003
26,5000,3095,2,5,1,1.9837,1,16.3,5,3076,4.53,0.9982,3100.5,19,1.0,70,4,2,896,0.002087,0.0356,69.5971,25,17.3,0.0245,0.0084,1,0,0,0,0.092527,0.015625,41,0.8311,1.3094,0.38,0.003
27,4999,3063,2,5,3,1.9871,1,16.4,5,3048,4.41,0.989,3097.0,15,1.0,70,2,2,914,0.002165,0.0456,50.1672,26,17.9,0.0234,0.0084,1,0,0,0,0.078176,0.015625,40,0.8001,1.3778,0.3833,0.003
28,4998,3086,2,5,3,1.9732,2,16.2,14,3072,4.42,0.9968,3095.9,14,1.0,72,4,2,939,0.002224,0.0418,50.1792,27,18.0,0.0217,0.0082,1,0,0,0,0.080139,0.015625,40,0.805,1.4371,0.3873,0.003
29,4998,3034,0,0,3,1.9315,2,16.3,4,3030,4.43,0.9819,3090.0,4,1.0,66,0,6,901,0.002255,0.0458,15.625,28,19.5,0.0223,0.0087,0,0,0,0,0.09542,0.015625,38,0.8362,1.5325,0.3922,0.003
30,4997,3191,0,0,3,1.9215,1,16.3,3187,0,4.49,1.0306,3100.0,8,1.0,62,4,8,882,0.002119,0.041,34.188,29,19.7,0.0232,0.0087,0,0,0,0,0.081967,0.015625,37,0.8094,1.594,0.3935,0.003
31,4997,3132,0,0,3,1.9406,1,16.2,3124,0,4.59,1.0093,3103.1,8,1.0,58,0,4,843,0.002114,0.0445,33.8983,30,20.9,0.0243,0.0099,0,0,0,0,0.08502,0.015625,36,0.8162,1.679,0.3963,0.003
32,4996,3066,2,5,1,1.8834,1,16.2,4,3052,4.48,0.9892,3099.5,14,1.0,55,2,5,817,0.002405,0.0451,59.0717,31,21.5,0.028,0.0122,2,1,0,0,0.110656,0.015625,33,0.8588,1.7896,0.4004,0.003
