window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6084,12,5,0,1.9992,0,18.3,0,0,6.61,1.0,6084.0,612,1.0,377,593,216,2037,0.000977,0.0065,397.1447,0,0.0,0.0055,0.0011,1,0,0,0,0.037924,0.015625,64,0.588,0.0379,0.2442,0.003
2,5000,3685,4,5,0,1.9993,0,17.2,483,3209,5.2,0.8264,4516.0,476,1.0,353,11,35,2071,0.001085,0.0077,395.1747,1,1.0,0.006,0.0012,2,0,0,0,0.032567,0.015625,63,0.5202,0.0692,0.234,0.003
3,5000,3435,1,3,0,1.9993,0,16.9,236,3204,4.88,0.868,3989.5,231,1.0,297,6,62,2017,0.001102,0.0125,238.3901,2,1.9,0.0092,0.0016,0,0,0,0,0.0425,0.015625,63,0.6324,0.1009,0.2277,0.003
4,5000,3063,4,5,0,1.9993,0,16.8,58,3012,4.44,0.8509,3628.9,51,1.0,266,11,42,1820,0.001273,0.0204,76.9231,3,2.8,0.0102,0.0024,1,0,0,0,0.03951,0.015625,63,0.6045,0.1404,0.2357,0.003
5,5000,3093,0,0,1,1.9993,0,16.5,0,3088,4.51,0.8965,3450.3,5,1.0,234,0,32,1710,0.001316,0.0156,8.3333,4,3.8,0.0121,0.0027,0,0,0,0,0.040435,0.015625,62,0.6136,0.1763,0.2418,0.003
6,5000,3044,2,3,0,1.9995,1,16.6,0,3039,4.44,0.913,3334.2,5,1.0,205,2,31,1618,0.001351,0.0158,9.2593,5,4.8,0.0097,0.0028,0,0,0,0,0.043937,0.015625,61,0.6444,0.2202,0.2412,0.003
7,5000,3084,1,4,0,1.9994,1,16.7,4,3080,4.47,0.9426,3271.6,4,1.0,178,1,28,1498,0.001489,0.021,8.0645,6,5.7,0.0148,0.0034,0,0,0,0,0.049618,0.015625,61,0.6851,0.2698,0.2514,0.003
8,5000,3083,0,0,1,1.9975,2,16.6,0,3083,4.46,0.9546,3229.7,0,1.0,158,0,20,1387,0.001525,0.0225,0.0,7,6.7,0.0138,0.0041,0,0,0,0,0.053279,0.015625,59,0.7067,0.2883,0.2619,0.003
9,5000,3237,2,5,0,1.996,1,16.6,3223,0,4.58,1.0018,3231.2,14,1.0,150,6,14,1386,0.001556,0.0324,26.8456,8,7.5,0.0148,0.0042,2,0,0,0,0.047516,0.015625,58,0.6712,0.3077,0.2653,0.003
10,5000,3138,2,5,0,1.9958,1,16.6,0,3129,4.57,0.9763,3214.2,9,1.0,136,4,18,1288,0.001631,0.039,21.6346,9,8.3,0.0193,0.0048,1,0,0,0,0.048165,0.015625,57,0.6756,0.3146,0.2676,0.003
11,5000,3189,0,0,1,1.9933,2,16.7,0,3184,4.48,0.9934,3210.0,5,1.0,129,0,7,1256,0.001611,0.0311,13.5135,10,9.3,0.0159,0.0048,0,0,0,0,0.054404,0.015625,55,0.7128,0.3395,0.2756,0.003
12,5000,3039,1,5,0,1.9957,1,16.6,5,3024,4.49,0.9545,3183.7,15,1.0,121,6,14,1201,0.001733,0.0249,38.6598,11,10.0,0.0162,0.005,1,0,0,0,0.052369,0.015625,54,0.7016,0.3744,0.2808,0.003
13,5000,3031,2,5,3,1.9875,1,16.8,5,3012,4.43,0.9586,3161.9,19,1.0,113,2,10,1159,0.00192,0.0354,52.9248,12,10.7,0.0193,0.0064,2,0,0,0,0.059946,0.015625,51,0.7393,0.4262,0.2882,0.003
14,5000,3135,0,0,3,1.9955,2,18.8,8,3114,4.48,0.9926,3158.3,21,1.0,112,6,7,1164,0.001769,0.0379,53.5211,13,11.3,0.0182,0.0058,0,0,0,0,0.073171,0.015625,50,0.7865,0.4994,0.2977,0.003
15,5000,3125,3,5,1,1.9408,1,16.6,15,3095,4.48,0.9908,3154.2,30,1.0,110,11,13,1173,0.001761,0.0274,75.9162,14,11.3,0.0179,0.0053,2,0,0,0,0.052369,0.015625,50,0.7016,0.5517,0.3011,0.003
16,5000,3164,0,0,3,1.956,1,16.4,3149,0,4.55,1.0028,3155.3,15,1.0,100,2,12,1095,0.001949,0.0323,39.8936,15,12.3,0.0214,0.0064,0,0,0,0,0.057214,0.015625,48,0.7269,0.609,0.3065,0.003
17,5000,3116,3,5,3,1.9567,1,16.4,8,3103,4.45,0.9889,3150.9,13,1.0,92,3,11,1072,0.002033,0.0353,39.2749,16,13.2,0.021,0.0073,2,0,0,0,0.052941,0.015625,47,0.7049,0.6413,0.3107,0.003
18,5000,3010,1,5,3,1.97,1,16.4,5,3000,4.42,0.9598,3136.1,10,1.0,88,3,7,1089,0.002123,0.0396,25.0,17,14.2,0.0207,0.0077,1,0,0,0,0.057927,0.015625,47,0.7303,0.6992,0.3151,0.003
19,5000,3056,0,0,3,1.9569,2,16.5,3,3054,4.42,0.9772,3128.2,2,1.0,83,0,5,1021,0.001891,0.0339,6.9444,18,15.2,0.0183,0.0071,0,0,0,0,0.064407,0.015625,46,0.7574,0.7196,0.3184,0.003
20,5000,3057,0,0,3,1.9689,1,16.7,0,3053,4.4,0.9794,3121.4,4,1.0,79,4,8,985,0.001879,0.0377,13.986,19,15.3,0.0201,0.007,0,0,0,0,0.061644,0.015625,43,0.7465,0.7744,0.3264,0.003
21,5000,3056,1,5,3,1.9977,1,16.9,6,3045,4.49,0.981,3115.2,11,1.0,78,7,8,989,0.002094,0.0382,33.4448,20,15.3,0.0221,0.0078,1,0,0,0,0.070064,0.015625,42,0.777,0.8349,0.3326,0.003
22,5000,3023,1,4,3,1.9617,1,16.8,9,3009,4.35,0.9732,3106.4,14,1.0,73,1,6,969,0.002219,0.0389,51.4706,21,16.5,0.0241,0.0088,0,0,0,0,0.053004,0.015625,42,0.7052,0.8667,0.3379,0.003
23,5000,3058,3,5,3,1.9587,2,16.6,14,3034,4.4,0.9859,3101.8,24,1.0,76,5,2,1006,0.002107,0.0372,78.1759,22,16.5,0.0189,0.0073,1,0,0,0,0.068111,0.015625,44,0.7706,0.9348,0.3422,0.003
24,5000,3090,5,5,3,1.9865,2,16.6,22,3055,4.5,0.9966,3100.7,35,1.0,78,6,4,1092,0.002239,0.0385,101.8519,23,16.6,0.0195,0.0077,3,0,0,0,0.056213,0.015625,45,0.722,0.9881,0.3438,0.003
25,5000,3109,3,5,3,1.9721,2,16.5,3090,0,4.5,1.0024,3101.5,19,1.0,80,5,3,1100,0.002226,0.038,57.2289,24,16.5,0.0203,0.0076,1,1,0,0,0.070175,0.015625,45,0.7773,1.0495,0.3457,0.003
26,5000,3058,2,3,1,1.9634,2,16.5,11,3042,4.45,0.9873,3097.3,16,1.0,78,4,6,1103,0.002128,0.0434,47.9042,25,16.9,0.0201,0.0077,0,0,0,0,0.052023,0.015625,45,0.6997,1.0986,0.3453,0.003
27,5000,3118,1,4,1,1.9158,2,16.7,3106,0,4.62,1.006,3099.3,12,1.0,73,1,6,1082,0.001788,0.04,41.0959,26,18.2,0.0177,0.0082,0,0,0,0,0.086667,0.015625,45,0.8197,1.1319,0.348,0.003
28,5000,3121,1,4,3,1.8936,2,16.6,3112,0,4.55,1.0063,3101.4,9,1.0,74,3,2,1077,0.001829,0.0333,30.9278,27,18.7,0.018,0.0068,0,0,0,0,0.056667,0.015625,46,0.7243,1.1886,0.3491,0.003
29,5000,3032,0,0,3,1.891,2,16.5,0,3027,4.46,0.9797,3094.8,5,1.0,72,0,2,1059,0.001823,0.0354,16.6113,28,19.5,0.0182,0.0072,0,0,0,0,0.083601,0.015625,46,0.8131,1.2368,0.3507,0.003
