window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,5979,8,5,0,1.999,0,18.2,0,0,6.49,1.0,5979.0,562,1.0,361,547,186,2014,0.000988,0.0115,402.439,0,0.0,0.0115,0.0012,1,0,0,0,0.035734,0.015625,64,0.5627,0.0357,0.2838,0.003
2,5000,3707,3,5,0,1.999,0,20.0,425,3267,5.19,0.8334,4485.0,440,1.0,340,15,36,2060,0.001115,0.0099,378.3319,1,1.0,0.007,0.0013,2,0,0,0,0.031683,0.015625,64,0.5068,0.0674,0.2654,0.003
3,5000,3342,2,5,0,1.999,0,16.9,243,3101,4.81,0.8569,3923.5,241,1.0,280,5,65,1982,0.001169,0.0171,255.2966,2,1.9,0.0111,0.0018,2,0,0,0,0.037639,0.015625,64,0.5849,0.0914,0.2613,0.003
4,5000,3198,0,0,1,1.999,0,16.8,54,3167,4.57,0.885,3644.1,31,1.0,242,3,41,1724,0.001382,0.0157,46.8278,3,2.9,0.014,0.0025,0,0,0,0,0.042796,0.015625,62,0.6349,0.1261,0.2579,0.003
5,5000,3096,0,0,0,1.999,0,16.8,5,3091,4.47,0.8944,3461.4,5,1.0,212,5,35,1617,0.001417,0.0154,10.0,4,3.9,0.0096,0.0028,0,0,0,0,0.042389,0.015625,62,0.6314,0.1646,0.2617,0.003
6,5000,3090,1,4,0,1.999,1,16.7,7,3083,4.47,0.9209,3355.3,7,1.0,193,5,24,1549,0.001447,0.0194,12.1457,5,4.8,0.0117,0.0031,0,0,0,0,0.046602,0.015625,62,0.6647,0.1988,0.2694,0.003
7,5000,3111,1,5,0,1.9993,1,16.5,7,3095,4.55,0.9446,3294.5,16,1.0,177,9,25,1471,0.00148,0.0216,33.3333,6,5.6,0.0137,0.0034,1,0,0,0,0.041176,0.015625,63,0.6205,0.233,0.2648,0.003
8,5000,3194,2,4,0,1.9996,2,16.4,10,3184,4.58,0.9761,3272.1,10,1.0,165,2,14,1419,0.001493,0.0306,19.9601,7,6.5,0.0127,0.0037,0,0,0,0,0.045889,0.015625,61,0.6595,0.2644,0.2652,0.003
9,5000,3009,1,5,0,1.9941,2,16.4,4,3000,4.41,0.9346,3219.5,9,1.0,154,1,12,1368,0.001612,0.0287,20.595,8,7.4,0.0145,0.0042,1,0,0,0,0.06181,0.015625,60,0.7472,0.3095,0.2682,0.003
10,5000,3161,0,0,1,1.997,2,16.5,0,3156,4.55,0.9851,3208.9,5,1.0,145,0,9,1305,0.00151,0.0268,12.7226,9,8.5,0.0178,0.0043,0,0,0,0,0.04878,0.015625,56,0.6797,0.3412,0.2749,0.003
