window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6216,19,6,0,1.9981,0,26.3,0,0,6.67,1.0,6216.0,664,1.0,407,624,217,2244,0.000893,0.0074,395.9451,0,0.0,0.0066,0.001,3,0,0,0,0.036094,0.015625,64,0.5671,0.0361,0.2548,0.003
2,5000,3706,2,5,0,1.9982,0,24.6,493,3211,5.22,0.8202,4572.0,495,1.0,381,2,28,2273,0.001041,0.0095,382.2394,1,1.0,0.0065,0.0012,1,0,0,0,0.039076,0.015625,64,0.6001,0.0752,0.2636,0.003
3,5000,3316,2,5,0,1.9982,0,22.0,287,3066,4.83,0.8462,3962.5,250,1.0,302,5,84,2240,0.001022,0.0112,251.5091,2,2.0,0.0056,0.0015,1,0,0,0,0.047923,0.015625,64,0.674,0.1185,0.2688,0.003
4,5000,3173,0,0,1,1.9981,0,16.6,40,3147,4.57,0.8726,3652.3,26,1.0,257,4,49,1879,0.001275,0.0147,37.5723,3,2.9,0.0088,0.0023,0,0,0,0,0.048128,0.015625,62,0.6753,0.1506,0.2775,0.003
5,5000,3161,0,0,0,1.9981,0,16.7,10,3151,4.52,0.9061,3488.5,10,1.0,233,2,26,1808,0.001339,0.0159,16.7224,4,3.9,0.0086,0.0027,0,0,0,0,0.05414,0.015625,62,0.7114,0.1808,0.2789,0.003
6,5000,3123,2,3,0,1.9985,1,16.6,6,3112,4.51,0.9228,3384.1,11,1.0,213,7,27,1726,0.001263,0.0178,18.7394,5,4.8,0.0094,0.0027,0,0,0,0,0.063209,0.015625,63,0.7528,0.242,0.2869,0.003
7,5000,3016,2,5,0,1.9996,1,16.5,0,3002,4.38,0.9161,3292.1,14,1.0,198,5,20,1626,0.001308,0.0163,26.616,6,5.6,0.0094,0.0029,1,0,0,0,0.047101,0.015625,61,0.6683,0.2819,0.2921,0.003
8,5000,3110,5,5,0,1.9985,2,16.4,3,3082,4.48,0.9564,3251.6,28,1.0,183,5,20,1621,0.001415,0.0248,51.5654,7,6.5,0.0138,0.0037,4,0,0,0,0.054965,0.015625,61,0.7157,0.3315,0.294,0.003
9,5000,3131,0,0,1,1.9997,2,16.3,0,3126,4.42,0.9701,3227.5,5,1.0,163,0,20,1515,0.001506,0.0241,10.4167,8,7.6,0.0161,0.004,0,0,0,0,0.046278,0.015625,60,0.6624,0.3778,0.2991,0.003
10,5000,3061,0,0,3,1.9939,1,18.2,1,3060,4.43,0.9574,3197.2,1,1.0,147,1,17,1424,0.001449,0.0244,0.0,9,8.5,0.0146,0.0041,0,0,0,0,0.066519,0.015625,59,0.7651,0.4443,0.3086,0.003
