window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6124,15,5,0,1.9995,0,18.0,0,0,6.65,1.0,6124.0,604,1.0,373,582,209,2009,0.000963,0.0067,400.7963,0,0.0,0.0036,0.0011,1,0,0,0,0.040041,0.015625,64,0.6098,0.04,0.2532,0.003
2,5000,3807,3,5,0,1.9994,0,16.8,467,3341,5.21,0.835,4604.7,466,1.0,362,12,23,2061,0.001103,0.0087,376.1098,1,1.0,0.005,0.0012,2,0,0,0,0.054206,0.015625,64,0.7117,0.0942,0.2426,0.003
3,5000,3391,2,5,0,1.9994,0,16.6,255,3153,4.91,0.8518,4010.3,238,1.0,291,2,73,2029,0.001092,0.0096,239.6777,2,2.0,0.0077,0.0015,2,0,0,0,0.047428,0.015625,64,0.6706,0.1417,0.2358,0.003
4,5000,3113,1,5,0,1.9994,0,16.6,49,3088,4.55,0.8578,3663.0,25,1.0,251,1,41,1751,0.0013,0.0211,40.5186,3,2.9,0.0133,0.0027,1,0,0,0,0.043807,0.015625,64,0.6433,0.1855,0.2389,0.003
5,5000,3089,0,0,1,1.9994,0,16.5,0,3084,4.43,0.8898,3471.7,5,1.0,213,0,38,1621,0.001444,0.0225,9.0253,4,3.9,0.0124,0.0029,0,0,0,0,0.05026,0.015625,62,0.6891,0.2357,0.245,0.003
6,5000,2981,0,0,3,1.9992,1,16.5,0,2976,4.38,0.8948,3331.5,5,1.0,186,0,27,1504,0.001524,0.02,10.352,5,4.9,0.0143,0.0032,0,0,0,0,0.053892,0.015625,59,0.7101,0.2896,0.2551,0.003
7,5000,3103,1,3,0,1.9979,1,16.5,0,3103,4.47,0.9477,3274.4,0,1.0,167,1,20,1408,0.001589,0.0243,0.0,6,5.9,0.0155,0.0038,0,0,0,0,0.055188,0.015625,59,0.7169,0.3448,0.2636,0.003
8,5000,3142,2,5,0,1.9968,1,16.5,0,3137,4.54,0.9683,3244.9,5,1.0,156,2,13,1360,0.001562,0.031,10.846,7,6.8,0.0153,0.0045,1,0,0,0,0.047521,0.015625,60,0.6712,0.3923,0.2636,0.003
9,5000,3129,1,3,0,1.9952,2,16.6,0,3125,4.42,0.9712,3221.8,4,1.0,151,3,8,1342,0.001475,0.0174,8.9888,8,7.7,0.0131,0.0037,0,0,0,0,0.050109,0.015625,60,0.6882,0.4425,0.2664,0.003
10,5000,3106,1,4,0,1.9973,2,16.4,5,3101,4.42,0.9704,3200.7,5,1.0,138,2,15,1262,0.001571,0.0252,10.3896,9,8.6,0.0137,0.0039,0,0,0,0,0.040302,0.015625,58,0.6123,0.4777,0.268,0.003
